,id,skill_name,skill_desc,story
烬灭者戈迪亚,4144,终刻,整场战斗<color=#454FAB>1</color>次，<color=#454FAB>2</color>位队友战败时，施放奥<br>义技时有<color=#454FAB>15%（1级）</color>/<color=#454FAB>22%（2级）</color>/<br><color=#454FAB>29%（3级）</color>几率复活<color=#454FAB>1</color>名队友。,<line-indent=2em>战争进入终局，交刃的震音渐渐淡去。烈焰发出低沉的炸裂声，一点点吞噬着战场上的遗骸，为避免熄灭奋力挣扎。<br>兵刃、遗骸、灵魂……烈焰尽全力捕获着一切可以燃烧的存在，延续着自己的生命。<br>在烈焰中燃烧的灵魂逐渐凝聚。遗骸则被燃为灰烬，化作躯体。兵刃被烧熔，重铸为厚重的铠甲……<br>由即将熄灭之火中诞生的阴暗集合体，成为战场上的屠戮者，其名为，戈迪亚。
雪浪的莉特,4153,沧佑,受到的反弹伤害降低<color=#454FAB>30%（1级）</color>/<color=#454FAB>45%（2级）</color>/<color=#454FAB>60%（3级）</color>。,<line-indent=2em>“你难道不知道，是陆地上那些野蛮的族裔，杀害了我的孩子吗？！既已知晓，你又为何要吹响号角，为那些蛮族求情？！”<br>“因为在我眼中，他们坚强，勇敢，善良。确实，他们之中有野蛮残暴的存在，但这绝不是将陆上的族裔赶尽杀绝的理由！若海神大人继续一意孤行，那这一切所作所为，又和您口中的蛮族有何差别呢？”<br>不久之后，持续了百日的暴雨最终停歇，阳光再次普照大地之上。
哀雨奥西妮,4154,眷咒,使用辅助技有<color=#454FAB>20%（1级）</color>/<color=#454FAB>30%<br>（2级）</color>/<color=#454FAB>40%（3级）</color>几率使其辅助技冷却时间降低<color=#454FAB>50%</color>。,<line-indent=2em>奥西妮没有过去的记忆。她不知道自己来自何方，也不知道自己为何能拥有召来骤雨的力量。<br>奥西妮察觉到，被她的骤雨淋到的人会忘记心中的哀伤与忧愁。那些被忘却的情感却进入她的体内，化作她的力量的一部分。<br>随着力量的提升，她逐渐回忆起一些片段。有和家人在一起充满欢笑的回忆，也有愤怒不满的经历，而最多的却是独自一人漫无目的徘徊的孤独。<br>就算这样，奥西妮依然坚信只要继续使用这股力量，自己就能取回更多的记忆，解开自己究竟是谁，来自何方的谜团。
邪厄·盖西拉赫,4164,疾援,进行援护时有<color=#454FAB>20%（1级）</color>/<color=#454FAB>30%<br>（2级）</color>/<color=#454FAB>40%（3级）</color>几率使援护冷却时间降低<color=#454FAB>50%</color>。,<line-indent=2em>盖西拉赫是魔族历史上最为凶残暴虐的将领。据调查，在其统领之下的魔族经常受到非魔待遇。曾有魔族意图反抗盖西拉赫的统领，但却被盖西拉赫当场直接消灭。<br>据史学家考证猜测，盖西拉赫或许十分妒忌反叛龙骑乔伊得到魔神重用一事。<br>——《关于自由战争中魔族种群社会化行为研究》
神目姬伊邪,4174,神目,进行援护时，有<color=#454FAB>40%（1级）</color>/<color=#454FAB>60%<br>（2级）</color>/<color=#454FAB>80%（3级）</color>几率不消耗奥<br>义。,<line-indent=2em>在神秘的东方国度，一位少女被族人们尊敬地供奉于神庙中。<br>据说，她的双目是神所赐予的。在她注视之下，无人能说出违背她意志的话语。<br>少女随着自己的心意，任性地发出指令。没有人去质疑与深究少女的话语，他们遵循少女的一切指示。<br>毕竟，真实的话语往往是最为丑陋不堪，难以接受的。
覆面的迪拉罕,4184,审判,当敌方生命值低于<color=#454FAB>30%</color>时，攻击力提升<color=#454FAB>15%（1级）</color>/<color=#454FAB>22%（2级）</color>/<color=#454FAB>29%<br>（3级）</color>。,<line-indent=2em>“我的人民还处于水深火热之中，我又怎么能就这样死去！”<br>“即使舍弃人类的身份，堕为亡灵，也让我继续战斗下去吧……”<br>即将消散的灵魂，在最后一刻许下了悲怆的愿望。失去头颅的身躯，重重跌倒在地。<br>“每当雷鸣大陆的人民遭受异族侵害，一位看不见面容的骑士总将于入夜之际，策马而来横扫四方。”<br>——《大陆异奇传说》
血祖亚门,4194,愈骨,在场上受到治愈效果时，恢复<color=#454FAB>80<br>（1级）</color>/<color=#454FAB>120（2级）</color>/<color=#454FAB>160（3级）</color>点奥义值。,<line-indent=2em>为何这个纳雅人，明明已经变成一具骸骨却还能站起来？在场的魔族陷入了恐惧与混乱之中。<br>而对弥兹雅来说，纵使血肉已被吞噬殆尽，她也绝不要就此倒下。在她的身后，还隐藏着如何通往天空城的重要线索。<br>况且，如果不将那些猖獗的魔族铲除，那怎能抚慰自己的怨念？
星灵阿斯莉雅,4204,绯斩,暴击率提升<color=#454FAB>10%（1级）</color>/<color=#454FAB>15%（2级）</color>/<br><color=#454FAB>20%（3级）</color>，每次暴击时造成等同<br>自身生命值5%的伤害。,<line-indent=2em>“你问我的来历？这是一个很有意思的问题。”<br>“我是世间第一个夜裔，我被后世的夜裔尊称为‘祖’。”<br>“我将我的力量赐予了那些强欲者，让他们和我一样，拥有无尽的生命与强大的力量。”<br>“我认为，唯有完美的夜裔有权宰制世界，其他种族不过是食粮，是生活在夜裔荫庇之下的弱者。”<br>“我被判定为破坏宁静的存在，受到了女武神的全力围剿。”<br>“我终有一日将重新归来，引领夜裔再度实现宰制世界的愿景。”
虫姬拉克涅,4214,源星,因援护或辅助技被打断进攻时，有<color=#454FAB>50%（1级）</color>/<color=#454FAB>75%（2级）</color>/<color=#454FAB>100%（3级）</color>几率使所有技能的冷却时间降低30%。,<line-indent=2em>我的创造者啊，我希望能够见证一切。（在我身旁发生的事情这么好玩，只能干看着太难受了）<br>请用闪耀的星尘为我塑造身躯，让恒星的光辉承载我的灵魂。（不过一定要做漂亮的少女）<br>我将见证在我的身旁发生的一切，为迷茫的生灵们指引前行之路！<br>(不过，在指引他们之前，那个名叫菠萝包的食物看着就觉得特别好吃，所以，先让我吃到爽再说！)
腐骨弥兹雅,4234,反袭,每次队友战败时，我方全员恢复<color=#454FAB>500<br>（1级）</color>/<color=#454FAB>750（2级）</color>/<color=#454FAB>1000（3级）</color>点奥义值。,<line-indent=2em>为何这个纳雅人，明明已经变成一具骸骨却还能站起来？在场的魔族陷入了恐惧与混乱之中。<br>而对弥兹雅来说，纵使血肉已被吞噬殆尽，她也绝不要就此倒下。在她的身后，还隐藏着如何通往天空城的重要线索。<br>况且，如果不将那些猖獗的魔族铲除，那怎能抚慰自己的怨念？
战神奥兹,101164,疾刃,施放辅助技可获<color=#454FAB>1</color>层奥兹刻痕，打断敌<br>方奥义时<color=#454FAB>50%（1级）</color>/<color=#454FAB>100%（2级）</color>/<br><color=#454FAB>75%（3级）</color>几率获得<color=#454FAB>1（1级）</color>/<color=#454FAB>1<br>（2级）</color>/<color=#454FAB>2（3级）</color>层奥兹刻痕。,<line-indent=2em>“在传说中，战争之神·奥兹是一位高大的男性，他有着雄伟的身躯，身穿金色与白色的铠甲，身披精巧的披风，头顶燃烧着正义的火焰。<br>他会降临在维护正义的人面前，击败一切邪恶存在。然而，部分人认为战争之神实际上是一位女性。”<br>——《艾恩战争史》<br>瑟涅雅合上书问道：“奥兹，你当时为什么要穿成那样？”<br>奥兹不得不从记忆深处翻出那段回忆：“为了不暴露女武神身份，我当时搞了一套看不出身份的铠甲。结果还是被认出来了……”
神辉泰恩,102164,裁决,对战单个对手时，提升<color=#454FAB>20%（1级）</color>/<br><color=#454FAB>30%（2级）</color>/<color=#454FAB>40%（3级）</color>暴击率，<br>并使战斗中获得的奥义值提升<color=#454FAB>20%<br>（1级）</color>/<color=#454FAB>30%（2级）</color>/<color=#454FAB>40%（3级）</color>。,<line-indent=2em>我是燃尽魔族的烈焰，是破除邪恶的闪电。<br>我将诵咏千重的咒文，以无尽辉雷，证明神的力量。<br>我会为战友清除通往胜利路上的阻碍。<br>——《神辉之书·泰恩》
匿影的菲林斯,103164,堕印,每次登场时获得暗黑之魂印记及同名状态，暗黑之魂印记提升群攻伤害<color=#454FAB>12%<br>（1级）</color>/<color=#454FAB>18%（2级）</color>/<color=#454FAB>24%（3级）</color>。,<line-indent=2em>人们认为，能够吞噬灵魂的存在隐匿于黑暗中。所以自创世伊始，人们便恐惧着黑暗。<br>身为黑暗之灵，他清楚黑暗虽然被人们恐惧与排斥，但总有一天，会出现为了追求正义，甚至不惜堕入黑暗的人。<br>“到那时候，正义也不得不借助黑暗的力量才能得到伸张。”暗黑之灵露出玩味的笑容，将身体融入黑夜之中。
静谧的维达尔,104164,苍盾,因我方援护下场时，上场英雄获得荆棘<br>结界，反弹<color=#454FAB>30%（1级）</color>/<color=#454FAB>40%（2级）</color>/<br><color=#454FAB>50%（3级）</color>伤害。,<line-indent=2em>在盗猎者之间，有一个关于森林守护者的传说——<br>当你为猎捕目标而误入密林深处时，你将踏入名为“妖精庭院”的林间花园。<br> 越靠近那儿，传入耳中的声音就越发轻微，终至静谧。你会发现无论如何呼喊，你所发出的声音也无法被任何人察觉。<br>接着，你将被藤蔓缠绕，动弹不得。最终，在被藤蔓带出森林前，有着鹿角的少女会伴随林间的光辉降临在你的面前，在你的耳旁轻轻发出嘘响……
暗渊者沃娜,106164,影镖,每获得<color=#454FAB>1</color>枚飞镖印记，有<color=#454FAB>70%</color>几率使援护恢复<color=#454FAB>1%（1级）/1.5%（2级）/2%<br>(3级)</color>生命值。,<line-indent=2em>“没想到，最终阻止我找出真相的，竟是与我一同前行的伙伴……”<br>她是一位探求虚空真相的学者。然而她却在离真相仅一步之遥时遭遇了背叛，被伙伴推入了虚空之中。<br>当她漂浮在虚空中，注视着被一点点吞噬的身体时，眼神中充满了无奈与哀伤。<br>“这便是探求真相的结果么？我的研究就到此为止了吗？”<br>“不，不应该是这样的。研究还未结束，我要证明我的正确，真相就在那儿！”<br>像是感受到少女心中的执念，虚空停下了吞噬的进程，将部分力量化为了她的力量。
暗裔亚卡莎,107164,箴言,四字箴言同时存在，受到伤害降低<color=#454FAB>20%<br>（1级）</color>/<color=#454FAB>30%（2级）</color>/<color=#454FAB>40%（3级）</color>。,<line-indent=2em>世界，远比文书所记载，视野所触及更为辽阔。地表之下，阴影之中，仍有许多地方不被世人所知晓。<br>亚卡莎并不知道自己何时诞生，但自从接受了那个男人的拥抱与赐予，她便是阴影中最强大的存在。<br>随着时间推移，她渐渐意识到摧残阴影中的弱者并无法证明自身的强大。她心中空洞的部分需要更多更强的存在才能填补。<br>于是，她自阴影中脱离，在世间寻找值得自己去挑战的事物。只为了能让她在漫长岁月里，多增添几分乐趣。
肃正王巴托斯,111164,肃正,拥有护盾时格档率提升<color=#454FAB>20%（1级）</color>/<color=#454FAB><br>30%（2级）</color>/<color=#454FAB>40%（3级）</color>，通过技能4击败对手时恢复<color=#454FAB>30%（1级）</color>/<color=#454FAB>45%<br>（2级）/60%（3级）</color>技能4消耗的护盾,<line-indent=2em>斩断，撕裂，征服，统一！这便是普鲁斯特地区最初的王一生最为鲜明的写照。<br>承载着肃正王的名号，他带领族群，扫荡诛服宵小，将散落的区域凝聚为一体。<br>然而，就如烟花转瞬即逝，这么一位伟大存在的未来，却在庆贺之日戛然而止。那日，流星雨洒落大地。普鲁斯特的王，随之失去了踪影……
苍穹莱德尔,112164,深翼,技能1暴击率提升<color=#454FAB>12%（1级）</color>/<color=#454FAB>18%<br>（2级）</color>/<color=#454FAB>24%（3级）</color>，且暴击后有<br><color=#454FAB>40%</color>几率额外重置技能2冷却时间。,<line-indent=2em>生活于失落群岛的莱德尔有着华美艳丽的双翼。然而，这双翼却无法带他前往蓝天。 但莱德尔坚信，努力不一定能带来成功，但却有可能带来引向成功的机遇。<br>他坚持不懈地锻炼自己的羽翼，练习飞行。只为某一天，他能够拥抱蓝天，实现与哥哥一起飞翔的梦想。<br>在一如既往训练的那一天，他遇到那颗被称之为“星石”的晶石。他清晰地记得，在握住晶石的那瞬间，随着耀目的强光，自己庞大而笨重的双翼竟变得轻盈而又强韧，体内更是充满了无尽的力量。<br>他舞动双翼，有生以来第一次拥抱了天空。
幻梦兔斑尼,113164,幻星,获得幻想马戏状态时，有<color=#454FAB>40%（1级）</color>/<color=#454FAB>60%（2级）</color>/<color=#454FAB>80%（3级）</color>几率使全队获得相同状态。,<line-indent=2em>在某个无法追溯的日子里，一枚流星坠落到一家马戏团里，砸在团长的兔子玩偶上。玩偶自此拥有生命，兔子斑尼诞生。<br>斑尼学会了团长精巧的魔术。当它在众人面前首演时，神奇的事情就这样发生——欣赏了魔术表演的人们，获得无上的好运。财富、爱情、名誉、荣耀……一切都不再是梦想。<br>从此，马戏团声名大噪，财源滚滚。团长被眼前的财富蒙蔽了双眼，忘记了为观众带来快乐的初心。他强迫斑尼进行着永不停歇的演出。<br>然而，表演总会谢幕。某夜表演结束之后，斑尼来到舞台中央深深鞠躬，随后打了个响指，伴随而来的是一阵刺眼的光芒。<br>当团长再度睁开双眼，发现在他面前仅有一块焦熔的陨石与一个破烂的兔子玩偶。
屠魔者哈蕾尔,114164,怒临,技能1的冷却时间降低<color=#454FAB>10</color>秒，并额外获得<color=#454FAB>2（1级）</color>/<color=#454FAB>3（2级）</color>/<color=#454FAB>4（3级）</color>层怒刃印记。,<line-indent=2em>“七千八百五十四，七千八百五十四……”<br>这位即将迎来终结的少女低头呢喃着，负责处刑的魔族刚想呵斥停止，处刑的号角声就已吹响。<br>下一刻，一道闪电落下，击中了行刑的魔族。魔族手中的处刑斧头滑落，斩断了锁住少女的铁链。<br>少女迅速起身，捡起斧头轻盈地挥下……<br>“七千八百五十五……嗯，手感尚可，虽没前一把好用。那么……”<br>少女以空洞的双瞳看向陷入混乱的魔族，露出了意味深长的微笑。<br>“一百四十六……啊，吓没了一个，一百四十五，刚好八千个！”
圣迹之瑟涅雅,201164,霜耀,每次暴击时，获得<color=#454FAB>1</color>层寒霜祭典。每层<br>寒霜祭典提升<color=#454FAB>4%（1级）</color>/<color=#454FAB>6%（2级）</color>/<br><color=#454FAB>8%（3级）</color>暴击率。,<line-indent=2em>“不……我绝不能……在这里倒下……她还在等着我……”<br>虚弱的少年卡洛于暴风雪中行进着，寻找着圣迹之神的身影，只求能够借助她的力量，以拯救自己病重的爱人丽安娜。<br>他知道，有人传言圣迹之神的神器能令人永生不灭。他也知道，试图盗取神器的不轨之徒，都惨烈地死在了寒风之中。<br>但为了让自己的爱人能够痊愈，自己必须，也只能这么做。<br>在卡洛即将失去意识的那一刻，圣迹之神·瑟涅雅自暴风雪中现出了自己的身影。
强御之席恩,301164,爆烈,暴击率提升<color=#454FAB>15%（1级）</color>/<color=#454FAB>22%（2级）</color>/<br><color=#454FAB>30%（3级）</color>。<br>生命值低于<color=#454FAB>50%</color>/<color=#454FAB>20%</color>时，暴击率提升<br><color=#454FAB>10%</color>/<color=#454FAB>15%。</color>,<line-indent=2em>席恩的重拳不仅有着无人能比的绝对防御，更具有万吨的魄力，纵使是创世之灵铸就的兵刃都无法抵抗！<br>席恩身长八米八，一拳可以将泰坦的兵刃从古加尼尔打飞到雷鸣大陆！<br>分割雷鸣大陆与古加尼尔的背叛者峡谷，便是她的重拳创造的杰作！<br>——以上内容为爱琳娜的梦话，如发现与事实有所出入，先去试着打赢她吧。
荆冠奥利安瑞,302164,饮命,对战男性时，吸收等同自身伤害<color=#454FAB>16%<br>（1级）</color>/<color=#454FAB>24%（2级）</color>/<color=#454FAB>32%（3级）<br></color>的生命值。,<line-indent=2em>传说，在古加尼尔曾有一名精灵少女，她拥有如阳光般温暖的笑容与心怀万物的广阔胸襟。然而，她因病卧床，从未感受过森林的气息。她每日祈祷，希望能够让她通过藤蔓感受各地的变化。她想知道这个世界的样貌。<br>于是，神灵满足了她的愿望，却没有告诉她，这股力量源于她自身。<br>少女第一次感受到大地与阳光，欣喜的她操控着森林各处的藤蔓向外探索着。可是，不知不觉中，纠缠在她身上的藤蔓越缠越紧，长出尖刺扎入她的血肉之中。终于，少女的藤蔓遍布了整个森林。而原本少女的居所中，已被黑色的荆棘重重包裹。
暗黑龙斐基德拉,401164,暗龙,暗龙印记上限提升至<color=#454FAB>5</color>个，攻击拥有诅咒状态的敌人时有<color=#454FAB>50%（1级）</color>/<color=#454FAB>75%<br>（2级）</color>/<color=#454FAB>100%（3级）</color>几率额外获得<color=#454FAB>1</color>个暗龙印记。,<line-indent=2em>“斐基德拉，你如何看待那个人类所说的内容？我并不认为他是信口开河。或许，真到了不团结就无法获胜的程度。”在罗兰大帝离开龙之殿堂后，风暴龙皮扎兰姆说出了自己的想法。<br>一旁的暗黑龙斐基德拉露出些许笑容：“皮扎兰姆，吾能体会你的担忧。不过，如果他无法展现诚意，吾是不会随意信赖他的。”<br>“信赖……你是指像你与乔伊那样？可是，有时候乔伊研习魔法的眼神总令我感到不适。”<br>“……皮扎兰姆，你知道的。吾并不喜欢他人诋毁吾信赖的存在。”
