,required,optional,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,required
,10300,0,1,0,0,0,3,1 2003 20207,1,,1,0,0,0,0,20207,0,101
,10301,0,1,0,0,0,3,2 2003 900201,1,,0,0,0,0,0,900201,0,102
,10302,0,1,0,0,0,3,1 2003 20208,1,,1,0,0,0,0,20208,0,101
,10303,0,1,2,0,0,3,"0 2003 -194.11,0.22,-269.02",1,,0,2003,3166,0,0,0,0,106
,10304,0,1,0,0,0,3,1 2003 20206,1,,1,0,0,0,0,20206,0,0
,10305,0,1,0,0,0,3,"0 2003 -194.11,0.22,-269.02",1,,0,0,0,0,0,0,0,0
,10306,0,1,0,0,0,3,1 2003 20208,1,,0,0,0,0,0,20208,0,0
,10307,0,1,0,0,0,3,"0 2003 -194.11,0.22,-269.02",1,,1,0,0,0,0,0,0,101
,10308,0,1,0,0,0,3,"0 2003 -249.42,0.09,-261.57",1,,1,0,0,0,0,0,0,101
,10309,0,1,0,0,0,0,,1,,1,0,0,0,0,0,0,0
,10310,0,1,0,0,0,3,"0 2003 -254.44,0.09,-269.30",1,,1,0,0,0,0,0,0,102
,10311,0,1,0,0,0,3,1 2003 20208,1,,0,0,0,0,0,20208,0,101
,10312,0,1,0,0,0,3,"0 2003 -256.93,0.09,-270.44",1,,0,0,0,0,0,0,0,105
,10313,0,1,0,0,0,3,1 2003 20208,1,,1,0,0,0,0,20208,0,101
,10314,0,1,0,0,0,3,2 2003 900203,1,,0,0,0,0,0,900203,0,102
,10315,0,1,0,0,0,3,1 2003 20208,1,,1,0,0,0,0,20208,0,101
,10316,0,1,0,0,0,0,,1,,0,0,0,0,0,0,0,0
,10317,0,1,0,0,0,3,1 2003 20206,1,,0,0,0,0,0,20206,0,101
,10318,0,1,0,0,0,3,1 2003 20209,1,,1,0,0,0,0,20209,0,101
,10319,0,1,1,0,0,3,1 2003 60090,1,,0,0,0,0,0,0,0,104
,10320,0,1,0,0,0,3,1 2003 20209,1,,0,0,0,0,0,20209,0,101
,10321,0,1,0,0,0,3,2 2003 900204,1,,0,0,0,0,0,900204,0,102
,10322,0,1,0,0,0,1,,1,,0,0,0,0,0,0,0,101
,10323,0,1,0,0,0,3,"0 2003 -190.05,0.21,-91.34",1,,0,0,0,0,0,0,0,101
卡等级,10324,0,1,0,0,0,1,,1,,0,0,0,0,0,0,0,101
,10325,0,1,0,0,0,3,1 2003 20191,1,,0,0,0,0,0,20191,0,101
,10326,0,1,2,0,0,3,"0 2003 -199.28,0.11,-123.23",1,,0,0,2043,0,0,0,0,0
,10327,0,1,0,0,0,3,1 2003 20192,1,,0,0,0,0,0,20192,0,101
,10328,0,1,0,0,0,3,"0 2003 -136.90,2.75,-144.55",1,,0,0,0,0,0,0,0,102
,10329,0,1,0,0,0,3,1 2003 30230,1,,0,0,0,0,0,0,0,101
,10330,0,1,2,0,0,3,"0 2003 -235.79,0.11,-108.34",1,,0,0,3152,0,0,0,0,0
,10331,0,1,0,0,0,3,1 2003 20197,1,,0,0,0,0,0,20197,0,102
,10332,0,1,0,0,0,3,1 2003 30231,1,,0,0,0,0,0,0,0,101
,10333,0,1,0,0,0,3,1 2003 20198,1,,0,0,0,0,0,20198,0,101
,10334,0,1,0,0,0,3,"0 2003 -238.41,0.11,-136.72",1,,0,0,0,0,0,0,0,0
,10335,0,1,0,0,0,3,"0 2003 -238.41,0.11,-136.72",1,,0,0,0,0,0,0,0,0
,10336,0,1,0,0,0,3,"0 2003 -182.82,0.11,-161.71",1,,0,0,0,0,0,0,0,0
,10337,0,1,0,0,0,3,1 2003 20199,1,,0,0,0,0,0,20199,0,102
,10338,0,1,0,0,0,3,1 2003 30226,1,,0,0,0,0,0,0,0,101
,10339,0,1,0,0,0,3,"0 2003 -155.62,0.08,-177.51",1,,0,0,0,0,0,0,0,102
,10340,0,1,0,0,0,3,"0 2003 -157.30,0.20,-188.51",1,,0,0,0,0,0,0,0,105
,10341,0,1,0,0,0,3,1 2003 30235,1,,0,0,0,0,0,0,0,101
,10342,0,1,2,0,0,3,"0 2003 -134.24,2.02,-130.46 ",1,,0,0,106,0,0,0,0,106
,10343,0,1,0,0,0,3,1 2003 30240,1,,0,0,0,0,0,0,0,101
,10344,0,1,0,0,0,3,"0 2003 -221.52,0.08,-83.57",1,,0,0,0,0,0,0,0,101
,10345,0,1,1,0,0,3,1 2003 60087,1,,0,0,0,0,0,60087,0,104
,10346,0,1,0,0,0,3,2 2003 300100,1,,0,0,0,0,0,300100,0,102
,10347,0,1,0,0,0,3,1 2003 20192,1,,0,0,0,0,0,20192,0,101
卡等级,10348,0,1,0,0,0,1,,1,,0,0,0,0,0,0,0,101
,10349,0,1,0,0,0,3,1 2003 20194,1,,0,0,0,0,0,20194,0,101
,10350,0,1,0,0,0,3,1 2003 20198,1,,0,0,0,0,0,20198,0,101
,10351,0,1,0,0,0,3,"0 2003 -171.39,0.09,-105.50",1,,0,0,0,0,0,0,0,102
,10367,0,1,0,0,0,3,1 2003 20209,1,,0,0,0,0,0,20209,0,101
,10368,0,1,0,0,0,3,1 2003 20209,1,,0,0,0,0,0,20209,0,101
,10369,0,1,0,0,0,3,1 2003 30401,1,,0,0,0,0,0,,0,101
,10370,0,1,0,0,0,3,1 2003 20294,1,,0,0,0,0,0,20294,0,101
,10371,0,1,2,0,0,3,"0 2003 -67.05,0.11,-245.87",1,,0,0,10003,0,0,0,0,106
,10372,0,1,0,0,0,3,2 2003 900230,1,,0,0,0,0,0,900230,0,102
,10373,0,1,0,0,0,3,1 2003 20295,1,,0,0,0,0,0,20295,0,101
,10374,0,1,0,0,0,3,"0 2003 -59.52,0.08,-246.68",1,,0,0,0,0,0,0,0,101
,10375,0,1,0,0,0,3,2 2003 900231,1,,0,0,0,0,0,900231,0,102
,10376,0,1,0,0,0,3,1 2003 20296,1,,0,0,0,0,0,20296,0,101
,10377,0,1,2,0,0,3,1 2003 20295,1,,0,0,2019,0,0,20295,0,106
,10378,0,1,0,0,0,3,1 2003 20295,1,,0,0,0,0,0,20295,0,0
,10379,0,1,0,0,0,3,1 2003 20297,1,,0,0,0,0,0,20297,0,101
,10380,0,1,0,0,0,3,1 2003 60102,1,,0,0,0,0,0,60102,0,104
,10381,0,1,0,0,0,3,2 2003 900232,1,,0,0,0,0,0,900232,0,102
,10382,0,1,1,0,0,3,"0 2003 -80.12,0.14,-204.08",1,,0,0,0,0,0,20297,0,101
,10383,0,1,0,0,0,3,1 2003 20297,1,,0,0,0,0,0,20297,0,101
,10384,0,1,2,0,0,3,2 2003 900233,1,,0,0,2005,0,0,900233,0,102
,10385,0,1,1,0,0,3,1 2003 60103,1,,0,0,2003,0,0,60103,0,104
,10386,0,1,0,0,0,3,1 2003 30298,1,,0,0,0,0,0,0,0,101
,10387,0,1,0,0,0,3,"0 2003 -46.48,0.11,-161.29",1,,0,0,0,0,0,0,0,0
,10388,0,1,0,0,0,3,2 2003 900234,1,,0,0,0,0,0,900234,0,103
,10389,0,1,0,0,0,3,1 2003 30300,1,,0,0,0,0,0,0,0,101
,10390,0,1,0,0,0,3,1 2003 30300,1,,0,0,0,0,0,0,0,101
,10391,0,1,1,0,0,3,1 2003 30301,1,,0,0,0,0,0,900235,0,102
,10392,0,1,0,0,0,3,1 2003 20298,1,,0,0,0,0,0,20295,0,101
,10393,0,1,1,0,0,3,1 2003 60104,1,,0,0,0,0,0,60104,0,104
,10394,0,1,0,0,0,3,1 2003 30402,1,,0,0,0,0,0,0,0,101
,10395,0,1,0,0,0,3,1 2003 20299,1,,0,0,0,0,0,20299,0,102
,10396,0,1,0,0,0,3,1 2003 30304,1,,0,0,0,0,0,0,0,101
,10397,0,1,0,0,0,3,1 2003 30304,1,,0,0,0,0,0,0,0,101
,10398,0,1,0,0,0,3,1 2003 20301,1,,0,0,0,0,0,20301,0,101
,10399,0,1,0,0,0,3,1 2003 30306,1,,0,0,0,0,0,0,0,101
,10400,0,1,0,0,0,3,2 2003 900237,1,,0,0,0,0,0,900237,0,102
,10401,0,1,0,0,0,3,1 2003 20302,1,,0,0,0,0,0,20302,0,101
,10402,0,1,0,0,0,3,1 2003 30302,1,,0,0,0,0,0,0,0,101
,10403,0,1,0,0,0,3,2 2003 900238,1,,0,0,0,0,0,900238,0,102
,10404,0,1,0,0,0,3,1 2003 30303,1,,0,0,0,0,0,0,0,101
,10405,0,1,0,0,0,3,"0 2003 15.59,0.14,-286.83",1,,0,0,0,0,0,"15.59,0.14,-286.83",0,105
,10406,0,1,0,0,0,3,1 2003 30305,1,,0,0,0,0,0,0,0,101
,10407,0,1,0,0,0,1,,1,,0,0,0,0,0,0,0,101
意外的收获,10409,0,1,0,0,0,3,1 1000 20180,1,,1,0,0,0,0,20180,0,101
,10410,0,1,0,0,0,3,2 2003 900240,1,,1,0,0,0,0,900240,0,102
,10411,0,1,0,0,0,3,2 2003 900241,1,,1,0,0,0,0,900241,0,102
,10412,0,1,0,0,0,3,2 2003 900242,1,,1,0,0,0,0,900242,0,102
,10413,0,1,0,0,0,3,"0 2003 -142.74,0.15,-35.19",1,,1,0,0,0,0,"-142.74,0.15,-35.19",0,101
,10414,0,1,0,0,0,3,"0 2003 -222.972,0.096,-36.674",1,,0,0,0,0,0,"-222.972,0.096,-36.674",0,103
,10415,0,1,0,0,0,3,"0 2003 -222.972,0.096,-36.674",1,,0,0,0,0,0,"-222.972,0.096,-36.674",0,101
收集猎物,10416,0,1,0,0,0,3,1 2003 60107,1,,1,0,0,0,0,60107,0,104
采集狐薄荷,10417,0,1,0,0,0,3,1 2003 60108,1,,1,0,0,0,0,60108,0,104
引开戈壁火狐,10418,0,1,0,0,0,3,1 2003 20316,1,,1,0,0,0,0,20316,0,101
采集狐薄荷,10419,0,1,0,0,0,3,1 2003 60109,1,,1,0,0,0,0,60109,0,104
引开戈壁火狐,10420,0,1,0,0,0,3,1 2003 20316,1,,1,0,0,0,0,20316,0,101
去裂谷边,10422,0,1,0,0,0,3,"0 2003 4.84,0.00,-44.00",1,,0,0,0,0,0,0,0,101
把猎物交给冒险者,10423,0,1,0,0,0,3,1 2003 20181,1,,1,0,0,0,0,20181,0,101
,10424,0,1,0,0,0,3,1 2003 20156,1,,1,0,0,0,0,20156,0,101
,10427,0,1,0,0,0,3,1 1000 20112,1,,1,0,0,0,0,20112,0,101
,10428,0,1,0,0,0,1,,1,,1,0,0,0,0,,0,101
,10429,0,1,0,0,0,3,1 1000 20112,0,,0,0,0,0,0,20112,0,101
,10430,0,1,0,0,0,3,1 2001 20318,0,,1,0,0,0,0,20318,0,101
,10431,0,2,0,0,0,3,1 1000 20112,1,,1,0,0,0,0,20112,0,301
,10432,0,2,0,0,0,3,1 1000 20234,1,,1,0,0,0,0,20234,0,301
,10433,0,2,0,0,0,3,1 1000 60121,1,,1,0,0,0,0,60121,0,304
,10434,0,2,0,0,0,3,1 1000 20234,1,,1,0,0,0,0,20234,0,301
,10435,0,2,0,0,0,3,1 1000 20112,1,,0,0,0,0,0,20112,0,301
特殊的受困者,10436,0,1,0,0,0,3,"0 2002 3.10,3.73,-14.33",1,,1,0,0,0,0,0,0,1
,10437,0,1,0,0,0,3,1 2003 20344,1,,1,0,0,0,0,20344,0,1
,10438,0,1,0,0,0,3,1 1000 20108,1,,0,0,0,0,0,20108,0,1
,10439,0,1,0,0,0,1,,1,,1,0,0,0,0,0,0,1
,10440,0,1,0,0,0,1,0,1,,0,0,0,0,0,0,0,1
,10441,0,1,0,0,0,3,"0 2001 -1.80,-1.79,59.80",1,,1,0,0,0,0,,0,1
,10442,0,1,0,0,0,3,1 2001 60138,1,,1,0,0,0,0,60138,0,4
,10443,0,1,0,0,0,3,1 2001 50057,1,,0,0,0,0,0,50057,0,5
,10444,0,1,0,0,0,3,"0 2001 -0.36,-1.87,64.83",1,,1,0,0,0,0,0,0,1
,10445,0,1,0,0,0,3,1 1000 20228,1,,0,0,0,0,0,20228,0,8
,10446,0,1,0,0,0,3,"0 1000 -69.54,19.12,-4.14",1,,1,0,0,0,0,,0,1
,10447,0,1,1,0,0,3,"0 2003 -142.81,0.15,-22.22",1,,1,0,0,0,0,"-142.81,0.15,-22.22",0,101
,10448,0,1,1,0,0,3,"0 2003 -163.105,0.15,-25.612",1,,0,0,0,0,0,"-163.105,0.15,-25.612",0,101
,10449,0,1,0,0,0,3,1 2005 20408,1,,0,0,0,0,0,20408,0,101
,10450,0,1,0,0,0,1,,1,,1,0,0,0,0,0,0,101
,10451,0,1,0,0,0,3,2 2005 900301,1,,0,0,0,0,0,900301,0,102
,10452,0,1,0,0,0,3,1 2005 20408,1,,1,0,0,0,0,20408,0,101
,10453,0,1,0,0,0,3,"0 2005 -42.88,-3.3,2.96",1,,1,0,0,0,0,"-42.88,-3.3,2.96",0,104
,10454,0,1,0,0,0,3,1 2005 20409,1,,1,0,0,0,0,20409,0,102
,10455,0,1,0,0,0,3,1 2005 20409,1,,1,0,0,0,0,20409,0,104
,10456,0,1,0,0,0,3,1 2005 50043,1,,1,0,0,0,0,50043,0,104
,10457,0,1,0,0,0,3,1 2005 20408,1,,0,0,0,0,0,20408,0,101
,10458,0,1,0,0,0,3,1 2005 20411,1,,1,0,0,0,0,20411,0,101
,10459,0,1,2,0,0,3,1 2005 20408,1,,0,2005,112,0,0,20408,0,106
,10460,0,1,0,0,0,1,,1,,1,0,0,0,0,,0,101
,10461,0,1,0,0,0,3,1 2005 20408,1,,1,0,0,0,0,20408,0,101
,10462,0,1,0,0,0,3,"0 2005 30.44,6.56,-10.93",1,,0,0,0,0,0,"30.44,6.56,-10.93",0,101
,10463,0,1,0,0,0,3,1 2005 20411,1,,1,0,0,0,0,20411,0,101
,10464,0,1,2,0,0,3,"0 2005 -19.00,16.6,-63.56",1,,1,2005,112,0,0,"-1-19.00,16.6,-63.56",0,106
,10465,0,1,0,0,0,3,1 2005 20429,1,,1,0,0,0,0,20429,0,102
,10466,0,1,0,0,0,3,1 2005 20429,1,,1,0,0,0,0,20429,0,101
,10467,0,1,0,0,0,3,1 2005 50044,1,,0,0,0,0,0,50044,0,105
,10468,0,1,0,0,0,3,1 2005 20429,1,,1,0,0,0,0,20429,0,101
,10469,0,1,2,0,0,3,"0 2005 41.64,18.08,-36.55",1,,1,2005,112,0,0,"41.64,18.08,-36.55",0,106
,10470,0,1,0,0,0,3,1 2005 20411,1,,1,0,0,0,0,20411,0,108
,10472,0,1,0,0,0,3,2 2004 900317,1,,0,0,0,0,0,900317,0,2
,10473,0,1,0,0,0,3,"0 2004 34.53,0.71,54.20",1,,1,0,0,0,0,"34.53,0.71,54.20",0,1
,10474,0,1,0,0,0,3,1 2004 20421,1,,1,0,0,0,0,20421,0,1
,10475,0,1,2,0,0,3,"0 2004 -51.62,0.71,67.25",1,,0,0,2024,0,0,"-51.62,0.71,67.25",0,6
,10476,0,1,0,0,0,3,"0 2004 16.24,4.84,12.09",1,,1,0,0,0,0,"16.24,4.84,12.09",0,1
,10477,0,1,0,0,0,3,1 2006 20420,1,,0,0,0,0,0,20420,0,1
,10478,0,1,0,0,0,3,1 2004 20422,1,,1,0,0,0,0,20422,0,1
,10479,0,1,0,0,0,3,2 2004 900441,1,,1,0,0,0,0,900317,0,2
,10480,0,1,0,0,0,3,1 2004 30441,1,,1,0,0,0,0,,0,1
,10481,0,1,0,0,0,3,1 2004 20423,1,,1,0,0,0,0,20423,0,1
,10482,0,1,1,0,0,3,1 2004 60219,1,,1,0,0,0,0,60219,0,4
,10483,0,1,0,0,0,3,1 2004 20424,1,,1,0,0,0,0,20424,0,2
,10484,0,1,0,0,0,3,"0 2004 -12.57,4.83,-26.64",1,,1,0,0,0,0,"-12.57,4.83,-26.64",0,1
,10485,0,1,0,0,0,3,"0 2004 -55.31,0.71,72.57",1,,1,0,0,0,0,"-55.31,0.71,72.57",0,1
,10486,0,1,0,0,0,3,1 2005 20425,1,,1,0,0,0,0,20425,0,2
,10487,0,1,0,0,0,3,1 2005 20425,1,,1,0,0,0,0,20425,0,1
,10488,0,1,0,0,0,3,"0 2005 15.23,20.01,-72.42",1,,0,0,0,0,0,"15.23,20.01,-72.42",0,1
,10489,0,1,0,0,0,3,"0 2004 -55.31,0.71,72.57",1,,1,0,0,0,0,"-55.31,0.71,72.57",0,1
,10490,0,1,0,0,0,3,"0 2004 -55.31,0.71,72.57",1,,1,0,0,0,0,"-55.31,0.71,72.57",0,8
,10491,0,1,0,0,0,3,"0 2004 -55.31,0.71,72.57",1,,1,0,0,0,0,"-55.31,0.71,72.57",0,1
,10492,0,1,0,0,0,3,"0 2004 47.94,0.71,72.61",1,,0,0,0,0,0,,0,5
,10493,0,1,0,0,0,3,"0 2004 45.43,0.71,69.33",1,,1,0,0,0,0,"45.43,0.71,69.33",0,1
,10494,0,1,2,0,0,3,"0 2004 -51.62,0.71,67.25",1,,0,0,2024,0,0,"-51.62,0.71,67.25",0,6
,10495,0,1,0,0,0,3,1 2006 20426,1,,1,0,0,0,0,20426,0,1
,10496,0,1,0,0,0,3,1 2006 20420,1,,0,0,0,0,0,20420,0,8
,10497,0,1,0,0,0,3,1 2004 20424,1,,1,0,0,0,0,20424,0,1
,10508,0,1,0,0,0,3,1 2005 20411,1,,0,0,0,0,0,20411,0,101
,10509,0,1,0,0,0,3,1 2005 20435,1,,0,0,0,0,0,20435,0,101
,10510,0,1,0,0,0,3,1 2005 20436,1,,1,0,0,0,0,20436,0,101
,10511,0,1,0,0,0,3,"0 2005 375.94,6.67,97.13",1,,1,0,0,0,0,0,0,101
,10512,0,1,0,0,0,3,1 2005 20437,1,,1,0,0,0,0,20437,0,101
,10513,0,1,1,0,0,3,1 2005 60240,1,,1,0,0,0,0,60240,0,104
,10514,0,1,1,0,0,3,1 2005 60241,1,,1,0,0,0,0,60241,0,104
,10515,0,1,0,0,0,3,"0 2005 412.90,0.68,141.64",1,,1,0,0,0,0,0,0,103
,10516,0,1,0,0,0,3,"0 2005 412.90,0.68,141.64",1,,0,0,0,0,0,0,0,101
,10517,0,1,0,0,0,3,1 2005 20438,1,,1,0,0,0,0,20438,0,101
,10518,0,1,0,0,0,3,2 2005 900355,1,,1,0,0,0,0,900355,0,102
,10519,0,1,0,0,0,3,"0 2005 372.28,2.24,125.95",1,,1,0,0,0,0,0,0,101
,10520,0,1,0,0,0,3,"0 2005 370.46,2.29,110.48",1,,1,0,0,0,0,0,0,101
,10521,0,1,0,0,0,3,"0 2005 362.52,1.57,100.94",1,,1,0,0,0,0,0,0,101
,10522,0,1,2,0,0,3,"0 2005 470.67,-2.16,98.90",1,,1,0,2100,0,0,0,0,106
,10523,0,1,0,0,0,3,1 2005 20440,1,,0,0,0,0,0,20440,0,101
,10524,0,1,0,0,0,3,1 2005 20436,1,,1,0,0,0,0,20436,0,101
,10525,0,1,0,0,0,3,"0 2005 487.19,-1.20,98.79",1,,0,0,0,0,0,"487.19,-1.20,98.79",0,105
,10526,0,1,0,0,0,3,"0 2005 487.19,-1.20,98.79",1,,1,0,0,0,0,0,0,101
,10527,0,1,2,0,0,3,"0 2005 393.01,0.39,121.35",1,,1,0,2100,0,0,0,0,106
,10528,0,1,0,0,0,3,"0 2005 380.89,2.72,103.66",1,,0,0,0,0,0,0,0,101
,10529,0,1,0,0,0,3,"0 2005 373.24,2.72,101.99",1,,1,0,0,0,0,0,0,101
,10530,0,1,0,0,0,3,2 2005 900356,1,,0,0,0,0,0,900356,0,103
,10531,0,1,0,0,0,3,"0 2005 484.71,-2.17,107.89",1,,1,0,0,0,0,0,0,101
,10532,0,1,0,0,0,3,2 2005 900357,1,,1,0,0,0,0,900357,0,103
,10533,0,1,0,0,0,3,1 2005 30480,1,,1,0,0,0,0,30480,0,101
,10534,0,1,0,0,0,3,1 2005 20441,1,,0,0,0,0,0,20441,0,101
,10535,0,1,0,0,0,3,"0 2005 362.52,1.57,100.94",1,,1,0,0,0,0,0,0,101
,10536,0,1,0,0,0,3,1 2005 20436,1,,1,0,0,0,0,20436,0,101
,10537,0,1,1,0,0,3,1 2005 60242,1,,1,0,0,0,0,60242,0,104
,10538,0,1,0,0,0,3,2 2005 900358,1,,1,0,0,0,0,900358,0,102
,10539,0,1,1,0,0,3,1 2005 60243,1,,1,0,0,0,0,60243,0,104
,10540,0,1,0,0,0,3,"0 2005 446.06,-1.00,125.28",1,,0,0,0,0,0,0,0,101
,10541,0,1,0,0,0,1,,1,,1,0,0,0,0,0,0,8
,10542,0,1,0,0,0,1,,1,,1,0,0,0,0,,0,1
,10543,0,1,0,0,0,1,,1,,1,0,0,0,0,,0,1
,10544,0,1,0,0,0,3,1 1000 20112,1,,0,0,0,0,0,20112,0,101
,10545,0,1,0,0,0,1,,1,,0,0,0,0,0,0,0,101
,10546,0,1,0,0,0,3,2 2005 900371,1,,1,0,0,0,0,900371,0,102
,10547,0,1,0,0,0,3,"0 2005 336.49,5.14,-302.26",1,,1,0,0,0,0,"336.49,5.14,-302.26",0,101
,10548,0,1,0,0,0,3,"0 2005 336.49,5.14,-302.26",1,,1,0,0,0,0,"336.49,5.14,-302.26",0,101
,10549,0,1,1,0,0,3,1 2005 60292,1,,1,0,0,0,0,,0,104
,10550,0,1,0,0,0,3,1 2005 20497,1,,1,0,0,0,0,20497,0,102
,10551,0,1,0,0,0,3,1 2005 20497,1,,0,0,0,0,0,20497,0,101
,10552,0,1,0,0,0,3,1 2005 20498,1,,1,0,0,0,0,20498,0,101
,10553,0,1,1,0,0,3,1 2005 60293,1,,1,0,0,0,0,,0,104
,10554,0,1,0,0,0,3,1 2005 20498,1,,0,0,0,0,0,20498,0,101
,10555,0,1,0,0,0,3,"0 2005 323.84,0.34,-342.45",1,,1,0,0,0,0,"323.84,0.34,-342.45",0,101
,10556,0,1,0,0,0,3,1 2005 20499,1,,1,0,0,0,0,20499,0,102
,10557,0,1,0,0,0,3,1 2005 20499,1,,1,0,0,0,0,20499,0,101
,10558,0,1,0,0,0,3,"0 2005 343.00,-0.21,-376.34",1,,1,0,0,0,0,"343.00,-0.21,-376.34",0,101
,10559,0,1,0,0,0,3,1 2005 20500,1,,1,0,0,0,0,20500,0,101
,10560,0,1,0,0,0,3,1 2005 20500,1,,1,0,0,0,0,20500,0,102
,10561,0,1,0,0,0,3,1 2005 20500,1,,1,0,0,0,0,20500,0,101
,10562,0,1,0,0,0,3,2 2005 900374,1,,1,0,0,0,0,900374,0,102
,10563,0,1,0,0,0,3,1 2005 20500,1,,0,0,0,0,0,20500,0,101
,10564,0,1,0,0,0,3,1 2005 20501,1,,1,0,0,0,0,20501,0,101
,10565,0,1,0,0,0,3,1 2005 20501,1,,1,0,0,0,0,20501,0,102
,10566,0,1,0,0,0,3,"0 2005 324.43,0.22,-344.65",1,,0,0,0,0,0,"324.43,0.22,-344.65",0,101
,10567,0,1,0,0,0,3,1 2005 20498,1,,1,0,0,0,0,20498,0,101
,10568,0,1,0,0,0,3,1 2005 20502,1,,1,0,0,0,0,20502,0,101
,10569,0,1,0,0,0,3,"0 2005 324.43,0.22,-344.65",1,,1,0,0,0,0,"324.43,0.22,-344.65",0,102
,10570,0,1,0,0,0,1,,1,,0,0,0,0,0,,0,101
,10571,0,1,0,0,0,3,1 2005 10020,1,,1,0,0,0,0,10020,0,108
,10572,0,1,0,0,0,3,1 2005 20502,1,,0,0,0,0,0,20502,0,101
,10573,0,1,0,0,0,3,1 2005 20498,1,,1,0,0,0,0,20498,0,101
,10574,0,1,1,0,0,3,1 2005 60294,1,,1,0,0,0,0,,0,104
,10575,0,1,0,0,0,3,1 2005 20498,1,,0,0,0,0,0,20498,0,101
,10576,0,1,0,0,0,3,1 2005 20498,1,,1,0,0,0,0,20498,0,101
,10577,0,1,0,0,0,3,1 2005 20503,1,,1,0,0,0,0,20503,0,102
,10578,0,1,0,0,0,3,1 2005 20503,1,,0,0,0,0,0,20503,0,101
,10579,0,1,0,0,0,3,"0 2005 359.41,2.79,-380.31",1,,1,0,0,0,0,"359.41,2.79,-380.31",0,101
,10580,0,1,0,0,0,3,1 2005 20498,1,,1,0,0,0,0,20498,0,103
,10581,0,1,0,0,0,1,,1,,1,0,0,0,0,,0,101
,10582,0,1,0,0,0,3,1 2005 20504,1,,0,0,0,0,0,20504,0,101
,10583,0,1,0,0,0,1,,1,,0,0,0,0,0,,0,105
,10584,0,1,0,0,0,1,,1,,1,0,0,0,0,,0,101
,10585,0,1,2,0,0,3,1 2005 20503,1,,0,0,112,0,0,20503,0,106
,10586,0,1,0,0,0,3,1 2005 20504,1,,0,0,0,0,0,20504,0,101
,10587,0,1,2,0,0,3,1 2004 20504,1,,1,0,10050,0,0,20504,0,106
,10588,0,1,0,0,0,1,,1,,1,0,0,0,0,,0,101
,10589,0,1,0,0,0,20,,1,,1,0,0,0,0,,0,101
,10590,0,1,0,0,0,3,1 2004 20504,1,,1,0,0,0,0,20504,0,101
,10591,0,1,2,0,0,3,1 2005 20503,1,,1,0,1022,0,0,20503,0,106
,10592,0,1,0,0,0,3,1 2005 20505,1,,1,0,0,0,0,20505,0,106
,10593,0,1,0,0,0,3,1 2005 20500,1,,1,0,0,0,0,20500,0,106
,10594,0,1,0,0,0,3,"0 2005 354.28,2.79,-389.19",1,,0,0,0,0,0,"354.28,2.79,-389.19",0,102
,10595,0,1,0,0,0,3,1 2005 20504,1,,1,0,0,0,0,20504,0,101
,10596,0,1,0,0,0,3,1 2005 20506,1,,0,0,0,0,0,20506,0,101
,10598,0,1,2,0,0,3,"0 1000 -25.16,22.79,68.62",1,,1,1000,2007,10,0,,0,106
,10607,0,1,0,0,0,3,1 2004 30437,1,,1,0,0,0,0,0,0,2
,10609,0,1,0,0,0,1,,1,,0,0,0,0,0,0,0,101
,10610,0,1,0,0,0,3,"0 2001 -62.35,0.10,-78.43",1,,0,0,0,0,0,"-62.35,0.10,-78.43",0,102
,10611,0,1,0,0,0,3,1 1000 30582,1,,1,0,0,0,0,,0,103
,10613,0,1,0,0,0,3,1 1000 30097,1,,1,0,0,0,0,,0,102
,10614,0,1,0,0,0,1,,1,,1,0,0,0,0,0,0,101
,10615,0,1,0,0,0,1,,1,,0,0,0,0,0,0,0,101
,10616,0,1,0,0,0,1,,1,,0,0,0,0,0,0,0,101
,10617,0,1,0,0,0,1,,1,,1,0,0,0,0,0,0,101
,10618,0,1,0,0,0,1,,1,,0,0,0,0,0,0,0,1
冒险者，你真棒！,10619,0,1,0,0,0,1,,1,,0,0,0,0,0,0,0,0
,10620,0,1,0,0,0,1,,1,,1,0,0,0,0,,0,101
,10622,0,1,0,0,0,3,"0 2003 -150.94,0.153,-36.76",1,,1,0,0,0,0,"-150.94,0.153,-36.76",0,101
,10623,0,1,0,0,0,1,,1,,1,0,0,0,0,,0,101
,10625,0,1,0,0,0,3,"0 2005 78.36,22.06,-240.12",1,,1,0,0,0,0,0,0,101
,10626,0,1,0,0,0,3,"0 2005 78.36,22.06,-240.12",1,,1,0,0,0,0,0,0,101
,10627,0,1,1,0,0,3,1 2005 60337,1,,0,0,0,0,0,0,0,104
,10628,0,1,0,0,0,3,1 2005 20593,1,,1,0,0,0,0,20593,0,101
,10629,0,1,0,0,0,3,1 2005 20593,1,,1,0,0,0,0,20593,0,101
,10630,0,1,0,0,0,3,1 2005 20593,1,,1,0,0,0,0,20593,0,102
,10631,0,1,0,0,0,3,"0 2005 73.88,21.18,-312.43",1,,1,0,0,0,0,0,0,101
,10632,0,1,0,0,0,3,"0 2005 75.91,21.18,-309.33",1,,0,0,0,0,0,0,0,102
,10633,0,1,0,0,0,3,"0 2005 56.00,16.67,-323.66",1,,1,0,0,0,0,0,0,101
,10634,0,1,1,0,0,3,1 2005 60338,1,,1,0,0,0,0,60338,0,104
,10635,0,1,1,0,0,3,1 2005 60339,1,,1,0,0,0,0,60339,0,104
