,required,required,required,required,required,required,required,required
,301011,301,11,9180,742,0,285,300
,301012,301,12,10098,816,0,313,330
,301013,301,13,11016,891,0,342,360
,301014,301,14,11934,965,0,370,390
,301015,301,15,12852,1039,0,399,420
,301016,301,16,13770,1113,0,427,450
,301017,301,17,14688,1188,0,456,480
,301018,301,18,15606,1262,0,484,510
,301019,301,19,16524,1336,0,513,540
,301020,301,20,17442,1410,0,541,570
,301021,301,21,18360,1485,0,570,600
,301022,301,22,19278,1559,0,598,630
,301023,301,23,20196,1633,0,627,660
,301024,301,24,21114,1707,0,655,690
,301025,301,25,22032,1782,0,684,720
,301026,301,26,22950,1856,0,712,750
,301027,301,27,23868,1930,0,741,780
,301028,301,28,24786,2004,0,769,810
,301029,301,29,25704,2079,0,798,840
,301030,301,30,26622,2153,0,826,870
,301031,301,31,27540,2227,0,855,900
,301032,301,32,28458,2301,0,883,930
,301033,301,33,29376,2376,0,912,960
,301034,301,34,30294,2450,0,940,990
,301035,301,35,31212,2524,0,969,1020
,301036,301,36,32130,2598,0,997,1050
,301037,301,37,33048,2673,0,1026,1080
,301038,301,38,33966,2747,0,1054,1110
,301039,301,39,34884,2821,0,1083,1140
,301040,301,40,35802,2895,0,1111,1170
,301041,301,41,36720,2970,0,1140,1200
,301042,301,42,37638,3044,0,1168,1230
,301043,301,43,38556,3118,0,1197,1260
,301044,301,44,39474,3192,0,1225,1290
,301045,301,45,40392,3267,0,1254,1320
,301046,301,46,41310,3341,0,1282,1350
,301047,301,47,42228,3415,0,1311,1380
,301048,301,48,43146,3489,0,1339,1410
,301049,301,49,44064,3564,0,1368,1440
,301050,301,50,44982,3638,0,1396,1470
,301051,301,51,45900,3712,0,1425,1500
,301052,301,52,46818,3786,0,1453,1530
,301053,301,53,47736,3861,0,1482,1560
,301054,301,54,48654,3935,0,1510,1590
,301055,301,55,49572,4009,0,1539,1620
,301056,301,56,50490,4083,0,1567,1650
,301057,301,57,51408,4158,0,1596,1680
,301058,301,58,52326,4232,0,1624,1710
,301059,301,59,53244,4306,0,1653,1740
,301060,301,60,54162,4380,0,1681,1770
,301061,301,61,55080,4455,0,1710,1800
,301062,301,62,55998,4529,0,1738,1830
,301063,301,63,56916,4603,0,1767,1860
,301064,301,64,57834,4677,0,1795,1890
,301065,301,65,58752,4752,0,1824,1920
,301066,301,66,59670,4826,0,1852,1950
,301067,301,67,60588,4900,0,1881,1980
,301068,301,68,61506,4974,0,1909,2010
,301069,301,69,62424,5049,0,1938,2040
,301070,301,70,63342,5123,0,1966,2070
,301071,301,71,64260,5197,0,1995,2100
,301072,301,72,65178,5271,0,2023,2130
,301073,301,73,66096,5346,0,2052,2160
,301074,301,74,67014,5420,0,2080,2190
,301075,301,75,67932,5494,0,2109,2220
,301076,301,76,68850,5568,0,2137,2250
,301077,301,77,69768,5643,0,2166,2280
,301078,301,78,70686,5717,0,2194,2310
,301079,301,79,71604,5791,0,2223,2340
,301080,301,80,72522,5865,0,2251,2370
,102001,102,1,0,0,0,0,0
,102002,102,2,873,76,0,30,28
,102003,102,3,1746,153,0,61,57
,102004,102,4,2619,229,0,92,85
,102005,102,5,3492,306,0,123,114
,102006,102,6,4365,382,0,153,142
,102007,102,7,5238,459,0,184,171
,102008,102,8,6111,535,0,215,199
,102009,102,9,6984,612,0,246,228
,102010,102,10,7857,688,0,276,256
,102011,102,11,8730,765,0,307,285
,102012,102,12,9603,841,0,338,313
,102013,102,13,10476,918,0,369,342
,102014,102,14,11349,994,0,399,370
,102015,102,15,12222,1071,0,430,399
,102016,102,16,13095,1147,0,461,427
,102017,102,17,13968,1224,0,492,456
,102018,102,18,14841,1300,0,522,484
,102019,102,19,15714,1377,0,553,513
,102020,102,20,16587,1453,0,584,541
,102021,102,21,17460,1530,0,615,570
,102022,102,22,18333,1606,0,645,598
,102023,102,23,19206,1683,0,676,627
,102024,102,24,20079,1759,0,707,655
,102025,102,25,20952,1836,0,738,684
,102026,102,26,21825,1912,0,768,712
,102027,102,27,22698,1989,0,799,741
,102028,102,28,23571,2065,0,830,769
,102029,102,29,24444,2142,0,861,798
,102030,102,30,25317,2218,0,891,826
,102031,102,31,26190,2295,0,922,855
,102032,102,32,27063,2371,0,953,883
,102033,102,33,27936,2448,0,984,912
,102034,102,34,28809,2524,0,1014,940
,102035,102,35,29682,2601,0,1045,969
,102036,102,36,30555,2677,0,1076,997
,102037,102,37,31428,2754,0,1107,1026
,102038,102,38,32301,2830,0,1137,1054
,102039,102,39,33174,2907,0,1168,1083
,102040,102,40,34047,2983,0,1199,1111
,102041,102,41,34920,3060,0,1230,1140
,102042,102,42,35793,3136,0,1260,1168
,102043,102,43,36666,3213,0,1291,1197
,102044,102,44,37539,3289,0,1322,1225
,102045,102,45,38412,3366,0,1353,1254
,102046,102,46,39285,3442,0,1383,1282
,102047,102,47,40158,3519,0,1414,1311
,102048,102,48,41031,3595,0,1445,1339
,102049,102,49,41904,3672,0,1476,1368
,102050,102,50,42777,3748,0,1506,1396
,102051,102,51,43650,3825,0,1537,1425
,102052,102,52,44523,3901,0,1568,1453
,102053,102,53,45396,3978,0,1599,1482
,102054,102,54,46269,4054,0,1629,1510
,102055,102,55,47142,4131,0,1660,1539
,102056,102,56,48015,4207,0,1691,1567
,102057,102,57,48888,4284,0,1722,1596
,102058,102,58,49761,4360,0,1752,1624
,102059,102,59,50634,4437,0,1783,1653
,102060,102,60,51507,4513,0,1814,1681
,102061,102,61,52380,4590,0,1845,1710
,102062,102,62,53253,4666,0,1875,1738
,102063,102,63,54126,4743,0,1906,1767
,102064,102,64,54999,4819,0,1937,1795
,102065,102,65,55872,4896,0,1968,1824
,102066,102,66,56745,4972,0,1998,1852
,102067,102,67,57618,5049,0,2029,1881
,102068,102,68,58491,5125,0,2060,1909
,102069,102,69,59364,5202,0,2091,1938
,102070,102,70,60237,5278,0,2121,1966
,102071,102,71,61110,5355,0,2152,1995
,102072,102,72,61983,5431,0,2183,2023
,102073,102,73,62856,5508,0,2214,2052
,102074,102,74,63729,5584,0,2244,2080
,102075,102,75,64602,5661,0,2275,2109
,102076,102,76,65475,5737,0,2306,2137
,102077,102,77,66348,5814,0,2337,2166
,102078,102,78,67221,5890,0,2367,2194
,102079,102,79,68094,5967,0,2398,2223
,102080,102,80,68967,6043,0,2429,2251
,301081,301,81,73440,5940,0,2280,2400
,301082,301,82,74358,6014,0,2308,2430
,301083,301,83,75276,6088,0,2337,2460
,301084,301,84,76194,6162,0,2365,2490
,301085,301,85,77112,6237,0,2394,2520
,301086,301,86,78030,6311,0,2422,2550
,301087,301,87,78948,6385,0,2451,2580
,301088,301,88,79866,6459,0,2479,2610
,301089,301,89,80784,6534,0,2508,2640
,301090,301,90,81702,6608,0,2536,2670
,301091,301,91,82620,6682,0,2565,2700
,301092,301,92,83538,6756,0,2593,2730
,301093,301,93,84456,6831,0,2622,2760
,301094,301,94,85374,6905,0,2650,2790
,301095,301,95,86292,6979,0,2679,2820
,301096,301,96,87210,7053,0,2707,2850
,301097,301,97,88128,7128,0,2736,2880
,301098,301,98,89046,7202,0,2764,2910
,301099,301,99,89964,7276,0,2793,2940
,301100,301,100,90882,7350,0,2821,2970
,302001,302,1,0,0,0,0,0
,302002,302,2,882,0,76,28,31
,302003,302,3,1764,0,153,57,63
,302004,302,4,2646,0,229,85,94
,302005,302,5,3528,0,306,114,126
,302006,302,6,4410,0,382,142,157
,302007,302,7,5292,0,459,171,189
,302008,302,8,6174,0,535,199,220
,302009,302,9,7056,0,612,228,252
,302010,302,10,7938,0,688,256,283
,302011,302,11,8820,0,765,285,315
,302012,302,12,9702,0,841,313,346
,302013,302,13,10584,0,918,342,378
,302014,302,14,11466,0,994,370,409
,302015,302,15,12348,0,1071,399,441
,302016,302,16,13230,0,1147,427,472
,302017,302,17,14112,0,1224,456,504
,302018,302,18,14994,0,1300,484,535
,302019,302,19,15876,0,1377,513,567
,302020,302,20,16758,0,1453,541,598
,302021,302,21,17640,0,1530,570,630
,302022,302,22,18522,0,1606,598,661
,302023,302,23,19404,0,1683,627,693
,302024,302,24,20286,0,1759,655,724
,302025,302,25,21168,0,1836,684,756
,302026,302,26,22050,0,1912,712,787
,302027,302,27,22932,0,1989,741,819
,302028,302,28,23814,0,2065,769,850
,302029,302,29,24696,0,2142,798,882
,302030,302,30,25578,0,2218,826,913
,302031,302,31,26460,0,2295,855,945
,302032,302,32,27342,0,2371,883,976
,302033,302,33,28224,0,2448,912,1008
,302034,302,34,29106,0,2524,940,1039
,302035,302,35,29988,0,2601,969,1071
,302036,302,36,30870,0,2677,997,1102
,302037,302,37,31752,0,2754,1026,1134
,302038,302,38,32634,0,2830,1054,1165
,302039,302,39,33516,0,2907,1083,1197
,302040,302,40,34398,0,2983,1111,1228
,302041,302,41,35280,0,3060,1140,1260
,302042,302,42,36162,0,3136,1168,1291
,302043,302,43,37044,0,3213,1197,1323
,302044,302,44,37926,0,3289,1225,1354
,302045,302,45,38808,0,3366,1254,1386
,302046,302,46,39690,0,3442,1282,1417
,302047,302,47,40572,0,3519,1311,1449
,302048,302,48,41454,0,3595,1339,1480
,302049,302,49,42336,0,3672,1368,1512
,302050,302,50,43218,0,3748,1396,1543
,302051,302,51,44100,0,3825,1425,1575
,302052,302,52,44982,0,3901,1453,1606
,302053,302,53,45864,0,3978,1482,1638
,302054,302,54,46746,0,4054,1510,1669
,302055,302,55,47628,0,4131,1539,1701
,302056,302,56,48510,0,4207,1567,1732
,302057,302,57,49392,0,4284,1596,1764
,302058,302,58,50274,0,4360,1624,1795
,302059,302,59,51156,0,4437,1653,1827
,302060,302,60,52038,0,4513,1681,1858
,302061,302,61,52920,0,4590,1710,1890
,302062,302,62,53802,0,4666,1738,1921
,302063,302,63,54684,0,4743,1767,1953
,302064,302,64,55566,0,4819,1795,1984
,302065,302,65,56448,0,4896,1824,2016
,302066,302,66,57330,0,4972,1852,2047
,302067,302,67,58212,0,5049,1881,2079
,302068,302,68,59094,0,5125,1909,2110
,302069,302,69,59976,0,5202,1938,2142
,302070,302,70,60858,0,5278,1966,2173
,302071,302,71,61740,0,5355,1995,2205
,302072,302,72,62622,0,5431,2023,2236
,302073,302,73,63504,0,5508,2052,2268
,302074,302,74,64386,0,5584,2080,2299
,302075,302,75,65268,0,5661,2109,2331
,302076,302,76,66150,0,5737,2137,2362
,302077,302,77,67032,0,5814,2166,2394
,302078,302,78,67914,0,5890,2194,2425
,302079,302,79,68796,0,5967,2223,2457
,302080,302,80,69678,0,6043,2251,2488
,103001,103,1,0,0,0,0,0
,103002,103,2,900,77,0,30,27
,103003,103,3,1800,154,0,60,54
,103004,103,4,2700,231,0,90,81
,103005,103,5,3600,309,0,120,108
,103006,103,6,4500,386,0,150,135
,103007,103,7,5400,463,0,180,162
,103008,103,8,6300,540,0,210,189
,103009,103,9,7200,618,0,240,216
,103010,103,10,8100,695,0,270,243
,103011,103,11,9000,772,0,300,270
,103012,103,12,9900,849,0,330,297
,103013,103,13,10800,927,0,360,324
,103014,103,14,11700,1004,0,390,351
,103015,103,15,12600,1081,0,420,378
,103016,103,16,13500,1158,0,450,405
,103017,103,17,14400,1236,0,480,432
,103018,103,18,15300,1313,0,510,459
,103019,103,19,16200,1390,0,540,486
,103020,103,20,17100,1467,0,570,513
,103021,103,21,18000,1545,0,600,540
,103022,103,22,18900,1622,0,630,567
,103023,103,23,19800,1699,0,660,594
,103024,103,24,20700,1776,0,690,621
,103025,103,25,21600,1854,0,720,648
,103026,103,26,22500,1931,0,750,675
,103027,103,27,23400,2008,0,780,702
,103028,103,28,24300,2085,0,810,729
,103029,103,29,25200,2163,0,840,756
,103030,103,30,26100,2240,0,870,783
,103031,103,31,27000,2317,0,900,810
,103032,103,32,27900,2394,0,930,837
,103033,103,33,28800,2472,0,960,864
,103034,103,34,29700,2549,0,990,891
,103035,103,35,30600,2626,0,1020,918
,103036,103,36,31500,2703,0,1050,945
,103037,103,37,32400,2781,0,1080,972
,103038,103,38,33300,2858,0,1110,999
,103039,103,39,34200,2935,0,1140,1026
,103040,103,40,35100,3012,0,1170,1053
,103041,103,41,36000,3090,0,1200,1080
,103042,103,42,36900,3167,0,1230,1107
,103043,103,43,37800,3244,0,1260,1134
,103044,103,44,38700,3321,0,1290,1161
,103045,103,45,39600,3399,0,1320,1188
,103046,103,46,40500,3476,0,1350,1215
,103047,103,47,41400,3553,0,1380,1242
,103048,103,48,42300,3630,0,1410,1269
,103049,103,49,43200,3708,0,1440,1296
,103050,103,50,44100,3785,0,1470,1323
,103051,103,51,45000,3862,0,1500,1350
,103052,103,52,45900,3939,0,1530,1377
,103053,103,53,46800,4017,0,1560,1404
,103054,103,54,47700,4094,0,1590,1431
,103055,103,55,48600,4171,0,1620,1458
,103056,103,56,49500,4248,0,1650,1485
,103057,103,57,50400,4326,0,1680,1512
,103058,103,58,51300,4403,0,1710,1539
,103059,103,59,52200,4480,0,1740,1566
,103060,103,60,53100,4557,0,1770,1593
,103061,103,61,54000,4635,0,1800,1620
,103062,103,62,54900,4712,0,1830,1647
,103063,103,63,55800,4789,0,1860,1674
,103064,103,64,56700,4866,0,1890,1701
,103065,103,65,57600,4944,0,1920,1728
,103066,103,66,58500,5021,0,1950,1755
,103067,103,67,59400,5098,0,1980,1782
,103068,103,68,60300,5175,0,2010,1809
,103069,103,69,61200,5253,0,2040,1836
,103070,103,70,62100,5330,0,2070,1863
,103071,103,71,63000,5407,0,2100,1890
,103072,103,72,63900,5484,0,2130,1917
,103073,103,73,64800,5562,0,2160,1944
,103074,103,74,65700,5639,0,2190,1971
,103075,103,75,66600,5716,0,2220,1998
,103076,103,76,67500,5793,0,2250,2025
,103077,103,77,68400,5871,0,2280,2052
,103078,103,78,69300,5948,0,2310,2079
,103079,103,79,70200,6025,0,2340,2106
,103080,103,80,71100,6102,0,2370,2133
,104001,104,1,0,0,0,0,0
,104002,104,2,891,72,0,33,30
,104003,104,3,1782,144,0,67,60
,104004,104,4,2673,216,0,101,90
,104005,104,5,3564,288,0,135,120
,104006,104,6,4455,360,0,168,150
,104007,104,7,5346,432,0,202,180
,104008,104,8,6237,504,0,236,210
,104009,104,9,7128,576,0,270,240
,104010,104,10,8019,648,0,303,270
,104011,104,11,8910,720,0,337,300
,104012,104,12,9801,792,0,371,330
,104013,104,13,10692,864,0,405,360
,104014,104,14,11583,936,0,438,390
,104015,104,15,12474,1008,0,472,420
,104016,104,16,13365,1080,0,506,450
,104017,104,17,14256,1152,0,540,480
,104018,104,18,15147,1224,0,573,510
,104019,104,19,16038,1296,0,607,540
,104020,104,20,16929,1368,0,641,570
,104021,104,21,17820,1440,0,675,600
,104022,104,22,18711,1512,0,708,630
,104023,104,23,19602,1584,0,742,660
,104024,104,24,20493,1656,0,776,690
,104025,104,25,21384,1728,0,810,720
,104026,104,26,22275,1800,0,843,750
,104027,104,27,23166,1872,0,877,780
,104028,104,28,24057,1944,0,911,810
,104029,104,29,24948,2016,0,945,840
,104030,104,30,25839,2088,0,978,870
,104031,104,31,26730,2160,0,1012,900
,104032,104,32,27621,2232,0,1046,930
,104033,104,33,28512,2304,0,1080,960
,104034,104,34,29403,2376,0,1113,990
,104035,104,35,30294,2448,0,1147,1020
,104036,104,36,31185,2520,0,1181,1050
,104037,104,37,32076,2592,0,1215,1080
,104038,104,38,32967,2664,0,1248,1110
,104039,104,39,33858,2736,0,1282,1140
,104040,104,40,34749,2808,0,1316,1170
,104041,104,41,35640,2880,0,1350,1200
,104042,104,42,36531,2952,0,1383,1230
,104043,104,43,37422,3024,0,1417,1260
,104044,104,44,38313,3096,0,1451,1290
,104045,104,45,39204,3168,0,1485,1320
,104046,104,46,40095,3240,0,1518,1350
,104047,104,47,40986,3312,0,1552,1380
,104048,104,48,41877,3384,0,1586,1410
,104049,104,49,42768,3456,0,1620,1440
,104050,104,50,43659,3528,0,1653,1470
,104051,104,51,44550,3600,0,1687,1500
,104052,104,52,45441,3672,0,1721,1530
,104053,104,53,46332,3744,0,1755,1560
,104054,104,54,47223,3816,0,1788,1590
,104055,104,55,48114,3888,0,1822,1620
,104056,104,56,49005,3960,0,1856,1650
,104057,104,57,49896,4032,0,1890,1680
,104058,104,58,50787,4104,0,1923,1710
,104059,104,59,51678,4176,0,1957,1740
,104060,104,60,52569,4248,0,1991,1770
,104061,104,61,53460,4320,0,2025,1800
,104062,104,62,54351,4392,0,2058,1830
,104063,104,63,55242,4464,0,2092,1860
,104064,104,64,56133,4536,0,2126,1890
,104065,104,65,57024,4608,0,2160,1920
,104066,104,66,57915,4680,0,2193,1950
,104067,104,67,58806,4752,0,2227,1980
,104068,104,68,59697,4824,0,2261,2010
,104069,104,69,60588,4896,0,2295,2040
,104070,104,70,61479,4968,0,2328,2070
,104071,104,71,62370,5040,0,2362,2100
,104072,104,72,63261,5112,0,2396,2130
,104073,104,73,64152,5184,0,2430,2160
,104074,104,74,65043,5256,0,2463,2190
,104075,104,75,65934,5328,0,2497,2220
,104076,104,76,66825,5400,0,2531,2250
,104077,104,77,67716,5472,0,2565,2280
,104078,104,78,68607,5544,0,2598,2310
,104079,104,79,69498,5616,0,2632,2340
,104080,104,80,70389,5688,0,2666,2370
,105001,105,1,0,0,0,0,0
,105002,105,2,882,0,75,26,33
,105003,105,3,1764,0,150,52,67
,105004,105,4,2646,0,225,78,101
,105005,105,5,3528,0,300,105,135
,105006,105,6,4410,0,375,131,168
,105007,105,7,5292,0,450,157,202
,105008,105,8,6174,0,525,183,236
,105009,105,9,7056,0,600,210,270
,105010,105,10,7938,0,675,236,303
,105011,105,11,8820,0,750,262,337
,105012,105,12,9702,0,825,288,371
,105013,105,13,10584,0,900,315,405
,105014,105,14,11466,0,975,341,438
,105015,105,15,12348,0,1050,367,472
,105016,105,16,13230,0,1125,393,506
,105017,105,17,14112,0,1200,420,540
,105018,105,18,14994,0,1275,446,573
,105019,105,19,15876,0,1350,472,607
,105020,105,20,16758,0,1425,498,641
,105021,105,21,17640,0,1500,525,675
,105022,105,22,18522,0,1575,551,708
,105023,105,23,19404,0,1650,577,742
,105024,105,24,20286,0,1725,603,776
,105025,105,25,21168,0,1800,630,810
,105026,105,26,22050,0,1875,656,843
,105027,105,27,22932,0,1950,682,877
,105028,105,28,23814,0,2025,708,911
,105029,105,29,24696,0,2100,735,945
,105030,105,30,25578,0,2175,761,978
,105031,105,31,26460,0,2250,787,1012
,105032,105,32,27342,0,2325,813,1046
,105033,105,33,28224,0,2400,840,1080
,105034,105,34,29106,0,2475,866,1113
,105035,105,35,29988,0,2550,892,1147
,105036,105,36,30870,0,2625,918,1181
,105037,105,37,31752,0,2700,945,1215
,105038,105,38,32634,0,2775,971,1248
,105039,105,39,33516,0,2850,997,1282
,105040,105,40,34398,0,2925,1023,1316
,105041,105,41,35280,0,3000,1050,1350
,105042,105,42,36162,0,3075,1076,1383
,105043,105,43,37044,0,3150,1102,1417
,105044,105,44,37926,0,3225,1128,1451
,105045,105,45,38808,0,3300,1155,1485
,105046,105,46,39690,0,3375,1181,1518
,105047,105,47,40572,0,3450,1207,1552
,105048,105,48,41454,0,3525,1233,1586
,105049,105,49,42336,0,3600,1260,1620
,105050,105,50,43218,0,3675,1286,1653
,105051,105,51,44100,0,3750,1312,1687
,105052,105,52,44982,0,3825,1338,1721
,105053,105,53,45864,0,3900,1365,1755
,105054,105,54,46746,0,3975,1391,1788
,105055,105,55,47628,0,4050,1417,1822
,105056,105,56,48510,0,4125,1443,1856
,105057,105,57,49392,0,4200,1470,1890
,105058,105,58,50274,0,4275,1496,1923
,105059,105,59,51156,0,4350,1522,1957
,105060,105,60,52038,0,4425,1548,1991
,105061,105,61,52920,0,4500,1575,2025
,105062,105,62,53802,0,4575,1601,2058
,105063,105,63,54684,0,4650,1627,2092
,105064,105,64,55566,0,4725,1653,2126
,105065,105,65,56448,0,4800,1680,2160
,105066,105,66,57330,0,4875,1706,2193
,105067,105,67,58212,0,4950,1732,2227
,105068,105,68,59094,0,5025,1758,2261
,105069,105,69,59976,0,5100,1785,2295
,105070,105,70,60858,0,5175,1811,2328
,105071,105,71,61740,0,5250,1837,2362
,105072,105,72,62622,0,5325,1863,2396
,105073,105,73,63504,0,5400,1890,2430
,105074,105,74,64386,0,5475,1916,2463
,105075,105,75,65268,0,5550,1942,2497
,105076,105,76,66150,0,5625,1968,2531
,105077,105,77,67032,0,5700,1995,2565
,105078,105,78,67914,0,5775,2021,2598
,105079,105,79,68796,0,5850,2047,2632
,105080,105,80,69678,0,5925,2073,2666
,106001,106,1,0,0,0,0,0
,106002,106,2,891,78,0,26,31
,106003,106,3,1782,156,0,52,63
,106004,106,4,2673,234,0,78,94
,106005,106,5,3564,312,0,105,126
,106006,106,6,4455,390,0,131,157
,106007,106,7,5346,468,0,157,189
,106008,106,8,6237,546,0,183,220
,106009,106,9,7128,624,0,210,252
,106010,106,10,8019,702,0,236,283
,106011,106,11,8910,780,0,262,315
,106012,106,12,9801,858,0,288,346
,106013,106,13,10692,936,0,315,378
,106014,106,14,11583,1014,0,341,409
,106015,106,15,12474,1092,0,367,441
,106016,106,16,13365,1170,0,393,472
,106017,106,17,14256,1248,0,420,504
,106018,106,18,15147,1326,0,446,535
,106019,106,19,16038,1404,0,472,567
,106020,106,20,16929,1482,0,498,598
,106021,106,21,17820,1560,0,525,630
,106022,106,22,18711,1638,0,551,661
,106023,106,23,19602,1716,0,577,693
,106024,106,24,20493,1794,0,603,724
,106025,106,25,21384,1872,0,630,756
,106026,106,26,22275,1950,0,656,787
,106027,106,27,23166,2028,0,682,819
,106028,106,28,24057,2106,0,708,850
,106029,106,29,24948,2184,0,735,882
,106030,106,30,25839,2262,0,761,913
,106031,106,31,26730,2340,0,787,945
,106032,106,32,27621,2418,0,813,976
,106033,106,33,28512,2496,0,840,1008
,106034,106,34,29403,2574,0,866,1039
,106035,106,35,30294,2652,0,892,1071
,106036,106,36,31185,2730,0,918,1102
,106037,106,37,32076,2808,0,945,1134
,106038,106,38,32967,2886,0,971,1165
,106039,106,39,33858,2964,0,997,1197
,106040,106,40,34749,3042,0,1023,1228
,106041,106,41,35640,3120,0,1050,1260
,106042,106,42,36531,3198,0,1076,1291
,106043,106,43,37422,3276,0,1102,1323
,106044,106,44,38313,3354,0,1128,1354
,106045,106,45,39204,3432,0,1155,1386
,106046,106,46,40095,3510,0,1181,1417
,106047,106,47,40986,3588,0,1207,1449
,106048,106,48,41877,3666,0,1233,1480
,106049,106,49,42768,3744,0,1260,1512
,106050,106,50,43659,3822,0,1286,1543
,106051,106,51,44550,3900,0,1312,1575
,106052,106,52,45441,3978,0,1338,1606
,106053,106,53,46332,4056,0,1365,1638
,106054,106,54,47223,4134,0,1391,1669
,106055,106,55,48114,4212,0,1417,1701
,106056,106,56,49005,4290,0,1443,1732
,106057,106,57,49896,4368,0,1470,1764
,106058,106,58,50787,4446,0,1496,1795
,106059,106,59,51678,4524,0,1522,1827
,106060,106,60,52569,4602,0,1548,1858
,106061,106,61,53460,4680,0,1575,1890
,106062,106,62,54351,4758,0,1601,1921
,106063,106,63,55242,4836,0,1627,1953
,106064,106,64,56133,4914,0,1653,1984
,106065,106,65,57024,4992,0,1680,2016
,106066,106,66,57915,5070,0,1706,2047
,106067,106,67,58806,5148,0,1732,2079
,106068,106,68,59697,5226,0,1758,2110
,106069,106,69,60588,5304,0,1785,2142
,106070,106,70,61479,5382,0,1811,2173
,106071,106,71,62370,5460,0,1837,2205
,106072,106,72,63261,5538,0,1863,2236
,106073,106,73,64152,5616,0,1890,2268
,106074,106,74,65043,5694,0,1916,2299
,106075,106,75,65934,5772,0,1942,2331
,106076,106,76,66825,5850,0,1968,2362
,106077,106,77,67716,5928,0,1995,2394
,106078,106,78,68607,6006,0,2021,2425
,106079,106,79,69498,6084,0,2047,2457
,106080,106,80,70389,6162,0,2073,2488
,107001,107,1,0,0,0,0,0
,107002,107,2,864,78,0,32,27
,107003,107,3,1728,157,0,64,54
,107004,107,4,2592,236,0,96,81
,107005,107,5,3456,315,0,129,108
,107006,107,6,4320,393,0,161,135
,107007,107,7,5184,472,0,193,162
,107008,107,8,6048,551,0,225,189
,107009,107,9,6912,630,0,258,216
,107010,107,10,7776,708,0,290,243
,107011,107,11,8640,787,0,322,270
,107012,107,12,9504,866,0,354,297
,107013,107,13,10368,945,0,387,324
,107014,107,14,11232,1023,0,419,351
,107015,107,15,12096,1102,0,451,378
,107016,107,16,12960,1181,0,483,405
,107017,107,17,13824,1260,0,516,432
,107018,107,18,14688,1338,0,548,459
,107019,107,19,15552,1417,0,580,486
,107020,107,20,16416,1496,0,612,513
,107021,107,21,17280,1575,0,645,540
,107022,107,22,18144,1653,0,677,567
,107023,107,23,19008,1732,0,709,594
,107024,107,24,19872,1811,0,741,621
,107025,107,25,20736,1890,0,774,648
,107026,107,26,21600,1968,0,806,675
,107027,107,27,22464,2047,0,838,702
,107028,107,28,23328,2126,0,870,729
,107029,107,29,24192,2205,0,903,756
,107030,107,30,25056,2283,0,935,783
,107031,107,31,25920,2362,0,967,810
,107032,107,32,26784,2441,0,999,837
,107033,107,33,27648,2520,0,1032,864
,107034,107,34,28512,2598,0,1064,891
,107035,107,35,29376,2677,0,1096,918
,107036,107,36,30240,2756,0,1128,945
,107037,107,37,31104,2835,0,1161,972
,107038,107,38,31968,2913,0,1193,999
,107039,107,39,32832,2992,0,1225,1026
,107040,107,40,33696,3071,0,1257,1053
,107041,107,41,34560,3150,0,1290,1080
,107042,107,42,35424,3228,0,1322,1107
,107043,107,43,36288,3307,0,1354,1134
,107044,107,44,37152,3386,0,1386,1161
,107045,107,45,38016,3465,0,1419,1188
,107046,107,46,38880,3543,0,1451,1215
,107047,107,47,39744,3622,0,1483,1242
,107048,107,48,40608,3701,0,1515,1269
,107049,107,49,41472,3780,0,1548,1296
,107050,107,50,42336,3858,0,1580,1323
,107051,107,51,43200,3937,0,1612,1350
,107052,107,52,44064,4016,0,1644,1377
,107053,107,53,44928,4095,0,1677,1404
,107054,107,54,45792,4173,0,1709,1431
,107055,107,55,46656,4252,0,1741,1458
,107056,107,56,47520,4331,0,1773,1485
,107057,107,57,48384,4410,0,1806,1512
,107058,107,58,49248,4488,0,1838,1539
,107059,107,59,50112,4567,0,1870,1566
,107060,107,60,50976,4646,0,1902,1593
,107061,107,61,51840,4725,0,1935,1620
,107062,107,62,52704,4803,0,1967,1647
,107063,107,63,53568,4882,0,1999,1674
,107064,107,64,54432,4961,0,2031,1701
,107065,107,65,55296,5040,0,2064,1728
,107066,107,66,56160,5118,0,2096,1755
,107067,107,67,57024,5197,0,2128,1782
,107068,107,68,57888,5276,0,2160,1809
,107069,107,69,58752,5355,0,2193,1836
,107070,107,70,59616,5433,0,2225,1863
,107071,107,71,60480,5512,0,2257,1890
,107072,107,72,61344,5591,0,2289,1917
,107073,107,73,62208,5670,0,2322,1944
,107074,107,74,63072,5748,0,2354,1971
,107075,107,75,63936,5827,0,2386,1998
,107076,107,76,64800,5906,0,2418,2025
,107077,107,77,65664,5985,0,2451,2052
,107078,107,78,66528,6063,0,2483,2079
,107079,107,79,67392,6142,0,2515,2106
,107080,107,80,68256,6221,0,2547,2133
,108001,108,1,0,0,0,0,0
,108002,108,2,945,0,73,28,30
,108003,108,3,1890,0,147,57,60
,108004,108,4,2835,0,220,85,90
,108005,108,5,3780,0,294,114,120
,108006,108,6,4725,0,367,142,150
,108007,108,7,5670,0,441,171,180
,108008,108,8,6615,0,514,199,210
,108009,108,9,7560,0,588,228,240
,108010,108,10,8505,0,661,256,270
,108011,108,11,9450,0,735,285,300
,108012,108,12,10395,0,808,313,330
,108013,108,13,11340,0,882,342,360
,108014,108,14,12285,0,955,370,390
,108015,108,15,13230,0,1029,399,420
,108016,108,16,14175,0,1102,427,450
,108017,108,17,15120,0,1176,456,480
