,required,required,required,required,required,required,required,required,required,required,required
,1609,1,3,3,1,5,4,12,0,0,0
,1610,1,3,3,1,6,4,12,0,0,0
,1611,1,3,3,1,3,4,18,0,0,0
,1612,1,3,3,1,4,4,18,0,0,0
,1613,1,3,3,1,5,4,18,0,0,0
,1614,1,3,3,1,6,4,18,0,0,0
,1615,1,4,1,1,2,5,2,0,0,0
,1616,1,4,1,1,3,5,2,0,0,0
,1617,1,4,1,1,4,5,2,0,0,0
,1618,1,4,1,1,5,5,2,0,0,0
,1619,1,4,1,1,6,5,2,0,0,0
,1620,1,4,1,1,7,5,2,0,0,0
,1621,1,4,1,1,2,5,5,0,0,0
,1622,1,4,1,1,3,5,5,0,0,0
,1623,1,4,1,1,4,5,5,0,0,0
,1624,1,4,1,1,5,5,5,0,0,0
,1625,1,4,1,1,6,5,5,0,0,0
,1626,1,4,1,1,7,5,5,0,0,0
,1627,1,4,1,1,2,5,8,0,0,0
,1628,1,4,1,1,3,5,8,0,0,0
,1629,1,4,1,1,4,5,8,0,0,0
,1630,1,4,1,1,5,5,8,0,0,0
,1631,1,4,1,1,6,5,8,0,0,0
,1632,1,4,1,1,7,5,8,0,0,0
,1633,1,4,1,1,2,5,12,0,0,0
,1634,1,4,1,1,3,5,12,0,0,0
,1635,1,4,1,1,4,5,12,0,0,0
,1636,1,4,1,1,5,5,12,0,0,0
,1637,1,4,1,1,6,5,12,0,0,0
,1638,1,4,1,1,7,5,12,0,0,0
,1639,1,4,1,1,2,5,18,0,0,0
,1640,1,4,1,1,3,5,18,0,0,0
,1641,1,4,1,1,4,5,18,0,0,0
,1642,1,4,1,1,5,5,18,0,0,0
,1643,1,4,1,1,6,5,18,0,0,0
,1644,1,4,1,1,7,5,18,0,0,0
,1645,2,4,2,1,4,5,2,0,3,11
,1646,2,4,2,1,4,5,5,0,3,12
,1647,2,4,2,1,4,5,8,0,3,13
,1648,2,4,2,1,4,5,12,0,3,14
,1649,2,4,2,1,4,5,18,0,3,15
,1650,2,5,1,1,2,3,2,0,3,16
,1651,2,5,1,1,3,3,2,0,3,17
,1652,2,5,1,1,4,3,2,0,3,18
,1653,2,5,1,1,5,3,2,0,3,19
,1654,2,5,1,1,2,3,5,0,3,20
,1655,2,5,1,1,3,3,5,0,3,21
,1656,2,5,1,1,4,3,5,0,3,22
,1657,2,5,1,1,5,3,5,0,3,23
,1658,2,5,1,1,2,3,10,0,3,24
,1659,2,5,1,1,3,3,10,0,3,25
,1660,2,5,1,1,4,3,10,0,3,26
,1661,2,5,1,1,5,3,10,0,3,27
,1662,2,5,1,1,2,3,15,0,3,28
,1663,2,5,1,1,3,3,15,0,3,29
,1664,2,5,1,1,4,3,15,0,3,30
,1665,2,5,1,1,5,3,15,0,3,31
,1666,2,5,1,1,2,3,20,0,3,32
,1667,2,5,1,1,3,3,20,0,3,33
,1668,2,5,1,1,4,3,20,0,3,34
,1669,2,5,1,1,5,3,20,0,3,35
,1670,2,5,1,1,2,4,2,0,3,36
,1671,2,5,1,1,3,4,2,0,3,37
,1672,2,5,1,1,4,4,2,0,3,38
,1673,2,5,1,1,5,4,2,0,3,39
,1674,2,5,1,1,2,4,5,0,3,40
,1675,2,5,1,1,3,4,5,0,3,41
,1676,2,5,1,1,4,4,5,0,3,42
,1677,2,5,1,1,5,4,5,0,3,43
,1678,2,5,1,1,2,4,10,0,3,44
,1679,2,5,1,1,3,4,10,0,3,45
,1680,2,5,1,1,4,4,10,0,3,46
,1681,2,5,1,1,5,4,10,0,3,47
,1682,2,5,1,1,2,4,15,0,3,48
,1683,2,5,1,1,3,4,15,0,3,49
,1684,2,5,1,1,4,4,15,0,3,50
,1685,2,5,1,1,5,4,15,0,3,51
,1686,2,5,1,1,2,4,20,0,3,52
,1687,2,5,1,1,3,4,20,0,3,53
,1688,2,5,1,1,4,4,20,0,3,54
,1689,2,5,1,1,5,4,20,0,3,55
,1690,2,6,2,1,2,6,0,0,3,56
,1691,2,6,2,1,3,6,0,0,3,57
,1692,2,6,2,1,4,6,0,0,3,58
,1693,2,6,2,1,5,6,0,0,3,59
,1694,2,6,2,1,6,6,0,0,3,60
,1695,2,6,2,1,7,6,0,0,4,1
,1696,2,6,2,1,2,12,0,0,4,2
,1697,2,6,2,1,3,12,0,0,4,3
,1698,2,6,2,1,4,12,0,0,4,4
,1699,2,6,2,1,5,12,0,0,4,5
,1700,2,6,2,1,6,12,0,0,4,6
,1701,2,6,2,1,7,12,0,0,4,7
,1702,2,6,2,1,2,18,0,0,4,8
,1703,2,6,2,1,3,18,0,0,4,9
,1704,2,6,2,1,4,18,0,0,4,10
,1705,2,6,2,1,5,18,0,0,4,11
,1706,2,6,2,1,6,18,0,0,4,12
,1707,2,6,2,1,7,18,0,0,4,13
,1708,2,6,2,1,2,24,0,0,4,14
,1709,2,6,2,1,3,24,0,0,4,15
,1710,2,6,2,1,4,24,0,0,4,16
,1711,2,6,2,1,5,24,0,0,4,17
,1712,2,6,2,1,6,24,0,0,4,18
,1713,2,6,2,1,7,24,0,0,4,19
,1714,2,6,2,1,2,32,0,0,4,20
,1715,2,6,2,1,3,32,0,0,4,21
,1716,2,6,2,1,4,32,0,0,4,22
,1717,2,6,2,1,5,32,0,0,4,23
,1718,2,6,2,1,6,32,0,0,4,24
,1719,2,6,2,1,7,32,0,0,4,25
,1720,1,1,1,1,1,3,0,0,0,0
,1721,1,1,1,1,1,5,0,0,0,0
,1722,1,1,1,1,1,10,0,0,0,0
,1723,1,1,1,1,1,15,0,0,0,0
,1724,1,1,1,1,1,20,0,0,0,0
,1725,1,1,1,1,70,3,0,0,0,0
,1726,1,1,1,1,80,3,0,0,0,0
,1727,1,1,1,1,70,6,0,0,0,0
,1728,1,1,1,1,80,6,0,0,0,0
,1729,1,1,1,1,20,10,0,0,0,0
,1730,1,1,1,1,30,10,0,0,0,0
,1731,1,1,1,1,40,10,0,0,0,0
,1732,1,1,1,1,50,10,0,0,0,0
,1733,1,1,1,1,60,10,0,0,0,0
,1734,1,1,1,1,70,10,0,0,0,0
,1735,1,1,1,1,80,10,0,0,0,0
,1736,1,1,1,1,20,15,0,0,0,0
,1737,1,1,1,1,30,15,0,0,0,0
,1738,1,1,1,1,40,15,0,0,0,0
,1739,1,1,1,1,50,15,0,0,0,0
,1740,1,1,1,1,60,15,0,0,0,0
,1741,1,1,1,1,70,15,0,0,0,0
,1742,1,1,1,1,80,15,0,0,0,0
,1743,1,1,1,1,20,20,0,0,0,0
,1744,1,1,1,1,30,20,0,0,0,0
,1745,1,1,1,1,40,20,0,0,0,0
,1746,1,1,1,1,50,20,0,0,0,0
,1747,1,1,1,1,60,20,0,0,0,0
,1748,1,1,1,1,70,20,0,0,0,0
,1749,1,1,1,1,80,20,0,0,0,0
,1750,1,1,2,1,9,3,0,0,0,0
,1751,1,1,2,1,12,3,0,0,0,0
,1752,1,1,2,1,9,6,0,0,0,0
,1753,1,1,2,1,12,6,0,0,0,0
,1754,1,1,2,1,3,10,0,0,0,0
,1755,1,1,2,1,6,10,0,0,0,0
,1756,1,1,2,1,9,10,0,0,0,0
,1757,1,1,2,1,12,10,0,0,0,0
,1758,1,1,2,1,3,15,0,0,0,0
,1759,1,1,2,1,6,15,0,0,0,0
,1760,1,1,2,1,9,15,0,0,0,0
,1761,1,1,2,1,12,15,0,0,0,0
,1762,1,1,2,1,3,20,0,0,0,0
,1763,1,1,2,1,6,20,0,0,0,0
,1764,1,1,2,1,9,20,0,0,0,0
,1765,1,1,2,1,12,20,0,0,0,0
,1766,1,18,1,1,12,1,0,0,0,0
,1767,1,18,1,1,18,1,0,0,0,0
,1768,1,18,1,1,24,1,0,0,0,0
,1769,1,18,1,1,29,1,0,0,0,0
,1770,1,18,1,1,12,3,0,0,0,0
,1771,1,18,1,1,18,3,0,0,0,0
,1772,1,18,1,1,24,3,0,0,0,0
,1773,1,18,1,1,29,3,0,0,0,0
,1774,1,18,1,1,12,6,0,0,0,0
,1775,1,18,1,1,18,6,0,0,0,0
,1776,1,18,1,1,24,6,0,0,0,0
,1777,1,18,1,1,29,6,0,0,0,0
,1778,1,18,1,1,6,10,0,0,0,0
,1779,1,18,1,1,12,10,0,0,0,0
,1780,1,18,1,1,18,10,0,0,0,0
,1781,1,18,1,1,24,10,0,0,0,0
,1782,1,18,1,1,29,10,0,0,0,0
,1783,1,18,1,1,6,20,0,0,0,0
,1784,1,18,1,1,12,20,0,0,0,0
,1785,1,18,1,1,18,20,0,0,0,0
,1786,1,18,1,1,24,20,0,0,0,0
,1787,1,18,1,1,29,20,0,0,0,0
,1788,1,3,1,1,15,4,3,0,0,0
,1789,1,3,1,1,35,4,3,0,0,0
,1790,1,3,1,1,65,4,3,0,0,0
,1791,1,3,1,1,70,4,3,0,0,0
,1792,1,3,1,1,75,4,3,0,0,0
,1793,1,3,1,1,80,4,3,0,0,0
,1794,1,3,1,1,15,4,6,0,0,0
,1795,1,3,1,1,25,4,6,0,0,0
,1796,1,3,1,1,35,4,6,0,0,0
,1797,1,3,1,1,65,4,6,0,0,0
,1798,1,3,1,1,70,4,6,0,0,0
,1799,1,3,1,1,75,4,6,0,0,0
,1800,1,3,1,1,80,4,6,0,0,0
,1801,1,3,1,1,10,4,10,0,0,0
,1802,1,3,1,1,15,4,10,0,0,0
,1803,1,3,1,1,20,4,10,0,0,0
,1804,1,3,1,1,25,4,10,0,0,0
,1805,1,3,1,1,30,4,10,0,0,0
,1806,1,3,1,1,35,4,10,0,0,0
,1807,1,3,1,1,40,4,10,0,0,0
,1808,1,3,1,1,45,4,10,0,0,0
,1809,1,3,1,1,50,4,10,0,0,0
,1810,1,3,1,1,55,4,10,0,0,0
,1811,1,3,1,1,60,4,10,0,0,0
,1812,1,3,1,1,65,4,10,0,0,0
,1813,1,3,1,1,70,4,10,0,0,0
,1814,1,3,1,1,75,4,10,0,0,0
,1815,1,3,1,1,80,4,10,0,0,0
,1816,1,3,1,1,10,4,15,0,0,0
,1817,1,3,1,1,15,4,15,0,0,0
,1818,1,3,1,1,20,4,15,0,0,0
,1819,1,3,1,1,25,4,15,0,0,0
,1820,1,3,1,1,30,4,15,0,0,0
,1821,1,3,1,1,35,4,15,0,0,0
,1822,1,3,1,1,40,4,15,0,0,0
,1823,1,3,1,1,45,4,15,0,0,0
,1824,1,3,1,1,50,4,15,0,0,0
,1825,1,3,1,1,55,4,15,0,0,0
,1826,1,3,1,1,60,4,15,0,0,0
,1827,1,3,1,1,65,4,15,0,0,0
,1828,1,3,1,1,70,4,15,0,0,0
,1829,1,3,1,1,75,4,15,0,0,0
,1830,1,3,1,1,80,4,15,0,0,0
,1831,1,3,1,1,10,4,20,0,0,0
,1832,1,3,1,1,15,4,20,0,0,0
,1833,1,3,1,1,20,4,20,0,0,0
,1834,1,3,1,1,25,4,20,0,0,0
,1835,1,3,1,1,30,4,20,0,0,0
,1836,1,3,1,1,35,4,20,0,0,0
,1837,1,3,1,1,40,4,20,0,0,0
,1838,1,3,1,1,45,4,20,0,0,0
,1839,1,3,1,1,50,4,20,0,0,0
,1840,1,3,1,1,55,4,20,0,0,0
,1841,1,3,1,1,60,4,20,0,0,0
,1842,1,3,1,1,65,4,20,0,0,0
,1843,1,3,1,1,70,4,20,0,0,0
,1844,1,3,1,1,75,4,20,0,0,0
,1845,1,3,1,1,80,4,20,0,0,0
,1846,1,3,2,1,1,4,10,0,0,0
,1847,1,3,2,1,2,4,10,0,0,0
,1848,1,3,2,1,3,4,10,0,0,0
,1849,1,3,2,1,4,4,10,0,0,0
,1850,1,3,2,1,5,4,10,0,0,0
,1851,1,3,2,1,6,4,10,0,0,0
,1852,1,3,2,1,7,4,10,0,0,0
,1853,1,3,2,1,1,4,15,0,0,0
,1854,1,3,2,1,2,4,15,0,0,0
,1855,1,3,2,1,3,4,15,0,0,0
,1856,1,3,2,1,4,4,15,0,0,0
,1857,1,3,2,1,5,4,15,0,0,0
,1858,1,3,2,1,6,4,15,0,0,0
,1859,1,3,2,1,7,4,15,0,0,0
,1860,1,3,2,1,1,4,20,0,0,0
,1861,1,3,2,1,2,4,20,0,0,0
,1862,1,3,2,1,3,4,20,0,0,0
,1863,1,3,2,1,4,4,20,0,0,0
,1864,1,3,2,1,5,4,20,0,0,0
,1865,1,3,2,1,6,4,20,0,0,0
,1866,1,3,2,1,7,4,20,0,0,0
,1867,1,3,3,1,3,4,10,0,0,0
,1868,1,3,3,1,4,4,10,0,0,0
,1869,1,3,3,1,5,4,10,0,0,0
,1870,1,3,3,1,6,4,10,0,0,0
,1871,1,3,3,1,3,4,15,0,0,0
,1872,1,3,3,1,4,4,15,0,0,0
,1873,1,3,3,1,5,4,15,0,0,0
,1874,1,3,3,1,6,4,15,0,0,0
,1875,1,3,3,1,3,4,20,0,0,0
,1876,1,3,3,1,4,4,20,0,0,0
,1877,1,3,3,1,5,4,20,0,0,0
,1878,1,3,3,1,6,4,20,0,0,0
,1879,1,4,1,1,3,1,1,0,0,0
,1880,1,4,1,1,4,1,1,0,0,0
,1881,1,4,1,1,5,1,1,0,0,0
,1882,1,4,1,1,6,1,1,0,0,0
,1883,1,4,1,1,7,1,1,0,0,0
,1884,1,4,1,1,2,5,1,0,0,0
,1885,1,4,1,1,3,5,1,0,0,0
,1886,1,4,1,1,4,5,1,0,0,0
,1887,1,4,1,1,5,5,1,0,0,0
,1888,1,4,1,1,6,5,1,0,0,0
,1889,1,4,1,1,7,5,1,0,0,0
,1890,1,4,1,1,2,5,3,0,0,0
,1891,1,4,1,1,3,5,3,0,0,0
,1892,1,4,1,1,4,5,3,0,0,0
,1893,1,4,1,1,5,5,3,0,0,0
,1894,1,4,1,1,6,5,3,0,0,0
,1895,1,4,1,1,7,5,3,0,0,0
,1896,1,4,1,1,2,5,6,0,0,0
,1897,1,4,1,1,3,5,6,0,0,0
,1898,1,4,1,1,4,5,6,0,0,0
,1899,1,4,1,1,5,5,6,0,0,0
,1900,1,4,1,1,6,5,6,0,0,0
,1901,1,4,1,1,7,5,6,0,0,0
,1902,1,4,1,1,2,5,10,0,0,0
,1903,1,4,1,1,3,5,10,0,0,0
,1904,1,4,1,1,4,5,10,0,0,0
,1905,1,4,1,1,5,5,10,0,0,0
,1906,1,4,1,1,6,5,10,0,0,0
,1907,1,4,1,1,7,5,10,0,0,0
,1908,1,4,1,1,2,5,15,0,0,0
,1909,1,4,1,1,3,5,15,0,0,0
,1910,1,4,1,1,4,5,15,0,0,0
,1911,1,4,1,1,5,5,15,0,0,0
,1912,1,4,1,1,6,5,15,0,0,0
,1913,1,4,1,1,7,5,15,0,0,0
,1914,1,4,1,1,2,5,20,0,0,0
,1915,1,4,1,1,3,5,20,0,0,0
,1916,1,4,1,1,4,5,20,0,0,0
,1917,1,4,1,1,5,5,20,0,0,0
,1918,1,4,1,1,6,5,20,0,0,0
,1919,1,4,1,1,7,5,20,0,0,0
,1920,2,4,2,1,3,5,10,0,4,26
,1921,2,4,2,1,3,5,15,0,4,27
,1922,2,4,2,1,3,5,20,0,4,28
,1923,2,4,2,1,4,5,10,0,4,29
,1924,2,4,2,1,4,5,15,0,4,30
,1925,2,4,2,1,4,5,20,0,4,31
,1926,2,5,1,1,2,2,1,0,4,32
,1927,2,5,1,1,3,2,1,0,4,33
,1928,2,5,1,1,4,2,1,0,4,34
,1929,2,5,1,1,5,2,1,0,4,35
,1930,2,5,1,1,2,2,3,0,4,36
,1931,2,5,1,1,3,2,3,0,4,37
,1932,2,5,1,1,4,2,3,0,4,38
,1933,2,5,1,1,5,2,3,0,4,39
,1934,2,5,1,1,2,2,6,0,4,40
,1935,2,5,1,1,3,2,6,0,4,41
,1936,2,5,1,1,4,2,6,0,4,42
,1937,2,5,1,1,5,2,6,0,4,43
,1938,2,5,1,1,2,2,12,0,4,44
,1939,2,5,1,1,3,2,12,0,4,45
,1940,2,5,1,1,4,2,12,0,4,46
,1941,2,5,1,1,5,2,12,0,4,47
,1942,2,5,1,1,2,2,25,0,4,48
,1943,2,5,1,1,3,2,25,0,4,49
,1944,2,5,1,1,4,2,25,0,4,50
,1945,2,5,1,1,5,2,25,0,4,51
,1946,2,5,1,1,2,3,12,0,4,52
,1947,2,5,1,1,3,3,12,0,4,53
,1948,2,5,1,1,4,3,12,0,4,54
,1949,2,5,1,1,5,3,12,0,4,55
,1950,2,5,1,1,2,3,25,0,4,56
,1951,2,5,1,1,3,3,25,0,4,57
,1952,2,5,1,1,4,3,25,0,4,58
,1953,2,5,1,1,5,3,25,0,4,59
,1954,2,5,1,1,2,4,12,0,4,60
,1955,2,5,1,1,3,4,12,0,5,43
,1956,2,5,1,1,4,4,12,0,5,44
,1957,2,5,1,1,5,4,12,0,5,45
,1958,2,5,1,1,2,4,25,0,5,46
,1959,2,5,1,1,3,4,25,0,5,47
,1960,2,5,1,1,4,4,25,0,5,48
,1961,2,5,1,1,5,4,25,0,5,49
,1962,2,6,1,1,70,3,0,0,5,50
,1963,2,6,1,1,80,3,0,0,5,51
,1964,2,6,1,1,10,5,0,0,5,52
,1965,2,6,1,1,20,5,0,0,5,53
,1966,2,6,1,1,30,5,0,0,5,54
,1967,2,6,1,1,40,5,0,0,5,55
,1968,2,6,1,1,50,5,0,0,5,56
,1969,2,6,1,1,60,5,0,0,5,57
,1970,2,6,1,1,70,5,0,0,5,58
,1971,2,6,1,1,80,5,0,0,5,59
,1972,2,6,1,1,10,10,0,0,5,60
,1973,2,6,1,1,20,10,0,0,6,1
,1974,2,6,1,1,30,10,0,0,6,2
,1975,2,6,1,1,40,10,0,0,6,3
,1976,2,6,1,1,50,10,0,0,6,4
,1977,2,6,1,1,60,10,0,0,6,5
,1978,2,6,1,1,70,10,0,0,6,6
,1979,2,6,1,1,80,10,0,0,6,7
,1980,2,6,1,1,10,15,0,0,6,8
,1981,2,6,1,1,20,15,0,0,6,9
,1982,2,6,1,1,30,15,0,0,6,10
,1983,2,6,1,1,40,15,0,0,6,11
,1984,2,6,1,1,50,15,0,0,6,12
,1985,2,6,1,1,60,15,0,0,6,13
,1986,2,6,1,1,70,15,0,0,6,14
,1987,2,6,1,1,80,15,0,0,6,15
,1988,2,6,1,1,10,20,0,0,6,16
,1989,2,6,1,1,20,20,0,0,6,17
,1990,2,6,1,1,30,20,0,0,6,18
,1991,2,6,1,1,40,20,0,0,6,19
,1992,2,6,1,1,50,20,0,0,6,20
,1993,2,6,1,1,60,20,0,0,6,21
,1994,2,6,1,1,70,20,0,0,6,22
,1995,2,6,1,1,80,20,0,0,6,23
,1996,2,6,1,1,10,30,0,0,6,24
,1997,2,6,1,1,20,30,0,0,6,25
,1998,2,6,1,1,30,30,0,0,6,26
,1999,2,6,1,1,40,30,0,0,6,27
,2000,2,6,1,1,50,30,0,0,6,28
,2001,2,6,1,1,60,30,0,0,6,29
,2002,2,6,1,1,70,30,0,0,6,30
,2003,2,6,1,1,80,30,0,0,6,31
,2004,2,6,2,1,2,3,0,0,6,32
,2005,2,6,2,1,3,3,0,0,6,33
,2006,2,6,2,1,4,3,0,0,6,34
,2007,2,6,2,1,5,3,0,0,6,35
,2008,2,6,2,1,6,3,0,0,6,36
,2009,2,6,2,1,7,3,0,0,6,37
,2010,2,6,2,1,2,5,0,0,6,38
,2011,2,6,2,1,3,5,0,0,6,39
,2012,2,6,2,1,4,5,0,0,6,40
,2013,2,6,2,1,5,5,0,0,6,41
,2014,2,6,2,1,6,5,0,0,6,42
,2015,2,6,2,1,7,5,0,0,6,43
,2016,2,6,2,1,2,10,0,0,6,44
,2017,2,6,2,1,3,10,0,0,6,45
,2018,2,6,2,1,4,10,0,0,6,46
,2019,2,6,2,1,5,10,0,0,6,47
,2020,2,6,2,1,6,10,0,0,6,48
,2021,2,6,2,1,7,10,0,0,6,49
,2022,2,6,2,1,2,15,0,0,6,50
,2023,2,6,2,1,3,15,0,0,6,51
,2024,2,6,2,1,4,15,0,0,6,52
,2025,2,6,2,1,5,15,0,0,6,53
,2026,2,6,2,1,6,15,0,0,6,54
,2027,2,6,2,1,7,15,0,0,6,55
,2028,2,6,2,1,2,20,0,0,6,56
,2029,2,6,2,1,3,20,0,0,6,57
,2030,2,6,2,1,4,20,0,0,6,58
,2031,2,6,2,1,5,20,0,0,6,59
,2032,2,6,2,1,6,20,0,0,6,60
,2033,2,6,2,1,7,20,0,0,7,1
,2034,2,6,2,1,2,30,0,0,7,2
,2035,2,6,2,1,3,30,0,0,7,3
,2036,2,6,2,1,4,30,0,0,7,4
,2037,2,6,2,1,5,30,0,0,7,5
,2038,2,6,2,1,6,30,0,0,7,6
,2039,2,6,2,1,7,30,0,0,7,7
,2040,3,8,2,1,200,0,0,0,2,2
,2041,3,8,2,1,500,0,0,0,2,2
,2042,3,8,2,1,1000,0,0,0,2,2
,2043,3,8,2,1,2000,0,0,0,2,2
,2044,3,8,2,1,5000,0,0,0,2,2
,2045,3,8,2,1,10000,0,0,0,2,2
,2046,3,8,2,1,20000,0,0,0,2,2
,2047,3,8,3,1,10,0,0,0,2,3
,2048,3,8,3,1,30,0,0,0,2,3
,2049,3,8,3,1,60,0,0,0,2,3
,2050,3,8,3,1,120,0,0,0,2,3
,2051,3,8,3,1,180,0,0,0,2,3
,2052,3,8,3,1,300,0,0,0,2,3
,2053,3,8,3,1,500,0,0,0,2,3
,2054,3,8,3,1,800,0,0,0,2,3
,2055,3,8,3,1,1200,0,0,0,2,3
,2056,3,13,1,1,30,0,0,0,1,8
,2057,3,13,1,1,60,0,0,0,1,8
,2058,3,13,1,1,120,0,0,0,1,8
,2059,3,13,1,1,180,0,0,0,1,8
,2060,3,13,1,1,300,0,0,0,1,8
,2061,3,13,1,1,500,0,0,0,1,8
,2062,3,13,1,1,800,0,0,0,1,8
,2063,3,13,1,1,1200,0,0,0,1,8
,2064,3,16,1,1,500,1,0,0,1,18
,2065,3,16,1,1,2000,1,0,0,1,18
,2066,3,16,1,1,500,2,0,0,1,19
,2067,3,16,1,1,2000,2,0,0,1,19
,2068,3,16,1,1,500,3,0,0,1,20
,2069,3,16,1,1,2000,3,0,0,1,20
,2070,3,16,2,1,1000,0,0,0,2,4
,2071,3,16,2,1,3000,0,0,0,2,4
,2072,3,16,2,1,10000,0,0,0,2,4
,2073,3,16,2,1,20000,0,0,0,2,4
,2074,3,16,2,1,50000,0,0,0,2,4
,2075,3,16,2,1,100000,0,0,0,2,4
,2076,3,15,1,1,300,1,0,0,3,2
,2077,3,15,1,1,1000,1,0,0,3,2
,2078,3,15,1,1,2000,1,0,0,3,2
,2079,3,15,1,1,5000,1,0,0,3,2
,2080,3,15,1,1,10000,1,0,0,3,2
,2081,3,15,1,1,60,2,0,0,3,3
,2082,3,15,1,1,180,2,0,0,3,3
,2083,3,15,1,1,600,2,0,0,3,3
,2084,3,15,1,1,1200,2,0,0,3,3
,2085,3,15,1,1,3000,2,0,0,3,3
,2086,3,15,1,1,6000,2,0,0,3,3
,2087,3,15,1,1,150,3,0,0,3,4
,2088,3,15,1,1,500,3,0,0,3,4
,2089,3,15,1,1,1000,3,0,0,3,4
,2090,3,15,1,1,2500,3,0,0,3,4
,2091,3,15,1,1,5000,3,0,0,3,4
,2092,3,17,1,1,300,3,0,0,1,12
,2093,3,17,1,1,1000,3,0,0,1,12
,2094,3,17,1,1,2000,3,0,0,1,12
,2095,3,17,1,1,5000,3,0,0,1,12
,2096,3,17,1,1,10000,3,0,0,1,12
,2097,3,17,1,1,300,4,0,0,1,13
,2098,3,17,1,1,1000,4,0,0,1,13
,2099,3,17,1,1,2000,4,0,0,1,13
,2100,3,17,1,1,5000,4,0,0,1,13
,2101,3,17,1,1,10000,4,0,0,1,13
,2102,3,17,2,1,80,3,0,0,1,16
,2103,3,17,2,1,200,3,0,0,1,16
,2104,3,17,2,1,500,3,0,0,1,16
,2105,3,17,2,1,1000,3,0,0,1,16
,2106,3,17,2,1,2000,3,0,0,1,16
,2107,3,17,2,1,5000,3,0,0,1,16
,2108,1,3,2,1,1,4,0,0,0,0
,2109,1,3,3,1,2,4,0,0,0,0
,2110,1,3,3,1,3,1,0,0,0,0
,2111,1,3,2,1,2,4,0,0,0,0
,2112,1,3,3,1,3,4,0,0,0,0
,2113,1,3,3,1,4,1,0,0,0,0
,2114,1,3,3,1,4,4,0,0,0,0
,2115,1,2,1,1,65,0,0,0,0,0
,2116,1,2,1,1,70,0,0,0,0,0
,2117,1,2,1,1,75,0,0,0,0,0
,2118,1,2,1,1,80,0,0,0,0,0
,2119,2,10,2,1,1800,0,0,0,7,9
,2120,2,10,2,1,1000,0,0,0,7,10
,2121,2,10,2,1,400,0,0,0,7,11
,2122,2,10,2,1,100,0,0,0,7,12
,2123,2,10,2,1,50,0,0,0,7,13
,2124,2,10,2,1,20,0,0,0,7,14
,2125,2,10,2,1,10,0,0,0,7,15
,2126,2,10,2,1,3,0,0,0,7,16
,2127,2,10,2,1,1,0,0,0,7,17
,2128,3,10,3,1,30,0,0,0,2,5
,2129,3,10,3,1,80,0,0,0,2,5
,2130,3,10,3,1,150,0,0,0,2,5
,2131,3,10,3,1,280,0,0,0,2,5
,2132,3,10,3,1,500,0,0,0,2,5
,2133,3,10,3,1,800,0,0,0,2,5
,2134,3,10,3,1,1200,0,0,0,2,5
,2135,3,10,3,1,1600,0,0,0,2,5
,2136,3,10,3,1,2000,0,0,0,2,5
,2137,3,10,3,1,2500,0,0,0,2,5
,2138,3,10,3,1,3000,0,0,0,2,5
,2139,3,10,3,1,4000,0,0,0,2,5
,2140,3,10,3,1,5000,0,0,0,2,5
,2141,3,10,3,1,6000,0,0,0,2,5
,2142,3,10,3,1,7000,0,0,0,2,5
,2143,3,10,3,1,8000,0,0,0,2,5
,2144,3,10,3,1,9000,0,0,0,2,5
,2145,3,10,3,1,10000,0,0,0,2,5
,2146,3,10,4,1,20,0,0,0,2,6
,2147,3,10,4,1,60,0,0,0,2,6
,2148,3,10,4,1,120,0,0,0,2,6
,2149,3,10,4,1,230,0,0,0,2,6
,2150,3,10,4,1,400,0,0,0,2,6
,2151,3,10,4,1,640,0,0,0,2,6
,2152,3,10,4,1,960,0,0,0,2,6
,2153,3,10,4,1,1280,0,0,0,2,6
,2154,3,10,4,1,1600,0,0,0,2,6
,2155,3,10,4,1,2000,0,0,0,2,6
,2156,3,10,4,1,2400,0,0,0,2,6
,2157,3,10,4,1,3200,0,0,0,2,6
,2158,3,10,4,1,4000,0,0,0,2,6
,2159,3,10,4,1,4800,0,0,0,2,6
,2160,3,10,4,1,5600,0,0,0,2,6
,2161,3,10,4,1,6400,0,0,0,2,6
,2162,3,10,4,1,7200,0,0,0,2,6
,2163,3,10,4,1,8000,0,0,0,2,6
,2164,3,10,5,1,1500,0,0,0,2,7
,2165,3,10,5,1,4000,0,0,0,2,7
,2166,3,10,5,1,7500,0,0,0,2,7
,2167,3,10,5,1,14000,0,0,0,2,7
,2168,3,10,5,1,25000,0,0,0,2,7
,2169,3,10,5,1,40000,0,0,0,2,7
,2170,3,10,5,1,60000,0,0,0,2,7
,2171,3,10,5,1,90000,0,0,0,2,7
,2172,3,10,5,1,120000,0,0,0,2,7
,2173,3,10,5,1,160000,0,0,0,2,7
,2174,3,10,5,1,200000,0,0,0,2,7
,2175,3,10,5,1,250000,0,0,0,2,7
,2176,3,10,5,1,300000,0,0,0,2,7
,2177,3,10,5,1,400000,0,0,0,2,7
,2178,3,10,5,1,500000,0,0,0,2,7
,2179,3,10,5,1,650000,0,0,0,2,7
,2180,3,10,5,1,800000,0,0,0,2,7
,2181,3,10,5,1,1000000,0,0,0,2,7
完成品质1的委托任务5次,2182,3,20,1,1,1,5,0,0,2,9
完成品质1的委托任务100次,2183,3,20,1,1,1,100,0,0,2,9
完成品质1的委托任务500次,2184,3,20,1,1,1,500,0,0,2,9
