,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,105024,34578,3842,3842,1536,1536,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105025,35784,3976,3976,1590,1590,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105026,36990,4110,4110,1644,1644,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105027,38205,4245,4245,1698,1698,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105028,39429,4381,4381,1752,1752,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105029,40671,4519,4519,1807,1807,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105030,41922,4658,4658,1863,1863,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105031,43182,4798,4798,1919,1919,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105032,44451,4939,4939,1975,1975,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105033,45729,5081,5081,2032,2032,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105034,47016,5224,5224,2089,2089,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105035,50283,5587,5587,2234,2234,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105036,51678,5742,5742,2296,2296,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105037,53082,5898,5898,2359,2359,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105038,54504,6056,6056,2422,2422,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105039,55935,6215,6215,2486,2486,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105040,57375,6375,6375,2550,2550,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105041,58833,6537,6537,2614,2614,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105042,60300,6700,6700,2680,2680,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105043,61776,6864,6864,2745,2745,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105044,63270,7030,7030,2812,2812,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105045,64773,7197,7197,2878,2878,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105046,71505,7945,7945,3178,3178,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105047,73206,8134,8134,3253,3253,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105048,74934,8326,8326,3330,3330,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105049,80784,8976,8976,3590,3590,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105050,82674,9186,9186,3674,3674,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105051,84573,9397,9397,3758,3758,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105052,86499,9611,9611,3844,3844,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105053,88434,9826,9826,3930,3930,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105054,90387,10043,10043,4017,4017,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105055,92367,10263,10263,4105,4105,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105056,94356,10484,10484,4193,4193,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105057,96363,10707,10707,4282,4282,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105058,98388,10932,10932,4372,4372,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105059,100431,11159,11159,4463,4463,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105060,102492,11388,11388,4555,4555,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105061,104571,11619,11619,4647,4647,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105062,106659,11851,11851,4740,4740,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105063,108774,12086,12086,4834,4834,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105064,110907,12323,12323,4929,4929,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105065,113049,12561,12561,5024,5024,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105066,136638,15182,15182,6072,6072,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105067,139374,15486,15486,6194,6194,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105068,151983,16887,16887,6754,6754,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105069,155007,17223,17223,6889,6889,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105070,158058,17562,17562,7024,7024,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105071,161136,17904,17904,7161,7161,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105072,164241,18249,18249,7299,7299,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105073,167373,18597,18597,7438,7438,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105074,170532,18948,18948,7579,7579,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105075,173718,19302,19302,7720,7720,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105076,176931,19659,19659,7863,7863,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105077,180171,20019,20019,8007,8007,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105078,183438,20382,20382,8152,8152,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105079,186741,20749,20749,8299,8299,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105080,190062,21118,21118,8447,8447,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105081,193410,21490,21490,8596,8596,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105082,196785,21865,21865,8746,8746,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105083,200196,22244,22244,8897,8897,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105084,203625,22625,22625,9050,9050,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105085,207081,23009,23009,9203,9203,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105086,210573,23397,23397,9358,9358,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105087,214083,23787,23787,9514,9514,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105088,217620,24180,24180,9672,9672,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105089,221193,24577,24577,9830,9830,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105090,224784,24976,24976,9990,9990,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105091,228411,25379,25379,10151,10151,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105092,232056,25784,25784,10313,10313,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105093,235737,26193,26193,10477,10477,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105094,239436,26604,26604,10641,10641,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105095,243171,27019,27019,10807,10807,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105096,246924,27436,27436,10974,10974,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105097,250713,27857,27857,11142,11142,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105098,254529,28281,28281,11312,11312,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105099,258363,28707,28707,11482,11482,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,105100,262233,29137,29137,11654,11654,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201001,12425,1274,1274,446,446,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201002,13572,1392,1392,487,487,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201003,14730,1510,1510,528,528,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201004,15900,1630,1630,570,570,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201005,17070,1750,1750,612,612,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201006,18240,1870,1870,654,654,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201007,19422,1992,1992,697,697,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201008,20603,2113,2113,739,739,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201009,21797,2235,2235,782,782,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201010,22990,2358,2358,825,825,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201011,24195,2481,2481,868,868,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201012,25400,2605,2605,911,911,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201013,26605,2728,2728,955,955,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201014,27822,2853,2853,998,998,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201015,29051,2979,2979,1042,1042,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201016,30829,3162,3162,1106,1106,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201017,32093,3291,3291,1152,1152,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201018,33368,3422,3422,1197,1197,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201019,34655,3554,3554,1244,1244,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201020,35930,3685,3685,1289,1289,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201021,38773,3976,3976,1391,1391,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201022,40166,4119,4119,1441,1441,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201023,41558,4262,4262,1491,1491,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201024,42950,4405,4405,1541,1541,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201025,44366,4550,4550,1592,1592,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201026,45782,4695,4695,1643,1643,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201027,47209,4842,4842,1694,1694,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201028,48648,4989,4989,1746,1746,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201029,50087,5137,5137,1798,1798,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201030,51538,5286,5286,1850,1850,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201031,53001,5436,5436,1902,1902,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201032,54463,5586,5586,1955,1955,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201033,55949,5738,5738,2008,2008,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201034,57435,5890,5890,2061,2061,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201035,60828,6238,6238,2183,2183,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201036,62407,6400,6400,2240,2240,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201037,63999,6564,6564,2297,2297,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201038,65590,6727,6727,2354,2354,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201039,67193,6891,6891,2412,2412,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201040,68819,7058,7058,2470,2470,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201041,70445,7225,7225,2528,2528,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201042,71744,7358,7358,2575,2575,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201043,73043,7491,7491,2622,2622,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201044,74341,7624,7624,2668,2668,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201045,75640,7758,7758,2715,2715,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201046,81209,8329,8329,2915,2915,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201047,82566,8468,8468,2963,2963,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201048,83924,8607,8607,3012,3012,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201049,88569,9084,9084,3179,3179,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201050,89973,9228,9228,3229,3229,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201051,91365,9370,9370,3279,3279,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201052,92769,9514,9514,3330,3330,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201053,94161,9657,9657,3380,3380,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201054,95565,9801,9801,3430,3430,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201055,96969,9945,9945,3480,3480,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201056,98361,10088,10088,3530,3530,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201057,99765,10232,10232,3581,3581,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201058,101158,10375,10375,3631,3631,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201059,102562,10519,10519,3681,3681,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201060,103966,10663,10663,3732,3732,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201061,105358,10806,10806,3782,3782,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201062,106762,10950,10950,3832,3832,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201063,108154,11092,11092,3882,3882,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201064,109558,11236,11236,3932,3932,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201065,110962,11380,11380,3983,3983,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201066,125365,12858,12858,4500,4500,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201067,126909,13016,13016,4555,4555,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201068,134222,13766,13766,4818,4818,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201069,135825,13930,13930,4875,4875,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201070,137428,14095,14095,4933,4933,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201071,139019,14258,14258,4990,4990,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201072,140622,14422,14422,5047,5047,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201073,142225,14587,14587,5105,5105,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201074,143828,14751,14751,5163,5163,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201075,145431,14916,14916,5220,5220,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201076,147022,15079,15079,5277,5277,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201077,148625,15243,15243,5335,5335,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201078,150228,15408,15408,5392,5392,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201079,151830,15572,15572,5450,5450,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201080,153433,15736,15736,5507,5507,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201081,155025,15900,15900,5565,5565,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201082,156627,16064,16064,5622,5622,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201083,158230,16228,16228,5680,5680,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201084,159833,16393,16393,5737,5737,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201085,161436,16557,16557,5795,5795,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201086,163027,16720,16720,5852,5852,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201087,164630,16885,16885,5909,5909,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201088,166233,17049,17049,5967,5967,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201089,167836,17214,17214,6024,6024,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201090,169439,17378,17378,6082,6082,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201091,171030,17541,17541,6139,6139,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201092,172633,17706,17706,6197,6197,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201093,174236,17870,17870,6254,6254,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201094,175839,18034,18034,6312,6312,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201095,177442,18199,18199,6369,6369,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201096,179033,18362,18362,6426,6426,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201097,180636,18526,18526,6484,6484,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201098,182239,18691,18691,6541,6541,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201099,183842,18855,18855,6599,6599,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,201100,185445,19020,19020,6657,6657,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202001,4970,1529,1529,401,401,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202002,5428,1670,1670,438,438,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202003,5892,1812,1812,475,475,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202004,6360,1956,1956,513,513,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202005,6828,2100,2100,551,551,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202006,7296,2244,2244,589,589,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202007,7768,2390,2390,627,627,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202008,8241,2535,2535,665,665,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202009,8718,2682,2682,704,704,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202010,9196,2829,2829,742,742,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202011,9678,2977,2977,781,781,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202012,10160,3126,3126,820,820,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202013,10642,3274,3274,859,859,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202014,11129,3424,3424,898,898,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
