,required,required,required,required,required,optional,optional,repeated,required,required,required,repeated,required,required,required,required,required,repeated,required,repeated,required,required,required,required,required,required,required,required,required,required,required,required,required,optional,optional
,102213,,10221,3,11,0,0,0,0,0,0,1022101,0,0,0,0,0,,0,,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,102214,,10221,4,11,0,0,0,0,0,0,1022101,0,0,0,0,0,,0,,0,0,0,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,102215,,10221,5,11,0,0,0,0,0,0,1022101,0,0,0,0,0,,0,,0,0,0,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,102216,,10221,6,11,0,0,0,0,0,0,1022101,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102217,,10221,7,11,0,0,0,0,0,0,1022101,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102222,,10222,2,12,0,0,0,0,0,0,1022201,0,0,0,0,0,,0,,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,102223,,10222,3,12,0,0,0,0,0,0,1022201,0,0,0,0,0,,0,,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,102224,,10222,4,12,0,0,0,0,0,0,1022201,0,0,0,0,0,,0,,0,0,0,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,102225,,10222,5,12,0,0,0,0,0,0,1022201,0,0,0,0,0,,0,,0,0,0,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,102226,,10222,6,12,0,0,0,0,0,0,1022201,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102227,,10222,7,12,0,0,0,0,0,0,1022201,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102264,,10226,4,24,0,0,0,0,0,0,1022601,0,0,0,0,0,,0,10216,0,0,0,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,102265,,10226,5,24,0,0,0,0,0,0,1022601,0,0,0,0,0,,0,10216,0,0,0,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,102266,,10226,6,24,0,0,0,0,0,0,1022601,0,0,0,0,0,,0,10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102267,,10226,7,24,0,0,0,0,0,0,1022601,0,0,0,0,0,,0,10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,103141,,10314,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,103151,,10315,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,103161,,10316,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10391,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,103162,,10316,2,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10392,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,103163,,10316,3,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10393,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,104141,,10414,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,104151,,10415,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,104161,,10416,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,104162,,10416,2,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10492,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,104163,,10416,3,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10493,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,105141,,10514,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,105151,,10515,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,105161,,10516,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,105162,,10516,2,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10592,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,105163,,10516,3,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10593,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,106141,,10614,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,106151,,10615,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,106161,,10616,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10691,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,106162,,10616,2,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10692,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,106163,,10616,3,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10693,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,107141,,10714,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,107151,,10715,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,107161,,10716,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10791,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,107162,,10716,2,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10792,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,107163,,10716,3,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10793,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108141,,10814,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10830;10832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,108151,,10815,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10837;10838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,108161,,10816,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10891,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,108162,,10816,2,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10892,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108163,,10816,3,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10893,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108212,,10821,2,11,0,0,0,0,0,0,1082101,0,0,0,0,0,,0,,0,0,50,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108213,,10821,3,11,0,0,0,0,0,0,1082101,0,0,0,0,0,,0,,0,0,50,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108214,,10821,4,11,0,0,0,0,0,0,1082101,0,0,0,0,0,,0,,0,0,50,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,108215,,10821,5,11,0,0,0,0,0,0,1082101,0,0,0,0,0,,0,,0,0,50,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,108216,,10821,6,11,0,0,0,0,0,0,1082101,0,0,0,0,0,,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
,108217,,10821,7,11,0,0,0,0,0,0,1082101,0,0,0,0,0,,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
,108222,,10822,2,12,0,0,0,0,0,0,1082201,0,0,0,0,0,,0,,0,0,50,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108223,,10822,3,12,0,0,0,0,0,0,1082201,0,0,0,0,0,,0,,0,0,50,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108224,,10822,4,12,0,0,0,0,0,0,1082201,0,0,0,0,0,,0,,0,0,50,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,108225,,10822,5,12,0,0,0,0,0,0,1082201,0,0,0,0,0,,0,,0,0,50,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,108226,,10822,6,12,0,0,0,0,0,0,1082201,0,0,0,0,0,,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
,108227,,10822,7,12,0,0,0,0,0,0,1082201,0,0,0,0,0,,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
,112011,,11201,1,11,0,0,0,0,0,0,1120101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,112021,,11202,1,12,0,0,0,0,0,0,1120201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,112031,,11203,1,21,0,0,0,25000,0,0,1120301,0,0,0,0,0,,0,11201,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,112032,,11203,2,21,0,0,0,25000,0,0,1120301,0,0,0,0,0,,0,11201,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,112033,,11203,3,21,0,0,0,25000,0,0,1120301,0,0,0,0,0,,0,11201,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,112034,,11203,4,21,0,0,0,25000,0,0,1120301,0,0,0,0,0,,0,11201,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,112035,,11203,5,21,0,0,0,25000,0,0,1120301,0,0,0,0,0,,0,11201,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,112036,,11203,6,21,0,0,0,25000,0,0,1120301,0,0,0,0,0,,0,11201,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,112037,,11203,7,21,0,0,0,25000,0,0,1120301,0,0,0,0,0,,0,11201,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,112041,,11204,1,22,0,0,0,35000,0,0,1120401,0,0,0,0,0,,0,11202;11203,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,112042,,11204,2,22,0,0,0,35000,0,0,1120401,0,0,0,0,0,,0,11202;11203,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,112043,,11204,3,22,0,0,0,35000,0,0,1120401,0,0,0,0,0,,0,11202;11203,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,112044,,11204,4,22,0,0,0,35000,0,0,1120401,0,0,0,0,0,,0,11202;11203,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,112045,,11204,5,22,0,0,0,35000,0,0,1120401,0,0,0,0,0,,0,11202;11203,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,112046,,11204,6,22,0,0,0,35000,0,0,1120401,0,0,0,0,0,,0,11202;11203,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,112047,,11204,7,22,0,0,0,35000,0,0,1120401,0,0,0,0,0,,0,11202;11203,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,112051,,11205,1,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0
,112052,,11205,2,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,1,10000,3030013,1,0,0,0,0,0,0,0,0
,112053,,11205,3,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,1,50000,3030013,3,0,0,0,0,0,0,0,0
,112054,,11205,4,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,112055,,11205,5,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,112056,,11205,6,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
,112057,,11205,7,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
,112061,,11206,1,24,0,0,0,50000,0,0,1120601,0,0,0,0,0,,0,11204,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,112062,,11206,2,24,0,0,0,50000,0,0,1120601,0,0,0,0,0,,0,11204,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,112063,,11206,3,24,0,0,0,50000,0,0,1120601,0,0,0,0,0,,0,11204,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,112064,,11206,4,24,0,0,0,50000,0,0,1120601,0,0,0,0,0,,0,11204,0,0,200,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,112065,,11206,5,24,0,0,0,50000,0,0,1120601,0,0,0,0,0,,0,11204,0,0,200,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,112066,,11206,6,24,0,0,0,50000,0,0,1120601,0,0,0,0,0,,0,11204,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
,112067,,11206,7,24,0,0,0,50000,0,0,1120601,0,0,0,0,0,,0,11204,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
,112071,,11207,1,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,112072,,11207,2,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,112073,,11207,3,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,112074,,11207,4,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,112075,,11207,5,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,112076,,11207,6,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
,112077,,11207,7,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
,112081,,11208,1,70,0,0,0,60000,0,0,,0,0,0,0,0,,0,11207;11208,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,112101,,11210,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,11230;11231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112111,,11211,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,11233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112121,,11212,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,11234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112131,,11213,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,11235,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112141,,11214,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,11236;11237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112151,,11215,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,11240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112161,,11216,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,11291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112162,,11216,2,56,0,0,0,0,0,0,,0,0,0,0,0,,0,11292,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,112163,,11216,3,56,0,0,0,0,0,0,,0,0,0,0,0,,0,11293,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,201011,,20101,1,11,0,0,0,0,0,0,2010101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,201021,,20102,1,12,0,0,0,0,0,0,2010201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,201031,,20103,1,21,0,0,0,24000,0,0,2010301;2010302;2010303,0,0,0,0,0,,0,20101,0,0,180,1,0,0,0,0,0,0,0,0,0,0,0
,201041,,20104,1,22,0,0,0,30000,0,0,2010401;2010402,0,0,0,0,0,200101;101901,1,,0,0,180,1,0,0,0,0,0,0,0,0,0,0,0
,201051,,20105,1,23,0,0,0,36000,0,0,2010501;2010502;2010503;2010504,0,0,0,0,0,200101;200102,1,20102,0,0,250,1,0,0,0,0,0,0,0,0,0,0,0
,201061,,20106,1,24,0,0,0,42000,0,0,2010601,0,0,0,0,0,,0,20103;20104,0,0,250,1,0,0,0,0,0,0,0,0,0,0,1
,201071,,20107,1,30,0,0,1,0,0,1,2010701,0,0,0,0,0,,0,20105;20106,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,201081,,20108,1,70,0,0,0,60000,0,0,,0,0,0,0,0,,0,20108,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,201101,,20110,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,20130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,201111,,20111,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,20131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,201121,,20112,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,20132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,201131,,20113,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,20135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,201141,,20114,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,20133;20134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,201151,,20115,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,20136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,201161,,20116,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,20191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,201162,,20116,2,56,0,0,0,0,0,0,,0,0,0,0,0,,0,20192,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,201163,,20116,3,56,0,0,0,0,0,0,,0,0,0,0,0,,0,20193,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,301011,,30101,1,11,0,0,0,0,0,0,3010101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,301021,,30102,1,12,0,0,0,0,0,0,3010201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,301031,,30103,1,21,0,0,0,24000,0,0,3010301;3010302,0,0,0,0,0,,0,30101,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,301041,,30104,1,22,0,0,0,32000,0,0,3010401;3010402,0,0,0,0,0,,0,30102,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,301051,,30105,1,23,0,0,0,40000,0,0,3010501;3010502;3010503,0,0,0,0,0,,0,30103;30104,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,301061,,30106,1,24,0,0,0,48000,0,0,3010601,0,0,0,0,0,,0,30105,0,0,250,1,0,0,0,0,0,0,0,0,0,0,0
,301071,,30107,1,30,0,0,1,0,0,0,3010701,0,0,0,0,0,,0,30106,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,301081,,30108,1,70,0,0,0,70000,0,0,,0,0,0,0,0,,0,30107;30108,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,301101,,30110,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,30130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,301111,,30111,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,30131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,301121,,30112,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,30132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,301131,,30113,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,30133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102011,,10201,1,11,0,0,0,0,0,0,1020101,0,0,0,0,0,,0,,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0
,102021,,10202,1,12,0,0,0,0,0,0,1020201,0,0,0,0,0,,0,,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0
,102031,,10203,1,21,0,0,0,24000,0,0,1020301;1020302,0,0,0,0,0,,0,10201,0,0,75,1,0,0,0,0,0,0,0,0,0,0,0
,102041,,10204,1,22,0,0,0,32000,0,0,1020401;1020402;1020403,0,0,0,0,0,,0,10202,0,0,75,1,0,0,0,0,0,0,0,0,0,0,0
,102051,,10205,1,23,0,0,0,40000,0,0,1020501;1020502,0,0,0,0,0,100101,1,10205,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0
,102061,,10206,1,24,0,0,0,55000,0,0,1020601;1020602,0,0,0,0,0,,0,10206,0,0,125,1,0,0,0,0,0,0,0,0,0,0,0
,102071,,10207,1,30,0,0,11;12,0,0,0,1020701,0,0,0,0,0,,0,10210;10211,0,2000,0,1,0,0,0,0,0,0,0,0,0,0,0
,102081,,10208,1,70,0,0,0,60000,0,0,,0,0,0,0,0,,0,10214,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,102101,,10210,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,10230,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102111,,10211,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,10231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102121,,10212,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,10232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102131,,10213,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,10234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102211,,10221,1,11,0,0,0,0,0,0,1022101,0,0,0,0,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102221,,10222,1,12,0,0,0,0,0,0,1022201,0,0,0,0,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102231,,10223,1,21,0,0,0,0,0,0,1022301,0,0,0,0,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102241,,10224,1,22,0,0,0,0,0,0,1022401,0,0,0,0,0,,0,10215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102251,,10225,1,23,0,0,0,0,0,0,1022501,0,0,0,0,0,100101,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102261,,10226,1,24,0,0,0,0,0,0,1022601,0,0,0,0,0,,0,10216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,301141,,30114,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,30134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,301151,,30115,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,30136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,301161,,30116,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,30191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,301162,,30116,2,56,0,0,0,0,0,0,,0,0,0,0,0,,0,30192,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,301163,,30116,3,56,0,0,0,0,0,0,,0,0,0,0,0,,0,30193,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,302011,,30201,1,11,0,0,0,0,0,0,3020101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,302021,,30202,1,12,0,0,0,0,0,0,3020201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,302031,,30203,1,21,0,0,0,34000,0,0,3020301,0,0,0,0,0,,0,,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0
,302041,,30204,1,22,0,0,0,28000,0,0,3020401;3020402;3020403,0,0,0,0,0,,0,30202,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,302051,,30205,1,23,0,0,0,50000,0,0,3020501,0,0,0,0,0,101301,1,,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,302061,,30206,1,24,0,0,0,50000,0,0,3020601,0,0,0,0,0,100701,1,,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,302071,,30207,1,30,0,0,1,0,0,0,3020701,0,0,0,0,0,,0,30204;30205,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,302081,,30208,1,70,0,0,0,70000,0,0,,0,0,0,0,0,,0,30206,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,302101,,30210,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,30201;30230,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,302111,,30211,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,30231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,302121,,30212,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,30232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,302131,,30213,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,30233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,103011,,10301,1,11,0,0,0,0,0,0,1030101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,103021,,10302,1,12,0,0,0,0,0,0,1030201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,103031,,10303,1,21,0,0,0,24000,0,0,1030301;1030302;1030303,0,0,0,0,0,200201,1,,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,103041,,10304,1,22,0,0,0,30000,0,0,1030401;1030402;1030403,0,0,0,0,0,,0,10302,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,103051,,10305,1,23,0,0,0,36000,0,0,1030501;1030502;1030503;1030504,0,0,0,0,0,200301,1,10305,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,103061,,10306,1,24,0,0,0,42000,0,1,1030601,0,0,0,0,0,,0,10306,0,0,300,1,0,0,0,0,0,0,0,0,0,0,0
,103071,,10307,1,30,0,0,1,0,0,1,1030701,0,0,0,0,0,200401,0,,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,103081,,10308,1,70,0,0,0,70000,0,0,,0,0,0,0,0,,0,10310,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,103101,,10310,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,10330,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,103111,,10311,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,10331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,103121,,10312,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,10332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,103131,,10313,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,10334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,104011,,10401,1,11,0,0,0,0,0,0,1040101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,104021,,10402,1,12,0,0,0,0,0,0,1040201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,104031,,10403,1,21,0,0,0,22000,0,0,1040301;1040302,0,0,0,0,0,102901,1,,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,104041,,10404,1,22,0,0,0,32000,0,0,1040401;1040402;1040403,0,0,0,0,0,,0,10405,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,104051,,10405,1,23,0,0,0,42000,0,0,1040501;1040502;1040503,0,0,0,0,0,,0,10406,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
