,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,331,4104,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,332,4104,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,333,4104,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,334,4104,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,335,4104,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,336,4104,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,337,4114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,338,4114,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,339,4114,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,340,4114,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,341,4114,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,342,4114,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,343,4114,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,344,4114,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,345,4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,346,4124,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,347,4124,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,348,4124,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,349,4124,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,350,4124,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,351,4124,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,352,4124,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,353,4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,354,4134,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,355,4134,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,356,4134,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,357,4134,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,358,4134,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,359,4134,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,360,4134,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,361,4144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,362,4144,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,363,4144,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,364,4144,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,365,4144,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,366,4144,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,367,4144,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,368,4144,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,369,4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,370,4154,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,371,4154,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,372,4154,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,373,4154,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,374,4154,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,375,4154,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,376,4154,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,377,4164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,378,4164,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,379,4164,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,380,4164,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,381,4164,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,382,4164,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,383,4164,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,384,4164,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,385,4174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,386,4174,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,387,4174,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,388,4174,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,389,4174,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,390,4174,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,391,4174,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,392,4174,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,393,4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,394,4184,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,395,4184,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,396,4184,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,397,4184,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,398,4184,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,399,4184,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,400,4184,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,401,4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,402,4194,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,403,4194,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,404,4194,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,405,4194,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,406,4194,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,407,4194,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,408,4194,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,409,4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,410,4204,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,411,4204,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,412,4204,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,413,4204,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,414,4204,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,415,4204,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,416,4204,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,417,4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,418,4214,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,419,4214,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,420,4214,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,421,4214,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,422,4214,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,423,4214,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,424,4214,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,425,101164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,426,101164,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,427,101164,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,428,101164,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,429,101164,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,430,101164,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,431,101164,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,432,101164,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,433,201164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,434,201164,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,435,201164,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,436,201164,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,437,201164,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,438,201164,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,439,201164,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,440,201164,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,441,301164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,442,301164,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,443,301164,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,444,301164,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,445,301164,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,446,301164,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,447,301164,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,448,301164,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,449,102164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,450,102164,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,451,102164,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,452,102164,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,453,102164,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,454,102164,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,455,102164,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,456,102164,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,457,302164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,458,302164,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,459,302164,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,460,302164,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,461,302164,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,462,302164,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,463,302164,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,464,302164,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,465,103164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,466,103164,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,467,103164,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,468,103164,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,469,103164,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,470,103164,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,471,103164,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,472,103164,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,473,104164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,474,104164,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,475,104164,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,476,104164,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,477,104164,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,478,104164,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,479,104164,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,480,104164,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,481,105164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,482,105164,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,483,105164,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,484,105164,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,485,105164,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,486,105164,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,487,105164,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,488,105164,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,489,106164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,490,106164,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,491,106164,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,492,106164,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,493,106164,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,494,106164,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,495,106164,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,496,106164,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,497,107164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,498,107164,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,499,107164,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,500,107164,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,501,107164,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,502,107164,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,503,107164,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,504,107164,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,505,108164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,506,108164,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,507,108164,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,508,108164,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,509,108164,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,510,108164,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,511,108164,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,512,108164,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
,513,401164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,514,401164,1,1000,1000,1000,1000,1000,20000,0,6003003,10,0,0,0,0
,515,401164,2,3000,3000,3000,3000,3000,100000,1,6003003,25,0,0,0,0
,516,401164,3,5000,5000,5000,5000,5000,300000,2,6003003,50,0,0,0,0
,517,401164,4,7000,7000,7000,7000,7000,500000,3,6003003,80,0,0,0,0
,518,401164,5,10000,10000,10000,10000,10000,1000000,5,6003003,120,0,0,0,0
,519,401164,6,14000,14000,14000,14000,14000,2000000,5,6003003,200,0,0,0,0
,520,401164,7,20000,20000,20000,20000,20000,5000000,5,6003003,500,0,0,0,0
