,required,optional,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,105264,浅空华裳,105,2,6,7,1,8232,1389,0,0,0,1000000,2130624,1
,106264,魅虚冥铠,106,2,6,7,1,8316,1403,0,0,0,1000000,2130624,1
,107264,冥火披风,107,2,6,7,1,8064,1360,0,0,0,1000000,2130624,1
,108264,千叶斗篷,108,2,6,7,1,8820,1488,0,0,0,1000000,2130624,1
,401264,幽岚巫袍,401,2,6,7,1,8148,1374,0,0,0,1000000,2130624,1
,101364,勇者之狮胫铠,101,3,6,7,1,1800,303,4,420,70,1000000,2130634,1
,201364,夕空幻想裙,201,3,6,7,1,1764,297,4,360,60,1000000,2130634,1
,301364,重力紧身裤,301,3,6,7,1,1836,309,4,380,64,1000000,2130634,1
,102364,奥义之固,102,3,6,7,1,1746,294,4,410,69,1000000,2130634,1
,302364,绯月舞裙,302,3,6,7,1,1764,297,4,380,64,1000000,2130634,1
,103364,夜枭护腿,103,3,6,7,1,1800,303,4,400,67,1000000,2130634,1
,104364,蝉羽护足,104,3,6,7,1,1782,300,4,450,75,1000000,2130634,1
,105364,青枫叠裙,105,3,6,7,1,1764,297,4,350,59,1000000,2130634,1
,106364,魂流胫甲,106,3,6,7,1,1782,300,4,350,59,1000000,2130634,1
,107364,暗幕胫铠,107,3,6,7,1,1728,291,4,430,72,1000000,2130634,1
,108364,青凛护装,108,3,6,7,1,1890,318,4,380,64,1000000,2130634,1
,401364,暮夜之胫,401,3,6,7,1,1746,294,4,420,70,1000000,2130634,1
,101464,战龙之靴,101,4,6,7,1,1800,303,5,380,64,1000000,2130644,1
,201464,吟咏逐梦靴,201,4,6,7,1,1764,297,5,410,69,1000000,2130644,1
,301464,踏空之步,301,4,6,7,1,1836,309,5,400,67,1000000,2130644,1
,102464,长月之踏,102,4,6,7,1,1746,294,5,380,64,1000000,2130644,1
,302464,魅屐舞步,302,4,6,7,1,1764,297,5,420,70,1000000,2130644,1
,103464,鬼炎战靴,103,4,6,7,1,1800,303,5,360,60,1000000,2130644,1
,104464,劲松之靴,104,4,6,7,1,1782,300,5,400,67,1000000,2130644,1
,105464,叶月华靴,105,4,6,7,1,1764,297,5,450,75,1000000,2130644,1
,106464,鬼劫足具,106,4,6,7,1,1782,300,5,420,70,1000000,2130644,1
,107464,蜃楼玄屐,107,4,6,7,1,1728,291,5,360,60,1000000,2130644,1
,108464,绿意长靴,108,4,6,7,1,1890,318,5,400,67,1000000,2130644,1
,401464,鬼步龙骑,401,4,6,7,1,1746,294,5,380,64,1000000,2130644,1
