,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,5454,,10000,0,0,10,1,0,0,0,0,40,99,545401,545402,0,
,5455,,10000,0,0,10,1,0,0,0,0,40,99,545501,545502,0,
,5461,,2000,0,0,10,1,0,0,0,0,20,21,400401,1,0,
,5462,,2000,0,0,10,1,0,0,0,0,20,21,400402,1,0,
,5463,,2000,0,0,10,1,0,0,0,0,20,21,400403,1,0,
,5464,,5000,0,0,10,1,0,0,0,0,20,21,400404,1,0,
,5465,,10000,0,0,10,1,0,0,0,0,20,21,400405,1,0,
,5471,,10000,0,0,10,1,0,0,0,0,40,99,547101,547102,0,
,5472,,10000,0,0,10,1,0,0,0,0,40,99,547201,547202,0,
,5473,,10000,0,0,10,1,0,0,0,0,40,99,547301,547302,0,
,5474,,10000,0,0,10,1,0,0,0,0,40,99,547401,547402,0,
,5475,,10000,0,0,10,1,0,0,0,0,40,99,547501,547502,0,
,5481,,10000,0,0,10,1,0,0,0,0,40,99,548101,548102,0,
,5482,,10000,0,0,10,1,0,0,0,0,40,99,548201,548202,0,
,5483,,10000,0,0,10,1,0,0,0,0,40,99,548301,548302,0,
,5484,,10000,0,0,10,1,0,0,0,0,40,99,548401,548402,0,
,5485,,10000,0,0,10,1,0,0,0,0,40,99,548501,548502,0,
,5491,,10000,0,0,10,1,0,0,0,0,10,99,549101,549102,0,
,5492,,10000,0,0,10,1,0,0,0,0,10,99,549201,549202,0,
,5493,,10000,0,0,10,1,0,0,0,0,10,99,549301,549302,0,
,5494,,10000,0,0,10,1,0,0,0,0,40,99,549401,549402,0,
,5495,,10000,0,0,10,1,0,0,0,0,40,99,549501,549502,0,
,5501,造成伤害+10%,3000,0,0,10,42,0,1,1,0,13,53,1000,0,0,
,5502,暴击率+18%,5000,0,0,10,42,0,1,1,0,13,53,1000,0,0,
,5503,破格挡+20%,7000,0,0,10,42,0,1,1,0,13,53,1000,0,0,
,5504,命中率+20%,10000,0,0,10,42,0,1,1,0,13,53,1000,0,0,
,5505,技能造成的奥义值回复提高25%,10000,0,0,10,42,0,1,1,0,13,53,3000,0,0,
,5511,按伤害的20%回复血量,10000,0,0,10,1,0,0,0,0,10,99,551101,551102,551103,
,5512,暴击率+30%,10000,0,0,10,1,0,0,0,0,10,99,551201,551202,551203,
,5513,破格挡+50%,10000,0,0,10,1,0,0,0,0,10,99,551301,551302,551303,
,5514,命中率+50%,10000,0,0,10,1,0,0,0,0,10,99,551401,551402,551403,
,5515,技能奥义值回复提高40%,10000,0,0,10,1,0,0,0,0,10,99,551501,551502,551503,
,5521,,10000,0,0,10,1,0,0,0,0,10,99,552101,552102,0,
,5522,,10000,0,0,10,1,0,0,0,0,10,99,552201,552202,0,
,5523,,10000,0,0,10,1,0,0,0,0,10,99,552301,552302,0,
,5524,,10000,0,0,10,1,0,0,0,0,10,99,552401,552402,0,
,5525,,10000,0,0,10,1,0,0,0,0,10,99,552501,552502,0,
英雄,10101,,10000,1,1,10,44,0,0,0,0,10,40,5,1,5000,1
技能4,10102,,10000,1,1,10,40,0,0,0,0,10,114,2010,10,10103,1
,10103,,10000,1,1,10,1,0,0,0,0,10,31,0,2000,0,
XP技能,10104,,10000,1,1,20,65,6,0,0,0,10,31,0,3000,0,
防守技能,10105,,10000,1,1,10,1,0,0,0,0,10,40,21,6,10000,
特性,10130,,10000,0,0,10,1,0,0,0,0,10,11,31,0,500,
,10131,,10000,0,0,10,1,0,0,0,0,10,11,32,0,500,
突破1,10132,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,10133,,10000,1,1,10,40,30,0,0,0,10,99,10134,10135,0,
,10134,,10000,1,1,20,66,1,0,0,0,20,35,0,10000,0,
,10135,,10000,1,1,20,66,2,0,0,0,20,35,0,10000,0,
天赋1,10136,,10000,1,1,20,40,0,0,0,0,10,40,70,1,1000,
天赋2,10137,,10000,1,1,10,44,70,0,0,0,10,21,101801,1,0,
天赋3,10138,,10000,1,1,10,44,70,0,0,0,10,40,0,1,10000,
XP技能2级,10160,,10000,1,1,20,65,6,0,0,0,10,31,0,3300,0,
XP技能3级,10161,,10000,1,1,20,65,6,0,0,0,10,31,0,3600,0,
XP技能4级,10162,,10000,1,1,20,65,6,0,0,0,10,31,0,3900,0,
XP技能5级,10163,,10000,1,1,20,65,6,0,0,0,10,31,0,4200,0,
XP技能6级,10164,,10000,1,1,20,65,6,0,0,0,10,31,0,4500,0,
XP技能7级,10165,,10000,1,1,20,65,6,0,0,0,10,31,0,5100,0,
专属本命1级,10191,,10000,1,1,10,1,0,0,0,0,10,112,1019101,10101,0,
专属本命2级,10192,,10000,1,1,10,1,0,0,0,0,10,112,1019201,10101,0,
专属本命3级,10193,,10000,1,1,10,1,0,0,0,0,10,112,1019301,10101,0,
技能1,10201,,10000,1,1,10,44,0,0,0,0,10,11,72,0,200,
技能2,10202,,10000,1,1,20,24,1001,1,1,0,10,99,10203,10204,0,
,10203,,10000,1,1,10,44,0,0,0,0,20,22,1001,1,0,
,10204,,10000,1,1,10,44,0,0,0,0,10,21,102201,1,0,
技能3,10205,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,6000,
技能4,10206,,10000,1,1,20,24,1001,1,1,0,10,99,10207,10209,10208,
,10207,,10000,1,1,10,1,0,0,0,0,20,22,1001,1,0,
,10208,,10000,1,1,10,1,0,0,0,0,20,11,4,6,10000,
,10209,,10000,1,1,10,1,0,0,0,0,20,13,20,4,5000,1000
XP技能,10210,,10000,1,1,20,24,1001,1,1,0,10,99,10203,10212,0,
,10211,,10000,1,1,10,1,0,0,0,0,10,102,0,1,1000,10221;10222;10223;10224;10225;10226
,10212,,10000,1,1,10,44,0,0,0,0,20,21,103301,1,0,
,10213,,10000,1,1,10,1,0,0,0,0,30,42,80,0,0,
防守技能,10214,,10000,0,0,10,1,0,0,0,0,10,11,16,0,8000,
技能2变身,10215,,10000,1,1,10,41,0,1,8,0,10,31,0,5000,0,
技能4变身,10216,,10000,1,1,10,42,0,1,1,0,10,11,72,0,500,
英雄特性,10230,,10000,0,0,10,31,1,0,0,0,10,56,3000,20,0,
突破1,10231,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,10232,,10000,1,1,10,44,30,0,0,0,10,21,102301,1,0,
,10233,,10000,0,0,10,44,0,0,0,0,10,11,72,0,200,
天赋1,10234,,10000,0,0,10,40,23,0,0,0,10,99,10235,0,0,
,10235,,10000,1,1,10,1,0,0,0,0,10,44,1001,1,2500,
天赋2,10236,,10000,4,0,10,1,0,0,0,0,30,36,0,800,0,
天赋3,10237,,10000,0,0,10,31,1,0,0,0,10,62,0,10000,0,
技能3 2级,10260,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,5800,
技能3 3级,10261,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,5600,
技能3 4级,10262,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,5400,
技能3 5级,10263,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,5200,
技能3 6级,10264,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,4500,
技能3 7级,10265,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,2500,
专属本命1级,10291,,10000,0,1,40,64,0,1,0,0,10,99,1029101,1029102,0,
专属本命2级,10292,,10000,0,1,40,64,0,1,0,0,10,99,1029201,1029202,0,
专属本命3级,10293,,10000,0,1,40,64,0,1,0,0,10,99,1029301,1029302,0,
技能1,10301,,10000,0,0,10,23,1008,1,1,0,10,36,0,1000,0,
技能2,10302,,10000,1,1,10,24,2002,1,1,0,10,99,10303,10304,0,
,10303,,10000,1,1,10,44,0,0,0,0,10,22,2002,1,0,
,10304,,10000,1,1,10,44,0,0,0,0,20,21,100801,1,0,
技能3,10305,,10000,1,1,10,26,1,1,1,0,10,124,1,10,10342,
技能4,10306,,10000,1,1,10,40,0,0,0,0,10,140,2,10,10307,
,10307,,10000,1,1,10,1,0,0,0,0,10,31,0,3000,0,
XP技能,10308,,10000,1,1,10,1,0,0,0,0,10,122,6,10000,0,
,10309,,10000,1,1,10,40,2,0,0,0,10,31,0,3000,0,
防守技能,10310,,10000,1,1,10,1,0,0,0,0,50,119,0,0,0,
特性,10330,,10000,1,1,10,0,0,0,0,0,40,103,73,2,3000,
突破1,10331,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,10332,,10000,1,1,12,26,2,1,1,0,12,124,2,10,10333,
,10333,,10000,1,1,10,1,0,0,0,0,10,31,0,2000,0,
天赋1,10334,,10000,0,0,10,1,0,0,0,0,10,112,10335,10301,0,
,10335,,10000,0,0,10,23,1008,1,1,0,10,36,0,2000,0,
天赋2,10336,,10000,0,0,10,1,0,0,0,0,10,112,10337,10305,0,
,10337,,10000,1,1,10,26,1,1,1,0,10,124,1,10,10343,
天赋3,10338,,10000,1,1,10,44,30,0,0,0,40,21,102401,1,0,
,10339,,10000,0,0,10,1,0,0,0,0,10,122,6,99999,0,
,10342,,10000,1,1,10,1,0,0,0,0,10,31,0,1000,0,
,10343,,10000,1,1,10,1,0,0,0,0,10,31,0,2000,0,
专属本命1级,10391,,10000,0,0,10,51,0,0,0,0,10,99,1039101,1039102,0,
专属本命2级,10392,,10000,0,0,10,51,0,0,0,0,10,99,1039201,20192,0,
专属本命3级,10393,,10000,0,0,10,51,0,0,0,0,10,99,1039301,20192,0,
技能1,10401,,10000,0,0,10,1,0,0,0,0,10,150,5,10000,0,
,10402,,10000,0,0,10,40,21,0,0,0,10,31,0,5000,0,
,10403,,10000,0,0,10,40,23,0,0,0,10,31,0,5000,0,
,10404,,10000,0,0,10,40,24,0,0,0,10,31,0,5000,0,
技能2,10405,,10000,1,1,10,44,0,0,0,0,10,144,1,500,0,
技能3\4,10406,,10000,1,1,20,32,1,73,0,0,10,33,7500,15000,10,
XP技能,10407,,10000,1,1,10,1,0,0,0,0,10,42,70,0,0,
,10408,,10000,1,1,10,1,0,0,0,0,30,42,80,0,0,
防守技能,10409,,10000,1,1,10,1,0,0,0,0,10,62,0,8000,0,
特性,10430,,10000,1,1,10,11,73,2,2000,0,10,36,0,5000,0,
,10431,,10000,0,0,10,50,0,0,0,0,30,21,100901,1,0,
,10432,,10000,0,1,10,1,0,0,0,0,10,62,0,3000,0,
突破1,10433,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,10434,,10000,0,1,10,51,0,0,0,0,10,144,1,1500,0,
天赋1,10435,,10000,1,1,10,40,70,0,0,0,10,62,0,4000,0,
天赋2,10436,,10000,0,1,10,11,73,2,2000,0,10,122,5,5000,0,
天赋3,10437,,10000,0,1,10,11,73,2,2000,0,10,99,10438,0,0,
,10438,,10000,0,1,10,2,1,0,0,0,10,144,1,2000,0,
技能2 2级,10460,,10000,1,1,10,44,0,0,0,0,10,54,8500,0,0,
技能2 3级,10461,,10000,1,1,10,44,0,0,0,0,10,54,9000,0,0,
技能2 4级,10462,,10000,1,1,10,44,0,0,0,0,10,54,9500,0,0,
技能2 5级,10463,,10000,1,1,10,44,0,0,0,0,10,54,10000,0,0,
技能2 6级,10464,,10000,1,1,10,44,0,0,0,0,10,54,10500,0,0,
技能2 7级,10465,,10000,1,1,10,44,0,0,0,0,10,54,11500,0,0,
专属本命 1级,10491,,10000,0,0,10,1,0,0,0,0,10,150,5,2500,0,
专属本命 2级,10492,,10000,0,0,10,1,0,0,0,0,10,150,5,3500,0,
专属本命 3级,10493,,10000,0,0,10,1,0,0,0,0,10,150,5,6000,0,
技能1(配在特性上),10501,,10000,1,1,10,113,21,0,3,0,10,31,0,10000,0,
,10502,,10000,1,1,10,113,21,0,6,0,10,31,0,10000,0,
技能2,10503,,10000,1,1,10,44,0,0,0,0,20,136,1019,0,0,
技能3,10504,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10505,1
,10505,,10000,1,1,10,1,0,0,0,0,10,31,0,5000,0,
技能4,10506,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10507,1
,10507,,10000,1,1,10,1,0,0,0,0,20,103,73,3,12000,
XP技能,10508,,10000,1,1,10,22,3000,0,0,0,10,99,10538,0,0,
防守技能,10509,,10000,1,1,10,1,0,0,0,0,10,36,0,4000,0,
,10510,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10511,2
,10511,,10000,1,1,10,1,0,0,0,0,10,36,0,1500,0,
特性,10530,,10000,1,1,10,1,0,0,0,0,10,11,12,0,500,
,10531,,5000,1,1,10,31,3,1,1,0,10,21,300001,1,0,
突破1,10532,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,10533,,10000,1,1,10,40,1,0,0,0,10,21,300001,2,0,
天赋1,10534,,10000,1,1,10,113,21,0,3,0,10,31,0,10000,0,
,10535,,10000,1,1,10,113,21,0,6,0,10,31,0,10000,0,
天赋2,10536,,10000,1,1,20,22,0,0,0,0,10,11,72,0,100,
天赋3,10537,,10000,3,1,10,2,1,0,0,0,10,21,300001,10,0,
XP技能,10538,,10000,1,1,10,1,0,0,0,0,10,31,0,5000,0,
技能3 2级,10560,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10561,1
,10561,,10000,1,1,10,1,0,0,0,0,10,31,0,5500,0,
技能3 3级,10562,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10563,1
,10563,,10000,1,1,10,1,0,0,0,0,10,31,0,6000,0,
技能3 4级,10564,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10565,1
,10565,,10000,1,1,10,1,0,0,0,0,10,31,0,6500,0,
技能3 5级,10566,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10567,1
,10567,,10000,1,1,10,1,0,0,0,0,10,31,0,7000,0,
技能3 6级,10568,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10569,1
,10569,,10000,1,1,10,1,0,0,0,0,10,31,0,7500,0,
技能3 7级,10570,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10571,1
,10571,,10000,1,1,10,1,0,0,0,0,10,31,0,8500,0,
技能4 2级,10572,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10573,1
,10573,,10000,1,1,10,1,0,0,0,0,20,103,73,3,12900,
技能4 3级,10574,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10575,1
,10575,,10000,1,1,10,1,0,0,0,0,20,103,73,3,13800,
技能4 4级,10576,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10577,1
,10577,,10000,1,1,10,1,0,0,0,0,20,103,73,3,14700,
技能4 5级,10578,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10589,1
,10579,,10000,1,1,10,1,0,0,0,0,20,103,73,3,15600,
技能4 6级,10580,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10581,1
,10581,,10000,1,1,10,1,0,0,0,0,20,103,73,3,16500,
技能4 7级,10582,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10583,1
,10583,,10000,1,1,10,1,0,0,0,0,20,103,73,3,18300,
专属本命 1级,10591,,10000,1,1,10,1,0,0,0,0,10,11,12,0,500,
专属本命 2级,10592,,10000,1,1,10,1,0,0,0,0,10,11,12,0,800,
专属本命 3级,10593,,10000,1,1,10,1,0,0,0,0,10,11,12,0,1200,
技能2,10601,,10000,0,1,20,21,2013,0,0,0,10,99,10638,0,0,
技能3,10602,,5000,0,1,10,1,0,0,0,0,20,143,500,0,0,
技能4,10603,,10000,1,1,10,1,0,0,0,0,10,111,400,10000,0,
XP技能,10604,,10000,0,1,20,24,2013,0,1,0,20,21,103401,1,0,
,10605,,10000,0,1,20,24,2013,0,2,0,20,21,103501,1,0,
,10606,,10000,0,1,20,24,2013,0,3,0,20,21,103601,1,0,
,10607,,10000,0,1,20,24,2013,0,4,0,20,21,103701,1,0,
,10608,,10000,1,1,0,1,0,0,0,0,10,42,21,0,0,
,10609,,10000,1,1,0,1,0,0,0,0,10,42,22,0,0,
,10610,,10000,1,1,0,1,0,0,0,0,10,42,23,0,0,
,10611,,10000,1,1,0,1,0,0,0,0,10,42,24,0,0,
防守技能,10612,,10000,0,0,10,50,0,0,0,0,40,21,101201,1,0,
,10613,,10000,0,0,0,1,0,0,0,0,30,42,80,0,0,
特性,10630,暗影斗篷,10000,1,1,10,1,0,0,0,0,30,129,5000,0,0,
,10631,暗影斗篷,10000,1,1,10,1,0,0,0,0,30,130,5000,0,0,
突破1,10632,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,10633,,10000,1,1,10,1,0,0,0,0,10,115,201303,201301,0,
,10634,,10000,1,1,10,1,0,0,0,0,10,115,201304,201302,0,
天赋1,10635,,10000,1,1,10,40,24,0,0,0,10,31,0,2500,0,
天赋2,10636,,10000,1,1,10,40,22,0,0,0,20,21,201301,2,0,
天赋3,10637,,10000,0,1,10,2,1,0,0,0,10,148,9000,0,0,
技能2,10638,,10000,0,0,10,1,0,0,0,0,10,31,0,1000,0,
专属本命1级,10691,,3000,0,0,20,21,2013,0,0,0,10,99,1069101,1069102,0,
专属本命2级,10692,,5000,0,0,20,21,2013,0,0,0,10,99,1069201,1069202,0,
专属本命3级,10693,,10000,0,0,20,21,2013,0,0,0,10,99,1069301,1069302,0,
技能1,10701,,10000,1,1,10,1,0,0,0,0,10,40,70,1,5000,
,10702,,10000,1,1,10,40,0,0,0,0,10,114,2014,40,10703,1
,10703,,10000,1,1,10,70,0,0,0,0,10,35,0,30000,0,
技能2,10704,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10703,1
,10705,,10000,1,1,10,44,0,0,0,0,10,54,5000,1,0,
技能3,10706,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10703,1
,10707,,10000,1,1,10,40,0,0,0,0,10,114,2017,10,10708,1
,10708,,10000,1,1,20,11,73,2,2500,0,10,146,3000,0,0,10709
,10709,,10000,1,1,10,1,0,0,0,0,10,145,0,0,0,
技能4,10710,,10000,1,1,10,118,2014,2015,2016,2017,10,99,10712,10714,0,
,10711,,10000,1,1,10,1,0,0,0,0,10,142,0,0,0,
,10712,,10000,1,1,10,1,0,0,0,0,10,112,10713,10711,0,
,10713,,10000,1,1,10,1,0,0,0,0,10,68,0,0,0,2014;2015;2016;2017
,10714,,10000,1,1,10,1,0,0,0,0,10,21,103001,1,0,
,10715,,10000,0,1,10,44,22,0,0,0,10,40,21,6,10000,
,10716,,10000,0,1,10,44,23,0,0,0,10,40,21,6,10000,
防守技能,10717,,10000,1,1,10,1,0,0,0,0,10,40,21,6,10000,
特性,10730,,10000,0,0,10,1,31,2,1,0,10,11,72,0,50,
突破1,10731,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,10732,,10000,0,1,10,51,0,0,0,0,10,11,72,0,500,
天赋1,10733,,10000,1,1,10,40,70,0,0,0,10,21,103201,1,0,
天赋2,10734,,10000,1,1,10,41,0,1,7,0,10,145,0,0,0,
天赋3,10735,,10000,1,1,10,42,30,1,1,0,30,40,0,6,10000,
熊伤害 2级,10760,,10000,1,1,10,70,0,0,0,0,10,35,0,31000,0,
熊伤害 3级,10761,,10000,1,1,10,70,0,0,0,0,10,35,0,32000,0,
熊伤害 4级,10762,,10000,1,1,10,70,0,0,0,0,10,35,0,33000,0,
熊伤害 5级,10763,,10000,1,1,10,70,0,0,0,0,10,35,0,34000,0,
熊伤害 6级,10764,,10000,1,1,10,70,0,0,0,0,10,35,0,35000,0,
熊伤害 7级,10765,,10000,1,1,10,70,0,0,0,0,10,35,0,38000,0,
技能1 2级,10766,,10000,1,1,10,40,0,0,0,0,10,114,2014,40,10760,1
技能1 3级,10767,,10000,1,1,10,40,0,0,0,0,10,114,2014,40,10761,1
技能1 4级,10768,,10000,1,1,10,40,0,0,0,0,10,114,2014,40,10762,1
技能1 5级,10769,,10000,1,1,10,40,0,0,0,0,10,114,2014,40,10763,1
技能1 6级,10770,,10000,1,1,10,40,0,0,0,0,10,114,2014,40,10764,1
技能1 7级,10771,,10000,1,1,10,40,0,0,0,0,10,114,2014,40,10765,1
技能2 2级,10772,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10760,1
技能2 3级,10773,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10761,1
技能2 4级,10774,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10762,1
技能2 5级,10775,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10763,1
技能2 6级,10776,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10764,1
技能2 7级,10777,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10765,1
技能3 2级,10778,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10760,1
技能3 3级,10779,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10761,1
技能3 4级,10780,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10762,1
技能3 5级,10781,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10763,1
技能3 6级,10782,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10764,1
技能3 7级,10783,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10765,1
专属本命 1级,10791,,10000,0,0,20,40,0,0,0,0,10,99,1079101,0,0,
专属本命 2级,10792,,10000,0,0,20,40,0,0,0,0,10,99,1079201,0,0,
专属本命 3级,10793,,10000,0,0,20,40,0,0,0,0,10,99,1079301,0,0,
技能1人,10801,,10000,1,1,10,44,0,0,0,0,10,54,10000,0,0,
技能2人,10802,,10000,1,1,10,24,2005,1,1,0,10,123,2005,10,10803,
,10803,,10000,1,1,10,1,0,0,0,0,10,55,5,5000,0,
技能4人,10804,,10000,1,1,10,44,0,0,0,0,30,54,20000,0,0,
XP人,10805,,10000,1,1,10,1,0,0,0,0,10,102,1,1,1000,10821;10822;10823;10824;10825;10826;10827
,10806,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1000,
,10807,,10000,1,1,10,1,0,0,0,0,10,114,2018,30,10808,
,10808,,10000,1,1,10,1,0,0,0,0,30,122,5,1000,0,
技能1熊,10812,,10000,1,1,20,65,1,0,0,0,10,31,0,2000,0,
技能2熊,10813,,10000,1,1,10,40,0,0,0,0,10,114,2005,10,10814,1
,10814,,10000,1,1,10,1,0,0,0,0,10,21,201801,2,0,
技能3熊,10815,,10000,1,1,10,24,2005,1,1,0,10,99,10816,10817,0,
,10816,,10000,1,1,10,1,0,0,0,0,10,22,2005,1,0,
,10817,,10000,1,1,10,1,0,0,0,0,10,99,10818,10819,10819,
,10818,,10000,1,1,10,1,0,0,0,0,10,21,201801,1,0,
,10819,,5000,1,1,10,1,0,0,0,0,10,21,201801,1,0,
技能4熊,10820,,10000,1,1,10,40,0,0,0,0,10,114,2005,10,10821,1
,10821,,10000,1,1,10,1,0,0,0,0,10,31,0,3000,0,
XP熊,10822,,10000,1,1,10,44,0,0,0,0,10,102,1,1,1000,10801;10802;10803;10804;10805;10806;10807
,10823,,10000,1,1,10,24,2018,1,1,0,10,123,2018,10,10824,
,10824,,10000,1,1,10,1,0,0,0,0,10,31,0,2000,0,
防守技能,10825,,10000,1,1,10,1,0,0,0,0,10,11,73,5,2000,
特性,10830,,10000,1,1,10,23,2005,1,1,0,10,123,2005,10,10831,
,10831,,10000,0,0,10,1,0,0,0,0,30,122,5,300,0,
,10832,,10000,0,0,10,23,2018,1,1,0,10,123,2018,10,10833,
,10833,,10000,0,0,10,1,0,0,0,0,10,11,13,0,300,
突破1,10834,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破8,10835,,10000,0,0,10,112,0,0,0,0,10,40,70,1,1000,
天赋1,10836,,10000,1,1,10,44,1,0,0,0,10,21,201801,2,0,
天赋3,10837,,10000,0,0,10,121,1,0,0,0,10,31,0,2000,0,
,10838,,10000,1,1,10,121,1,0,0,0,10,99,10839,0,0,
,10839,,10000,1,1,10,65,1,0,0,0,10,31,0,2000,0,
技能1人 2级,10860,,10000,1,1,10,44,0,0,0,0,10,54,11000,0,0,
技能1人 3级,10861,,10000,1,1,10,44,0,0,0,0,10,54,12000,0,0,
技能1人 4级,10862,,10000,1,1,10,44,0,0,0,0,10,54,13000,0,0,
技能1人 5级,10863,,10000,1,1,10,44,0,0,0,0,10,54,14000,0,0,
技能1人 6级,10864,,10000,1,1,10,44,0,0,0,0,10,54,15000,0,0,
技能1人 7级,10865,,10000,1,1,10,44,0,0,0,0,10,54,17000,0,0,
XP人 2级,10866,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1050,
XP人 3级,10867,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1100,
XP人 4级,10868,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1150,
XP人 5级,10869,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1200,
XP人 6级,10870,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1300,
XP人 7级,10871,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1400,
熊伤害 2级,10872,,10000,1,1,20,65,1,0,0,0,10,31,0,2200,0,
熊伤害 3级,10873,,10000,1,1,20,65,1,0,0,0,10,31,0,2400,0,
熊伤害 4级,10874,,10000,1,1,20,65,1,0,0,0,10,31,0,2600,0,
熊伤害 5级,10875,,10000,1,1,20,65,1,0,0,0,10,31,0,2800,0,
熊伤害 6级,10876,,10000,1,1,20,65,1,0,0,0,10,31,0,3000,0,
熊伤害 7级,10877,,10000,1,1,20,65,1,0,0,0,10,31,0,3500,0,
专属本命 1级,10891,,10000,1,1,10,23,2005,1,1,0,10,123,2005,10,1089101,
专属本命 2级,10892,,10000,1,1,10,23,2005,1,1,0,10,123,2005,10,1089201,
专属本命 3级,10893,,10000,1,1,10,23,2005,1,1,0,10,123,2005,10,1089301,
技能1,20101,,10000,1,1,10,1,0,0,0,0,10,11,13,0,2000,
技能3,20102,,10000,1,1,10,1,0,0,0,0,20,149,3,200,0,
技能4,20103,,10000,1,1,10,101,2001,1,5,0,10,100,5,20000,0,
,20104,,10000,1,1,10,1,0,0,0,0,20,147,3,200,0,
XP技能,20105,,10000,1,1,10,31,2,1,0,0,10,11,72,0,100,
,20106,,10000,1,1,10,1,0,0,0,0,10,114,2011,10,20107,
,20107,,10000,1,1,10,1,0,0,0,0,10,31,2,1000,0,
防守技能,20108,,10000,1,1,10,1,0,0,0,0,10,36,0,6000,0,
特性,20130,,10000,0,0,10,1,0,0,0,0,10,11,13,0,1000,
突破1,20131,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,20132,,10000,0,0,10,44,1,0,0,0,10,21,200101,1,0,
天赋1,20133,,10000,1,1,10,44,1,0,0,0,10,21,201101,1,0,
,20134,,10000,1,1,10,44,70,0,0,0,10,21,201101,1,0,
天赋2,20135,,10000,1,1,10,23,2001,1,0,0,10,123,2001,10,20140,
天赋3,20136,,10000,1,1,10,40,1,0,0,0,10,99,20137,0,0,
,20137,,10000,1,1,10,31,2,1,0,0,20,21,102001,1,0,
,20138,,10000,0,0,10,1,0,0,0,0,10,55,6,5000,0,
,20140,,10000,0,0,10,1,0,0,0,0,10,31,2,300,0,
技能4 2级,20160,,10000,1,1,10,101,2001,1,5,0,10,100,5,21000,0,
技能4 3级,20161,,10000,1,1,10,101,2001,1,5,0,10,100,5,22000,0,
技能4 4级,20162,,10000,1,1,10,101,2001,1,5,0,10,100,5,23000,0,
技能4 5级,20163,,10000,1,1,10,101,2001,1,5,0,10,100,5,24000,0,
技能4 6级,20164,,10000,1,1,10,101,2001,1,5,0,10,100,5,25000,0,
技能4 7级,20165,,10000,1,1,10,101,2001,1,5,0,10,100,5,27000,0,
XP技能2级,20166,,10000,1,1,10,31,2,1,0,0,10,11,72,0,105,
XP技能3级,20167,,10000,1,1,10,31,2,1,0,0,10,11,72,0,110,
XP技能4级,20168,,10000,1,1,10,31,2,1,0,0,10,11,72,0,115,
XP技能5级,20169,,10000,1,1,10,31,2,1,0,0,10,11,72,0,120,
