,required,required,required,required,required,required,required,required,required
,1010476,1,0,2078,9,57,7000631,15,0
,1010477,1,0,2079,9,58,7000632,20,0
,1010478,1,0,2080,9,59,7000633,30,0
,1010479,1,0,2081,9,60,7000634,5,0
,1010480,1,0,2082,10,1,7000635,10,0
,1010481,1,0,2083,10,2,7000636,20,0
,1010482,1,0,2084,10,3,7000637,30,0
,1010483,1,0,2085,10,4,7000638,40,0
,1010484,1,0,2086,10,5,7000639,50,0
,1010485,1,0,1527,10,6,7000640,10,0
,1010486,1,0,2087,10,7,7000641,20,0
,1010487,1,0,2088,10,8,7000642,30,0
,1010488,1,0,2089,10,9,7000643,50,0
,1010489,1,0,2090,10,10,7000644,80,0
,1010490,1,0,2091,10,11,7000645,100,0
,1010491,1,0,1418,10,12,7000646,3,0
,1010492,1,0,1419,10,13,7000647,6,0
,1010493,1,0,1420,10,14,7000648,9,0
,1010494,1,0,1421,10,15,7000649,12,0
,1010495,1,0,1422,10,16,7000650,15,0
,1010496,1,0,1439,10,17,7000651,5,0
,1010497,1,0,2092,10,18,7000652,10,0
,1010498,1,0,2093,10,19,7000653,20,0
,1010499,1,0,2094,10,20,7000654,30,0
,1010500,1,0,2095,10,21,7000655,40,0
,1010501,1,0,2096,10,22,7000656,50,0
,1010502,1,0,1445,10,23,7000657,5,0
,1010503,1,0,2097,10,24,7000658,10,0
,1010504,1,0,2098,10,25,7000659,20,0
,1010505,1,0,2099,10,26,7000660,30,0
,1010506,1,0,2100,10,27,7000661,40,0
,1010507,1,0,2101,10,28,7000662,50,0
,1010508,1,0,1464,10,29,7000663,10,0
,1010509,1,0,2102,10,30,7000664,20,0
,1010510,1,0,2103,10,31,7000665,40,0
,1010511,1,0,2104,10,32,7000666,60,0
,1010512,1,0,2105,10,33,7000667,80,0
,1010513,1,0,2106,10,34,7000668,100,0
,1010514,1,0,2107,10,35,7000669,200,0
,2020000,3,0,1021,1,36,7000673,0,0
,2020001,3,0,1022,1,37,7000674,0,0
,2020002,3,0,1023,1,38,7000675,0,0
,2020003,3,0,1024,1,39,7000676,0,0
,2020004,3,0,1025,1,40,7000677,0,0
,2020005,3,0,1149,1,41,7000678,0,0
,2020006,3,0,1150,1,42,7000679,0,0
,2020007,3,0,1151,1,43,7000680,0,0
,2020008,3,0,1152,1,44,7000681,0,0
,2020009,3,0,2115,1,45,7000682,0,0
,2020010,3,0,2116,1,46,7000683,0,0
,2020011,3,0,2117,1,47,7000684,0,0
,2020012,3,0,2118,1,48,7000685,0,0
