,required,required,required,required,required,required
,10896,7000619,1,17,1000,0
,10897,7000620,1,17,1500,0
,10898,7000621,1,17,2000,0
,10899,7000622,1,17,200,0
,10900,7000623,1,17,500,0
,10901,7000624,1,17,1000,0
,10902,7000625,1,17,1500,0
,10903,7000626,1,17,2000,0
,10904,7000627,1,17,3000,0
,10905,7000628,1,120023,1,0
,10906,7000629,1,120023,2,0
,10907,7000630,1,120023,3,0
,10908,7000631,1,120023,4,0
,10909,7000632,1,120023,6,0
,10910,7000633,1,120023,10,0
,10911,7000634,1,120023,1,0
,10912,7000635,1,120023,2,0
,10913,7000636,1,120023,3,0
,10914,7000637,1,120023,4,0
,10915,7000638,1,120023,6,0
,10916,7000639,1,120023,10,0
,10917,7000640,1,120013,1,0
,10918,7000641,1,120013,2,0
,10919,7000642,1,120013,3,0
,10920,7000643,1,120013,4,0
,10921,7000644,1,120013,6,0
,10922,7000645,1,120013,10,0
,10923,7000646,1,16,200,0
,10924,7000647,1,16,220,0
,10925,7000648,1,16,240,0
,10926,7000649,1,16,260,0
,10927,7000650,1,16,280,0
,10928,7000651,1,120023,1,0
,10929,7000652,1,120023,2,0
,10930,7000653,1,120023,3,0
,10931,7000654,1,120023,4,0
,10932,7000655,1,120023,6,0
,10933,7000656,1,120023,10,0
,10934,7000657,1,120023,1,0
,10935,7000658,1,120023,2,0
,10936,7000659,1,120023,3,0
,10937,7000660,1,120023,4,0
,10938,7000661,1,120023,6,0
,10939,7000662,1,120023,10,0
,10940,7000663,1,3030013,1,0
,10941,7000664,1,3030013,1,0
,10942,7000665,1,3030013,2,0
,10943,7000666,1,3030013,2,0
,10944,7000667,1,3030013,3,0
,10945,7000668,1,3030013,4,0
,10946,7000669,1,3030013,5,0
,10947,7000673,1,1,100,0
,10948,7000673,1,3,10800,0
,10949,7000674,1,1,200,0
,10950,7000674,1,3,21600,0
,10951,7000674,1,210000,2,0
,10952,7000675,1,1,300,0
,10953,7000675,1,3,32800,0
,10954,7000675,1,220003,2,0
,10955,7000676,1,1,500,0
,10956,7000676,1,3,56000,0
,10957,7000676,1,120012,2,0
,10958,7000676,1,120022,2,0
,10959,7000677,1,1,800,0
,10960,7000677,1,3,86000,0
,10961,7000677,1,210000,3,0
,10962,7000678,1,1,1200,0
,10963,7000678,1,3,129600,0
,10964,7000678,1,220003,3,0
,10965,7000679,1,1,2000,0
,10966,7000679,1,3,216000,0
,10967,7000679,1,120012,3,0
,10968,7000679,1,120022,3,0
,10969,7000680,1,1,3000,0
,10970,7000680,1,3,328000,0
,10971,7000680,1,210000,5,0
,10972,7000681,1,1,4000,0
,10973,7000681,1,3,432000,0
,10974,7000681,1,220003,5,0
,10975,7000682,1,1,5000,0
,10976,7000682,1,3,560000,0
,10977,7000682,1,120012,5,0
,10978,7000682,1,120022,5,0
,10979,7000683,1,1,6000,0
,10980,7000683,1,3,648000,0
,10981,7000683,1,210000,8,0
,10982,7000684,1,1,8000,0
,10983,7000684,1,3,864000,0
,10984,7000684,1,220003,8,0
,10985,7000685,1,1,10000,0
,10986,7000685,1,3,1080000,0
,10987,7000685,1,120012,8,0
,10988,7000685,1,120022,8,0
,10990,7000686,1,3,5000,0
,10991,7000687,1,3060010,2,0
,10992,7000688,1,4,10000,0
,10993,7000689,1,3,5000,0
,10994,7000690,1,13,2,0
,10995,7000691,1,8,10000,0
,10996,7000692,1,17,50,0
,10997,7000693,1,210000,1,0
,10998,7000694,1,14,2,0
,10999,7000695,1,220003,1,0
,11000,7000696,1,210010,2,0
,11001,7000800,1,210000,1,0
,11002,7000801,1,410012,1,0
,11003,7000802,1,500014,1,0
,11004,7000803,1,210000,2,0
,11005,7000803,1,210010,2,0
,11006,7000697,1,1,1000,0
,11007,7000698,1,1,1000,0
,11008,7000000,1,210000,10,0
,11009,7000001,1,2110001,20,0
,11010,7000002,1,2110002,5,0
,11011,7000003,1,2120013,3,0
,11012,7000004,1,4,150000,0
,11015,7000804,1,3010013,1,0
,11016,7000804,1,6003003,1,0
,11017,7000805,1,120023,1,0
,11018,7000805,1,14,5,0
,11019,7000805,1,8,50000,0
,11020,7000806,1,3060030,1,0
,11021,7000806,1,210023,1,0
,11022,7000806,1,220003,2,0
,11023,7000807,1,1,3000,0
,11024,7000808,1,1,180,0
,11025,7000809,1,1,100,0
,11026,7000809,1,11,200,0
,11027,7000810,1,1,200,0
,11028,7000810,1,11,300,0
,11029,7000811,1,1,300,0
,11030,7000811,1,11,500,0
,11031,7000812,1,1,400,0
,11032,7000812,1,11,700,0
,11033,7000813,1,1,500,0
,11034,7000813,1,11,1000,0
,11035,7000814,1,1,600,0
,11036,7000814,1,11,1200,0
,11037,7000815,1,1,700,0
,11038,7000815,1,11,1400,0
,11039,7000816,1,1,800,0
,11040,7000816,1,11,1600,0
,11041,7000817,1,1,900,0
,11042,7000817,1,11,1800,0
,11043,7000818,1,1,1000,0
,11044,7000818,1,11,2000,0
,11045,7000819,1,11,100,0
,11046,7000819,1,3010013,3,0
,11047,7000820,1,11,200,0
,11048,7000820,1,3010013,6,0
,11049,7000821,1,11,300,0
,11050,7000821,1,3010013,9,0
,11051,7000822,1,11,500,0
,11052,7000822,1,3010013,12,0
,11053,7000823,1,11,800,0
,11054,7000823,1,3010013,15,0
,11055,7000824,1,11,1200,0
,11056,7000824,1,3010013,18,0
,11057,7000825,1,11,1600,0
,11058,7000825,1,3010013,21,0
,11059,7000826,1,11,2000,0
,11060,7000826,1,3010013,24,0
,11061,7000827,1,11,2400,0
,11062,7000827,1,3010013,27,0
,11063,7000828,1,11,2800,0
,11064,7000828,1,3010013,30,0
,11065,7000829,1,11,3200,0
,11066,7000829,1,3010013,33,0
,11067,7000830,1,11,3600,0
,11068,7000830,1,3010013,36,0
,11069,7000831,1,11,4000,0
,11070,7000831,1,3010013,39,0
,11071,7000832,1,11,4400,0
,11072,7000832,1,3010013,42,0
,11073,7000833,1,11,4800,0
,11074,7000833,1,3010013,45,0
,11075,7000834,1,11,5200,0
,11076,7000834,1,3010013,50,0
,11077,7000835,1,11,5600,0
,11078,7000835,1,3010013,55,0
,11079,7000836,1,11,6000,0
,11080,7000836,1,3010013,60,0
,11081,7000837,1,11,120,0
,11082,7000837,1,6003003,3,0
,11083,7000838,1,11,240,0
,11084,7000838,1,6003003,6,0
,11085,7000839,1,11,360,0
,11086,7000839,1,6003003,9,0
,11087,7000840,1,11,600,0
,11088,7000840,1,6003003,12,0
,11089,7000841,1,11,960,0
,11090,7000841,1,6003003,15,0
,11091,7000842,1,11,1440,0
,11092,7000842,1,6003003,18,0
,11093,7000843,1,11,1920,0
,11094,7000843,1,6003003,21,0
,11095,7000844,1,11,2400,0
,11096,7000844,1,6003003,24,0
,11097,7000845,1,11,2880,0
,11098,7000845,1,6003003,27,0
,11099,7000846,1,11,3360,0
,11100,7000846,1,6003003,30,0
,11101,7000847,1,11,3840,0
,11102,7000847,1,6003003,33,0
,11103,7000848,1,11,4320,0
,11104,7000848,1,6003003,36,0
,11105,7000849,1,11,4800,0
,11106,7000849,1,6003003,39,0
,11107,7000850,1,11,5280,0
,11108,7000850,1,6003003,42,0
,11109,7000851,1,11,5760,0
,11110,7000851,1,6003003,45,0
,11111,7000852,1,11,6240,0
,11112,7000852,1,6003003,50,0
,11113,7000853,1,11,6720,0
,11114,7000853,1,6003003,55,0
,11115,7000854,1,11,7200,0
,11116,7000854,1,6003003,60,0
,11117,7000855,1,1,100,0
,11118,7000855,1,3040013,1,0
,11119,7000856,1,1,200,0
,11120,7000856,1,3040013,1,0
,11121,7000857,1,1,300,0
,11122,7000857,1,3040013,1,0
,11123,7000858,1,1,400,0
,11124,7000858,1,3040013,1,0
,11125,7000859,1,1,600,0
,11126,7000859,1,3040013,1,0
,11127,7000860,1,1,800,0
,11128,7000860,1,3040013,1,0
,11129,7000861,1,1,1000,0
,11130,7000861,1,3040013,1,0
,11131,7000862,1,1,1200,0
,11132,7000862,1,3040013,1,0
,11133,7000863,1,1,1400,0
,11134,7000863,1,3040013,1,0
,11135,7000864,1,1,1600,0
,11136,7000864,1,3040013,1,0
,11137,7000865,1,1,1800,0
,11138,7000865,1,3040013,1,0
,11139,7000866,1,1,2000,0
,11140,7000866,1,3040013,2,0
,11141,7000867,1,1,2200,0
,11142,7000867,1,3040013,2,0
,11143,7000868,1,1,2400,0
,11144,7000868,1,3040013,2,0
,11145,7000869,1,1,2600,0
,11146,7000869,1,3040013,2,0
,11147,7000870,1,1,2800,0
,11148,7000870,1,3040013,2,0
,11149,7000871,1,1,3000,0
,11150,7000871,1,3040013,2,0
,11151,7000872,1,1,3200,0
,11152,7000872,1,3040013,2,0
