,required,required,required,required,required,required,required,required,required,required,optional,repeated,optional,repeated
,3067,斯塔克虫巢,斯塔克虫巢,156,2,0,0,45.97892,0.08,18.53675,1031,2010,"60,61,62,63,64,65,66,67,68,69,74,75",
,3068,冥神之谷,冥神之谷,158,2,0,0,26.72,0.31,-5.28,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3069,玛露茜的家,Melucy's Home,164,2,0,0,-1,-0.7182159,0.22,1044,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3070,霍克森墓室,霍克森墓室,154,2,0,0,31.82,0.09,-11.01,1030,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3071,神迹实验室,Miracle Lab,166,2,0,0,17.78,7.63,33.65,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3072,地下密境,地下密境,153,2,0,0,-36.88,0.03,15.8,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3073,深海实验室,Abyssal Lab,168,2,0,0,6.953745,0.03062057,-2.924656,1058,2312,"60,61,62,63,64,65,66,67,68,69,74,75",
,3074,森之幻界,森之幻界,169,2,1,0,80.42001,1.71335,-46.01,1040,2270;2271;2272;2273;2274,"60,61,62,63,64,65,66,67,68,69,74,75",
,3075,夜幕古堡_大厅,夜幕古堡_大厅,155,2,0,0,-234.6296,-14.535,-65.30128,1013,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3076,夜幕古堡-楼梯,夜幕古堡-楼梯,27,2,0,0,-24.36783,-9.569988,-67.87125,1013,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3077,命案现场,命案现场,161,2,0,0,745.44,12.82,203.79,1040,2312,"60,61,62,63,64,65,66,67,68,69,74,75",
,3078,夜幕古堡-走廊,夜幕古堡-走廊,155,2,0,0,-280.487,-21.25,-29.914,1013,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3079,夜幕古堡-密室,夜幕古堡-密室,155,2,0,0,-235.9728,-21.16669,31.78541,1013,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3080,夜幕古堡-城堡前,夜幕古堡-城堡前,163,2,0,0,-16.59,0.51,22.52,1030,2312,"60,61,62,63,64,65,66,67,68,69,74,75",
,3081,夜幕古堡-前厅,夜幕古堡-前厅,27,2,0,0,8.73,0.05,-1.66,1013,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3082,夜幕古堡_书房,夜幕古堡_书房,27,2,0,0,-56.3,-4.2,34,1013,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3083,夜幕古堡幻阵,夜幕古堡幻阵,28,2,0,0,450,0,150,1013,2312,"60,61,62,63,64,65,66,67,68,69,74,75",
,3084,诡异的左相府,The Left Prime Minister's Residence,164,2,0,0,-1,-0.7182159,0.22,1044,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3085,黄金立方,黄金立方,165,2,0,0,0,0,0,1057,2312,"60,61,62,63,64,65,66,67,68,69,74,75",
,3086,黑龙战舰,Darkdragon Airship,170,2,0,0,53.2,-3.52,0.08,1000,2010,"60,61,62,63,64,65,66,67,68,69,74,75",
,3087,失事飞船,失事飞船,170,2,0,0,58.33,-3.52,-0.49,1000,2010,"60,61,62,63,64,65,66,67,68,69,74,75",
,3088,生化地下城,Abyssal Lab,168,2,0,0,77.41,-9.29,4.2,1058,2312,"60,61,62,63,64,65,66,67,68,69,74,75",
,3089,邪恶博士的实验基地,邪恶博士的实验基地,168,2,0,0,6.953745,0.03062057,-2.924656,1058,2312,"60,61,62,63,64,65,66,67,68,69,74,75",
,3090,博士的家,博士的家,157,2,0,0,-10.207,5.29,0.833,1036,2280,"60,61,62,63,64,65,66,67,68,69,74,75",
,3091,帝皇的幻境,帝皇的幻境,170,2,0,0,-44.9,13.02,0.54,1000,2010,"60,61,62,63,64,65,66,67,68,69,74,75",
,3092,黄金秘库,黄金秘库,165,2,0,0,1.514169,0.9445686,44.44088,1057,2312,"60,61,62,63,64,65,66,67,68,69,74,75",
,3093,狂想之狱,狂想之狱,166,2,0,0,17.72,4.51,6.04,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3094,黑龙的空中堡垒,黑龙的空中堡垒,170,2,0,0,39,-3.51,0.13,1000,2010,"60,61,62,63,64,65,66,67,68,69,74,75",
,3096,黯月城四层,黯月城四层,174,2,0,0,19.495,-6.94,-18.76,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3097,黯月城一层,黯月城一层,171,2,0,0,-21.0848,0.0862,20.614,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3098,黯月城三层,黯月城三层,155,2,0,0,-235.8688,-18.87,37.06002,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3099,黯月城二层,黯月城二层,172,2,0,0,10.61,1.87,-9.49,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3101,黯月城五层,黯月城五层,171,2,0,0,-0.364,0.096,0.218,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3102,黯月城六层,黯月城六层,172,2,0,0,33.81,1.87,-33.36,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3103,黯月城十一层,黯月城十一层,155,2,0,0,-234.84,-21.2,-7.82,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3104,黯月城十层,黯月城十层,172,2,0,0,33.81,1.87,-33.36,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3105,黯月城七层,黯月城七层,155,2,0,0,-234.84,-21.2,-7.82,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3106,黯月城十六层,黯月城十六层,155,2,0,0,-234.84,-21.2,-7.82,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3107,黯月城十五层,黯月城十五层,155,2,0,0,-234.84,-21.2,-7.82,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3108,黯月城十三层,黯月城十三层,171,2,0,0,-0.364,0.096,0.218,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3109,黯月城十七层,黯月城十七层,171,2,0,0,-0.364,0.096,0.218,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3110,黯月城十四层,黯月城十四层,172,2,0,0,33.81,1.87,-33.36,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3111,黯月城八层,黯月城八层,155,2,0,0,-234.84,-21.2,-7.82,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3112,黯月城十九层,黯月城十九层,155,2,0,0,-234.84,-21.2,-7.82,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3113,黯月城十二层,黯月城十二层,155,2,0,0,-234.84,-21.2,-7.82,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3114,黯月城二十层,黯月城二十层,155,2,0,0,-234.84,-21.2,-7.82,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3115,黯月城九层,黯月城九层,171,2,0,0,-0.364,0.096,0.218,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,3116,黯月城十八层,黯月城十八层,172,2,0,0,33.81,1.87,-33.36,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,9000,PVE测试地图,PVE测试地图,151,2,9,0,-2.58819,0,9.659258,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,9001,测试地图1,测试地图1,21,1,0,0,17.184,0.5824,18.3936,2289,2265;2266;2267;2268;2269,"60,61,62,63,64,65,66,67,68,69,74,75",
,9002,测试地图2,测试地图2,21,1,0,0,17.184,0.5824,18.3936,2289,2265;2266;2267;2268;2269,"60,61,62,63,64,65,66,67,68,69,74,75",
,9003,多人测试副本1,多人测试副本1,151,2,1,0,-2.58819,0,9.659258,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,9004,多人测试副本2,多人测试副本2,151,2,1,0,-2.58819,0,9.659258,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,9005,单人测试副本,单人测试副本,151,2,0,0,-2.58819,0,9.659258,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
,9999,测试空场景,内存检查测试用,1000,0,0,0,0,0,0,0,,"60,61,62,63,64,65,66,67,68,69,74,75",
过场动画用,10000,卡诺萨城,Cronus City,10,6,0,0,-69.13,20.79,0.34,1045,2270;2271;2272;2273;2274,"60,61,62,63,64,65,66,67,68,69,74,75",
,9006,继续副本进度,继续副本进度,151,2,0,0,38.1,0,92.43,1009,2260;2261;2262;2263;2264,"60,61,62,63,64,65,66,67,68,69,74,75",
