,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,1030073,103,73,70,103070,11746,5000,5000,5000,0,0
,1030074,103,74,70,103070,11746,5000,5000,5000,0,0
,1030075,103,75,75,103075,12430,5000,5000,5000,0,0
,1030076,103,76,75,103075,12430,5000,5000,5000,0,0
,1030077,103,77,75,103075,12430,5000,5000,5000,0,0
,1030078,103,78,75,103075,12430,5000,5000,5000,0,0
,1030079,103,79,75,103075,12430,5000,5000,5000,0,0
,1030080,103,80,80,103080,13114,5000,5000,5000,0,0
,1030081,103,81,80,103080,13114,5000,5000,5000,0,0
,1030082,103,82,80,103080,13114,5000,5000,5000,0,0
,1030083,103,83,80,103080,13114,5000,5000,5000,0,0
,1030084,103,84,80,103080,13114,5000,5000,5000,0,0
,1030085,103,85,85,103085,13798,5000,5000,5000,0,0
,1030086,103,86,85,103085,13798,5000,5000,5000,0,0
,1030087,103,87,85,103085,13798,5000,5000,5000,0,0
,1030088,103,88,85,103085,13798,5000,5000,5000,0,0
,1030089,103,89,85,103085,13798,5000,5000,5000,0,0
,1030090,103,90,90,103090,14482,5000,5000,5000,0,0
,1030091,103,91,90,103090,14482,5000,5000,5000,0,0
,1030092,103,92,90,103090,14482,5000,5000,5000,0,0
,1030093,103,93,90,103090,14482,5000,5000,5000,0,0
,1030094,103,94,90,103090,14482,5000,5000,5000,0,0
,1030095,103,95,95,103095,15166,5000,5000,5000,0,0
,1030096,103,96,95,103095,15166,5000,5000,5000,0,0
,1030097,103,97,95,103095,15166,5000,5000,5000,0,0
,1030098,103,98,95,103095,15166,5000,5000,5000,0,0
,1030099,103,99,95,103095,15166,5000,5000,5000,0,0
,1030100,103,100,100,103100,15850,5000,5000,5000,0,0
,1030101,103,101,100,103100,15850,5000,5000,5000,0,0
,1030102,103,102,100,103100,15850,5000,5000,5000,0,0
,1030103,103,103,100,103100,15850,5000,5000,5000,0,0
,1030104,103,104,100,103100,15850,5000,5000,5000,0,0
,1040000,104,0,1,104001,1062,3000,3000,3000,0,0
,1040001,104,1,1,104001,1062,3000,3000,3000,0,0
,1040002,104,2,1,104001,1062,3000,3000,3000,0,0
,1040003,104,3,1,104001,1062,3000,3000,3000,0,0
,1040004,104,4,1,104001,1062,3000,3000,3000,0,0
,1040005,104,5,5,104005,1459,3000,3000,3000,0,0
,1040006,104,6,5,104005,1459,3000,3000,3000,0,0
,1040007,104,7,5,104005,1459,3000,3000,3000,0,0
,1040008,104,8,5,104005,1459,3000,3000,3000,0,0
,1040009,104,9,5,104005,1459,3000,3000,3000,0,0
,1040010,104,10,10,104010,1965,3000,3000,3000,0,0
,1040011,104,11,10,104010,1965,3000,3000,3000,0,0
,1040012,104,12,10,104010,1965,3000,3000,3000,0,0
,1040013,104,13,10,104010,1965,3000,3000,3000,0,0
,1040014,104,14,10,104010,1965,3000,3000,3000,0,0
,1040015,104,15,15,104015,2483,3000,3000,3000,0,0
,1040016,104,16,15,104015,2483,3000,3000,3000,0,0
,1040017,104,17,15,104015,2483,3000,3000,3000,0,0
,1040018,104,18,15,104015,2483,3000,3000,3000,0,0
,1040019,104,19,15,104015,2483,3000,3000,3000,0,0
,1040020,104,20,20,104020,3071,3000,3000,3000,0,0
,1040021,104,21,20,104020,3071,3000,3000,3000,0,0
,1040022,104,22,20,104020,3071,3000,3000,3000,0,0
,1040023,104,23,20,104020,3071,3000,3000,3000,0,0
,1040024,104,24,20,104020,3071,3000,3000,3000,0,0
,1040025,104,25,25,104025,3792,3000,3000,3000,0,0
,1040026,104,26,25,104025,3792,3000,3000,3000,0,0
,1040027,104,27,25,104025,3792,3000,3000,3000,0,0
,1040028,104,28,25,104025,3792,3000,3000,3000,0,0
,1040029,104,29,25,104025,3792,3000,3000,3000,0,0
,1040030,104,30,30,104030,4405,3000,3000,3000,0,0
,1040031,104,31,30,104030,4405,3000,3000,3000,0,0
,1040032,104,32,30,104030,4405,3000,3000,3000,0,0
,1040033,104,33,30,104030,4405,3000,3000,3000,0,0
,1040034,104,34,30,104030,4405,3000,3000,3000,0,0
,1040035,104,35,35,104035,5199,3000,3000,3000,0,0
,1040036,104,36,35,104035,5199,3000,3000,3000,0,0
,1040037,104,37,35,104035,5199,3000,3000,3000,0,0
,1040038,104,38,35,104035,5199,3000,3000,3000,0,0
,1040039,104,39,35,104035,5199,3000,3000,3000,0,0
,1040040,104,40,40,104040,5882,4000,4000,4000,0,0
,1040041,104,41,40,104040,5882,4000,4000,4000,0,0
,1040042,104,42,40,104040,5882,4000,4000,4000,0,0
,1040043,104,43,40,104040,5882,4000,4000,4000,0,0
,1040044,104,44,40,104040,5882,4000,4000,4000,0,0
,1040045,104,45,45,104045,6465,4000,4000,4000,0,0
,1040046,104,46,45,104045,6465,4000,4000,4000,0,0
,1040047,104,47,45,104045,6465,4000,4000,4000,0,0
,1040048,104,48,45,104045,6465,4000,4000,4000,0,0
,1040049,104,49,45,104045,6465,4000,4000,4000,0,0
,1040050,104,50,50,104050,7690,4000,4000,4000,0,0
,1040051,104,51,50,104050,7690,4000,4000,4000,0,0
,1040052,104,52,50,104050,7690,4000,4000,4000,0,0
,1040053,104,53,50,104050,7690,4000,4000,4000,0,0
,1040054,104,54,50,104050,7690,4000,4000,4000,0,0
,1040055,104,55,55,104055,8288,4000,4000,4000,0,0
,1040056,104,56,55,104055,8288,4000,4000,4000,0,0
,1040057,104,57,55,104055,8288,4000,4000,4000,0,0
,1040058,104,58,55,104055,8288,4000,4000,4000,0,0
,1040059,104,59,55,104055,8288,4000,4000,4000,0,0
,1040060,104,60,60,104060,8886,4000,4000,4000,0,0
,1040061,104,61,60,104060,8886,4000,4000,4000,0,0
,1040062,104,62,60,104060,8886,4000,4000,4000,0,0
,1040063,104,63,60,104060,8886,4000,4000,4000,0,0
,1040064,104,64,60,104060,8886,4000,4000,4000,0,0
,1040065,104,65,65,104065,9484,5000,5000,5000,0,0
,1040066,104,66,65,104065,9484,5000,5000,5000,0,0
,1040067,104,67,65,104065,9484,5000,5000,5000,0,0
,1040068,104,68,65,104065,9484,5000,5000,5000,0,0
,1040069,104,69,65,104065,9484,5000,5000,5000,0,0
,1040070,104,70,70,104070,11746,5000,5000,5000,0,0
,1040071,104,71,70,104070,11746,5000,5000,5000,0,0
,1040072,104,72,70,104070,11746,5000,5000,5000,0,0
,1040073,104,73,70,104070,11746,5000,5000,5000,0,0
,1040074,104,74,70,104070,11746,5000,5000,5000,0,0
,1040075,104,75,75,104075,12430,5000,5000,5000,0,0
,1040076,104,76,75,104075,12430,5000,5000,5000,0,0
,1040077,104,77,75,104075,12430,5000,5000,5000,0,0
,1040078,104,78,75,104075,12430,5000,5000,5000,0,0
,1040079,104,79,75,104075,12430,5000,5000,5000,0,0
,1040080,104,80,80,104080,13114,5000,5000,5000,0,0
,1040081,104,81,80,104080,13114,5000,5000,5000,0,0
,1040082,104,82,80,104080,13114,5000,5000,5000,0,0
,1040083,104,83,80,104080,13114,5000,5000,5000,0,0
,1040084,104,84,80,104080,13114,5000,5000,5000,0,0
,1040085,104,85,85,104085,13798,5000,5000,5000,0,0
,1040086,104,86,85,104085,13798,5000,5000,5000,0,0
,1040087,104,87,85,104085,13798,5000,5000,5000,0,0
,1040088,104,88,85,104085,13798,5000,5000,5000,0,0
,1040089,104,89,85,104085,13798,5000,5000,5000,0,0
,1040090,104,90,90,104090,14482,5000,5000,5000,0,0
,1040091,104,91,90,104090,14482,5000,5000,5000,0,0
,1040092,104,92,90,104090,14482,5000,5000,5000,0,0
,1040093,104,93,90,104090,14482,5000,5000,5000,0,0
,1040094,104,94,90,104090,14482,5000,5000,5000,0,0
,1040095,104,95,95,104095,15166,5000,5000,5000,0,0
,1040096,104,96,95,104095,15166,5000,5000,5000,0,0
,1040097,104,97,95,104095,15166,5000,5000,5000,0,0
,1040098,104,98,95,104095,15166,5000,5000,5000,0,0
,1040099,104,99,95,104095,15166,5000,5000,5000,0,0
,1040100,104,100,100,104100,15850,5000,5000,5000,0,0
,1040101,104,101,100,104100,15850,5000,5000,5000,0,0
,1040102,104,102,100,104100,15850,5000,5000,5000,0,0
,1040103,104,103,100,104100,15850,5000,5000,5000,0,0
,1040104,104,104,100,104100,15850,5000,5000,5000,0,0
,1050000,105,0,1,105001,1063,3000,3000,3000,0,0
,1050001,105,1,1,105001,1063,3000,3000,3000,0,0
,1050002,105,2,1,105001,1063,3000,3000,3000,0,0
,1050003,105,3,1,105001,1063,3000,3000,3000,0,0
,1050004,105,4,1,105001,1063,3000,3000,3000,0,0
,1050005,105,5,5,105005,1469,3000,3000,3000,0,0
,1050006,105,6,5,105005,1469,3000,3000,3000,0,0
,1050007,105,7,5,105005,1469,3000,3000,3000,0,0
,1050008,105,8,5,105005,1469,3000,3000,3000,0,0
,1050009,105,9,5,105005,1469,3000,3000,3000,0,0
,1050010,105,10,10,105010,1992,3000,3000,3000,0,0
,1050011,105,11,10,105010,1992,3000,3000,3000,0,0
,1050012,105,12,10,105010,1992,3000,3000,3000,0,0
,1050013,105,13,10,105010,1992,3000,3000,3000,0,0
,1050014,105,14,10,105010,1992,3000,3000,3000,0,0
,1050015,105,15,15,105015,2533,3000,3000,3000,0,0
,1050016,105,16,15,105015,2533,3000,3000,3000,0,0
,1050017,105,17,15,105015,2533,3000,3000,3000,0,0
,1050018,105,18,15,105015,2533,3000,3000,3000,0,0
,1050019,105,19,15,105015,2533,3000,3000,3000,0,0
,1050020,105,20,20,105020,3169,3000,3000,3000,0,0
,1050021,105,21,20,105020,3169,3000,3000,3000,0,0
,1050022,105,22,20,105020,3169,3000,3000,3000,0,0
,1050023,105,23,20,105020,3169,3000,3000,3000,0,0
,1050024,105,24,20,105020,3169,3000,3000,3000,0,0
,1050025,105,25,25,105025,3976,3000,3000,3000,0,0
,1050026,105,26,25,105025,3976,3000,3000,3000,0,0
,1050027,105,27,25,105025,3976,3000,3000,3000,0,0
,1050028,105,28,25,105025,3976,3000,3000,3000,0,0
,1050029,105,29,25,105025,3976,3000,3000,3000,0,0
,1050030,105,30,30,105030,4658,3000,3000,3000,0,0
,1050031,105,31,30,105030,4658,3000,3000,3000,0,0
,1050032,105,32,30,105030,4658,3000,3000,3000,0,0
,1050033,105,33,30,105030,4658,3000,3000,3000,0,0
,1050034,105,34,30,105030,4658,3000,3000,3000,0,0
,1050035,105,35,35,105035,5587,3000,3000,3000,0,0
,1050036,105,36,35,105035,5587,3000,3000,3000,0,0
,1050037,105,37,35,105035,5587,3000,3000,3000,0,0
,1050038,105,38,35,105035,5587,3000,3000,3000,0,0
,1050039,105,39,35,105035,5587,3000,3000,3000,0,0
,1050040,105,40,40,105040,6375,4000,4000,4000,0,0
,1050041,105,41,40,105040,6375,4000,4000,4000,0,0
,1050042,105,42,40,105040,6375,4000,4000,4000,0,0
,1050043,105,43,40,105040,6375,4000,4000,4000,0,0
,1050044,105,44,40,105040,6375,4000,4000,4000,0,0
,1050045,105,45,45,105045,7197,4000,4000,4000,0,0
,1050046,105,46,45,105045,7197,4000,4000,4000,0,0
,1050047,105,47,45,105045,7197,4000,4000,4000,0,0
,1050048,105,48,45,105045,7197,4000,4000,4000,0,0
,1050049,105,49,45,105045,7197,4000,4000,4000,0,0
,1050050,105,50,50,105050,9186,4000,4000,4000,0,0
,1050051,105,51,50,105050,9186,4000,4000,4000,0,0
,1050052,105,52,50,105050,9186,4000,4000,4000,0,0
,1050053,105,53,50,105050,9186,4000,4000,4000,0,0
,1050054,105,54,50,105050,9186,4000,4000,4000,0,0
,1050055,105,55,55,105055,10263,4000,4000,4000,0,0
,1050056,105,56,55,105055,10263,4000,4000,4000,0,0
,1050057,105,57,55,105055,10263,4000,4000,4000,0,0
,1050058,105,58,55,105055,10263,4000,4000,4000,0,0
,1050059,105,59,55,105055,10263,4000,4000,4000,0,0
,1050060,105,60,60,105060,11388,4000,4000,4000,0,0
,1050061,105,61,60,105060,11388,4000,4000,4000,0,0
,1050062,105,62,60,105060,11388,4000,4000,4000,0,0
,1050063,105,63,60,105060,11388,4000,4000,4000,0,0
,1050064,105,64,60,105060,11388,4000,4000,4000,0,0
,1050065,105,65,65,105065,12561,5000,5000,5000,0,0
,1050066,105,66,65,105065,12561,5000,5000,5000,0,0
,1050067,105,67,65,105065,12561,5000,5000,5000,0,0
,1050068,105,68,65,105065,12561,5000,5000,5000,0,0
,1050069,105,69,65,105065,12561,5000,5000,5000,0,0
,1050070,105,70,70,105070,17562,5000,5000,5000,0,0
,1050071,105,71,70,105070,17562,5000,5000,5000,0,0
,1050072,105,72,70,105070,17562,5000,5000,5000,0,0
,1050073,105,73,70,105070,17562,5000,5000,5000,0,0
,1050074,105,74,70,105070,17562,5000,5000,5000,0,0
,1050075,105,75,75,105075,19302,5000,5000,5000,0,0
,1050076,105,76,75,105075,19302,5000,5000,5000,0,0
,1050077,105,77,75,105075,19302,5000,5000,5000,0,0
,1050078,105,78,75,105075,19302,5000,5000,5000,0,0
,1050079,105,79,75,105075,19302,5000,5000,5000,0,0
,1050080,105,80,80,105080,21118,5000,5000,5000,0,0
,1050081,105,81,80,105080,21118,5000,5000,5000,0,0
,1050082,105,82,80,105080,21118,5000,5000,5000,0,0
,1050083,105,83,80,105080,21118,5000,5000,5000,0,0
,1050084,105,84,80,105080,21118,5000,5000,5000,0,0
,1050085,105,85,85,105085,23009,5000,5000,5000,0,0
,1050086,105,86,85,105085,23009,5000,5000,5000,0,0
,1050087,105,87,85,105085,23009,5000,5000,5000,0,0
,1050088,105,88,85,105085,23009,5000,5000,5000,0,0
,1050089,105,89,85,105085,23009,5000,5000,5000,0,0
,1050090,105,90,90,105090,24976,5000,5000,5000,0,0
,1050091,105,91,90,105090,24976,5000,5000,5000,0,0
,1050092,105,92,90,105090,24976,5000,5000,5000,0,0
,1050093,105,93,90,105090,24976,5000,5000,5000,0,0
,1050094,105,94,90,105090,24976,5000,5000,5000,0,0
,1050095,105,95,95,105095,27019,5000,5000,5000,0,0
,1050096,105,96,95,105095,27019,5000,5000,5000,0,0
,1050097,105,97,95,105095,27019,5000,5000,5000,0,0
,1050098,105,98,95,105095,27019,5000,5000,5000,0,0
,1050099,105,99,95,105095,27019,5000,5000,5000,0,0
,1050100,105,100,100,105100,29137,5000,5000,5000,0,0
,1050101,105,101,100,105100,29137,5000,5000,5000,0,0
,1050102,105,102,100,105100,29137,5000,5000,5000,0,0
,1050103,105,103,100,105100,29137,5000,5000,5000,0,0
,1050104,105,104,100,105100,29137,5000,5000,5000,0,0
,2010000,201,0,1,201001,1062,3000,3000,3000,0,0
,2010001,201,1,1,201001,1062,3000,3000,3000,0,0
,2010002,201,2,1,201001,1062,3000,3000,3000,0,0
,2010003,201,3,1,201001,1062,3000,3000,3000,0,0
,2010004,201,4,1,201001,1062,3000,3000,3000,0,0
,2010005,201,5,5,201005,1459,3000,3000,3000,0,0
,2010006,201,6,5,201005,1459,3000,3000,3000,0,0
,2010007,201,7,5,201005,1459,3000,3000,3000,0,0
,2010008,201,8,5,201005,1459,3000,3000,3000,0,0
,2010009,201,9,5,201005,1459,3000,3000,3000,0,0
,2010010,201,10,10,201010,1965,3000,3000,3000,0,0
,2010011,201,11,10,201010,1965,3000,3000,3000,0,0
,2010012,201,12,10,201010,1965,3000,3000,3000,0,0
,2010013,201,13,10,201010,1965,3000,3000,3000,0,0
,2010014,201,14,10,201010,1965,3000,3000,3000,0,0
,2010015,201,15,15,201015,2483,3000,3000,3000,0,0
,2010016,201,16,15,201015,2483,3000,3000,3000,0,0
,2010017,201,17,15,201015,2483,3000,3000,3000,0,0
,2010018,201,18,15,201015,2483,3000,3000,3000,0,0
,2010019,201,19,15,201015,2483,3000,3000,3000,0,0
,2010020,201,20,20,201020,3071,3000,3000,3000,0,0
,2010021,201,21,20,201020,3071,3000,3000,3000,0,0
,2010022,201,22,20,201020,3071,3000,3000,3000,0,0
,2010023,201,23,20,201020,3071,3000,3000,3000,0,0
,2010024,201,24,20,201020,3071,3000,3000,3000,0,0
,2010025,201,25,25,201025,3792,3000,3000,3000,0,0
,2010026,201,26,25,201025,3792,3000,3000,3000,0,0
,2010027,201,27,25,201025,3792,3000,3000,3000,0,0
,2010028,201,28,25,201025,3792,3000,3000,3000,0,0
,2010029,201,29,25,201025,3792,3000,3000,3000,0,0
,2010030,201,30,30,201030,4405,3000,3000,3000,0,0
,2010031,201,31,30,201030,4405,3000,3000,3000,0,0
,2010032,201,32,30,201030,4405,3000,3000,3000,0,0
,2010033,201,33,30,201030,4405,3000,3000,3000,0,0
,2010034,201,34,30,201030,4405,3000,3000,3000,0,0
,2010035,201,35,35,201035,5199,3000,3000,3000,0,0
,2010036,201,36,35,201035,5199,3000,3000,3000,0,0
,2010037,201,37,35,201035,5199,3000,3000,3000,0,0
,2010038,201,38,35,201035,5199,3000,3000,3000,0,0
,2010039,201,39,35,201035,5199,3000,3000,3000,0,0
,2010040,201,40,40,201040,5882,4000,4000,4000,0,0
,2010041,201,41,40,201040,5882,4000,4000,4000,0,0
,2010042,201,42,40,201040,5882,4000,4000,4000,0,0
,2010043,201,43,40,201040,5882,4000,4000,4000,0,0
,2010044,201,44,40,201040,5882,4000,4000,4000,0,0
,2010045,201,45,45,201045,6465,4000,4000,4000,0,0
,2010046,201,46,45,201045,6465,4000,4000,4000,0,0
,2010047,201,47,45,201045,6465,4000,4000,4000,0,0
,2010048,201,48,45,201045,6465,4000,4000,4000,0,0
,2010049,201,49,45,201045,6465,4000,4000,4000,0,0
,2010050,201,50,50,201050,7690,4000,4000,4000,0,0
,2010051,201,51,50,201050,7690,4000,4000,4000,0,0
,2010052,201,52,50,201050,7690,4000,4000,4000,0,0
,2010053,201,53,50,201050,7690,4000,4000,4000,0,0
,2010054,201,54,50,201050,7690,4000,4000,4000,0,0
,2010055,201,55,55,201055,8288,4000,4000,4000,0,0
,2010056,201,56,55,201055,8288,4000,4000,4000,0,0
,2010057,201,57,55,201055,8288,4000,4000,4000,0,0
,2010058,201,58,55,201055,8288,4000,4000,4000,0,0
,2010059,201,59,55,201055,8288,4000,4000,4000,0,0
,2010060,201,60,60,201060,8886,4000,4000,4000,0,0
,2010061,201,61,60,201060,8886,4000,4000,4000,0,0
,2010062,201,62,60,201060,8886,4000,4000,4000,0,0
,2010063,201,63,60,201060,8886,4000,4000,4000,0,0
,2010064,201,64,60,201060,8886,4000,4000,4000,0,0
,2010065,201,65,65,201065,9484,5000,5000,5000,0,0
,2010066,201,66,65,201065,9484,5000,5000,5000,0,0
,2010067,201,67,65,201065,9484,5000,5000,5000,0,0
,2010068,201,68,65,201065,9484,5000,5000,5000,0,0
,2010069,201,69,65,201065,9484,5000,5000,5000,0,0
,2010070,201,70,70,201070,11746,5000,5000,5000,0,0
,2010071,201,71,70,201070,11746,5000,5000,5000,0,0
,2010072,201,72,70,201070,11746,5000,5000,5000,0,0
,2010073,201,73,70,201070,11746,5000,5000,5000,0,0
,2010074,201,74,70,201070,11746,5000,5000,5000,0,0
,2010075,201,75,75,201075,12430,5000,5000,5000,0,0
,2010076,201,76,75,201075,12430,5000,5000,5000,0,0
,2010077,201,77,75,201075,12430,5000,5000,5000,0,0
,2010078,201,78,75,201075,12430,5000,5000,5000,0,0
,2010079,201,79,75,201075,12430,5000,5000,5000,0,0
,2010080,201,80,80,201080,13114,5000,5000,5000,0,0
,2010081,201,81,80,201080,13114,5000,5000,5000,0,0
,2010082,201,82,80,201080,13114,5000,5000,5000,0,0
,2010083,201,83,80,201080,13114,5000,5000,5000,0,0
,2010084,201,84,80,201080,13114,5000,5000,5000,0,0
,2010085,201,85,85,201085,13798,5000,5000,5000,0,0
,2010086,201,86,85,201085,13798,5000,5000,5000,0,0
,2010087,201,87,85,201085,13798,5000,5000,5000,0,0
,2010088,201,88,85,201085,13798,5000,5000,5000,0,0
,2010089,201,89,85,201085,13798,5000,5000,5000,0,0
,2010090,201,90,90,201090,14482,5000,5000,5000,0,0
,2010091,201,91,90,201090,14482,5000,5000,5000,0,0
,2010092,201,92,90,201090,14482,5000,5000,5000,0,0
,2010093,201,93,90,201090,14482,5000,5000,5000,0,0
,2010094,201,94,90,201090,14482,5000,5000,5000,0,0
,2010095,201,95,95,201095,15166,5000,5000,5000,0,0
,2010096,201,96,95,201095,15166,5000,5000,5000,0,0
,2010097,201,97,95,201095,15166,5000,5000,5000,0,0
,2010098,201,98,95,201095,15166,5000,5000,5000,0,0
,2010099,201,99,95,201095,15166,5000,5000,5000,0,0
,2010100,201,100,100,201100,15850,5000,5000,5000,0,0
,2010101,201,101,100,201100,15850,5000,5000,5000,0,0
,2010102,201,102,100,201100,15850,5000,5000,5000,0,0
,2010103,201,103,100,201100,15850,5000,5000,5000,0,0
,2010104,201,104,100,201100,15850,5000,5000,5000,0,0
,2020000,202,0,1,202001,1062,3000,3000,3000,0,0
,2020001,202,1,1,202001,1062,3000,3000,3000,0,0
,2020002,202,2,1,202001,1062,3000,3000,3000,0,0
,2020003,202,3,1,202001,1062,3000,3000,3000,0,0
,2020004,202,4,1,202001,1062,3000,3000,3000,0,0
,2020005,202,5,5,202005,1459,3000,3000,3000,0,0
,2020006,202,6,5,202005,1459,3000,3000,3000,0,0
,2020007,202,7,5,202005,1459,3000,3000,3000,0,0
,2020008,202,8,5,202005,1459,3000,3000,3000,0,0
,2020009,202,9,5,202005,1459,3000,3000,3000,0,0
,2020010,202,10,10,202010,1965,3000,3000,3000,0,0
,2020011,202,11,10,202010,1965,3000,3000,3000,0,0
,2020012,202,12,10,202010,1965,3000,3000,3000,0,0
,2020013,202,13,10,202010,1965,3000,3000,3000,0,0
,2020014,202,14,10,202010,1965,3000,3000,3000,0,0
,2020015,202,15,15,202015,2483,3000,3000,3000,0,0
,2020016,202,16,15,202015,2483,3000,3000,3000,0,0
,2020017,202,17,15,202015,2483,3000,3000,3000,0,0
,2020018,202,18,15,202015,2483,3000,3000,3000,0,0
,2020019,202,19,15,202015,2483,3000,3000,3000,0,0
,2020020,202,20,20,202020,3071,3000,3000,3000,0,0
,2020021,202,21,20,202020,3071,3000,3000,3000,0,0
,2020022,202,22,20,202020,3071,3000,3000,3000,0,0
,2020023,202,23,20,202020,3071,3000,3000,3000,0,0
,2020024,202,24,20,202020,3071,3000,3000,3000,0,0
,2020025,202,25,25,202025,3792,3000,3000,3000,0,0
,2020026,202,26,25,202025,3792,3000,3000,3000,0,0
,2020027,202,27,25,202025,3792,3000,3000,3000,0,0
,2020028,202,28,25,202025,3792,3000,3000,3000,0,0
,2020029,202,29,25,202025,3792,3000,3000,3000,0,0
,2020030,202,30,30,202030,4405,3000,3000,3000,0,0
,2020031,202,31,30,202030,4405,3000,3000,3000,0,0
,2020032,202,32,30,202030,4405,3000,3000,3000,0,0
,2020033,202,33,30,202030,4405,3000,3000,3000,0,0
,2020034,202,34,30,202030,4405,3000,3000,3000,0,0
,2020035,202,35,35,202035,5199,3000,3000,3000,0,0
,2020036,202,36,35,202035,5199,3000,3000,3000,0,0
,2020037,202,37,35,202035,5199,3000,3000,3000,0,0
,2020038,202,38,35,202035,5199,3000,3000,3000,0,0
,2020039,202,39,35,202035,5199,3000,3000,3000,0,0
,2020040,202,40,40,202040,5882,4000,4000,4000,0,0
,2020041,202,41,40,202040,5882,4000,4000,4000,0,0
,2020042,202,42,40,202040,5882,4000,4000,4000,0,0
,2020043,202,43,40,202040,5882,4000,4000,4000,0,0
,2020044,202,44,40,202040,5882,4000,4000,4000,0,0
,2020045,202,45,45,202045,6465,4000,4000,4000,0,0
,2020046,202,46,45,202045,6465,4000,4000,4000,0,0
,2020047,202,47,45,202045,6465,4000,4000,4000,0,0
,2020048,202,48,45,202045,6465,4000,4000,4000,0,0
,2020049,202,49,45,202045,6465,4000,4000,4000,0,0
,2020050,202,50,50,202050,7690,4000,4000,4000,0,0
,2020051,202,51,50,202050,7690,4000,4000,4000,0,0
,2020052,202,52,50,202050,7690,4000,4000,4000,0,0
,2020053,202,53,50,202050,7690,4000,4000,4000,0,0
,2020054,202,54,50,202050,7690,4000,4000,4000,0,0
,2020055,202,55,55,202055,8288,4000,4000,4000,0,0
,2020056,202,56,55,202055,8288,4000,4000,4000,0,0
,2020057,202,57,55,202055,8288,4000,4000,4000,0,0
,2020058,202,58,55,202055,8288,4000,4000,4000,0,0
,2020059,202,59,55,202055,8288,4000,4000,4000,0,0
,2020060,202,60,60,202060,8886,4000,4000,4000,0,0
,2020061,202,61,60,202060,8886,4000,4000,4000,0,0
,2020062,202,62,60,202060,8886,4000,4000,4000,0,0
,2020063,202,63,60,202060,8886,4000,4000,4000,0,0
,2020064,202,64,60,202060,8886,4000,4000,4000,0,0
,2020065,202,65,65,202065,9484,5000,5000,5000,0,0
,2020066,202,66,65,202065,9484,5000,5000,5000,0,0
,2020067,202,67,65,202065,9484,5000,5000,5000,0,0
,2020068,202,68,65,202065,9484,5000,5000,5000,0,0
,2020069,202,69,65,202065,9484,5000,5000,5000,0,0
,2020070,202,70,70,202070,11746,5000,5000,5000,0,0
,2020071,202,71,70,202070,11746,5000,5000,5000,0,0
,2020072,202,72,70,202070,11746,5000,5000,5000,0,0
,2020073,202,73,70,202070,11746,5000,5000,5000,0,0
,2020074,202,74,70,202070,11746,5000,5000,5000,0,0
,2020075,202,75,75,202075,12430,5000,5000,5000,0,0
,2020076,202,76,75,202075,12430,5000,5000,5000,0,0
,2020077,202,77,75,202075,12430,5000,5000,5000,0,0
,2020078,202,78,75,202075,12430,5000,5000,5000,0,0
,2020079,202,79,75,202075,12430,5000,5000,5000,0,0
,2020080,202,80,80,202080,13114,5000,5000,5000,0,0
,2020081,202,81,80,202080,13114,5000,5000,5000,0,0
,2020082,202,82,80,202080,13114,5000,5000,5000,0,0
,2020083,202,83,80,202080,13114,5000,5000,5000,0,0
,2020084,202,84,80,202080,13114,5000,5000,5000,0,0
,2020085,202,85,85,202085,13798,5000,5000,5000,0,0
,2020086,202,86,85,202085,13798,5000,5000,5000,0,0
,2020087,202,87,85,202085,13798,5000,5000,5000,0,0
,2020088,202,88,85,202085,13798,5000,5000,5000,0,0
,2020089,202,89,85,202085,13798,5000,5000,5000,0,0
,2020090,202,90,90,202090,14482,5000,5000,5000,0,0
,2020091,202,91,90,202090,14482,5000,5000,5000,0,0
,2020092,202,92,90,202090,14482,5000,5000,5000,0,0
,2020093,202,93,90,202090,14482,5000,5000,5000,0,0
,2020094,202,94,90,202090,14482,5000,5000,5000,0,0
,2020095,202,95,95,202095,15166,5000,5000,5000,0,0
,2020096,202,96,95,202095,15166,5000,5000,5000,0,0
,2020097,202,97,95,202095,15166,5000,5000,5000,0,0
,2020098,202,98,95,202095,15166,5000,5000,5000,0,0
,2020099,202,99,95,202095,15166,5000,5000,5000,0,0
,2020100,202,100,100,202100,15850,5000,5000,5000,0,0
,2020101,202,101,100,202100,15850,5000,5000,5000,0,0
,2020102,202,102,100,202100,15850,5000,5000,5000,0,0
,2020103,202,103,100,202100,15850,5000,5000,5000,0,0
,2020104,202,104,100,202100,15850,5000,5000,5000,0,0
,2030000,203,0,1,203001,1062,3000,3000,3000,0,0
,2030001,203,1,1,203001,1062,3000,3000,3000,0,0
,2030002,203,2,1,203001,1062,3000,3000,3000,0,0
,2030003,203,3,1,203001,1062,3000,3000,3000,0,0
,2030004,203,4,1,203001,1062,3000,3000,3000,0,0
,2030005,203,5,5,203005,1459,3000,3000,3000,0,0
,2030006,203,6,5,203005,1459,3000,3000,3000,0,0
,2030007,203,7,5,203005,1459,3000,3000,3000,0,0
,2030008,203,8,5,203005,1459,3000,3000,3000,0,0
,2030009,203,9,5,203005,1459,3000,3000,3000,0,0
,2030010,203,10,10,203010,1965,3000,3000,3000,0,0
,2030011,203,11,10,203010,1965,3000,3000,3000,0,0
,2030012,203,12,10,203010,1965,3000,3000,3000,0,0
