,required,required,required,required,required,repeated,required,required,required,required,required,required,required,required
,101069,1010301,4,820,821,,2400,0,0,0,0,0,0,0
,101070,1010302,4,720,726,,5700,0,0,0,0,0,0,0
,101071,1010303,4,320,728,,3500,0,0,0,0,0,0,0
,101072,1010401,4,400,509,,1500,0,0,0,0,0,0,0
,101073,1010402,4,400,521,,1500,0,0,0,0,0,0,0
,101074,1010403,4,500,509,,1500,0,0,0,0,0,0,0
,101075,1010404,4,500,1341,,1500,0,0,0,0,0,0,0
,101076,1010405,4,1200,1378,,3950,0,0,0,0,0,0,0
,101077,1010406,4,1000,819,,2450,0,0,0,0,0,0,0
,101078,1010501,4,500,572,,2550,0,0,0,0,0,0,0
,101079,1010502,4,700,1010,,2550,0,0,0,0,0,0,0
,101080,1010503,4,400,349,,2550,0,0,0,0,0,0,0
,101081,1010504,4,400,511,,2550,0,0,0,0,0,0,0
,101082,1010601,4,1200,1439,,1950,0,0,0,0,0,0,0
,101083,1010602,4,900,1075,,1950,0,0,0,0,0,0,0
,101084,1010603,4,1800,2198,,1950,0,0,0,0,0,0,0
,101085,1010604,4,1600,1835,,1950,0,0,0,0,0,0,0
,101086,1010605,4,1600,1719,,1950,0,0,0,0,0,0,0
,101087,1010606,4,900,963,,4950,0,0,0,0,0,0,0
,101088,1010701,4,5000,5951,,11100,0,0,0,0,1,1,0
,101089,1010702,4,3000,3885,,23500,0,0,0,0,1,1,0
,101090,1010801,4,3000,3944,,0,0,0,0,0,0,0,0
,201036,2010301,4,2200,2853,,2250,0,0,0,0,0,0,0
,201037,2010302,4,420,548,,4350,0,0,0,0,0,0,0
,201038,2010303,4,380,494,,5300,0,0,0,0,0,0,0
,201039,2010401,4,3000,3244,,4900,0,0,0,0,0,0,0
,201040,2010402,4,1000,1013,,6700,0,0,0,0,0,0,0
,201041,2010501,4,950,1366,,1500,0,0,0,0,0,0,0
,201042,2010502,4,600,876,,3000,0,0,0,0,0,0,0
,201043,2010503,4,1650,2370,,2250,0,0,0,0,0,0,0
,201044,2010504,4,2800,4086,,5650,0,0,0,0,0,0,0
,201045,2010601,4,8000,10325,,7500,0,0,0,0,0,0,0
,201046,2010701,4,8000,9696,,24800,0,0,0,0,1,1,0
,301030,3010301,4,3600,1005,,7350,0,0,0,0,0,0,0
,301031,3010302,4,1400,1588,,4250,0,0,0,0,0,0,0
,301032,3010401,4,1900,1938,,9550,0,0,0,0,0,0,0
,301033,3010402,4,1100,1830,,3350,0,0,0,0,0,0,0
,301034,3010501,4,950,942,,2600,0,0,0,0,0,0,0
,301035,3010502,4,1450,1450,,4400,0,0,0,0,0,0,0
,301036,3010503,4,2600,3657,,7200,0,0,0,0,0,0,0
,301037,3010601,4,4000,3900,,19600,0,0,0,0,0,0,0
,301038,3010701,4,8000,11597,,39500,0,0,0,0,1,1,0
,102051,1020301,4,1350,1550,,7500,0,0,0,0,0,0,0
,102052,1020302,4,650,734,,4900,0,0,0,0,0,0,0
,102053,1020401,4,650,699,,1400,0,0,0,0,0,0,0
,102054,1020402,4,3200,3515,,6750,0,0,0,0,0,0,0
,102055,1020403,4,1150,1249,,3750,0,0,0,0,0,0,0
,102056,1020501,4,2850,2922,,4300,0,0,0,0,0,0,0
,102057,1020502,4,3150,2772,,9700,0,0,0,0,0,0,0
,102058,1020601,4,1250,1260,,3400,0,0,0,0,0,0,0
,102059,1020602,4,2750,2507,,9500,0,0,0,0,0,0,0
,102060,1020701,4,5000,4794,,24800,0,0,0,0,1,1,0
,102061,1022101,4,2000,2042,,4000,0,0,0,0,0,0,0
,102062,1022201,4,1800,1981,,4000,0,0,0,0,0,0,0
,102063,1022301,4,3200,3040,,11300,0,0,0,0,0,0,0
,102064,1022401,4,2000,2688,,14600,0,0,0,0,0,0,0
,102065,1022501,4,3400,3877,,12700,0,0,0,0,0,0,0
,102066,1022601,4,3000,2590,,14700,0,0,0,0,0,0,0
,302024,3020301,4,1000,1217,,7200,0,0,0,0,0,0,0
,302025,3020401,4,1650,1820,,3100,0,0,0,0,0,0,0
,302026,3020402,4,2050,2263,,3100,0,0,0,0,0,0,0
,302027,3020403,4,2300,2528,,6700,0,0,0,0,0,0,0
,302028,3020501,4,7000,7825,,13400,0,0,0,0,0,0,0
,302029,3020601,4,4000,4730,,0,0,0,0,0,0,0,0
,302030,3020701,4,7000,6913,,24800,0,0,0,0,1,1,0
,103039,1030301,4,600,614,,3100,0,0,0,0,0,0,0
,103040,1030302,4,750,758,,6700,0,0,0,0,0,0,0
,103041,1030303,4,650,670,,3100,0,0,0,0,0,0,0
,103042,1030401,4,1230,1464,,2600,0,0,0,0,0,0,0
,103043,1030402,4,2510,2997,,5050,0,0,0,0,0,0,0
,103044,1030403,4,2260,2706,,5050,0,0,0,0,0,0,0
,103045,1030501,4,510,588,,1500,0,0,0,0,0,0,0
,103046,1030502,4,1210,1399,,2900,0,0,0,0,0,0,0
,103047,1030503,4,3190,3688,,5500,0,0,0,0,0,0,0
,103048,1030504,4,2090,2417,,4300,0,0,0,0,0,0,0
,103049,1030601,4,6000,6228,,11400,0,0,0,0,0,0,0
,103050,1030701,4,10000,17206,,34600,0,0,0,0,1,1,0
,104039,1040301,4,1600,1619,,2600,0,0,0,0,0,0,0
,104040,1040302,4,1100,1175,,4600,0,0,0,0,0,0,0
,104041,1040401,4,1300,1465,,1600,0,0,0,0,0,0,0
,104042,1040402,4,1300,1524,,2800,0,0,0,0,0,0,0
,104043,1040403,4,1400,1625,,4400,0,0,0,0,0,0,0
,104044,1040501,4,850,989,,1600,0,0,0,0,0,0,0
,104045,1040502,4,1050,1199,,4100,0,0,0,0,0,0,0
,104046,1040503,4,1100,1304,,7000,0,0,0,0,0,0,0
,104047,1040601,4,2400,2375,,2600,0,0,0,0,0,0,0
,104048,1040602,4,3600,3594,,9800,0,0,0,0,0,0,0
,104049,1040701,4,2000,2045,,4900,0,0,0,0,1,1,0
,104050,1040702,4,6000,5983,,19900,0,0,0,0,1,1,0
,108035,1082401,3,5000,4841,,11200,0,0,0,0,0,0,0
,108036,1082501,3,5000,5065,,11600,0,0,0,0,0,0,0
,108037,1082601,3,5000,5231,,9700,0,0,0,0,0,0,0
,108038,1082701,3,8000,10023,,34800,0,0,0,0,0,0,0
,108039,1080301,4,2000,1894,,8500,0,0,0,0,0,0,0
,108040,1080401,4,3000,3117,,8800,0,0,0,0,0,0,0
,108041,1080501,4,5000,4864,,8000,0,0,0,0,0,0,0
,108042,1080601,4,6000,9013,,7500,0,0,0,0,0,0,0
,108043,1080701,4,8000,8201,,0,0,0,0,0,1,1,0
,108044,1082101,4,2000,1921,,4000,0,0,0,0,0,0,0
,105018,1050301,4,1836,1866,,8000,0,0,0,0,0,0,0
,105019,1050401,4,1836,6605,,10300,0,0,0,0,0,0,0
,105020,1050501,4,1836,4811,,12300,0,0,0,0,0,0,0
,105021,1050601,4,1836,7464,,14700,0,0,0,0,0,0,0
,105022,1050701,4,1836,8302,,29700,0,0,0,0,1,1,0
,106027,1060301,4,3000,3221,,9800,0,0,0,0,0,0,0
,106028,1060401,4,1550,1736,,3100,0,0,0,0,0,0,0
,106029,1060402,4,1450,1620,,6700,0,0,0,0,0,0,0
,106030,1060501,4,5000,5033,,7200,0,0,0,0,0,0,0
,106031,1060601,4,3000,3098,,4900,0,0,0,0,0,0,0
,106032,1060701,4,3750,4299,,5900,0,0,0,0,1,1,0
,106033,1060702,4,870,980,,7200,0,0,0,0,1,1,0
,106034,1060703,4,1380,1538,,9100,0,0,0,0,1,1,0
,101091,1010301,5,820,821,,2600,0,0,0,0,0,0,0
,101092,1010302,5,720,726,,6000,0,0,0,0,0,0,0
,101093,1010303,5,320,728,,3700,0,0,0,0,0,0,0
,101094,1010401,5,400,509,,1600,0,0,0,0,0,0,0
,101095,1010402,5,400,521,,1600,0,0,0,0,0,0,0
,101096,1010403,5,500,509,,1600,0,0,0,0,0,0,0
,101097,1010404,5,500,1341,,1600,0,0,0,0,0,0,0
,101098,1010405,5,1200,1378,,4200,0,0,0,0,0,0,0
,101099,1010406,5,1000,819,,2600,0,0,0,0,0,0,0
,101100,1010501,5,500,572,,2700,0,0,0,0,0,0,0
,101101,1010502,5,700,1010,,2700,0,0,0,0,0,0,0
,101102,1010503,5,400,349,,2700,0,0,0,0,0,0,0
,101103,1010504,5,400,511,,2700,0,0,0,0,0,0,0
,101104,1010601,5,1200,1439,,2100,0,0,0,0,0,0,0
,101105,1010602,5,900,1075,,2100,0,0,0,0,0,0,0
,101106,1010603,5,1800,2198,,2100,0,0,0,0,0,0,0
,101107,1010604,5,1600,1835,,2100,0,0,0,0,0,0,0
,101108,1010605,5,1600,1719,,2100,0,0,0,0,0,0,0
,101109,1010606,5,900,963,,5100,0,0,0,0,0,0,0
,101110,1010701,5,5000,5951,,11800,0,0,0,0,1,1,0
,101111,1010702,5,3000,3885,,25000,0,0,0,0,1,1,0
,101112,1010801,5,3000,3944,,0,0,0,0,0,0,0,0
,201047,2010301,5,2200,2853,,2400,0,0,0,0,0,0,0
,201048,2010302,5,420,548,,4600,0,0,0,0,0,0,0
,201049,2010303,5,380,494,,5600,0,0,0,0,0,0,0
,201050,2010401,5,3000,3244,,5200,0,0,0,0,0,0,0
,201051,2010402,5,1000,1013,,7100,0,0,0,0,0,0,0
,201052,2010501,5,950,1366,,1600,0,0,0,0,0,0,0
,201053,2010502,5,600,876,,3200,0,0,0,0,0,0,0
,201054,2010503,5,1650,2370,,2400,0,0,0,0,0,0,0
,201055,2010504,5,2800,4086,,6000,0,0,0,0,0,0,0
,201056,2010601,5,8000,10325,,8000,0,0,0,0,0,0,0
,201057,2010701,5,8000,9696,,26400,0,0,0,0,1,1,0
,301039,3010301,5,3600,1005,,7800,0,0,0,0,0,0,0
,301040,3010302,5,1400,1588,,4500,0,0,0,0,0,0,0
,301041,3010401,5,1900,1938,,10100,0,0,0,0,0,0,0
,301042,3010402,5,1100,1830,,3600,0,0,0,0,0,0,0
,301043,3010501,5,950,942,,2800,0,0,0,0,0,0,0
,301044,3010502,5,1450,1450,,4700,0,0,0,0,0,0,0
,301045,3010503,5,2600,3657,,7600,0,0,0,0,0,0,0
,301046,3010601,5,4000,3900,,20800,0,0,0,0,0,0,0
,301047,3010701,5,8000,11597,,42000,0,0,0,0,1,1,0
,102067,1020301,5,1350,1550,,8000,0,0,0,0,0,0,0
,102068,1020302,5,650,734,,5200,0,0,0,0,0,0,0
,102069,1020401,5,650,699,,1500,0,0,0,0,0,0,0
,102070,1020402,5,3200,3515,,7200,0,0,0,0,0,0,0
,102071,1020403,5,1150,1249,,3900,0,0,0,0,0,0,0
,102072,1020501,5,2850,2922,,4600,0,0,0,0,0,0,0
,102073,1020502,5,3150,2772,,10300,0,0,0,0,0,0,0
,102074,1020601,5,1250,1260,,3600,0,0,0,0,0,0,0
,102075,1020602,5,2750,2507,,10100,0,0,0,0,0,0,0
,102076,1020701,5,5000,4794,,26400,0,0,0,0,1,1,0
,102077,1022101,5,2000,2042,,4000,0,0,0,0,0,0,0
,102078,1022201,5,1800,1981,,4000,0,0,0,0,0,0,0
,102079,1022301,5,3200,3040,,12000,0,0,0,0,0,0,0
,102080,1022401,5,2000,2688,,15200,0,0,0,0,0,0,0
,102081,1022501,5,3400,3877,,13500,0,0,0,0,0,0,0
,102082,1022601,5,3000,2590,,15600,0,0,0,0,0,0,0
,302031,3020301,5,1000,1217,,7600,0,0,0,0,0,0,0
,302032,3020401,5,1650,1820,,3300,0,0,0,0,0,0,0
,302033,3020402,5,2050,2263,,3300,0,0,0,0,0,0,0
,302034,3020403,5,2300,2528,,7100,0,0,0,0,0,0,0
,302035,3020501,5,7000,7825,,14200,0,0,0,0,0,0,0
,302036,3020601,5,4000,4730,,0,0,0,0,0,0,0,0
,302037,3020701,5,7000,6913,,26400,0,0,0,0,1,1,0
,103051,1030301,5,600,614,,3300,0,0,0,0,0,0,0
,103052,1030302,5,750,758,,7100,0,0,0,0,0,0,0
,103053,1030303,5,650,670,,3300,0,0,0,0,0,0,0
,103054,1030401,5,1230,1464,,2800,0,0,0,0,0,0,0
,103055,1030402,5,2510,2997,,5350,0,0,0,0,0,0,0
,103056,1030403,5,2260,2706,,5350,0,0,0,0,0,0,0
,103057,1030501,5,510,588,,1600,0,0,0,0,0,0,0
,103058,1030502,5,1210,1399,,3100,0,0,0,0,0,0,0
,103059,1030503,5,3190,3688,,5800,0,0,0,0,0,0,0
,103060,1030504,5,2090,2417,,4600,0,0,0,0,0,0,0
,103061,1030601,5,6000,6228,,12100,0,0,0,0,0,0,0
,103062,1030701,5,10000,17206,,36800,0,0,0,0,1,1,0
,104051,1040301,5,1600,1619,,2800,0,0,0,0,0,0,0
,104052,1040302,5,1100,1175,,4800,0,0,0,0,0,0,0
,104053,1040401,5,1300,1465,,1700,0,0,0,0,0,0,0
,104054,1040402,5,1300,1524,,3000,0,0,0,0,0,0,0
,104055,1040403,5,1400,1625,,4700,0,0,0,0,0,0,0
,104056,1040501,5,850,989,,1700,0,0,0,0,0,0,0
,104057,1040502,5,1050,1199,,4400,0,0,0,0,0,0,0
,104058,1040503,5,1100,1304,,7500,0,0,0,0,0,0,0
,104059,1040601,5,2400,2375,,2800,0,0,0,0,0,0,0
,104060,1040602,5,3600,3594,,10400,0,0,0,0,0,0,0
,104061,1040701,5,2000,2045,,5200,0,0,0,0,1,1,0
,104062,1040702,5,6000,5983,,21200,0,0,0,0,1,1,0
,108045,1082201,4,2000,3017,,4000,0,0,0,0,0,0,0
,108046,1082301,4,3000,2684,,11600,0,0,0,0,0,0,0
,108047,1082401,4,5000,4841,,11900,0,0,0,0,0,0,0
,108048,1082501,4,5000,5065,,12400,0,0,0,0,0,0,0
,108049,1082601,4,5000,5231,,10300,0,0,0,0,0,0,0
,108050,1082701,4,8000,10023,,37200,0,0,0,0,0,0,0
,108051,1080301,5,2000,1894,,9000,0,0,0,0,0,0,0
,108052,1080401,5,3000,3117,,9400,0,0,0,0,0,0,0
,108053,1080501,5,5000,4864,,8500,0,0,0,0,0,0,0
,108054,1080601,5,6000,9013,,8000,0,0,0,0,0,0,0
,105023,1050301,5,1836,1866,,8500,0,0,0,0,0,0,0
,105024,1050401,5,1836,6605,,10900,0,0,0,0,0,0,0
,105025,1050501,5,1836,4811,,12900,0,0,0,0,0,0,0
,105026,1050601,5,1836,7464,,15600,0,0,0,0,0,0,0
,105027,1050701,5,1836,8302,,31600,0,0,0,0,1,1,0
,106035,1060301,5,3000,3221,,10400,0,0,0,0,0,0,0
,106036,1060401,5,1550,1736,,3300,0,0,0,0,0,0,0
,106037,1060402,5,1450,1620,,7100,0,0,0,0,0,0,0
,106038,1060501,5,5000,5033,,7600,0,0,0,0,0,0,0
,106039,1060601,5,3000,3098,,5200,0,0,0,0,0,0,0
,106040,1060701,5,3750,4299,,6200,0,0,0,0,1,1,0
,106041,1060702,5,870,980,,7600,0,0,0,0,1,1,0
,106042,1060703,5,1380,1538,,9800,0,0,0,0,1,1,0
,101113,1010301,6,820,821,,2800,0,0,0,0,0,0,0
,101114,1010302,6,720,726,,6300,0,0,0,0,0,0,0
,101115,1010303,6,320,728,,3900,0,0,0,0,0,0,0
,101116,1010401,6,400,509,,1700,0,0,0,0,0,0,0
,101117,1010402,6,400,521,,1700,0,0,0,0,0,0,0
,101118,1010403,6,500,509,,1700,0,0,0,0,0,0,0
,101119,1010404,6,500,1341,,1700,0,0,0,0,0,0,0
,101120,1010405,6,1200,1378,,4450,0,0,0,0,0,0,0
,101121,1010406,6,1000,819,,2750,0,0,0,0,0,0,0
,101122,1010501,6,500,572,,2850,0,0,0,0,0,0,0
,101123,1010502,6,700,1010,,2850,0,0,0,0,0,0,0
,101124,1010503,6,400,349,,2850,0,0,0,0,0,0,0
,101125,1010504,6,400,511,,2850,0,0,0,0,0,0,0
,101126,1010601,6,1200,1439,,2250,0,0,0,0,0,0,0
,101127,1010602,6,900,1075,,2250,0,0,0,0,0,0,0
,101128,1010603,6,1800,2198,,2250,0,0,0,0,0,0,0
,101129,1010604,6,1600,1835,,2250,0,0,0,0,0,0,0
,101130,1010605,6,1600,1719,,2250,0,0,0,0,0,0,0
,101131,1010606,6,900,963,,5250,0,0,0,0,0,0,0
,101132,1010701,6,5000,5951,,12500,0,0,0,0,1,1,0
,101133,1010702,6,3000,3885,,26500,0,0,0,0,1,1,0
,101134,1010801,6,3000,3944,,0,0,0,0,0,0,0,0
,201058,2010301,6,2200,2853,,2550,0,0,0,0,0,0,0
,201059,2010302,6,420,548,,4850,0,0,0,0,0,0,0
,201060,2010303,6,380,494,,5900,0,0,0,0,0,0,0
,201061,2010401,6,3000,3244,,5500,0,0,0,0,0,0,0
,201062,2010402,6,1000,1013,,7500,0,0,0,0,0,0,0
,201063,2010501,6,950,1366,,1700,0,0,0,0,0,0,0
,201064,2010502,6,600,876,,3400,0,0,0,0,0,0,0
,201065,2010503,6,1650,2370,,2550,0,0,0,0,0,0,0
,201066,2010504,6,2800,4086,,6350,0,0,0,0,0,0,0
,201067,2010601,6,8000,10325,,8500,0,0,0,0,0,0,0
,201068,2010701,6,8000,9696,,28000,0,0,0,0,1,1,0
,301048,3010301,6,3600,1005,,8250,0,0,0,0,0,0,0
,301049,3010302,6,1400,1588,,4750,0,0,0,0,0,0,0
,301050,3010401,6,1900,1938,,10650,0,0,0,0,0,0,0
,301051,3010402,6,1100,1830,,3850,0,0,0,0,0,0,0
,301052,3010501,6,950,942,,3000,0,0,0,0,0,0,0
,301053,3010502,6,1450,1450,,5000,0,0,0,0,0,0,0
,301054,3010503,6,2600,3657,,8000,0,0,0,0,0,0,0
,301055,3010601,6,4000,3900,,22000,0,0,0,0,0,0,0
,301056,3010701,6,8000,11597,,44500,0,0,0,0,1,1,0
,102083,1020301,6,1350,1550,,8500,0,0,0,0,0,0,0
,102084,1020302,6,650,734,,5500,0,0,0,0,0,0,0
,102085,1020401,6,650,699,,1600,0,0,0,0,0,0,0
,102086,1020402,6,3200,3515,,7650,0,0,0,0,0,0,0
,102087,1020403,6,1150,1249,,4050,0,0,0,0,0,0,0
,102088,1020501,6,2850,2922,,4900,0,0,0,0,0,0,0
,102089,1020502,6,3150,2772,,10900,0,0,0,0,0,0,0
,102090,1020601,6,1250,1260,,3800,0,0,0,0,0,0,0
,102091,1020602,6,2750,2507,,10700,0,0,0,0,0,0,0
,102092,1020701,6,5000,4794,,28000,0,0,0,0,1,1,0
,102093,1022101,6,2000,2042,,4000,0,0,0,0,0,0,0
,102094,1022201,6,1800,1981,,4000,0,0,0,0,0,0,0
,102095,1022301,6,3200,3040,,12700,0,0,0,0,0,0,0
,102096,1022401,6,2000,2688,,16100,0,0,0,0,0,0,0
,102097,1022501,6,3400,3877,,14300,0,0,0,0,0,0,0
,102098,1022601,6,3000,2590,,16500,0,0,0,0,0,0,0
,302038,3020301,6,1000,1217,,8000,0,0,0,0,0,0,0
,302039,3020401,6,1650,1820,,3500,0,0,0,0,0,0,0
,302040,3020402,6,2050,2263,,3500,0,0,0,0,0,0,0
,302041,3020403,6,2300,2528,,7500,0,0,0,0,0,0,0
,302042,3020501,6,7000,7825,,15000,0,0,0,0,0,0,0
,302043,3020601,6,4000,4730,,0,0,0,0,0,0,0,0
,302044,3020701,6,7000,6913,,28000,0,0,0,0,1,1,0
,103063,1030301,6,600,614,,3500,0,0,0,0,0,0,0
,103064,1030302,6,750,758,,7500,0,0,0,0,0,0,0
,103065,1030303,6,650,670,,3500,0,0,0,0,0,0,0
,103066,1030401,6,1230,1464,,3000,0,0,0,0,0,0,0
,103067,1030402,6,2510,2997,,5650,0,0,0,0,0,0,0
,103068,1030403,6,2260,2706,,5650,0,0,0,0,0,0,0
,103069,1030501,6,510,588,,1700,0,0,0,0,0,0,0
,103070,1030502,6,1210,1399,,3300,0,0,0,0,0,0,0
,103071,1030503,6,3190,3688,,6100,0,0,0,0,0,0,0
,103072,1030504,6,2090,2417,,4900,0,0,0,0,0,0,0
,103073,1030601,6,6000,6228,,12800,0,0,0,0,0,0,0
,103074,1030701,6,10000,17206,,39000,0,0,0,0,1,1,0
,104063,1040301,6,1600,1619,,3000,0,0,0,0,0,0,0
,104064,1040302,6,1100,1175,,5000,0,0,0,0,0,0,0
,104065,1040401,6,1300,1465,,1800,0,0,0,0,0,0,0
,104066,1040402,6,1300,1524,,3200,0,0,0,0,0,0,0
,104067,1040403,6,1400,1625,,5000,0,0,0,0,0,0,0
,104068,1040501,6,850,989,,1800,0,0,0,0,0,0,0
,104069,1040502,6,1050,1199,,4700,0,0,0,0,0,0,0
,104070,1040503,6,1100,1304,,8000,0,0,0,0,0,0,0
,104071,1040601,6,2400,2375,,3000,0,0,0,0,0,0,0
,104072,1040602,6,3600,3594,,11000,0,0,0,0,0,0,0
,104073,1040701,6,2000,2045,,5500,0,0,0,0,1,1,0
,104074,1040702,6,6000,5983,,22500,0,0,0,0,1,1,0
,108055,1080701,5,8000,8201,,0,0,0,0,0,1,1,0
,108056,1082101,5,2000,1921,,4000,0,0,0,0,0,0,0
,108057,1082201,5,2000,3017,,4000,0,0,0,0,0,0,0
,108058,1082301,5,3000,2684,,12300,0,0,0,0,0,0,0
,108059,1082401,5,5000,4841,,12600,0,0,0,0,0,0,0
,108060,1082501,5,5000,5065,,13200,0,0,0,0,0,0,0
,108061,1082601,5,5000,5231,,10900,0,0,0,0,0,0,0
,108062,1082701,5,8000,10023,,39600,0,0,0,0,0,0,0
,108063,1080301,6,2000,1894,,9500,0,0,0,0,0,0,0
,108064,1080401,6,3000,3117,,10000,0,0,0,0,0,0,0
,105028,1050301,6,1836,1866,,9000,0,0,0,0,0,0,0
,105029,1050401,6,1836,6605,,11500,0,0,0,0,0,0,0
,105030,1050501,6,1836,4811,,13500,0,0,0,0,0,0,0
,105031,1050601,6,1836,7464,,16500,0,0,0,0,0,0,0
,105032,1050701,6,1836,8302,,33500,0,0,0,0,1,1,0
,106043,1060301,6,3000,3221,,11000,0,0,0,0,0,0,0
,106044,1060401,6,1550,1736,,3500,0,0,0,0,0,0,0
,106045,1060402,6,1450,1620,,7500,0,0,0,0,0,0,0
,106046,1060501,6,5000,5033,,8000,0,0,0,0,0,0,0
,106047,1060601,6,3000,3098,,5500,0,0,0,0,0,0,0
,106048,1060701,6,3750,4299,,6500,0,0,0,0,1,1,0
,106049,1060702,6,870,980,,8000,0,0,0,0,1,1,0
,106050,1060703,6,1380,1538,,10500,0,0,0,0,1,1,0
,101135,1010301,7,820,821,,3200,0,0,0,0,0,0,0
,101136,1010302,7,720,726,,6900,0,0,0,0,0,0,0
,101137,1010303,7,320,728,,4300,0,0,0,0,0,0,0
,101138,1010401,7,400,509,,1900,0,0,0,0,0,0,0
,101139,1010402,7,400,521,,1900,0,0,0,0,0,0,0
,101140,1010403,7,500,509,,1900,0,0,0,0,0,0,0
,101141,1010404,7,500,1341,,1900,0,0,0,0,0,0,0
,101142,1010405,7,1200,1378,,4950,0,0,0,0,0,0,0
,101143,1010406,7,1000,819,,3050,0,0,0,0,0,0,0
,101144,1010501,7,500,572,,3150,0,0,0,0,0,0,0
,101145,1010502,7,700,1010,,3150,0,0,0,0,0,0,0
,101146,1010503,7,400,349,,3150,0,0,0,0,0,0,0
,101147,1010504,7,400,511,,3150,0,0,0,0,0,0,0
,101148,1010601,7,1200,1439,,2550,0,0,0,0,0,0,0
,101149,1010602,7,900,1075,,2550,0,0,0,0,0,0,0
,101150,1010603,7,1800,2198,,2550,0,0,0,0,0,0,0
,101151,1010604,7,1600,1835,,2550,0,0,0,0,0,0,0
,101152,1010605,7,1600,1719,,2550,0,0,0,0,0,0,0
,101153,1010606,7,900,963,,5550,0,0,0,0,0,0,0
,101154,1010701,7,5000,5951,,13900,0,0,0,0,1,1,0
,101155,1010702,7,3000,3885,,29500,0,0,0,0,1,1,0
,101156,1010801,7,3000,3944,,0,0,0,0,0,0,0,0
,201069,2010301,7,2200,2853,,2700,0,0,0,0,0,0,0
,201070,2010302,7,420,548,,5300,0,0,0,0,0,0,0
,201071,2010303,7,380,494,,6700,0,0,0,0,0,0,0
,201072,2010401,7,3000,3244,,6100,0,0,0,0,0,0,0
,201073,2010402,7,1000,1013,,8300,0,0,0,0,0,0,0
,201074,2010501,7,950,1366,,1900,0,0,0,0,0,0,0
,201075,2010502,7,600,876,,3800,0,0,0,0,0,0,0
,201076,2010503,7,1650,2370,,2850,0,0,0,0,0,0,0
,201077,2010504,7,2800,4086,,7050,0,0,0,0,0,0,0
,201078,2010601,7,8000,10325,,9500,0,0,0,0,0,0,0
,201079,2010701,7,8000,9696,,31200,0,0,0,0,1,1,0
,301057,3010301,7,3600,1005,,9150,0,0,0,0,0,0,0
,301058,3010302,7,1400,1588,,5250,0,0,0,0,0,0,0
,301059,3010401,7,1900,1938,,11750,0,0,0,0,0,0,0
,301060,3010402,7,1100,1830,,4350,0,0,0,0,0,0,0
,301061,3010501,7,950,942,,3400,0,0,0,0,0,0,0
,301062,3010502,7,1450,1450,,5600,0,0,0,0,0,0,0
,301063,3010503,7,2600,3657,,8800,0,0,0,0,0,0,0
,301064,3010601,7,4000,3900,,24400,0,0,0,0,0,0,0
,301065,3010701,7,8000,11597,,49500,0,0,0,0,1,1,0
,102099,1020301,7,1350,1550,,9500,0,0,0,0,0,0,0
,102100,1020302,7,650,734,,6100,0,0,0,0,0,0,0
,102101,1020401,7,650,699,,1800,0,0,0,0,0,0,0
,102102,1020402,7,3200,3515,,8550,0,0,0,0,0,0,0
,102103,1020403,7,1150,1249,,4350,0,0,0,0,0,0,0
,102104,1020501,7,2850,2922,,5500,0,0,0,0,0,0,0
,102105,1020502,7,3150,2772,,12100,0,0,0,0,0,0,0
,102106,1020601,7,1250,1260,,4200,0,0,0,0,0,0,0
,102107,1020602,7,2750,2507,,11900,0,0,0,0,0,0,0
,102108,1020701,7,5000,4794,,31200,0,0,0,0,1,1,0
,102109,1022101,7,2000,2042,,4000,0,0,0,0,0,0,0
,102110,1022201,7,1800,1981,,4000,0,0,0,0,0,0,0
,102111,1022301,7,3200,3040,,14100,0,0,0,0,0,0,0
,102112,1022401,7,2000,2688,,17900,0,0,0,0,0,0,0
,102113,1022501,7,3400,3877,,15900,0,0,0,0,0,0,0
,102114,1022601,7,3000,2590,,18300,0,0,0,0,0,0,0
,302045,3020301,7,1000,1217,,8800,0,0,0,0,0,0,0
,302046,3020401,7,1650,1820,,3900,0,0,0,0,0,0,0
,302047,3020402,7,2050,2263,,3900,0,0,0,0,0,0,0
,302048,3020403,7,2300,2528,,8300,0,0,0,0,0,0,0
,302049,3020501,7,7000,7825,,16600,0,0,0,0,0,0,0
,302050,3020601,7,4000,4730,,0,0,0,0,0,0,0,0
,302051,3020701,7,7000,6913,,31200,0,0,0,0,1,1,0
,103075,1030301,7,600,614,,3900,0,0,0,0,0,0,0
,103076,1030302,7,750,758,,8300,0,0,0,0,0,0,0
,103077,1030303,7,650,670,,3900,0,0,0,0,0,0,0
,103078,1030401,7,1230,1464,,3400,0,0,0,0,0,0,0
,103079,1030402,7,2510,2997,,6250,0,0,0,0,0,0,0
,103080,1030403,7,2260,2706,,6250,0,0,0,0,0,0,0
,103081,1030501,7,510,588,,1900,0,0,0,0,0,0,0
,103082,1030502,7,1210,1399,,3700,0,0,0,0,0,0,0
,103083,1030503,7,3190,3688,,6700,0,0,0,0,0,0,0
,103084,1030504,7,2090,2417,,5500,0,0,0,0,0,0,0
,103085,1030601,7,6000,6228,,14200,0,0,0,0,0,0,0
,103086,1030701,7,10000,17206,,43400,0,0,0,0,1,1,0
,104075,1040301,7,1600,1619,,3400,0,0,0,0,0,0,0
,104076,1040302,7,1100,1175,,5400,0,0,0,0,0,0,0
,104077,1040401,7,1300,1465,,2000,0,0,0,0,0,0,0
