,required,optional,optional,optional
,7000142,Textures/Atlas/Dyn/Item/7000142.png,0,0
,7000152,Textures/Atlas/Dyn/Item/7000152.png,0,0
,7000162,Textures/Atlas/Dyn/Item/7000162.png,0,0
,7000163,Textures/Atlas/Dyn/Item/7000163.png,0,0
镶金魔导箱之钥,7000173,Textures/Atlas/Dyn/Item/7000173.png,0,0
镶金魔导箱之钥,7000183,Textures/Atlas/Dyn/Item/7000173.png,0,0
耀晶魔导箱之钥,7000184,Textures/Atlas/Dyn/Item/7000173.png,0,0
,7000201,Textures/Atlas/Dyn/Item/410024.png,0,0
,7000202,Textures/Atlas/Dyn/Item/410024.png,0,0
,7000203,Textures/Atlas/Dyn/Item/410024.png,0,0
,7000231,Textures/Atlas/Dyn/Item/450023.png,0,0
,7000232,Textures/Atlas/Dyn/Item/450023.png,0,0
,7000233,Textures/Atlas/Dyn/Item/450023.png,0,0
,7000261,Textures/Atlas/Dyn/Item/500014.png,0,0
,7000262,Textures/Atlas/Dyn/Item/500014.png,0,0
,7000263,Textures/Atlas/Dyn/Item/500014.png,0,0
,7000291,Textures/Atlas/Dyn/Item/102.png,0,0
,7000292,Textures/Atlas/Dyn/Item/102.png,0,0
,7000293,Textures/Atlas/Dyn/Item/102.png,0,0
,7000311,Textures/Atlas/Dyn/Item/1000212.png,0,0
,7000341,Textures/Atlas/Dyn/Item/7000341.png,0,0
,7000342,Textures/Atlas/Dyn/Item/434014.png,0,0
,7000343,Textures/Atlas/Dyn/Item/7000331.png,0,0
,7000345,Textures/Atlas/Dyn/Item/2120013.png,0,0
,7000361,Textures/Atlas/Dyn/Item/5000210.png,0,0
,8000012,Textures/Atlas/Dyn/Item/8000012.png,0,1
,8000032,Textures/Atlas/Dyn/Item/8000032.png,0,1
,8000042,Textures/Atlas/Dyn/Item/8000042.png,0,1
,8000052,Textures/Atlas/Dyn/Item/8000052.png,0,1
,8000062,Textures/Atlas/Dyn/Item/8000062.png,0,1
,8000102,Textures/Atlas/Dyn/Item/8000102.png,0,1
奖励接口测试1,8000111,Textures/Atlas/Dyn/Item/8000111.png,0,0
奖励接口测试2,8000112,Textures/Atlas/Dyn/Item/8000112.png,0,0
奖励接口测试3,8000113,Textures/Atlas/Dyn/Item/8000113.png,0,0
奖励接口测试4,8000114,Textures/Atlas/Dyn/Item/8000114.png,0,0
奖励接口测试5,8000115,Textures/Atlas/Dyn/Item/8000115.png,0,0
限量符文礼包,8000132,Textures/Atlas/Dyn/Item/8000132.png,0,0
,8000221,Textures/Atlas/Dyn/Item/8000221.png,0,0
,8000305,Textures/Atlas/Dyn/Item/7000022.png,0,0
,8000315,Textures/Atlas/Dyn/Item/7000022.png,0,0
,9000001,Textures/Atlas/Dyn/Item/9000001.png,0,0
,9999999,Textures/Atlas/Dyn/Item/default.png,0,0
