,id,talkName,dialogue,firstBtnText,secondBtnText,actionText,dialogue_Japanese
,1373805,,（阿贾克斯冲了出来抱住默希娅，替她挡下辉鳞族士兵的致命一击，<br>    并将匕首插进了辉鳞族士兵的喉咙。）,,,,（阿贾克斯冲了出来抱住默希娅，替她挡下辉鳞族士兵的致命一击，<br>    并将匕首插进了辉鳞族士兵的喉咙。）
,1373806,,这热热的是什么……红色的……你是谁？为什么……要救我？,,,,这热热的是什么……红色的……你是谁？为什么……要救我？
,1373807,,我……唔！,,,,我……唔！
,1373808,,（贝崔尔趁乱将匕首狠狠地插进了阿贾克斯的背部……）,,,,（贝崔尔趁乱将匕首狠狠地插进了阿贾克斯的背部……）
,1373809,,永别了，善良的阿贾克斯。<br>（带回神器的功劳归我了！匕首上抹了毒药，他活不了多久了！）,,,,永别了，善良的阿贾克斯。<br>（带回神器的功劳归我了！匕首上抹了毒药，他活不了多久了！）
,1373810,,为……为什么…会这样……团长……团长…我……我好害怕……<br>我……我又要被人抛弃了吗……不…不不不…不要啊！！！,,,,为……为什么…会这样……团长……团长…我……我好害怕……<br>我……我又要被人抛弃了吗……不…不不不…不要啊！！！
,1373901,,默希娅，看到了吗？幸福就是这么无用的东西，只有深入骨髓的痛苦才能给你带来强大的力量。,,,,默希娅，看到了吗？幸福就是这么无用的东西，只有深入骨髓的痛苦才能给你带来强大的力量。
,1373902,,,,,翌日,
,1373903,,哼，就算再亲密的战友为了利益拔刀相向。是你救了我？从今往后，我的命就是你了。世界上不再有阿贾克斯·弗朗西斯这个人了。,,,,哼，就算再亲密的战友为了利益拔刀相向。是你救了我？从今往后，我的命就是你了。世界上不再有阿贾克斯·弗朗西斯这个人了。
,1373904,,以后，我就是檐鬼。我将供你驱使，直到生命的尽头。我会成为你的利刃，收割任何你想要的生命。,,,,以后，我就是檐鬼。我将供你驱使，直到生命的尽头。我会成为你的利刃，收割任何你想要的生命。
,1373905,,我接受你的效忠。那么，默希娅，你之后想要怎么做？,,,,我接受你的效忠。那么，默希娅，你之后想要怎么做？
,1373906,,………………,,,,………………
,1373907,,那，就一起加入圣界吧。我会教你获得力量的方式，我绝对不会抛弃你。,,,,那，就一起加入圣界吧。我会教你获得力量的方式，我绝对不会抛弃你。
,1373908,,…………………………嗯。,,,,…………………………嗯。
,1374001,,（突然，一阵白光闪过，众人意识回到了现实）,,,,（突然，一阵白光闪过，众人意识回到了现实）
,1374002,,这难道是…………,,,,这难道是…………
,1374003,,【哔——】刚刚发生了什么？我【哔——】【哔——】【哔——】的！,,,,【哔——】刚刚发生了什么？我【哔——】【哔——】【哔——】的！
,1374004,,（众人还在迷茫之际，西蒙重重地倒在了地上。）,,,,（众人还在迷茫之际，西蒙重重地倒在了地上。）
,1374005,温丽/爱琳娜,西蒙！,,,,西蒙！
,1374006,,我……我没事……,,,,我……我没事……
,1374007,,看来这是女武神的指引。人类朋友，你们先带这位少年去休息一下。我需要去族内书库调查一下刚刚发生的事，请你们明天再来吧。,,,,看来这是女武神的指引。人类朋友，你们先带这位少年去休息一下。我需要去族内书库调查一下刚刚发生的事，请你们明天再来吧。
,1380401,,现在西蒙身体不适需要休息一阵，明天再去找大祭司吧。,,,,现在西蒙身体不适需要休息一阵，明天再去找大祭司吧。
,1380501,,呼……睡一觉感觉好多了！虽然还是有点……不过没关系，我们马上去找大祭司吧！,,,,呼……睡一觉感觉好多了！虽然还是有点……不过没关系，我们马上去找大祭司吧！
