,required,optional,required,required,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,1143,,401,3,11,11,1,1200,2110001,2,0,0,0,0,0,0
,1144,,401,3,12,12,1,1400,2110001,2,0,0,0,0,0,0
,1145,,401,3,13,13,1,1600,2110001,2,0,0,0,0,0,0
,1146,,401,3,14,14,1,1800,2110001,2,0,0,0,0,0,0
,1147,,401,3,15,15,1,2000,2110001,2,0,0,0,0,0,0
,1148,,401,3,16,16,1,2200,2110001,2,0,0,0,0,0,0
,1149,,401,3,17,17,1,2400,2110001,2,0,0,0,0,0,0
,1150,,401,3,18,18,1,2600,2110001,2,0,0,0,0,0,0
,1151,,401,3,19,19,1,2800,2110001,2,0,0,0,0,0,0
,1152,,401,3,20,20,2,3000,2110001,2,0,0,0,0,0,0
,1153,,401,3,21,21,2,3300,2110001,3,0,0,0,0,0,0
,1154,,401,3,22,22,2,3600,2110001,3,0,0,0,0,0,0
,1155,,401,3,23,23,2,3900,2110001,3,0,0,0,0,0,0
,1156,,401,3,24,24,2,4200,2110001,3,0,0,0,0,0,0
,1157,,401,3,25,25,2,4500,2110001,3,0,0,0,0,0,0
,1158,,401,3,26,26,2,4800,2110001,3,0,0,0,0,0,0
,1159,,401,3,27,27,2,5100,2110001,3,0,0,0,0,0,0
,1160,,401,3,28,28,2,5400,2110001,3,0,0,0,0,0,0
,1161,,401,3,29,29,2,5700,2110001,3,0,0,0,0,0,0
,1162,,401,3,30,30,2,6000,2110001,3,0,0,0,0,0,0
,1163,,401,3,31,31,3,6500,2110001,4,2110002,1,0,0,0,0
,1164,,401,3,32,32,3,7000,2110001,4,2110002,1,0,0,0,0
,1165,,401,3,33,33,3,7500,2110001,4,2110002,1,0,0,0,0
,1166,,401,3,34,34,3,8000,2110001,4,2110002,1,0,0,0,0
,1167,,401,3,35,35,3,8500,2110001,4,2110002,1,0,0,0,0
,1168,,401,3,36,36,3,9000,2110001,4,2110002,1,0,0,0,0
,1169,,401,3,37,37,3,9500,2110001,4,2110002,1,0,0,0,0
,1170,,401,3,38,38,3,10000,2110001,4,2110002,1,0,0,0,0
,1171,,401,3,39,39,3,10500,2110001,4,2110002,1,0,0,0,0
,1172,,401,3,40,40,3,11000,2110001,4,2110002,1,0,0,0,0
,1173,,401,3,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,1174,,401,3,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,1175,,401,3,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,1176,,401,3,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,1177,,401,3,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,1178,,401,3,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,1179,,401,3,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,1180,,401,3,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,1181,,401,3,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,1182,,401,3,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,1183,,401,3,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,1184,,401,3,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
,1185,,401,3,53,53,5,24000,2110001,10,2110002,3,2110003,1,0,0
,1186,,401,3,54,54,5,25000,2110001,10,2110002,3,2110003,1,0,0
,1187,,401,3,55,55,5,26000,2110001,10,2110002,3,2110003,1,0,0
,1188,,401,3,56,56,5,27000,2110001,10,2110002,3,2110003,2,0,0
,1189,,401,3,57,57,5,28000,2110001,10,2110002,3,2110003,2,0,0
,1190,,401,3,58,58,5,29000,2110001,10,2110002,3,2110003,2,0,0
,1191,,401,3,59,59,5,30000,2110001,10,2110002,3,2110003,2,0,0
,1192,,401,3,60,60,5,31000,2110001,10,2110002,3,2110003,2,0,0
,1193,,401,3,61,61,6,32000,2110001,10,2110002,4,2110003,3,0,0
,1194,,401,3,62,62,6,33000,2110001,10,2110002,4,2110003,3,0,0
,1195,,401,3,63,63,6,34000,2110001,10,2110002,4,2110003,3,0,0
,1196,,401,3,64,64,6,35000,2110001,10,2110002,4,2110003,3,0,0
,1197,,401,3,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,1198,,401,3,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,1199,,401,3,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,1200,,401,3,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,1201,,401,3,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,1202,,401,3,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,1203,,401,3,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,1204,,401,3,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,1205,,401,3,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,1206,,401,3,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,1207,,401,3,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,1208,,401,3,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,1209,,401,3,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,1210,,401,3,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,1211,,401,3,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,1212,,401,3,80,80,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,1213,,401,4,1,1,0,100,2110001,1,0,0,0,0,0,0
,1214,,401,4,2,2,0,200,2110001,1,0,0,0,0,0,0
,1215,,401,4,3,3,0,300,2110001,1,0,0,0,0,0,0
,1216,,401,4,4,4,0,400,2110001,1,0,0,0,0,0,0
,1217,,401,4,5,5,0,500,2110001,1,0,0,0,0,0,0
,1218,,401,4,6,6,0,600,2110001,1,0,0,0,0,0,0
,1219,,401,4,7,7,0,700,2110001,1,0,0,0,0,0,0
,1220,,401,4,8,8,0,800,2110001,1,0,0,0,0,0,0
,1221,,401,4,9,9,0,900,2110001,1,0,0,0,0,0,0
,1222,,401,4,10,10,0,1000,2110001,1,0,0,0,0,0,0
,1223,,401,4,11,11,1,1200,2110001,2,0,0,0,0,0,0
,1224,,401,4,12,12,1,1400,2110001,2,0,0,0,0,0,0
,1225,,401,4,13,13,1,1600,2110001,2,0,0,0,0,0,0
,1226,,401,4,14,14,1,1800,2110001,2,0,0,0,0,0,0
,1227,,401,4,15,15,1,2000,2110001,2,0,0,0,0,0,0
,1228,,401,4,16,16,1,2200,2110001,2,0,0,0,0,0,0
,1229,,401,4,17,17,1,2400,2110001,2,0,0,0,0,0,0
,1230,,401,4,18,18,1,2600,2110001,2,0,0,0,0,0,0
,1231,,401,4,19,19,1,2800,2110001,2,0,0,0,0,0,0
,1232,,401,4,20,20,1,3000,2110001,2,0,0,0,0,0,0
,1233,,401,4,21,21,2,3300,2110001,3,0,0,0,0,0,0
,1234,,401,4,22,22,2,3600,2110001,3,0,0,0,0,0,0
,1235,,401,4,23,23,2,3900,2110001,3,0,0,0,0,0,0
,1236,,401,4,24,24,2,4200,2110001,3,0,0,0,0,0,0
,1237,,401,4,25,25,2,4500,2110001,3,0,0,0,0,0,0
,1238,,401,4,26,26,2,4800,2110001,3,0,0,0,0,0,0
,1239,,401,4,27,27,2,5100,2110001,3,0,0,0,0,0,0
,1240,,401,4,28,28,2,5400,2110001,3,0,0,0,0,0,0
,1241,,401,4,29,29,2,5700,2110001,3,0,0,0,0,0,0
,1242,,401,4,30,30,2,6000,2110001,3,0,0,0,0,0,0
,1243,,401,4,31,31,3,6500,2110001,4,2110002,1,0,0,0,0
,1244,,401,4,32,32,3,7000,2110001,4,2110002,1,0,0,0,0
,1245,,401,4,33,33,3,7500,2110001,4,2110002,1,0,0,0,0
,1246,,401,4,34,34,3,8000,2110001,4,2110002,1,0,0,0,0
,1247,,401,4,35,35,3,8500,2110001,4,2110002,1,0,0,0,0
,1248,,401,4,36,36,3,9000,2110001,4,2110002,1,0,0,0,0
,1249,,401,4,37,37,3,9500,2110001,4,2110002,1,0,0,0,0
,1250,,401,4,38,38,3,10000,2110001,4,2110002,1,0,0,0,0
,1251,,401,4,39,39,3,10500,2110001,4,2110002,1,0,0,0,0
,1252,,401,4,40,40,3,11000,2110001,4,2110002,1,0,0,0,0
,1253,,401,4,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,1254,,401,4,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,1255,,401,4,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,1256,,401,4,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,1257,,401,4,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,1258,,401,4,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,1259,,401,4,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,1260,,401,4,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,1261,,401,4,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,1262,,401,4,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,1263,,401,4,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,1264,,401,4,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
,1265,,401,4,53,53,5,24000,2110001,10,2110002,3,2110003,1,0,0
,1266,,401,4,54,54,5,25000,2110001,10,2110002,3,2110003,1,0,0
,1267,,401,4,55,55,5,26000,2110001,10,2110002,3,2110003,1,0,0
,1268,,401,4,56,56,5,27000,2110001,10,2110002,3,2110003,2,0,0
,1269,,401,4,57,57,5,28000,2110001,10,2110002,3,2110003,2,0,0
,1270,,401,4,58,58,5,29000,2110001,10,2110002,3,2110003,2,0,0
,1271,,401,4,59,59,5,30000,2110001,10,2110002,3,2110003,2,0,0
,1272,,401,4,60,60,5,31000,2110001,10,2110002,3,2110003,2,0,0
,1273,,401,4,61,61,6,32000,2110001,10,2110002,4,2110003,3,0,0
,1274,,401,4,62,62,6,33000,2110001,10,2110002,4,2110003,3,0,0
,1275,,401,4,63,63,6,34000,2110001,10,2110002,4,2110003,3,0,0
,1276,,401,4,64,64,6,35000,2110001,10,2110002,4,2110003,3,0,0
,1277,,401,4,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,1278,,401,4,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,1279,,401,4,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,1280,,401,4,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,1281,,401,4,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,1282,,401,4,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,1283,,401,4,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,1284,,401,4,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,1285,,401,4,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,1286,,401,4,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,1287,,401,4,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,1288,,401,4,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,1289,,401,4,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,1290,,401,4,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,1291,,401,4,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,1292,,401,4,80,80,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,1293,,401,1,0,0,0,0,0,0,0,0,0,0,0,0
,1294,,401,2,0,0,0,0,0,0,0,0,0,0,0,0
,1295,,401,3,0,0,0,0,0,0,0,0,0,0,0,0
,1296,,401,4,0,0,0,0,0,0,0,0,0,0,0,0
,1297,,102,1,1,1,0,100,2110001,1,0,0,0,0,0,0
,1298,,102,1,2,2,0,200,2110001,1,0,0,0,0,0,0
,1299,,102,1,3,3,0,300,2110001,1,0,0,0,0,0,0
,1300,,102,1,4,4,0,400,2110001,1,0,0,0,0,0,0
,1301,,102,1,5,5,0,500,2110001,1,0,0,0,0,0,0
,1302,,102,1,6,6,0,600,2110001,1,0,0,0,0,0,0
,1303,,102,1,7,7,0,700,2110001,1,0,0,0,0,0,0
,1304,,102,1,8,8,0,800,2110001,1,0,0,0,0,0,0
,1305,,102,1,9,9,0,900,2110001,1,0,0,0,0,0,0
,1306,,102,1,10,10,0,1000,2110001,1,0,0,0,0,0,0
,1307,,102,1,11,11,1,1200,2110001,2,0,0,0,0,0,0
,1308,,102,1,12,12,1,1400,2110001,2,0,0,0,0,0,0
,1309,,102,1,13,13,1,1600,2110001,2,0,0,0,0,0,0
,1310,,102,1,14,14,1,1800,2110001,2,0,0,0,0,0,0
,1311,,102,1,15,15,1,2000,2110001,2,0,0,0,0,0,0
,1312,,102,1,16,16,1,2200,2110001,2,0,0,0,0,0,0
,1313,,102,1,17,17,1,2400,2110001,2,0,0,0,0,0,0
,1314,,102,1,18,18,1,2600,2110001,2,0,0,0,0,0,0
,1315,,102,1,19,19,1,2800,2110001,2,0,0,0,0,0,0
,1316,,102,1,20,20,1,3000,2110001,2,0,0,0,0,0,0
,1317,,102,1,21,21,2,3300,2110001,3,0,0,0,0,0,0
,1318,,102,1,22,22,2,3600,2110001,3,0,0,0,0,0,0
,1319,,102,1,23,23,2,3900,2110001,3,0,0,0,0,0,0
,1320,,102,1,24,24,2,4200,2110001,3,0,0,0,0,0,0
,1321,,102,1,25,25,2,4500,2110001,3,0,0,0,0,0,0
,1322,,102,1,26,26,2,4800,2110001,3,0,0,0,0,0,0
,1323,,102,1,27,27,2,5100,2110001,3,0,0,0,0,0,0
,1324,,102,1,28,28,2,5400,2110001,3,0,0,0,0,0,0
,1325,,102,1,29,29,2,5700,2110001,3,0,0,0,0,0,0
,1326,,102,1,30,30,2,6000,2110001,3,0,0,0,0,0,0
,1327,,102,1,31,31,3,6500,2110001,4,2110002,1,0,0,0,0
,1328,,102,1,32,32,3,7000,2110001,4,2110002,1,0,0,0,0
,1329,,102,1,33,33,3,7500,2110001,4,2110002,1,0,0,0,0
,1330,,102,1,34,34,3,8000,2110001,4,2110002,1,0,0,0,0
,1331,,102,1,35,35,3,8500,2110001,4,2110002,1,0,0,0,0
,1332,,102,1,36,36,3,9000,2110001,4,2110002,1,0,0,0,0
,1333,,102,1,37,37,3,9500,2110001,4,2110002,1,0,0,0,0
,1334,,102,1,38,38,3,10000,2110001,4,2110002,1,0,0,0,0
,1335,,102,1,39,39,3,10500,2110001,4,2110002,1,0,0,0,0
,1336,,102,1,40,40,3,11000,2110001,4,2110002,1,0,0,0,0
,1337,,102,1,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,1338,,102,1,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,1339,,102,1,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,1340,,102,1,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,1341,,102,1,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,1342,,102,1,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,1343,,102,1,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,1344,,102,1,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,1345,,102,1,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,1346,,102,1,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,1347,,102,1,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,1348,,102,1,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
,1349,,102,1,53,53,5,24000,2110001,10,2110002,3,2110003,1,0,0
,1350,,102,1,54,54,5,25000,2110001,10,2110002,3,2110003,1,0,0
,1351,,102,1,55,55,5,26000,2110001,10,2110002,3,2110003,1,0,0
,1352,,102,1,56,56,5,27000,2110001,10,2110002,3,2110003,2,0,0
,1353,,102,1,57,57,5,28000,2110001,10,2110002,3,2110003,2,0,0
,1354,,102,1,58,58,5,29000,2110001,10,2110002,3,2110003,2,0,0
,1355,,102,1,59,59,5,30000,2110001,10,2110002,3,2110003,2,0,0
,1356,,102,1,60,60,5,31000,2110001,10,2110002,3,2110003,2,0,0
,1357,,102,1,61,61,6,32000,2110001,10,2110002,4,2110003,3,0,0
,1358,,102,1,62,62,6,33000,2110001,10,2110002,4,2110003,3,0,0
,1359,,102,1,63,63,6,34000,2110001,10,2110002,4,2110003,3,0,0
,1360,,102,1,64,64,6,35000,2110001,10,2110002,4,2110003,3,0,0
,1361,,102,1,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,1362,,102,1,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,1363,,102,1,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,1364,,102,1,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,1365,,102,1,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,1366,,102,1,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,1367,,102,1,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,1368,,102,1,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,1369,,102,1,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,1370,,102,1,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,1371,,102,1,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,1372,,102,1,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,1373,,102,1,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,1374,,102,1,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,1375,,102,1,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,1376,,102,1,80,80,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,1377,,102,2,1,1,0,100,2110001,1,0,0,0,0,0,0
,1378,,102,2,2,2,0,200,2110001,1,0,0,0,0,0,0
,1379,,102,2,3,3,0,300,2110001,1,0,0,0,0,0,0
,1380,,102,2,4,4,0,400,2110001,1,0,0,0,0,0,0
,1381,,102,2,5,5,0,500,2110001,1,0,0,0,0,0,0
,1382,,102,2,6,6,0,600,2110001,1,0,0,0,0,0,0
,1383,,102,2,7,7,0,700,2110001,1,0,0,0,0,0,0
,1384,,102,2,8,8,0,800,2110001,1,0,0,0,0,0,0
,1385,,102,2,9,9,0,900,2110001,1,0,0,0,0,0,0
,1386,,102,2,10,10,0,1000,2110001,1,0,0,0,0,0,0
,1387,,102,2,11,11,1,1200,2110001,2,0,0,0,0,0,0
,1388,,102,2,12,12,1,1400,2110001,2,0,0,0,0,0,0
,1389,,102,2,13,13,1,1600,2110001,2,0,0,0,0,0,0
,1390,,102,2,14,14,1,1800,2110001,2,0,0,0,0,0,0
,1391,,102,2,15,15,1,2000,2110001,2,0,0,0,0,0,0
,1392,,102,2,16,16,1,2200,2110001,2,0,0,0,0,0,0
,1393,,102,2,17,17,1,2400,2110001,2,0,0,0,0,0,0
,1394,,102,2,18,18,1,2600,2110001,2,0,0,0,0,0,0
,1395,,102,2,19,19,1,2800,2110001,2,0,0,0,0,0,0
,1396,,102,2,20,20,1,3000,2110001,2,0,0,0,0,0,0
,1397,,102,2,21,21,2,3300,2110001,3,0,0,0,0,0,0
,1398,,102,2,22,22,2,3600,2110001,3,0,0,0,0,0,0
,1399,,102,2,23,23,2,3900,2110001,3,0,0,0,0,0,0
,1400,,102,2,24,24,2,4200,2110001,3,0,0,0,0,0,0
,1401,,102,2,25,25,2,4500,2110001,3,0,0,0,0,0,0
,1402,,102,2,26,26,2,4800,2110001,3,0,0,0,0,0,0
,1403,,102,2,27,27,2,5100,2110001,3,0,0,0,0,0,0
,1404,,102,2,28,28,2,5400,2110001,3,0,0,0,0,0,0
,1405,,102,2,29,29,2,5700,2110001,3,0,0,0,0,0,0
,1406,,102,2,30,30,2,6000,2110001,3,0,0,0,0,0,0
,1407,,102,2,31,31,3,6500,2110001,4,2110002,1,0,0,0,0
,1408,,102,2,32,32,3,7000,2110001,4,2110002,1,0,0,0,0
,1409,,102,2,33,33,3,7500,2110001,4,2110002,1,0,0,0,0
,1410,,102,2,34,34,3,8000,2110001,4,2110002,1,0,0,0,0
,1411,,102,2,35,35,3,8500,2110001,4,2110002,1,0,0,0,0
,1412,,102,2,36,36,3,9000,2110001,4,2110002,1,0,0,0,0
,1413,,102,2,37,37,3,9500,2110001,4,2110002,1,0,0,0,0
,1414,,102,2,38,38,3,10000,2110001,4,2110002,1,0,0,0,0
,1415,,102,2,39,39,3,10500,2110001,4,2110002,1,0,0,0,0
,1416,,102,2,40,40,3,11000,2110001,4,2110002,1,0,0,0,0
,1417,,102,2,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,1418,,102,2,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,1419,,102,2,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,1420,,102,2,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,1421,,102,2,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,1422,,102,2,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,1423,,102,2,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,1424,,102,2,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,1425,,102,2,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,1426,,102,2,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,1427,,102,2,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,1428,,102,2,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
,1429,,102,2,53,53,5,24000,2110001,10,2110002,3,2110003,1,0,0
,1430,,102,2,54,54,5,25000,2110001,10,2110002,3,2110003,1,0,0
,1431,,102,2,55,55,5,26000,2110001,10,2110002,3,2110003,1,0,0
,1432,,102,2,56,56,5,27000,2110001,10,2110002,3,2110003,2,0,0
,1433,,102,2,57,57,5,28000,2110001,10,2110002,3,2110003,2,0,0
,1434,,102,2,58,58,5,29000,2110001,10,2110002,3,2110003,2,0,0
,1435,,102,2,59,59,5,30000,2110001,10,2110002,3,2110003,2,0,0
,1436,,102,2,60,60,5,31000,2110001,10,2110002,3,2110003,2,0,0
,1437,,102,2,61,61,6,32000,2110001,10,2110002,4,2110003,3,0,0
,1438,,102,2,62,62,6,33000,2110001,10,2110002,4,2110003,3,0,0
,1439,,102,2,63,63,6,34000,2110001,10,2110002,4,2110003,3,0,0
,1440,,102,2,64,64,6,35000,2110001,10,2110002,4,2110003,3,0,0
,1441,,102,2,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,1442,,102,2,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,1443,,102,2,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,1444,,102,2,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,1445,,102,2,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,1446,,102,2,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,1447,,102,2,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,1448,,102,2,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,1449,,102,2,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,1450,,102,2,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,1451,,102,2,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,1452,,102,2,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,1453,,102,2,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,1454,,102,2,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,1455,,102,2,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,1456,,102,2,80,80,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,1457,,102,3,1,1,0,100,2110001,1,0,0,0,0,0,0
,1458,,102,3,2,2,0,200,2110001,1,0,0,0,0,0,0
,1459,,102,3,3,3,0,300,2110001,1,0,0,0,0,0,0
,1460,,102,3,4,4,0,400,2110001,1,0,0,0,0,0,0
,1461,,102,3,5,5,0,500,2110001,1,0,0,0,0,0,0
,1462,,102,3,6,6,0,600,2110001,1,0,0,0,0,0,0
,1463,,102,3,7,7,0,700,2110001,1,0,0,0,0,0,0
,1464,,102,3,8,8,0,800,2110001,1,0,0,0,0,0,0
,1465,,102,3,9,9,0,900,2110001,1,0,0,0,0,0,0
,1466,,102,3,10,10,0,1000,2110001,1,0,0,0,0,0,0
,1467,,102,3,11,11,1,1200,2110001,2,0,0,0,0,0,0
,1468,,102,3,12,12,1,1400,2110001,2,0,0,0,0,0,0
,1469,,102,3,13,13,1,1600,2110001,2,0,0,0,0,0,0
,1470,,102,3,14,14,1,1800,2110001,2,0,0,0,0,0,0
,1471,,102,3,15,15,1,2000,2110001,2,0,0,0,0,0,0
,1472,,102,3,16,16,1,2200,2110001,2,0,0,0,0,0,0
,1473,,102,3,17,17,1,2400,2110001,2,0,0,0,0,0,0
,1474,,102,3,18,18,1,2600,2110001,2,0,0,0,0,0,0
,1475,,102,3,19,19,1,2800,2110001,2,0,0,0,0,0,0
,1476,,102,3,20,20,2,3000,2110001,2,0,0,0,0,0,0
,1477,,102,3,21,21,2,3300,2110001,3,0,0,0,0,0,0
,1478,,102,3,22,22,2,3600,2110001,3,0,0,0,0,0,0
,1479,,102,3,23,23,2,3900,2110001,3,0,0,0,0,0,0
,1480,,102,3,24,24,2,4200,2110001,3,0,0,0,0,0,0
,1481,,102,3,25,25,2,4500,2110001,3,0,0,0,0,0,0
,1482,,102,3,26,26,2,4800,2110001,3,0,0,0,0,0,0
,1483,,102,3,27,27,2,5100,2110001,3,0,0,0,0,0,0
,1484,,102,3,28,28,2,5400,2110001,3,0,0,0,0,0,0
,1485,,102,3,29,29,2,5700,2110001,3,0,0,0,0,0,0
,1486,,102,3,30,30,2,6000,2110001,3,0,0,0,0,0,0
,1487,,102,3,31,31,3,6500,2110001,4,2110002,1,0,0,0,0
,1488,,102,3,32,32,3,7000,2110001,4,2110002,1,0,0,0,0
,1489,,102,3,33,33,3,7500,2110001,4,2110002,1,0,0,0,0
,1490,,102,3,34,34,3,8000,2110001,4,2110002,1,0,0,0,0
,1491,,102,3,35,35,3,8500,2110001,4,2110002,1,0,0,0,0
,1492,,102,3,36,36,3,9000,2110001,4,2110002,1,0,0,0,0
,1493,,102,3,37,37,3,9500,2110001,4,2110002,1,0,0,0,0
,1494,,102,3,38,38,3,10000,2110001,4,2110002,1,0,0,0,0
,1495,,102,3,39,39,3,10500,2110001,4,2110002,1,0,0,0,0
,1496,,102,3,40,40,3,11000,2110001,4,2110002,1,0,0,0,0
,1497,,102,3,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,1498,,102,3,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,1499,,102,3,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,1500,,102,3,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,1501,,102,3,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,1502,,102,3,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,1503,,102,3,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,1504,,102,3,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,1505,,102,3,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,1506,,102,3,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,1507,,102,3,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,1508,,102,3,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
