,required,required,optional,required,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,772,102,,2,42,42,4,4400,2110001,5,2110102,3,0,0,0,0
,773,102,,2,43,43,4,4600,2110001,5,2110102,3,0,0,0,0
,774,102,,2,44,44,4,4800,2110001,5,2110102,3,0,0,0,0
,775,102,,2,45,45,4,5000,2110001,5,2110102,5,0,0,0,0
,776,102,,2,46,46,4,5200,2110001,5,2110102,5,0,0,0,0
,777,102,,2,47,47,4,5400,2110001,5,2110102,5,0,0,0,0
,778,102,,2,48,48,4,5600,2110001,5,2110102,5,0,0,0,0
,779,102,,2,49,49,4,5800,2110001,5,2110102,5,0,0,0,0
,780,102,,2,50,50,4,6000,2110001,5,2110102,5,0,0,0,0
,781,102,,2,51,51,5,6300,2110002,1,2110103,2,0,0,0,0
,782,102,,2,52,52,5,6600,2110002,1,2110103,2,0,0,0,0
,783,102,,2,53,53,5,6900,2110002,1,2110103,2,0,0,0,0
,784,102,,2,54,54,5,7200,2110002,1,2110103,2,0,0,0,0
,785,102,,2,55,55,5,7500,2110002,1,2110103,2,0,0,0,0
,786,102,,2,56,56,5,7800,2110002,2,2110103,2,0,0,0,0
,787,102,,2,57,57,5,8100,2110002,2,2110103,2,0,0,0,0
,788,102,,2,58,58,5,8400,2110002,2,2110103,2,0,0,0,0
,789,102,,2,59,59,5,8700,2110002,2,2110103,2,0,0,0,0
,790,102,,2,60,60,5,9000,2110002,2,2110103,2,0,0,0,0
,791,102,,2,61,61,6,9300,2110002,2,2110103,3,0,0,0,0
,792,102,,2,62,62,6,9600,2110002,2,2110103,3,0,0,0,0
,793,102,,2,63,63,6,9900,2110002,2,2110103,3,0,0,0,0
,794,102,,2,64,64,6,10200,2110002,2,2110103,3,0,0,0,0
,795,102,,2,65,65,6,10500,2110002,2,2110103,3,0,0,0,0
,796,102,,2,66,66,6,10800,2110002,3,2110103,3,0,0,0,0
,797,102,,2,67,67,6,11100,2110002,3,2110103,3,0,0,0,0
,798,102,,2,68,68,6,11400,2110002,3,2110103,3,0,0,0,0
,799,102,,2,69,69,6,11700,2110002,3,2110103,3,0,0,0,0
,800,102,,2,70,70,6,12000,2110002,3,2110103,3,0,0,0,0
,801,102,,2,71,71,7,12300,2110002,3,2110104,2,0,0,0,0
,802,102,,2,72,72,7,12600,2110002,3,2110104,2,0,0,0,0
,803,102,,2,73,73,7,12900,2110002,3,2110104,2,0,0,0,0
,804,102,,2,74,74,7,13200,2110002,3,2110104,2,0,0,0,0
,805,102,,2,75,75,7,13500,2110002,3,2110104,2,0,0,0,0
,806,102,,2,76,76,7,13800,2110002,4,2110104,3,0,0,0,0
,807,102,,2,77,77,7,14100,2110002,4,2110104,3,0,0,0,0
,808,102,,2,78,78,7,14400,2110002,4,2110104,3,0,0,0,0
,809,102,,2,79,79,7,14700,2110002,4,2110104,3,0,0,0,0
,810,102,,2,80,80,7,15000,2110002,4,2110104,3,0,0,0,0
,852,102,,3,41,41,4,4200,2110001,5,2110402,3,2110102,1,0,0
,853,102,,3,42,42,4,4400,2110001,5,2110402,3,2110102,1,0,0
,854,102,,3,43,43,4,4600,2110001,5,2110402,3,2110102,1,0,0
,855,102,,3,44,44,4,4800,2110001,5,2110402,3,2110102,1,0,0
,856,102,,3,45,45,4,5000,2110001,5,2110402,5,2110102,2,0,0
,857,102,,3,46,46,4,5200,2110001,5,2110402,5,2110102,2,0,0
,858,102,,3,47,47,4,5400,2110001,5,2110402,5,2110102,2,0,0
,859,102,,3,48,48,4,5600,2110001,5,2110402,5,2110102,2,0,0
,860,102,,3,49,49,4,5800,2110001,5,2110402,5,2110102,2,0,0
,861,102,,3,50,50,4,6000,2110001,5,2110402,5,2110102,2,0,0
,862,102,,3,51,51,5,6300,2110002,1,2110403,2,2110103,1,0,0
,863,102,,3,52,52,5,6600,2110002,1,2110403,2,2110103,1,0,0
,864,102,,3,53,53,5,6900,2110002,1,2110403,2,2110103,1,0,0
,865,102,,3,54,54,5,7200,2110002,1,2110403,2,2110103,1,0,0
,866,102,,3,55,55,5,7500,2110002,1,2110403,2,2110103,1,0,0
,867,102,,3,56,56,5,7800,2110002,2,2110403,2,2110103,1,0,0
,868,102,,3,57,57,5,8100,2110002,2,2110403,2,2110103,1,0,0
,869,102,,3,58,58,5,8400,2110002,2,2110403,2,2110103,1,0,0
,870,102,,3,59,59,5,8700,2110002,2,2110403,2,2110103,1,0,0
,871,102,,3,60,60,5,9000,2110002,2,2110403,2,2110103,1,0,0
,872,102,,3,61,61,6,9300,2110002,2,2110403,3,2110103,1,0,0
,873,102,,3,62,62,6,9600,2110002,2,2110403,3,2110103,1,0,0
,874,102,,3,63,63,6,9900,2110002,2,2110403,3,2110103,1,0,0
,875,102,,3,64,64,6,10200,2110002,2,2110403,3,2110103,1,0,0
,876,102,,3,65,65,6,10500,2110002,2,2110403,3,2110103,1,0,0
,877,102,,3,66,66,6,10800,2110002,3,2110403,3,2110103,1,0,0
,878,102,,3,67,67,6,11100,2110002,3,2110403,3,2110103,1,0,0
,879,102,,3,68,68,6,11400,2110002,3,2110403,3,2110103,1,0,0
,880,102,,3,69,69,6,11700,2110002,3,2110403,3,2110103,1,0,0
,881,102,,3,70,70,6,12000,2110002,3,2110403,3,2110103,1,0,0
,882,102,,3,71,71,7,12300,2110002,3,2110404,2,2110104,1,0,0
,883,102,,3,72,72,7,12600,2110002,3,2110404,2,2110104,1,0,0
,884,102,,3,73,73,7,12900,2110002,3,2110404,2,2110104,1,0,0
,885,102,,3,74,74,7,13200,2110002,3,2110404,2,2110104,1,0,0
,886,102,,3,75,75,7,13500,2110002,3,2110404,2,2110104,1,0,0
,887,102,,3,76,76,7,13800,2110002,4,2110404,3,2110104,1,0,0
,888,102,,3,77,77,7,14100,2110002,4,2110404,3,2110104,1,0,0
,889,102,,3,78,78,7,14400,2110002,4,2110404,3,2110104,1,0,0
,890,102,,3,79,79,7,14700,2110002,4,2110404,3,2110104,1,0,0
,891,102,,3,80,80,7,15000,2110002,4,2110404,3,2110104,1,0,0
,933,102,,4,41,41,4,4200,2110001,5,2110502,3,2110102,1,0,0
,934,102,,4,42,42,4,4400,2110001,5,2110502,3,2110102,1,0,0
,935,102,,4,43,43,4,4600,2110001,5,2110502,3,2110102,1,0,0
,936,102,,4,44,44,4,4800,2110001,5,2110502,3,2110102,1,0,0
,937,102,,4,45,45,4,5000,2110001,5,2110502,5,2110102,2,0,0
,938,102,,4,46,46,4,5200,2110001,5,2110502,5,2110102,2,0,0
,939,102,,4,47,47,4,5400,2110001,5,2110502,5,2110102,2,0,0
,940,102,,4,48,48,4,5600,2110001,5,2110502,5,2110102,2,0,0
,941,102,,4,49,49,4,5800,2110001,5,2110502,5,2110102,2,0,0
,942,102,,4,50,50,4,6000,2110001,5,2110502,5,2110102,2,0,0
,943,102,,4,51,51,5,6300,2110002,1,2110503,2,2110103,1,0,0
,944,102,,4,52,52,5,6600,2110002,1,2110503,2,2110103,1,0,0
,945,102,,4,53,53,5,6900,2110002,1,2110503,2,2110103,1,0,0
,946,102,,4,54,54,5,7200,2110002,1,2110503,2,2110103,1,0,0
,947,102,,4,55,55,5,7500,2110002,1,2110503,2,2110103,1,0,0
,948,102,,4,56,56,5,7800,2110002,2,2110503,2,2110103,1,0,0
,949,102,,4,57,57,5,8100,2110002,2,2110503,2,2110103,1,0,0
,950,102,,4,58,58,5,8400,2110002,2,2110503,2,2110103,1,0,0
,951,102,,4,59,59,5,8700,2110002,2,2110503,2,2110103,1,0,0
,952,102,,4,60,60,5,9000,2110002,2,2110503,2,2110103,1,0,0
,953,102,,4,61,61,6,9300,2110002,2,2110503,3,2110103,1,0,0
,954,102,,4,62,62,6,9600,2110002,2,2110503,3,2110103,1,0,0
,955,102,,4,63,63,6,9900,2110002,2,2110503,3,2110103,1,0,0
,956,102,,4,64,64,6,10200,2110002,2,2110503,3,2110103,1,0,0
,957,102,,4,65,65,6,10500,2110002,2,2110503,3,2110103,1,0,0
,958,102,,4,66,66,6,10800,2110002,3,2110503,3,2110103,1,0,0
,959,102,,4,67,67,6,11100,2110002,3,2110503,3,2110103,1,0,0
,960,102,,4,68,68,6,11400,2110002,3,2110503,3,2110103,1,0,0
,961,102,,4,69,69,6,11700,2110002,3,2110503,3,2110103,1,0,0
,962,102,,4,70,70,6,12000,2110002,3,2110503,3,2110103,1,0,0
,963,102,,4,71,71,7,12300,2110002,3,2110504,2,2110104,1,0,0
,964,102,,4,72,72,7,12600,2110002,3,2110504,2,2110104,1,0,0
,965,102,,4,73,73,7,12900,2110002,3,2110504,2,2110104,1,0,0
,966,102,,4,74,74,7,13200,2110002,3,2110504,2,2110104,1,0,0
,967,102,,4,75,75,7,13500,2110002,3,2110504,2,2110104,1,0,0
,968,102,,4,76,76,7,13800,2110002,4,2110504,3,2110104,1,0,0
,969,102,,4,77,77,7,14100,2110002,4,2110504,3,2110104,1,0,0
,970,102,,4,78,78,7,14400,2110002,4,2110504,3,2110104,1,0,0
,971,102,,4,79,79,7,14700,2110002,4,2110504,3,2110104,1,0,0
,972,102,,4,80,80,7,15000,2110002,4,2110504,3,2110104,1,0,0
,1014,103,,1,41,41,4,4200,2110001,5,2110202,3,0,0,0,0
,1015,103,,1,42,42,4,4400,2110001,5,2110202,3,0,0,0,0
,1016,103,,1,43,43,4,4600,2110001,5,2110202,3,0,0,0,0
,1017,103,,1,44,44,4,4800,2110001,5,2110202,3,0,0,0,0
,1018,103,,1,45,45,4,5000,2110001,5,2110202,5,0,0,0,0
,1019,103,,1,46,46,4,5200,2110001,5,2110202,5,0,0,0,0
,1020,103,,1,47,47,4,5400,2110001,5,2110202,5,0,0,0,0
,1021,103,,1,48,48,4,5600,2110001,5,2110202,5,0,0,0,0
,1022,103,,1,49,49,4,5800,2110001,5,2110202,5,0,0,0,0
,1023,103,,1,50,50,4,6000,2110001,5,2110202,5,0,0,0,0
,1024,103,,1,51,51,5,6300,2110002,1,2110203,2,0,0,0,0
,1025,103,,1,52,52,5,6600,2110002,1,2110203,2,0,0,0,0
,1026,103,,1,53,53,5,6900,2110002,1,2110203,2,0,0,0,0
,1027,103,,1,54,54,5,7200,2110002,1,2110203,2,0,0,0,0
,1028,103,,1,55,55,5,7500,2110002,1,2110203,2,0,0,0,0
,1029,103,,1,56,56,5,7800,2110002,2,2110203,2,0,0,0,0
,1030,103,,1,57,57,5,8100,2110002,2,2110203,2,0,0,0,0
,1031,103,,1,58,58,5,8400,2110002,2,2110203,2,0,0,0,0
,1032,103,,1,59,59,5,8700,2110002,2,2110203,2,0,0,0,0
,1033,103,,1,60,60,5,9000,2110002,2,2110203,2,0,0,0,0
,1034,103,,1,61,61,6,9300,2110002,2,2110203,3,0,0,0,0
,1035,103,,1,62,62,6,9600,2110002,2,2110203,3,0,0,0,0
,1036,103,,1,63,63,6,9900,2110002,2,2110203,3,0,0,0,0
,1037,103,,1,64,64,6,10200,2110002,2,2110203,3,0,0,0,0
,1038,103,,1,65,65,6,10500,2110002,2,2110203,3,0,0,0,0
,1039,103,,1,66,66,6,10800,2110002,3,2110203,3,0,0,0,0
,1040,103,,1,67,67,6,11100,2110002,3,2110203,3,0,0,0,0
,1041,103,,1,68,68,6,11400,2110002,3,2110203,3,0,0,0,0
,1042,103,,1,69,69,6,11700,2110002,3,2110203,3,0,0,0,0
,1043,103,,1,70,70,6,12000,2110002,3,2110203,3,0,0,0,0
,1044,103,,1,71,71,7,12300,2110002,3,2110204,2,0,0,0,0
,1045,103,,1,72,72,7,12600,2110002,3,2110204,2,0,0,0,0
,1046,103,,1,73,73,7,12900,2110002,3,2110204,2,0,0,0,0
,1047,103,,1,74,74,7,13200,2110002,3,2110204,2,0,0,0,0
,1048,103,,1,75,75,7,13500,2110002,3,2110204,2,0,0,0,0
,1049,103,,1,76,76,7,13800,2110002,4,2110204,3,0,0,0,0
,1050,103,,1,77,77,7,14100,2110002,4,2110204,3,0,0,0,0
,1051,103,,1,78,78,7,14400,2110002,4,2110204,3,0,0,0,0
,1052,103,,1,79,79,7,14700,2110002,4,2110204,3,0,0,0,0
,1053,103,,1,80,80,7,15000,2110002,4,2110204,3,0,0,0,0
,1095,103,,2,41,41,4,4200,2110001,5,2110102,3,0,0,0,0
,1096,103,,2,42,42,4,4400,2110001,5,2110102,3,0,0,0,0
,1097,103,,2,43,43,4,4600,2110001,5,2110102,3,0,0,0,0
,1098,103,,2,44,44,4,4800,2110001,5,2110102,3,0,0,0,0
,1099,103,,2,45,45,4,5000,2110001,5,2110102,5,0,0,0,0
,1100,103,,2,46,46,4,5200,2110001,5,2110102,5,0,0,0,0
,1101,103,,2,47,47,4,5400,2110001,5,2110102,5,0,0,0,0
,1102,103,,2,48,48,4,5600,2110001,5,2110102,5,0,0,0,0
,1103,103,,2,49,49,4,5800,2110001,5,2110102,5,0,0,0,0
,1104,103,,2,50,50,4,6000,2110001,5,2110102,5,0,0,0,0
,1105,103,,2,51,51,5,6300,2110002,1,2110103,2,0,0,0,0
,1106,103,,2,52,52,5,6600,2110002,1,2110103,2,0,0,0,0
,1107,103,,2,53,53,5,6900,2110002,1,2110103,2,0,0,0,0
,1108,103,,2,54,54,5,7200,2110002,1,2110103,2,0,0,0,0
,1109,103,,2,55,55,5,7500,2110002,1,2110103,2,0,0,0,0
,1110,103,,2,56,56,5,7800,2110002,2,2110103,2,0,0,0,0
,1111,103,,2,57,57,5,8100,2110002,2,2110103,2,0,0,0,0
,1112,103,,2,58,58,5,8400,2110002,2,2110103,2,0,0,0,0
,1113,103,,2,59,59,5,8700,2110002,2,2110103,2,0,0,0,0
,1114,103,,2,60,60,5,9000,2110002,2,2110103,2,0,0,0,0
,1115,103,,2,61,61,6,9300,2110002,2,2110103,3,0,0,0,0
,1116,103,,2,62,62,6,9600,2110002,2,2110103,3,0,0,0,0
,1117,103,,2,63,63,6,9900,2110002,2,2110103,3,0,0,0,0
,1118,103,,2,64,64,6,10200,2110002,2,2110103,3,0,0,0,0
,1119,103,,2,65,65,6,10500,2110002,2,2110103,3,0,0,0,0
,1120,103,,2,66,66,6,10800,2110002,3,2110103,3,0,0,0,0
,1121,103,,2,67,67,6,11100,2110002,3,2110103,3,0,0,0,0
,1122,103,,2,68,68,6,11400,2110002,3,2110103,3,0,0,0,0
,1123,103,,2,69,69,6,11700,2110002,3,2110103,3,0,0,0,0
,1124,103,,2,70,70,6,12000,2110002,3,2110103,3,0,0,0,0
,1125,103,,2,71,71,7,12300,2110002,3,2110104,2,0,0,0,0
,1126,103,,2,72,72,7,12600,2110002,3,2110104,2,0,0,0,0
,1127,103,,2,73,73,7,12900,2110002,3,2110104,2,0,0,0,0
,1128,103,,2,74,74,7,13200,2110002,3,2110104,2,0,0,0,0
,1129,103,,2,75,75,7,13500,2110002,3,2110104,2,0,0,0,0
,1130,103,,2,76,76,7,13800,2110002,4,2110104,3,0,0,0,0
,1131,103,,2,77,77,7,14100,2110002,4,2110104,3,0,0,0,0
,1132,103,,2,78,78,7,14400,2110002,4,2110104,3,0,0,0,0
,1133,103,,2,79,79,7,14700,2110002,4,2110104,3,0,0,0,0
,1134,103,,2,80,80,7,15000,2110002,4,2110104,3,0,0,0,0
,1176,103,,3,41,41,4,4200,2110001,5,2110402,3,2110102,1,0,0
,1177,103,,3,42,42,4,4400,2110001,5,2110402,3,2110102,1,0,0
,1178,103,,3,43,43,4,4600,2110001,5,2110402,3,2110102,1,0,0
,1179,103,,3,44,44,4,4800,2110001,5,2110402,3,2110102,1,0,0
,1180,103,,3,45,45,4,5000,2110001,5,2110402,5,2110102,2,0,0
,1181,103,,3,46,46,4,5200,2110001,5,2110402,5,2110102,2,0,0
,1182,103,,3,47,47,4,5400,2110001,5,2110402,5,2110102,2,0,0
,1183,103,,3,48,48,4,5600,2110001,5,2110402,5,2110102,2,0,0
,1184,103,,3,49,49,4,5800,2110001,5,2110402,5,2110102,2,0,0
,1185,103,,3,50,50,4,6000,2110001,5,2110402,5,2110102,2,0,0
,1186,103,,3,51,51,5,6300,2110002,1,2110403,2,2110103,1,0,0
,1187,103,,3,52,52,5,6600,2110002,1,2110403,2,2110103,1,0,0
,1188,103,,3,53,53,5,6900,2110002,1,2110403,2,2110103,1,0,0
,1189,103,,3,54,54,5,7200,2110002,1,2110403,2,2110103,1,0,0
,1190,103,,3,55,55,5,7500,2110002,1,2110403,2,2110103,1,0,0
,1191,103,,3,56,56,5,7800,2110002,2,2110403,2,2110103,1,0,0
,1192,103,,3,57,57,5,8100,2110002,2,2110403,2,2110103,1,0,0
,1193,103,,3,58,58,5,8400,2110002,2,2110403,2,2110103,1,0,0
,1194,103,,3,59,59,5,8700,2110002,2,2110403,2,2110103,1,0,0
,1195,103,,3,60,60,5,9000,2110002,2,2110403,2,2110103,1,0,0
,1196,103,,3,61,61,6,9300,2110002,2,2110403,3,2110103,1,0,0
,1197,103,,3,62,62,6,9600,2110002,2,2110403,3,2110103,1,0,0
,1198,103,,3,63,63,6,9900,2110002,2,2110403,3,2110103,1,0,0
,1199,103,,3,64,64,6,10200,2110002,2,2110403,3,2110103,1,0,0
,1200,103,,3,65,65,6,10500,2110002,2,2110403,3,2110103,1,0,0
,1201,103,,3,66,66,6,10800,2110002,3,2110403,3,2110103,1,0,0
,1202,103,,3,67,67,6,11100,2110002,3,2110403,3,2110103,1,0,0
,1203,103,,3,68,68,6,11400,2110002,3,2110403,3,2110103,1,0,0
,1204,103,,3,69,69,6,11700,2110002,3,2110403,3,2110103,1,0,0
,1205,103,,3,70,70,6,12000,2110002,3,2110403,3,2110103,1,0,0
,1206,103,,3,71,71,7,12300,2110002,3,2110404,2,2110104,1,0,0
,1207,103,,3,72,72,7,12600,2110002,3,2110404,2,2110104,1,0,0
,1208,103,,3,73,73,7,12900,2110002,3,2110404,2,2110104,1,0,0
,1209,103,,3,74,74,7,13200,2110002,3,2110404,2,2110104,1,0,0
,1210,103,,3,75,75,7,13500,2110002,3,2110404,2,2110104,1,0,0
,1211,103,,3,76,76,7,13800,2110002,4,2110404,3,2110104,1,0,0
,1212,103,,3,77,77,7,14100,2110002,4,2110404,3,2110104,1,0,0
,1213,103,,3,78,78,7,14400,2110002,4,2110404,3,2110104,1,0,0
,1214,103,,3,79,79,7,14700,2110002,4,2110404,3,2110104,1,0,0
,1215,103,,3,80,80,7,15000,2110002,4,2110404,3,2110104,1,0,0
,1257,103,,4,41,41,4,4200,2110001,5,2110502,3,2110102,1,0,0
,1258,103,,4,42,42,4,4400,2110001,5,2110502,3,2110102,1,0,0
,1259,103,,4,43,43,4,4600,2110001,5,2110502,3,2110102,1,0,0
,1260,103,,4,44,44,4,4800,2110001,5,2110502,3,2110102,1,0,0
,1261,103,,4,45,45,4,5000,2110001,5,2110502,5,2110102,2,0,0
,1262,103,,4,46,46,4,5200,2110001,5,2110502,5,2110102,2,0,0
,1263,103,,4,47,47,4,5400,2110001,5,2110502,5,2110102,2,0,0
,1264,103,,4,48,48,4,5600,2110001,5,2110502,5,2110102,2,0,0
,1265,103,,4,49,49,4,5800,2110001,5,2110502,5,2110102,2,0,0
,1266,103,,4,50,50,4,6000,2110001,5,2110502,5,2110102,2,0,0
,1267,103,,4,51,51,5,6300,2110002,1,2110503,2,2110103,1,0,0
,1268,103,,4,52,52,5,6600,2110002,1,2110503,2,2110103,1,0,0
,1269,103,,4,53,53,5,6900,2110002,1,2110503,2,2110103,1,0,0
,1270,103,,4,54,54,5,7200,2110002,1,2110503,2,2110103,1,0,0
,1271,103,,4,55,55,5,7500,2110002,1,2110503,2,2110103,1,0,0
,1272,103,,4,56,56,5,7800,2110002,2,2110503,2,2110103,1,0,0
,1273,103,,4,57,57,5,8100,2110002,2,2110503,2,2110103,1,0,0
,1274,103,,4,58,58,5,8400,2110002,2,2110503,2,2110103,1,0,0
,1275,103,,4,59,59,5,8700,2110002,2,2110503,2,2110103,1,0,0
,1276,103,,4,60,60,5,9000,2110002,2,2110503,2,2110103,1,0,0
,1277,103,,4,61,61,6,9300,2110002,2,2110503,3,2110103,1,0,0
,1278,103,,4,62,62,6,9600,2110002,2,2110503,3,2110103,1,0,0
,1279,103,,4,63,63,6,9900,2110002,2,2110503,3,2110103,1,0,0
,1280,103,,4,64,64,6,10200,2110002,2,2110503,3,2110103,1,0,0
,1281,103,,4,65,65,6,10500,2110002,2,2110503,3,2110103,1,0,0
,1282,103,,4,66,66,6,10800,2110002,3,2110503,3,2110103,1,0,0
,1283,103,,4,67,67,6,11100,2110002,3,2110503,3,2110103,1,0,0
,1284,103,,4,68,68,6,11400,2110002,3,2110503,3,2110103,1,0,0
,1285,103,,4,69,69,6,11700,2110002,3,2110503,3,2110103,1,0,0
,1286,103,,4,70,70,6,12000,2110002,3,2110503,3,2110103,1,0,0
,1287,103,,4,71,71,7,12300,2110002,3,2110504,2,2110104,1,0,0
,1288,103,,4,72,72,7,12600,2110002,3,2110504,2,2110104,1,0,0
,1289,103,,4,73,73,7,12900,2110002,3,2110504,2,2110104,1,0,0
,1290,103,,4,74,74,7,13200,2110002,3,2110504,2,2110104,1,0,0
,1291,103,,4,75,75,7,13500,2110002,3,2110504,2,2110104,1,0,0
,1292,103,,4,76,76,7,13800,2110002,4,2110504,3,2110104,1,0,0
,1293,103,,4,77,77,7,14100,2110002,4,2110504,3,2110104,1,0,0
,1294,103,,4,78,78,7,14400,2110002,4,2110504,3,2110104,1,0,0
,1295,103,,4,79,79,7,14700,2110002,4,2110504,3,2110104,1,0,0
,1296,103,,4,80,80,7,15000,2110002,4,2110504,3,2110104,1,0,0
,1338,104,,1,41,41,4,4200,2110001,5,2110202,3,0,0,0,0
,1339,104,,1,42,42,4,4400,2110001,5,2110202,3,0,0,0,0
,1340,104,,1,43,43,4,4600,2110001,5,2110202,3,0,0,0,0
,1341,104,,1,44,44,4,4800,2110001,5,2110202,3,0,0,0,0
,1342,104,,1,45,45,4,5000,2110001,5,2110202,5,0,0,0,0
,1343,104,,1,46,46,4,5200,2110001,5,2110202,5,0,0,0,0
,1344,104,,1,47,47,4,5400,2110001,5,2110202,5,0,0,0,0
,1345,104,,1,48,48,4,5600,2110001,5,2110202,5,0,0,0,0
,1346,104,,1,49,49,4,5800,2110001,5,2110202,5,0,0,0,0
,1347,104,,1,50,50,4,6000,2110001,5,2110202,5,0,0,0,0
,1348,104,,1,51,51,5,6300,2110002,1,2110203,2,0,0,0,0
,1349,104,,1,52,52,5,6600,2110002,1,2110203,2,0,0,0,0
,1350,104,,1,53,53,5,6900,2110002,1,2110203,2,0,0,0,0
,1351,104,,1,54,54,5,7200,2110002,1,2110203,2,0,0,0,0
,1352,104,,1,55,55,5,7500,2110002,1,2110203,2,0,0,0,0
,1353,104,,1,56,56,5,7800,2110002,2,2110203,2,0,0,0,0
,1354,104,,1,57,57,5,8100,2110002,2,2110203,2,0,0,0,0
,1355,104,,1,58,58,5,8400,2110002,2,2110203,2,0,0,0,0
,1356,104,,1,59,59,5,8700,2110002,2,2110203,2,0,0,0,0
,1357,104,,1,60,60,5,9000,2110002,2,2110203,2,0,0,0,0
,1358,104,,1,61,61,6,9300,2110002,2,2110203,3,0,0,0,0
,1359,104,,1,62,62,6,9600,2110002,2,2110203,3,0,0,0,0
,1360,104,,1,63,63,6,9900,2110002,2,2110203,3,0,0,0,0
,1361,104,,1,64,64,6,10200,2110002,2,2110203,3,0,0,0,0
,1362,104,,1,65,65,6,10500,2110002,2,2110203,3,0,0,0,0
,1363,104,,1,66,66,6,10800,2110002,3,2110203,3,0,0,0,0
,1364,104,,1,67,67,6,11100,2110002,3,2110203,3,0,0,0,0
,1365,104,,1,68,68,6,11400,2110002,3,2110203,3,0,0,0,0
,1366,104,,1,69,69,6,11700,2110002,3,2110203,3,0,0,0,0
,1367,104,,1,70,70,6,12000,2110002,3,2110203,3,0,0,0,0
,1368,104,,1,71,71,7,12300,2110002,3,2110204,2,0,0,0,0
,1369,104,,1,72,72,7,12600,2110002,3,2110204,2,0,0,0,0
,1370,104,,1,73,73,7,12900,2110002,3,2110204,2,0,0,0,0
,1371,104,,1,74,74,7,13200,2110002,3,2110204,2,0,0,0,0
,1372,104,,1,75,75,7,13500,2110002,3,2110204,2,0,0,0,0
,1373,104,,1,76,76,7,13800,2110002,4,2110204,3,0,0,0,0
,1374,104,,1,77,77,7,14100,2110002,4,2110204,3,0,0,0,0
,1375,104,,1,78,78,7,14400,2110002,4,2110204,3,0,0,0,0
,1376,104,,1,79,79,7,14700,2110002,4,2110204,3,0,0,0,0
,1377,104,,1,80,80,7,15000,2110002,4,2110204,3,0,0,0,0
,1419,104,,2,41,41,4,4200,2110001,5,2110102,3,0,0,0,0
,1420,104,,2,42,42,4,4400,2110001,5,2110102,3,0,0,0,0
,1421,104,,2,43,43,4,4600,2110001,5,2110102,3,0,0,0,0
,1422,104,,2,44,44,4,4800,2110001,5,2110102,3,0,0,0,0
,1423,104,,2,45,45,4,5000,2110001,5,2110102,5,0,0,0,0
,1424,104,,2,46,46,4,5200,2110001,5,2110102,5,0,0,0,0
,1425,104,,2,47,47,4,5400,2110001,5,2110102,5,0,0,0,0
,1426,104,,2,48,48,4,5600,2110001,5,2110102,5,0,0,0,0
,1427,104,,2,49,49,4,5800,2110001,5,2110102,5,0,0,0,0
,1428,104,,2,50,50,4,6000,2110001,5,2110102,5,0,0,0,0
,1429,104,,2,51,51,5,6300,2110002,1,2110103,2,0,0,0,0
,1430,104,,2,52,52,5,6600,2110002,1,2110103,2,0,0,0,0
,1431,104,,2,53,53,5,6900,2110002,1,2110103,2,0,0,0,0
,1432,104,,2,54,54,5,7200,2110002,1,2110103,2,0,0,0,0
,1433,104,,2,55,55,5,7500,2110002,1,2110103,2,0,0,0,0
,1434,104,,2,56,56,5,7800,2110002,2,2110103,2,0,0,0,0
,1435,104,,2,57,57,5,8100,2110002,2,2110103,2,0,0,0,0
,1436,104,,2,58,58,5,8400,2110002,2,2110103,2,0,0,0,0
,1437,104,,2,59,59,5,8700,2110002,2,2110103,2,0,0,0,0
,1438,104,,2,60,60,5,9000,2110002,2,2110103,2,0,0,0,0
,1439,104,,2,61,61,6,9300,2110002,2,2110103,3,0,0,0,0
,1440,104,,2,62,62,6,9600,2110002,2,2110103,3,0,0,0,0
,1441,104,,2,63,63,6,9900,2110002,2,2110103,3,0,0,0,0
,1442,104,,2,64,64,6,10200,2110002,2,2110103,3,0,0,0,0
,1443,104,,2,65,65,6,10500,2110002,2,2110103,3,0,0,0,0
,1444,104,,2,66,66,6,10800,2110002,3,2110103,3,0,0,0,0
,1445,104,,2,67,67,6,11100,2110002,3,2110103,3,0,0,0,0
,1446,104,,2,68,68,6,11400,2110002,3,2110103,3,0,0,0,0
,1447,104,,2,69,69,6,11700,2110002,3,2110103,3,0,0,0,0
,1448,104,,2,70,70,6,12000,2110002,3,2110103,3,0,0,0,0
,1449,104,,2,71,71,7,12300,2110002,3,2110104,2,0,0,0,0
,1450,104,,2,72,72,7,12600,2110002,3,2110104,2,0,0,0,0
,1451,104,,2,73,73,7,12900,2110002,3,2110104,2,0,0,0,0
,1452,104,,2,74,74,7,13200,2110002,3,2110104,2,0,0,0,0
,1453,104,,2,75,75,7,13500,2110002,3,2110104,2,0,0,0,0
,1454,104,,2,76,76,7,13800,2110002,4,2110104,3,0,0,0,0
,1455,104,,2,77,77,7,14100,2110002,4,2110104,3,0,0,0,0
,1456,104,,2,78,78,7,14400,2110002,4,2110104,3,0,0,0,0
,1457,104,,2,79,79,7,14700,2110002,4,2110104,3,0,0,0,0
,1458,104,,2,80,80,7,15000,2110002,4,2110104,3,0,0,0,0
,1500,104,,3,41,41,4,4200,2110001,5,2110402,3,2110102,1,0,0
,1501,104,,3,42,42,4,4400,2110001,5,2110402,3,2110102,1,0,0
