,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,20556,3082,,0,1,佣兵塞缪尔,0,0,1,2021,0,,
,20557,3075,,0,1,佣兵舒拉,0,0,1,2022,0,,
,20558,3076,,0,1,佣兵舒拉,0,0,1,2022,0,,
,20559,3078,,0,1,佣兵舒拉,0,0,1,2022,0,,
,20560,3082,,0,1,佣兵舒拉,0,0,1,2022,0,,
,20561,3075,,0,1,哥布林乌纳伊,0,0,1,2012,0,,
,20562,3076,,0,1,哥布林乌纳伊,0,0,1,2012,0,,
,20563,3078,,0,1,哥布林乌纳伊,0,0,1,2012,0,,
,20564,3082,,0,1,哥布林乌纳伊,0,0,1,2012,0,,
,20565,2001,,0,1,比多猫,0,0,1,2054,0,,
,20566,2001,,0,1,导游卡卡,0,0,1,2012,0,,
,20570,2004,,0,1,卫兵,0,0,1,52021,0,,
,20571,1000,,0,1,,0,0,1,2003,0,,
,20572,1000,,0,1,,0,0,1,10038,0,,
,20573,1000,,0,1,,0,0,1,2003,0,,
,20574,1000,,0,1,,0,0,1,2005,0,,
,20575,1001,"2,2,2",1,1,<委托>吉拉,0,0,1,2042,0,,
,20576,1001,,0,1,佣兵特伍德,0,0,1,2078,0,,
,20577,1001,,0,5,,0,0,0,0,0,,"0,3,0"
,20578,1001,,0,1,巡逻守卫,0,0,1,2011,0,,
,20580,2003,,0,1,考古学者奇努,0,0,1,2082,0,,
,20581,1000,,0,1,左相特使,0,0,1,2040,0,,
,20583,1000,"3,3,3",0,1,诺尔,0,0,1,52009,0,,
,20585,3054,,1,1,枭鹰领主夏妮,0,0,1,52012,0,,
,20586,3087,,0,1,斥候皮曼,0,0,1,2090,0,,
,20589,2005,,0,1,旅行家麦哲,0,0,1,2067,0,,
,20590,2005,,0,1,修行者禅那,0,0,1,2009,0,,
,20593,2005,,0,1,浮士德72,0,0,1,10016,0,,
,20594,2005,,0,1,浮士德72,0,0,1,10016,0,,
,20595,2005,,0,1,夜崎隐,0,0,1,107,0,,
,20601,3085,"0,0,0",0,1,,0,0,1,10016,0,,
,20611,2005,,0,1,翼族先知,0,0,1,2098,0,,
,20612,2005,,0,1,翼族警卫,0,0,1,2088,0,,
,20613,2005,,0,1,遇袭岛民,0,0,1,2098,0,,
,20614,3096,,0,1,绯红女巫,0,0,1,10054,0,,
,20615,3096,,0,1,女巫忠仆,0,0,1,10058,0,,
,20616,3096,,0,1,黑夜异教徒,0,0,1,10013,0,,
,20617,3096,,0,1,亡魂傀儡,0,0,1,10040,0,,
,20618,3096,"6,6,6",0,1,苍蓝领主拉弥娅,0,0,1,10057,0,,
,20619,3096,"0,0,0",0,1,绯红女巫,0,0,1,10054,0,,
,20620,3096,"0,0,0",0,1,女巫忠仆,0,0,1,10058,0,,
,20621,3096,"0,0,0",0,1,黑夜异教徒,0,0,1,10013,0,,
,20622,3096,"0,0,0",0,1,亡魂傀儡,0,0,1,10040,0,,
,20623,3097,"6,6,6",0,1,被捕的叛军,0,0,1,10050,0,,
,20624,3097,"10,10,10",0,1,铁卫领主阿特斯,0,0,1,52018,0,,
,20636,3097,"6,6,6",0,1,混沌魔魂,0,0,1,10023,0,,
,20637,3097,"6,6,6",0,1,觉醒魔魂,0,0,1,10049,0,,
,20638,3097,"6,6,6",0,1,白骨孤狼,0,0,1,10026,0,,
,20640,2005,,0,1,浮士德18,0,0,1,2077,0,,
,20641,2005,,0,1,浮士德63,0,0,1,2028,0,,
,20643,2005,,0,1,浮士德46,0,0,1,2048,0,,
,20644,2005,,0,1,塔蕾娅,0,0,1,2099,0,,
,20645,2005,,0,1,葛莱蒂丝,0,0,1,105,0,,
,20646,2005,,0,1,泰雷,0,0,1,102,0,,
,20647,2005,,0,1,纳雅卫兵,0,0,1,2094,0,,
,20648,2005,,0,1,纳雅卫兵,0,0,1,2094,0,,
,20649,2005,,0,1,纳雅卫兵,0,0,1,2094,0,,
,20650,2005,,0,1,纳雅卫兵,0,0,1,2094,0,,
,20651,2005,,0,1,纳雅卫兵,0,0,1,2094,0,,
,20652,2005,,0,1,纳雅卫兵,0,0,1,2094,0,,
,20653,2005,,0,1,卫兵,0,0,1,52011,0,,
,20654,2005,,0,1,卫兵,0,0,1,52011,0,,
,20655,2005,,0,1,精灵战士,0,0,1,52016,0,,
,20656,2005,,0,1,精灵战士,0,0,1,52016,0,,
,20657,2005,,0,1,精灵弓箭手,0,0,1,52017,0,,
,20658,2005,,0,1,精灵弓箭手,0,0,1,52017,0,,
,20662,3098,,0,1,贪欲哥布林,0,0,1,10007,0,,
,20663,3098,,0,1,荒漠沙狐,0,0,1,10041,0,,
,20664,3098,,0,1,丧魂野狼,0,0,1,10044,0,,
,20665,3098,"0,0,0",0,1,贪欲哥布林,0,0,1,10007,0,,
,20666,3098,"0,0,0",0,1,荒漠沙狐,0,0,1,10041,0,,
,20667,3099,"8,8,8",0,1,亵职的官员,0,0,1,10048,0,,
,20668,3099,"8,8,8",0,1,禁卫军逃兵,0,0,1,52001,0,,
,20669,3099,"8,8,8",0,1,幽岚领主塔伦,0,0,1,52010,0,,
,20670,3099,"0,0,0",0,1,亵职的官员,0,0,1,10048,0,,
,20671,3099,"0,0,0",0,1,禁卫军逃兵,0,0,1,52001,0,,
,20673,2005,,0,1,塔蕾娅,0,0,1,2099,0,,
,20674,2004,"3,3,3",0,1,塔蕾娅,0,0,1,2099,0,,
,20675,2004,,0,1,亚兹莫,0,0,1,9004,0,,
,20676,2004,"3,3,3",0,1,吃瓜群众格里安,0,0,1,2090,0,,
,20677,2004,"3,3,3",0,1,吃瓜群众安贝林,0,0,1,2091,0,,
,20678,2004,"3,3,3",0,1,吃瓜群众阿希姆,0,0,1,2095,0,,
,20679,2004,"3,3,3",0,1,吃瓜群众默尔曼,0,0,1,2097,0,,
,20680,2004,"3,3,3",0,1,吃瓜群众弗瑞德,0,0,1,2096,0,,
,20689,2004,,0,1,镇民勒纳,0,0,1,2090,0,,
,20690,2004,,0,1,镇民苏特纳,0,0,1,2091,0,,
,20691,2004,,0,1,镇民蒂拉,0,0,1,2092,0,,
,20692,2004,,0,1,布兰,0,0,1,2098,0,,
,20693,2004,,0,1,镇民贝耶尔,0,0,1,2096,0,,
,20694,2004,,0,1,镇民西芙,0,0,1,2097,0,,
,20695,2004,,0,1,镇民斯卡娣,0,0,1,2097,0,,
,20696,2004,,0,1,格林尔,0,0,1,2088,0,,
,20697,2004,"3,3,3",0,1,镇民埃米,0,0,1,2096,0,,
,20698,2004,"3,3,3",0,1,镇民费茵,0,0,1,2097,0,,
,20699,3101,"6,6,6",0,1,复仇妖姬,0,0,1,10021,0,,
,20700,3101,"6,6,6",0,1,暗夜潜行者,0,0,1,10022,0,,
,20701,3101,"6,6,6",0,1,虚死惩戒者,0,0,1,10035,0,,
,20702,3101,"6,6,6",0,1,鬼刃剑士,0,0,1,10032,0,,
,20703,3101,"10,10,10",0,1,千纸领主洛伊,0,0,1,10037,0,,
,20704,3101,"0,0,0",0,1,复仇妖姬,0,0,1,10021,0,,
,20705,3101,"0,0,0",0,1,暗夜潜行者,0,0,1,10022,0,,
,20706,3101,"0,0,0",0,1,虚死惩戒者,0,0,1,10035,0,,
,20707,3101,"0,0,0",0,1,鬼刃剑士,0,0,1,10032,0,,
,20710,3102,"8,8,8",0,1,炎尾魔蝎,0,0,1,10010,0,,
,20711,3102,"8,8,8",0,1,梦魇灰狐,0,0,1,10053,0,,
,20712,3102,"8,8,8",0,1,蚀骨毒蜂,0,0,1,10042,0,,
,20713,3102,"8,8,8",0,1,阔刃鬼武士,0,0,1,10034,0,,
,20714,3102,"10,10,10",0,1,荒沼领主贝格,0,0,1,10027,0,,
,20715,3102,"0,0,0",0,1,炎尾魔蝎,0,0,1,10010,0,,
,20716,3102,"0,0,0",0,1,梦魇灰狐,0,0,1,10053,0,,
,20717,3102,"0,0,0",0,1,蚀骨毒蜂,0,0,1,10042,0,,
,20718,3102,"0,0,0",0,1,阔刃鬼武士,0,0,1,10034,0,,
,20719,2004,"0,0,0",0,1,受伤卫兵,0,0,1,52011,0,,
,20720,2004,,0,1,纳雅卫队长,0,0,1,52021,0,,
,20721,2004,"0,0,0",0,1,纳雅勤卫兵,0,0,1,52011,0,,
,20722,2004,"0,0,0",0,1,纳雅勤卫兵,0,0,1,52011,0,,
,20723,2004,"0,0,0",0,1,掠夺者,0,0,1,10050,0,,
,20724,2004,"0,0,0",0,1,纳雅勤卫队长,0,0,1,52021,0,,
,20727,3103,"6,6,6",0,1,荒漠异蝎,0,0,1,10027,0,,
,20728,3103,"6,6,6",0,1,雾夜女巫,0,0,1,10054,0,,
,20729,3103,"6,6,6",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20730,3103,"6,6,6",0,1,魅影幻像,0,0,1,10057,0,,
,20731,3103,"10,10,10",0,1,极渊领主,0,0,1,9003,0,,
,20732,3103,"0,0,0",0,1,荒漠异蝎,0,0,1,10027,0,,
,20733,3103,"0,0,0",0,1,雾夜女巫,0,0,1,10054,0,,
,20734,3103,"0,0,0",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20735,3103,"0,0,0",0,1,魅影幻像,0,0,1,10057,0,,
,20737,3104,"8,8,8",0,1,荒漠异蝎,0,0,1,10027,0,,
,20738,3104,"8,8,8",0,1,雾夜女巫,0,0,1,10054,0,,
,20739,3104,"8,8,8",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20740,3104,"8,8,8",0,1,魅影幻像,0,0,1,10057,0,,
,20741,3104,"10,10,10",0,1,极渊领主,0,0,1,9003,0,,
,20742,3104,"0,0,0",0,1,,0,0,1,10027,0,,
,20743,3104,"0,0,0",0,1,,0,0,1,10054,0,,
,20744,3104,"0,0,0",0,1,,0,0,1,9002,0,,
,20745,3104,"0,0,0",0,1,,0,0,1,10057,0,,
,20746,1000,,0,1,大厨罗德,0,0,1,2005,0,,
,20747,3105,"6,6,6",0,1,疯狂博士,0,0,1,52023,0,,
,20748,3105,"6,6,6",0,1,摩尔号3型,0,0,1,10052,0,,
,20749,3105,"6,6,6",0,1,丛林狂战士,0,0,1,10015,0,,
,20750,3105,"6,6,6",0,1,暴食酋长,0,0,1,10012,0,,
,20751,3105,"10,10,10",0,1,怒涛领主奥古斯,0,0,1,9000,0,,
,20752,3105,"0,0,0",0,1,疯狂博士,0,0,1,52023,0,,
,20753,3105,"0,0,0",0,1,摩尔号3型,0,0,1,10052,0,,
,20754,3105,"0,0,0",0,1,丛林狂战士,0,0,1,10015,0,,
,20755,3105,"0,0,0",0,1,暴食酋长,0,0,1,10012,0,,
,20756,3106,"6,6,6",0,1,荒漠异蝎,0,0,1,10027,0,,
,20757,3106,"6,6,6",0,1,雾夜女巫,0,0,1,10054,0,,
,20758,3106,"6,6,6",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20759,3106,"6,6,6",0,1,魅影幻像,0,0,1,10057,0,,
,20760,3106,"10,10,10",0,1,极渊领主,0,0,1,9003,0,,
,20761,3106,"0,0,0",0,1,荒漠异蝎,0,0,1,10027,0,,
,20762,3106,"0,0,0",0,1,雾夜女巫,0,0,1,10054,0,,
,20763,3106,"0,0,0",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20764,3106,"0,0,0",0,1,魅影幻像,0,0,1,10057,0,,
,20765,3107,"8,8,8",0,1,荒漠异蝎,0,0,1,10027,0,,
,20766,3107,"8,8,8",0,1,雾夜女巫,0,0,1,10054,0,,
,20767,3107,"8,8,8",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20768,3107,"8,8,8",0,1,魅影幻像,0,0,1,10057,0,,
,20769,3107,"10,10,10",0,1,极渊领主,0,0,1,9003,0,,
,20770,3107,"0,0,0",0,1,,0,0,1,10027,0,,
,20771,3107,"0,0,0",0,1,,0,0,1,10054,0,,
,20772,3107,"0,0,0",0,1,,0,0,1,9002,0,,
,20773,3107,"0,0,0",0,1,,0,0,1,10057,0,,
,20775,3108,"6,6,6",0,1,荒漠异蝎,0,0,1,10027,0,,
,20776,3108,"6,6,6",0,1,雾夜女巫,0,0,1,10054,0,,
,20777,3108,"6,6,6",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20778,3108,"6,6,6",0,1,魅影幻像,0,0,1,10057,0,,
,20779,3108,"10,10,10",0,1,极渊领主,0,0,1,9003,0,,
,20780,3108,"0,0,0",0,1,荒漠异蝎,0,0,1,10027,0,,
,20781,3108,"0,0,0",0,1,雾夜女巫,0,0,1,10054,0,,
,20782,3108,"0,0,0",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20783,3108,"0,0,0",0,1,魅影幻像,0,0,1,10057,0,,
,20784,3109,"6,6,6",0,1,荒漠异蝎,0,0,1,10027,0,,
,20785,3109,"6,6,6",0,1,雾夜女巫,0,0,1,10054,0,,
,20786,3109,"6,6,6",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20787,3109,"6,6,6",0,1,魅影幻像,0,0,1,10057,0,,
,20788,3109,"10,10,10",0,1,极渊领主,0,0,1,9003,0,,
,20789,3109,"0,0,0",0,1,荒漠异蝎,0,0,1,10027,0,,
,20790,3109,"0,0,0",0,1,雾夜女巫,0,0,1,10054,0,,
,20791,3109,"0,0,0",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20792,3109,"0,0,0",0,1,魅影幻像,0,0,1,10057,0,,
,20793,3110,"6,6,6",0,1,荒漠异蝎,0,0,1,10027,0,,
,20794,3110,"6,6,6",0,1,雾夜女巫,0,0,1,10054,0,,
,20795,3110,"6,6,6",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20796,3110,"6,6,6",0,1,魅影幻像,0,0,1,10057,0,,
,20797,3110,"10,10,10",0,1,极渊领主,0,0,1,9003,0,,
,20798,3110,"0,0,0",0,1,荒漠异蝎,0,0,1,10027,0,,
,20799,3110,"0,0,0",0,1,雾夜女巫,0,0,1,10054,0,,
,20800,3110,"0,0,0",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20801,3110,"0,0,0",0,1,魅影幻像,0,0,1,10057,0,,
,20802,3111,"6,6,6",0,1,棕羽鹰后,0,0,1,52012,0,,
,20803,3111,"6,6,6",0,1,鹿角兽大法师,0,0,1,5004,0,,
,20804,3111,"6,6,6",0,1,黑冥异变者,0,0,1,10013,0,,
,20805,3111,"6,6,6",0,1,雾影魔使,0,0,1,10016,0,,
,20806,3111,"6,6,6",0,1,狼蛛领主玛丽,0,0,1,9003,0,,
,20807,3111,"0,0,0",0,1,荒漠异蝎,0,0,1,10027,0,,
,20808,3111,"0,0,0",0,1,雾夜女巫,0,0,1,10054,0,,
,20809,3111,"0,0,0",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20810,3111,"0,0,0",0,1,魅影幻像,0,0,1,10057,0,,
,20811,3113,"6,6,6",0,1,荒漠异蝎,0,0,1,10027,0,,
,20812,3113,"6,6,6",0,1,雾夜女巫,0,0,1,10054,0,,
,20813,3113,"6,6,6",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20814,3113,"6,6,6",0,1,魅影幻像,0,0,1,10057,0,,
,20815,3113,"10,10,10",0,1,极渊领主,0,0,1,9003,0,,
,20816,3113,"0,0,0",0,1,荒漠异蝎,0,0,1,10027,0,,
,20817,3113,"0,0,0",0,1,雾夜女巫,0,0,1,10054,0,,
,20818,3113,"0,0,0",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20819,3113,"0,0,0",0,1,魅影幻像,0,0,1,10057,0,,
,20820,3112,"6,6,6",0,1,荒漠异蝎,0,0,1,10027,0,,
,20821,3112,"6,6,6",0,1,雾夜女巫,0,0,1,10054,0,,
,20822,3112,"6,6,6",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20823,3112,"6,6,6",0,1,魅影幻像,0,0,1,10057,0,,
,20824,3112,"10,10,10",0,1,极渊领主,0,0,1,9003,0,,
,20825,3112,"0,0,0",0,1,荒漠异蝎,0,0,1,10027,0,,
,20826,3112,"0,0,0",0,1,雾夜女巫,0,0,1,10054,0,,
,20827,3112,"0,0,0",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20828,3112,"0,0,0",0,1,魅影幻像,0,0,1,10057,0,,
,20829,3114,"6,6,6",0,1,荒漠异蝎,0,0,1,10027,0,,
,20830,3114,"6,6,6",0,1,雾夜女巫,0,0,1,10054,0,,
,20831,3114,"6,6,6",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20832,3114,"6,6,6",0,1,魅影幻像,0,0,1,10057,0,,
,20833,3114,"10,10,10",0,1,极渊领主,0,0,1,9003,0,,
,20834,3114,"0,0,0",0,1,荒漠异蝎,0,0,1,10027,0,,
,20835,3114,"0,0,0",0,1,雾夜女巫,0,0,1,10054,0,,
,20836,3114,"0,0,0",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20837,3114,"0,0,0",0,1,魅影幻像,0,0,1,10057,0,,
,20838,3115,"6,6,6",0,1,荒漠异蝎,0,0,1,10027,0,,
,20839,3115,"6,6,6",0,1,雾夜女巫,0,0,1,10054,0,,
,20840,3115,"6,6,6",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20841,3115,"6,6,6",0,1,魅影幻像,0,0,1,10057,0,,
,20842,3115,"10,10,10",0,1,极渊领主,0,0,1,9003,0,,
,20843,3115,"0,0,0",0,1,荒漠异蝎,0,0,1,10027,0,,
,20844,3115,"0,0,0",0,1,雾夜女巫,0,0,1,10054,0,,
,20845,3115,"0,0,0",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20846,3115,"0,0,0",0,1,魅影幻像,0,0,1,10057,0,,
,20847,3116,"8,8,8",0,1,荒漠异蝎,0,0,1,10027,0,,
,20848,3116,"8,8,8",0,1,雾夜女巫,0,0,1,10054,0,,
,20849,3116,"8,8,8",0,1,幽冥鬼煞,0,0,1,9002,0,,
,20850,3116,"8,8,8",0,1,魅影幻像,0,0,1,10057,0,,
,20851,3116,"10,10,10",0,1,极渊领主,0,0,1,9003,0,,
,20852,3116,"0,0,0",0,1,,0,0,1,10027,0,,
,20853,3116,"0,0,0",0,1,,0,0,1,10054,0,,
,20854,3116,"0,0,0",0,1,,0,0,1,9002,0,,
,20855,3116,"0,0,0",0,1,,0,0,1,10057,0,,
,20874,1000,,0,1,<速递>风迹熊喵酱,0,0,1,908,0,,
哥布林怀特,20878,1000,,0,1,,0,0,1,2012,0,,
贝蒂,20879,1000,,0,1,,0,0,1,10058,0,,
,20880,2001,,0,1,少女小花,0,0,1,2003,0,,
,20881,2001,,0,1,探员夏洛克,0,0,1,2021,0,,
,20882,2001,,0,1,克丽丝,0,0,1,2016,0,,
,20883,2005,,0,1,机械师艾斯,0,0,1,2019,0,,
,20923,3130,,0,1,采矿者戴普,0,0,1,10046,0,,
,20924,3130,,0,1,采矿者里欧,0,0,1,10046,0,,
,20925,3130,,0,1,采矿者瑞伊,0,0,1,10046,0,,
,20927,3134,,0,1,猎魔人阿比旦,0,0,1,2032,0,,
,20928,3134,,0,1,冒险者玛斯卡,0,0,1,10002,0,,
,20929,3134,,0,1,冒险者马苏拉,0,0,1,10002,0,,
,20930,3134,,0,1,冒险者哈克特,0,0,1,10002,0,,
,20931,3132,,0,1,昆虫学家法布尔,0,0,1,2032,0,,
,20932,3132,,0,1,佣兵利拉弗,0,0,1,10002,0,,
,20933,3132,,0,1,佣兵迪奥,0,0,1,10002,0,,
,20934,3132,,0,1,佣兵达兹马,0,0,1,10002,0,,
,20935,3130,,0,1,矿长阿米努,0,0,1,8000,0,,
,20937,3133,,0,1,佣兵亚特,0,0,1,10046,0,,
,20938,3133,,0,1,佣兵伍德,0,0,1,10046,0,,
,20939,3133,,0,1,佣兵特朗,0,0,1,10046,0,,
,20940,3133,,0,1,考古学家奥格,0,0,1,2005,0,,
,20941,3135,,0,1,考古学者艾米,0,0,1,2003,0,,
,20942,3135,,0,1,佣兵卡索,0,0,1,10046,0,,
,20943,3135,,0,1,佣兵塔桑,0,0,1,10046,0,,
,20944,3135,,0,1,佣兵科多,0,0,1,10046,0,,
,20947,2002,,0,1,禁卫督军萨林,0,0,1,2011,0,,
,20949,2001,,0,1,老船长佩翁,0,0,1,2078,0,,
,20952,1000,,0,1,纳塔娜,0,0,1,113,0,,
,20956,1000,"0,0,0",0,1,赏金猎人尹布,0,0,1,10002,0,,
,20958,1000,"0,0,0",0,1,赏金猎人卡劳,0,0,1,10038,0,,
,20960,1000,,0,1,禁卫督军塔拉,0,0,1,2011,0,,
,20966,1000,,0,1,黑山领主,0,0,1,10012,0,,
,20974,3147,,0,1,赏金猎人尤西,0,0,1,10002,0,,
,20975,3147,,0,1,热心居民阿尔杰,0,0,1,2004,0,,
,20976,3147,,0,1,酒吧老板娘蕾拉,0,0,1,2016,0,,
,20977,3147,,0,1,头条实习记者,0,0,1,2012,0,,
,20978,3147,,0,1,邻居查德钱宁,0,0,1,2032,0,,
,20979,3147,,0,1,路人克里斯汀,0,0,1,2013,0,,
,20981,2001,,0,7,小布尔,0,0,1,0,0,,
,20982,2001,,0,1,奥娜大婶,0,0,1,2008,0,,
,20983,2001,,0,1,鲍奇,0,0,1,2029,0,,
,20984,2001,,0,1,加布里军官,0,0,1,52017,0,,
,20985,2001,,0,1,琼纳斯·波顿,0,0,1,2082,0,,
,20986,2001,,0,1,雷曼大妈,0,0,1,2023,0,,
,20989,3147,,0,1,,0,0,1,10005,0,,
,20990,3147,"0,0,0",0,1,,0,0,1,52011,0,,
,20991,3147,"0,0,0",0,1,,0,0,1,52011,0,,
,20993,2001,,0,1,小女巫绮莉,0,0,1,2045,0,,
,20994,2001,,0,1,赏金猎人耶鲁,0,0,1,10002,0,,
,20995,2001,,0,1,艾萨克,0,0,1,2040,0,,
,20996,2001,,0,1,猎魔人辛普森,0,0,1,2032,0,,
,20997,1000,"0,0,0",0,1,,0,0,1,1028,0,,
,20998,2001,,0,1,哥布林商贩,0,0,1,2012,0,,
,20999,2001,,0,1,佐力,0,0,1,10003,0,,
,21000,2001,,0,1,西奥多,0,0,1,2019,0,,
,21001,2001,,0,1,穆尔,0,0,1,2026,0,,
,21002,2001,,0,1,苏珊,0,0,1,10021,0,,
,21004,1000,,0,1,治安守卫伊莱,0,0,1,2011,0,,
,21014,3153,,0,1,黯月贪狼,0,0,1,10026,0,,
,21015,3153,,0,1,黯月践踏者,0,0,1,52008,0,,
,21016,3153,,0,1,黯月邪法师,0,0,1,52010,0,,
,21017,3153,"0,0,0",0,1,黯月贪狼,0,0,1,10026,0,,
,21018,3153,"0,0,0",0,1,黯月践踏者,0,0,1,52008,0,,
,21019,3153,"0,0,0",0,1,黯月邪法师,0,0,1,52010,0,,
,21021,3097,"0,0,0",0,1,混沌魔魂,0,0,1,10023,0,,
,21022,3097,"0,0,0",0,1,觉醒魔魂,0,0,1,10049,0,,
,21023,3097,"0,0,0",0,1,白骨孤狼,0,0,1,10026,0,,
,21024,3097,"0,0,0",0,1,被捕的叛军,0,0,1,10050,0,,
,21025,3099,"8,8,8",0,1,幽影刺客,0,0,1,52003,0,,
,21026,3099,"8,8,8",0,1,夜幕战灵,0,0,1,52008,0,,
,21027,3099,"0,0,0",0,1,幽影刺客,0,0,1,52003,0,,
,21028,3099,"0,0,0",0,1,夜幕战灵,0,0,1,52008,0,,
,21029,3098,,0,1,密林狙击手,0,0,1,10051,0,,
,21030,3098,"6,6,6",0,1,黑钢领主艾布林,0,0,1,10016,0,,
,21031,3098,"0,0,0",0,1,丧魂野狼,0,0,1,10044,0,,
,21032,3098,"0,0,0",0,1,密林狙击手,0,0,1,10051,0,,
,21035,3153,"0,0,0",0,1,,0,0,1,2027,0,,
,21037,1000,,0,1,铁臂安道夫,0,0,1,2055,0,,
,21038,1001,"3,3,3",0,1,铁臂安道夫,0,0,1,2055,0,,
,21039,2001,"3,3,3",0,1,无业青年约克,0,0,1,2013,0,,
,21040,2001,"3,3,3",0,1,富商罗伊,0,0,1,2007,0,,
,21041,2001,"3,3,3",0,1,少女蒂娜,0,0,1,2016,0,,
,21055,2001,"0,0,0",0,1,北方暴君纳森,0,0,1,10012,0,,
,21061,2001,,0,1,游民麦肯,0,0,1,10038,0,,
,21062,2001,,0,1,沙丘野狐,0,0,1,10053,0,,
,21063,2001,,0,1,拾荒者,0,0,1,10003,0,,
,21064,2001,,0,1,贪婪哥布林,0,0,1,5007,0,,
,21065,2001,"6,6,6",0,1,瘟疫机械,0,0,1,10012,0,,
,21066,2001,,0,1,蓝鳍鱼妖,0,0,1,10020,0,,
,21067,2001,"6,6,6",0,1,铁骑蛮熊,0,0,1,10015,0,,
,21068,2001,"6,6,6",0,1,绿野巨岩,0,0,1,10014,0,,
桑托酒馆,21069,1000,,0,1,,0,0,1,0,0,,
尼尔克一号寓,21070,1000,,0,1,,0,0,1,0,0,,
史雷恩公馆,21071,1000,,0,1,,0,0,1,0,0,,
克扎哈公寓,21072,1000,,0,1,,0,0,1,0,0,,
,21073,1000,"0,0,0",0,1,,0,0,1,2001,0,,
,21074,1000,"0,0,0",0,1,,0,0,1,2024,0,,
,21082,2001,"3,3,3",0,1,佣兵托尼,0,0,1,2019,0,,
,21084,2001,"4,4,4",0,1,赫丽,0,0,1,99999999,0,,
,21085,1000,,0,1,梵妮,0,0,1,10022,0,,
,21086,1000,,0,1,,0,0,1,52011,0,,
,21087,1005,,0,1,萨林,0,0,1,2011,0,,
,21088,1005,,0,1,纳塔娜,0,0,1,113,0,,
,21089,1005,,0,1,特罗德,0,0,1,2084,0,,
,21090,1005,,0,1,吉拉,0,0,1,2042,0,,
,21091,1005,,0,1,铁臂安道夫,0,0,1,2055,0,,
,21092,1005,,0,1,海莉大妈,0,0,1,2023,0,,
,21093,1005,,0,1,大卫,0,0,1,2040,0,,
,21094,1005,,0,1,安可,0,0,1,2018,0,,
,21095,1005,,0,1,比多猫,0,0,1,2054,0,,
,21096,1005,,0,1,伦纳德,0,0,1,2051,0,,
,21097,1005,,0,1,阿德琳,0,0,1,108,0,,
,21098,1005,,0,1,赫丽,0,0,1,2020,0,,
,21099,1005,,0,1,弗莱特,0,0,1,2076,0,,
,21100,1005,,0,1,米兰达,0,0,1,112,0,,
,21101,1005,,0,1,泰雷,0,0,1,102,0,,
,21102,1005,,0,1,木禅,0,0,1,104,0,,
,21103,1005,,0,1,葛莱蒂丝,0,0,1,105,0,,
,21104,1005,,0,1,塔蕾娅,0,0,1,2099,0,,
,21105,1005,,0,1,浮士德72,0,0,1,10016,0,,
,21106,1005,,0,1,米娅,0,0,1,2031,0,,
,21107,1005,,0,1,纳尔,0,0,1,2061,0,,
,21108,1005,"0,0,0",0,1,猫,0,0,1,2056,0,,
,21109,1005,,0,1,马修,0,0,1,52011,0,,
,21110,1005,,0,1,伊什,0,0,1,10002,0,,
,21111,1005,,0,1,阿比旦,0,0,1,2032,0,,
,21112,1005,,0,1,黑蹄鹿角兽,0,0,1,10034,0,,
,21113,1005,,0,1,鹿角兽队长,0,0,1,10024,0,,
,21114,1005,,0,1,头条哥布林,0,0,1,2012,0,,
,21115,1005,,0,1,哈扎克,0,0,1,10005,0,,
,21116,1005,,0,1,金斯特,0,0,1,2007,0,,
,21117,1005,,0,1,卡尔,0,0,1,2026,0,,
,21118,1005,,0,1,卡莉,0,0,1,2036,0,,
,21119,1005,,0,1,弥尔,0,0,1,2045,0,,
,21120,1005,,0,1,费米,0,0,1,2021,0,,
,21121,1005,,0,1,菲梅,0,0,1,10054,0,,
,21122,1005,,0,1,贝卡,0,0,1,10024,0,,
,21123,1005,,0,1,露露,0,0,1,2010,0,,
,21124,1005,,0,1,警报机器人·滴,0,0,1,2048,0,,
,21125,1005,,0,1,奥兰德,0,0,1,2075,0,,
,21126,1005,,0,1,黄胡子,0,0,1,2060,0,,
,21127,1005,,0,1,玛门,0,0,1,2004,0,,
