,id,name,des,functionDes,shop_des
,2043032,圣界·贰制下装,散发着黑暗气体与难闻气味的多结晶石头，可那又怎样？能变强就好。,圣界组织专属的下装（蓝色品质）进阶材料。,圣界组织专属的下装（蓝色品质）进阶材料。
,2043043,圣界·叁制下装,散发着黑暗气体与难闻气味的多结晶石头，可那又怎样？能变强就好。,圣界组织专属的下装（紫色品质）进阶材料。,圣界组织专属的下装（紫色品质）进阶材料。
,2043054,圣界·肆制下装,散发着黑暗气体与难闻气味的多结晶石头，可那又怎样？能变强就好。,圣界组织专属的下装（橙色品质）进阶材料。,圣界组织专属的下装（橙色品质）进阶材料。
,2043064,圣界·伍制下装,散发着黑暗气体与难闻气味的多结晶石头，可那又怎样？能变强就好。,圣界组织专属的下装（橙色R品质）进阶材料。,圣界组织专属的下装（橙色R品质）进阶材料。
,2043074,圣界·陆制下装,散发着黑暗气体与难闻气味的多结晶石头，可那又怎样？能变强就好。,圣界组织专属的下装（橙色SR品质）进阶材料。,圣界组织专属的下装（橙色SR品质）进阶材料。
,2044021,圣界·壹制足靴,产自纳雅的稀有矿石材料，据说装备后，走路犹如在飘。,圣界组织专属的鞋子（绿色品质）进阶材料。,圣界组织专属的鞋子（绿色品质）进阶材料。
,2044032,圣界·贰制足靴,产自纳雅的稀有矿石材料，据说装备后，走路犹如在飘。,圣界组织专属的鞋子（蓝色品质）进阶材料。,圣界组织专属的鞋子（蓝色品质）进阶材料。
,2044043,圣界·叁制足靴,产自纳雅的稀有矿石材料，据说装备后，走路犹如在飘。,圣界组织专属的鞋子（紫色品质）进阶材料。,圣界组织专属的鞋子（紫色品质）进阶材料。
,2044054,圣界·肆制足靴,产自纳雅的稀有矿石材料，据说装备后，走路犹如在飘。,圣界组织专属的鞋子（橙色品质）进阶材料。,圣界组织专属的鞋子（橙色品质）进阶材料。
,2044064,圣界·伍制足靴,产自纳雅的稀有矿石材料，据说装备后，走路犹如在飘。,圣界组织专属的鞋子（橙色R品质）进阶材料。,圣界组织专属的鞋子（橙色R品质）进阶材料。
,2044074,圣界·陆制足靴,产自纳雅的稀有矿石材料，据说装备后，走路犹如在飘。,圣界组织专属的鞋子（橙色SR品质）进阶材料。,圣界组织专属的鞋子（橙色SR品质）进阶材料。
,2051021,密林·壹制兵刃,来自精灵族的晶尘，汇集了精灵族工匠的智慧。,密林国度专属的武器（绿色品质）进阶材料。,密林国度专属的武器（绿色品质）进阶材料。
,2051032,密林·贰制兵刃,来自精灵族的晶尘，汇集了精灵族工匠的智慧。,密林国度专属的武器（蓝色品质）进阶材料。,密林国度专属的武器（蓝色品质）进阶材料。
,2051043,密林·叁制兵刃,来自精灵族的晶尘，汇集了精灵族工匠的智慧。,密林国度专属的武器（紫色品质）进阶材料。,密林国度专属的武器（紫色品质）进阶材料。
,2051054,密林·肆制兵刃,来自精灵族的晶尘，汇集了精灵族工匠的智慧。,密林国度专属的武器（橙色品质）进阶材料。,密林国度专属的武器（橙色品质）进阶材料。
,2051064,密林·伍制兵刃,来自精灵族的晶尘，汇集了精灵族工匠的智慧。,密林国度专属的武器（橙色R品质）进阶材料。,密林国度专属的武器（橙色R品质）进阶材料。
,2051074,密林·陆制兵刃,来自精灵族的晶尘，汇集了精灵族工匠的智慧。,密林国度专属的武器（橙色SR品质）进阶材料。,密林国度专属的武器（橙色SR品质）进阶材料。
,2052021,密林·壹制上衣,产自银母矿洞的矿石，经过德鲁伊兽人的打磨后，包含了兽人的野性与勇敢。,密林国度专属的上衣（绿色品质）进阶材料。,密林国度专属的上衣（绿色品质）进阶材料。
,2052032,密林·贰制上衣,产自银母矿洞的矿石，经过德鲁伊兽人的打磨后，包含了兽人的野性与勇敢。,密林国度专属的上衣（蓝色品质）进阶材料。,密林国度专属的上衣（蓝色品质）进阶材料。
,2052043,密林·叁制上衣,产自银母矿洞的矿石，经过德鲁伊兽人的打磨后，包含了兽人的野性与勇敢。,密林国度专属的上衣（紫色品质）进阶材料。,密林国度专属的上衣（紫色品质）进阶材料。
,2052054,密林·肆制上衣,产自银母矿洞的矿石，经过德鲁伊兽人的打磨后，包含了兽人的野性与勇敢。,密林国度专属的上衣（橙色品质）进阶材料。,密林国度专属的上衣（橙色品质）进阶材料。
,2052064,密林·伍制上衣,产自银母矿洞的矿石，经过德鲁伊兽人的打磨后，包含了兽人的野性与勇敢。,密林国度专属的上衣（橙色R品质）进阶材料。,密林国度专属的上衣（橙色R品质）进阶材料。
,2052074,密林·陆制上衣,产自银母矿洞的矿石，经过德鲁伊兽人的打磨后，包含了兽人的野性与勇敢。,密林国度专属的上衣（橙色SR品质）进阶材料。,密林国度专属的上衣（橙色SR品质）进阶材料。
,2053021,密林·壹制下装,出产自树人部落，拥有和树人生命一样长的耐久度。,密林国度专属的下装（绿色品质）进阶材料。,密林国度专属的下装（绿色品质）进阶材料。
,2053032,密林·贰制下装,出产自树人部落，拥有和树人生命一样长的耐久度。,密林国度专属的下装（蓝色品质）进阶材料。,密林国度专属的下装（蓝色品质）进阶材料。
,2053043,密林·叁制下装,出产自树人部落，拥有和树人生命一样长的耐久度。,密林国度专属的下装（紫色品质）进阶材料。,密林国度专属的下装（紫色品质）进阶材料。
,2053054,密林·肆制下装,出产自树人部落，拥有和树人生命一样长的耐久度。,密林国度专属的下装（橙色品质）进阶材料。,密林国度专属的下装（橙色品质）进阶材料。
,2053064,密林·伍制下装,出产自树人部落，拥有和树人生命一样长的耐久度。,密林国度专属的下装（橙色R品质）进阶材料。,密林国度专属的下装（橙色R品质）进阶材料。
,2053074,密林·陆制下装,出产自树人部落，拥有和树人生命一样长的耐久度。,密林国度专属的下装（橙色SR品质）进阶材料。,密林国度专属的下装（橙色SR品质）进阶材料。
,2054021,密林·壹制足靴,暗精灵部落的暗月石，蕴含着月亮的精华之气。,密林国度专属的鞋子（绿色品质）进阶材料。,密林国度专属的鞋子（绿色品质）进阶材料。
,2054032,密林·贰制足靴,暗精灵部落的暗月石，蕴含着月亮的精华之气。,密林国度专属的鞋子（蓝色品质）进阶材料。,密林国度专属的鞋子（蓝色品质）进阶材料。
,2054043,密林·叁制足靴,暗精灵部落的暗月石，蕴含着月亮的精华之气。,密林国度专属的鞋子（紫色品质）进阶材料。,密林国度专属的鞋子（紫色品质）进阶材料。
,2054054,密林·肆制足靴,暗精灵部落的暗月石，蕴含着月亮的精华之气。,密林国度专属的鞋子（橙色品质）进阶材料。,密林国度专属的鞋子（橙色品质）进阶材料。
,2054064,密林·伍制足靴,暗精灵部落的暗月石，蕴含着月亮的精华之气。,密林国度专属的鞋子（橙色R品质）进阶材料。,密林国度专属的鞋子（橙色R品质）进阶材料。
,2054074,密林·陆制足靴,暗精灵部落的暗月石，蕴含着月亮的精华之气。,密林国度专属的鞋子（橙色SR品质）进阶材料。,密林国度专属的鞋子（橙色SR品质）进阶材料。
,2061021,英豪·壹制兵刃,流转着如极光般绚丽光芒的晶石，使用它打造的兵刃，拥有所向披靡的力量。,英豪领域专属的武器（绿色品质）进阶材料。,英豪领域专属的武器（绿色品质）进阶材料。
,2061032,英豪·贰制兵刃,流转着如极光般绚丽光芒的晶石，使用它打造的兵刃，拥有所向披靡的力量。,英豪领域专属的武器（蓝色品质）进阶材料。,英豪领域专属的武器（蓝色品质）进阶材料。
,2061043,英豪·叁制兵刃,流转着如极光般绚丽光芒的晶石，使用它打造的兵刃，拥有所向披靡的力量。,英豪领域专属的武器（紫色品质）进阶材料。,英豪领域专属的武器（紫色品质）进阶材料。
,2061054,英豪·肆制兵刃,流转着如极光般绚丽光芒的晶石，使用它打造的兵刃，拥有所向披靡的力量。,英豪领域专属的武器（橙色品质）进阶材料。,英豪领域专属的武器（橙色品质）进阶材料。
,2061064,英豪·伍制兵刃,流转着如极光般绚丽光芒的晶石，使用它打造的兵刃，拥有所向披靡的力量。,英豪领域专属的武器（橙色R品质）进阶材料。,英豪领域专属的武器（橙色R品质）进阶材料。
,2061074,英豪·陆制兵刃,流转着如极光般绚丽光芒的晶石，使用它打造的兵刃，拥有所向披靡的力量。,英豪领域专属的武器（橙色SR品质）进阶材料。,英豪领域专属的武器（橙色SR品质）进阶材料。
,2062021,英豪·壹制上衣,据说使用各种上等材料制作而成，能够让上衣防火防水。,英豪领域专属的上衣（绿色品质）进阶材料。,英豪领域专属的上衣（绿色品质）进阶材料。
,2062032,英豪·贰制上衣,据说使用各种上等材料制作而成，能够让上衣防火防水。,英豪领域专属的上衣（蓝色品质）进阶材料。,英豪领域专属的上衣（蓝色品质）进阶材料。
,2062043,英豪·叁制上衣,据说使用各种上等材料制作而成，能够让上衣防火防水。,英豪领域专属的上衣（紫色品质）进阶材料。,英豪领域专属的上衣（紫色品质）进阶材料。
,2062054,英豪·肆制上衣,据说使用各种上等材料制作而成，能够让上衣防火防水。,英豪领域专属的上衣（橙色品质）进阶材料。,英豪领域专属的上衣（橙色品质）进阶材料。
,2062064,英豪·伍制上衣,据说使用各种上等材料制作而成，能够让上衣防火防水。,英豪领域专属的上衣（橙色R品质）进阶材料。,英豪领域专属的上衣（橙色R品质）进阶材料。
,2062074,英豪·陆制上衣,据说使用各种上等材料制作而成，能够让上衣防火防水。,英豪领域专属的上衣（橙色SR品质）进阶材料。,英豪领域专属的上衣（橙色SR品质）进阶材料。
,2063021,英豪·壹制下装,花重金向魔法学院采购的神奇材料，拥有隔热防寒的功效。,英豪领域专属的下装（绿色品质）进阶材料。,英豪领域专属的下装（绿色品质）进阶材料。
,2063032,英豪·贰制下装,花重金向魔法学院采购的神奇材料，拥有隔热防寒的功效。,英豪领域专属的下装（蓝色品质）进阶材料。,英豪领域专属的下装（蓝色品质）进阶材料。
,2063043,英豪·叁制下装,花重金向魔法学院采购的神奇材料，拥有隔热防寒的功效。,英豪领域专属的下装（紫色品质）进阶材料。,英豪领域专属的下装（紫色品质）进阶材料。
,2063054,英豪·肆制下装,花重金向魔法学院采购的神奇材料，拥有隔热防寒的功效。,英豪领域专属的下装（橙色品质）进阶材料。,英豪领域专属的下装（橙色品质）进阶材料。
,2063064,英豪·伍制下装,花重金向魔法学院采购的神奇材料，拥有隔热防寒的功效。,英豪领域专属的下装（橙色R品质）进阶材料。,英豪领域专属的下装（橙色R品质）进阶材料。
,2063074,英豪·陆制下装,花重金向魔法学院采购的神奇材料，拥有隔热防寒的功效。,英豪领域专属的下装（橙色SR品质）进阶材料。,英豪领域专属的下装（橙色SR品质）进阶材料。
,2064021,英豪·壹制足靴,制作鞋子不可缺少的物品，出门冒险必备品。,英豪领域专属的鞋子（绿色品质）进阶材料。,英豪领域专属的鞋子（绿色品质）进阶材料。
,2064032,英豪·贰制足靴,制作鞋子不可缺少的物品，出门冒险必备品。,英豪领域专属的鞋子（蓝色品质）进阶材料。,英豪领域专属的鞋子（蓝色品质）进阶材料。
,2064043,英豪·叁制足靴,制作鞋子不可缺少的物品，出门冒险必备品。,英豪领域专属的鞋子（紫色品质）进阶材料。,英豪领域专属的鞋子（紫色品质）进阶材料。
,2064054,英豪·肆制足靴,制作鞋子不可缺少的物品，出门冒险必备品。,英豪领域专属的鞋子（橙色品质）进阶材料。,英豪领域专属的鞋子（橙色品质）进阶材料。
,2064064,英豪·伍制足靴,制作鞋子不可缺少的物品，出门冒险必备品。,英豪领域专属的鞋子（橙色R品质）进阶材料。,英豪领域专属的鞋子（橙色R品质）进阶材料。
,2064074,英豪·陆制足靴,制作鞋子不可缺少的物品，出门冒险必备品。,英豪领域专属的鞋子（橙色SR品质）进阶材料。,英豪领域专属的鞋子（橙色SR品质）进阶材料。
绿色强化石,2110001,绿铜矿石,大陆深处的铜矿石，材质坚硬耐磨，深受冒险者们的青睐。,绿色品质的矿石材料，可用于强化0-50级的装备。,绿色品质的矿石材料，可用于强化0-50级的装备。
强化石,2110002,蓝铁矿石,通过简单的打磨，提升了铁矿的纯度，使用价值有了质的飞跃。,蓝色品质的矿石材料，可用于强化51-80级的装备。,蓝色品质的矿石材料，可用于强化51-80级的装备。
高级强化石,2110003,紫锡矿石,银母矿洞内的紫锡矿石，是雷鸣大陆的抢手货。,紫色品质的矿石材料，通过打磨达到强化装备的效果。,紫色品质的矿石材料，通过打磨达到强化装备的效果。
橙色强化石,2110004,橙金矿石,黄金通过多次提炼，达到了超乎想象的纯度，令众多冒险者趋之若鹜。,橙色品质的矿石材料，通过打磨达到强化装备的效果。,橙色品质的矿石材料，通过打磨达到强化装备的效果。
,2110102,浅苍原晶,在黑夜中，散发着点点苍绿光芒，犹如林间萤火，因而得名浅苍原晶。,可用于强化31-50级的上衣、下装、鞋子。,可用于强化31-50级的上衣、下装、鞋子。
,2110103,浅苍结晶,由于材质较软，适合打磨成各种造型。作为礼物送给女孩，会是不错的选择。,可用于强化51-70级的上衣、下装、鞋子。,可用于强化51-70级的上衣、下装、鞋子。
,2110104,浅苍辉晶,经过打磨与提纯，合成出的晶石，其中的能量远远超出预估。,可用于强化71-80级的上衣、下装、鞋子。,可用于强化71-80级的上衣、下装、鞋子。
,2110202,炙红粗岩,来自遥远的火山深处，耐高温的特性让它备受欢迎。,可用于强化31-50级的物理属性武器。,可用于强化31-50级的物理属性武器。
,2110203,炙红精岩,散发出火热气息的熔岩结晶，冬天时的销量总会更好一些。,可用于强化51-70级的物理属性武器。,可用于强化51-70级的物理属性武器。
,2110204,炙红熔岩,由于性质稳定色泽艳丽，由它为原料制成的物品数不胜数。,可用于强化71-80级的物理属性武器。,可用于强化71-80级的物理属性武器。
,2110302,绀青原石,碧青色的矿石，带着淡淡的金属光泽，用途极为广泛。,可用于强化31-50级的魔法属性武器。,可用于强化31-50级的魔法属性武器。
,2110303,绀青精石,将原石通过高温淬炼而成，硬度较之前提升多倍。,可用于强化51-70级的魔法属性武器。,可用于强化51-70级的魔法属性武器。
,2110304,绀青辉石,产自古加尼尔，是大陆上最坚硬的矿石之一。,可用于强化71-80级的魔法属性武器。,可用于强化71-80级的魔法属性武器。
,2110402,萤辉原矿,在时间洪流中留存下的矿晶，拥有着不可估量的能量。,可用于强化31-50级的下装。,可用于强化31-50级的下装。
,2110403,萤辉粗矿,轻微打磨后，矿石发出了耀眼的光芒。,可用于强化51-70级的下装。,可用于强化51-70级的下装。
,2110404,萤辉细矿,经过精心打磨，可最大限度激发装备属性。,可用于强化71-80级的下装。,可用于强化71-80级的下装。
,2110502,紫陨精铁,据说这种来自精灵国度的金属能在黑夜里散发淡紫色光芒，备受女性冒险者的喜爱。,可用于强化31-50级的鞋子。,可用于强化31-50级的鞋子。
,2110503,紫陨淬钢,精灵国度的金属，在经过初步打磨后，运输到大陆各处售卖。,可用于强化51-70级的鞋子。,可用于强化51-70级的鞋子。
,2110504,紫陨秘银,来自精灵国度最深的矿洞，并经过极为繁琐的打磨工艺，适合点缀在装备上。,可用于强化71-80级的鞋子。,可用于强化71-80级的鞋子。
高级升星石,2120013,琉晶,埋藏在岩洞深处的绝美晶石，当中些许的杂质仿佛夜空中的星光。,用于装备突破10、20、30、40、50、60、70级,用于装备突破10、20、30、40、50、60、70级
高级升星石,2120014,优质琉晶,晶石中没有丝毫杂质，剔透得犹如装载了整个银河。,可用于装备（50/60/70级）的突破。,可用于装备（50/60/70级）的突破。
,2120102,星晶石·兵刃,埋藏在岩洞深处的绝美晶石，当中些许的杂质仿佛夜空中的星光。,用于武器突破30、40、50、60级,用于武器突破30、40、50、60级
,2120103,优质星晶石·兵刃,晶石中没有丝毫杂质，剔透得犹如装载了整个银河。,用于武器突破50、60、70级,用于武器突破50、60、70级
,2120104,稀有星晶石·兵刃,多个星晶石重叠而生，仿若岩洞中盛开的星星之花。,可用于武器（70级）的突破。,可用于武器（70级）的突破。
,2120202,星晶石·上衣,埋藏在岩洞深处的绝美晶石，当中些许的杂质仿佛夜空中的星光。,用于衣服突破30、40、50、60级,用于衣服突破30、40、50、60级
,2120203,优质星晶石·上衣,晶石中没有丝毫杂质，剔透得犹如装载了整个银河。,用于衣服突破50、60、70级,用于衣服突破50、60、70级
,2120204,稀有星晶石·上衣,多个星晶石重叠而生，仿若岩洞中盛开的星星之花。,可用于上衣（70级）的突破。,可用于上衣（70级）的突破。
,2120302,星晶石·下装,埋藏在岩洞深处的绝美晶石，当中些许的杂质仿佛夜空中的星光。,用于裤子突破30、40、50、60级,用于裤子突破30、40、50、60级
,2120303,优质星晶石·下装,晶石中没有丝毫杂质，剔透得犹如装载了整个银河。,用于裤子突破50、60、70级,用于裤子突破50、60、70级
,2120304,稀有星晶石·下装,多个星晶石重叠而生，仿若岩洞中盛开的星星之花。,可用于下装（70级）的突破。,可用于下装（70级）的突破。
,2120402,星晶石·足靴,埋藏在岩洞深处的绝美晶石，当中些许的杂质仿佛夜空中的星光。,用于鞋子突破30、40、50、60级,用于鞋子突破30、40、50、60级
,2120403,优质星晶石·足靴,晶石中没有丝毫杂质，剔透得犹如装载了整个银河。,用于鞋子突破50、60、70级,用于鞋子突破50、60、70级
,2120404,稀有星晶石·足靴,多个星晶石重叠而生，仿若岩洞中盛开的星星花。,可用于鞋子（70级）的突破。,可用于鞋子（70级）的突破。
英雄通用进阶石,3010013,狮心纹章,赋予勇者强大的力量与信念，可以用于英雄升阶。,通用的英雄共鸣材料，是狮王意志的传承。,通用的英雄共鸣材料，是狮王意志的传承。
,3010014,冲锋晶源,“嘟嘟嘟！”战争的号角已经吹响！请开始战斗吧！,用于替代任意SR英雄专属共鸣材料，冲锋陷阵，无可抵挡。,用于替代任意SR英雄专属共鸣材料，冲锋陷阵，无可抵挡。
,3010024,燃血晶源,静声聆听流淌在血脉中的能量。你永远无法预知，自己有多么强大。,用于替代任意SSR英雄专属共鸣材料，激发勇者的无限潜能。,用于替代任意SSR英雄专属共鸣材料，激发勇者的无限潜能。
,3011014,奥兹勋章,勋章上留下了战神巨剑斩过的裂痕。,西蒙的专属共鸣材料，是奥兹家族对于勇者的认可。,西蒙的专属共鸣材料，是奥兹家族对于勇者的认可。
,3011024,帝国双刃,手中的双刃，用来守护帝国与家人。,泰雷的专属共鸣材料，代表着帝国的最高荣耀。,泰雷的专属共鸣材料，代表着帝国的最高荣耀。
,3011034,炼狱锁链,痛苦在身体上留下烙印，在无尽的黑暗中变得强大。,兰奇的专属共鸣材料，来一场正与邪的激烈碰撞！,兰奇的专属共鸣材料，来一场正与邪的激烈碰撞！
,3011044,世界树枝,承受住每一次苦难的考验，就是经历一次自身的修行。,木禅的专属共鸣材料，可提升禅修者的力量。,木禅的专属共鸣材料，可提升禅修者的力量。
,3011054,精灵之矢,箭飞过耳边的声音，如同精灵在耳边低语。,葛莱蒂丝的专属共鸣材料，来聆听精灵族古老的魔法。,葛莱蒂丝的专属共鸣材料，来聆听精灵族古老的魔法。
,3011064,合金飞镖,收割了无数生命的飞镖，它是檐鬼存在的证明。,檐鬼的专属共鸣材料，是军情处的机密印章，象征着权力。,檐鬼的专属共鸣材料，是军情处的机密印章，象征着权力。
,3011074,般若面具,可憎的面具背后，是血族嗜血的杀意。,夜崎隐的专属共鸣材料，激发埋藏在血脉里的那份杀意吧。,夜崎隐的专属共鸣材料，激发埋藏在血脉里的那份杀意吧。
,3011084,萌态熊爪,自然的力量，是最原始与狂野的力量。,阿德琳的专属共鸣材料，可以触发体内的百兽之魂。,阿德琳的专属共鸣材料，可以触发体内的百兽之魂。
,3011114,黄金臂铠,黄金臂铠既是力量的代表，又是耻辱的象征。,迪罗赞的专属共鸣材料，唯有突破禁锢，才能迈向强大。,迪罗赞的专属共鸣材料，唯有突破禁锢，才能迈向强大。
,3011124,舰长勋章,每一枚勋章，都是生与死的见证。,米兰达的专属共鸣材料，从容面对战场的考验吧。,米兰达的专属共鸣材料，从容面对战场的考验吧。
,3011134,粉红兔布偶,兔兔这么可爱，不可以欺负兔兔。,纳塔娜的专属共鸣材料，一场奇幻魔法秀即将开场。,纳塔娜的专属共鸣材料，一场奇幻魔法秀即将开场。
,3011144,盖乌斯巨斧,重达百斤的斧头，曾轻盈地划破无数人的喉咙。,萨米尔的专属共鸣材料，体内无法压抑的躁动是对生命渴求。,萨米尔的专属共鸣材料，体内无法压抑的躁动是对生命渴求。
,3011154,霜天之织,尼薇的突破道具,尼薇的突破道具,尼薇的突破道具
,3011164,蛛丝精魄,艾达的突破道具,艾达的突破道具,艾达的突破道具
,3012014,芙蕾雅魔法书,闻名于世的法师贵族，家族的每一个法师都经过严格考验。,温丽的专属共鸣材料，忠于冰火魔力的召唤吧。,温丽的专属共鸣材料，忠于冰火魔力的召唤吧。
,3013014,异能手环,真正的赏金猎人从不会为了赏金而违背正义与道德。,爱琳娜的专属共鸣材料，是成为强力赏金猎人的证明。,爱琳娜的专属共鸣材料，是成为强力赏金猎人的证明。
,3013024,荆棘玫瑰,玫瑰，让女人更加女人。,爱琪的专属共鸣材料，内有玫瑰滋生出的强大力量。,爱琪的专属共鸣材料，内有玫瑰滋生出的强大力量。
,3014014,暗龙图腾,颠覆古代龙的意志，暗黑龙骑不可一世。,乔伊的专属共鸣材料，是被暗炎龙认可之人的证明。,乔伊的专属共鸣材料，是被暗炎龙认可之人的证明。
高级技能石,3030013,武炼石,深埋在亚特大陆下的矿石，由战神的神识化成。,可用于提升英雄2-5级的技能等级。,可用于提升英雄2-5级的技能等级。
高级技能石,3030014,优质武炼石,百块武炼石锻造出的终焉武炼石，凝结了战神的全部神识。,可用于提升英雄4-5级的技能等级。,可用于提升英雄4-5级的技能等级。
,3060010,魔法电话,采用人体工学流线型设计，符合主流使用习惯。一次充能，即可使用三个月！,可提升任意英雄5点好感度。,可提升任意英雄5点好感度。
,3060020,整蛊糖豆,内含沥青味、草木灰味、水粉颜料味、火焰飞弹味等，挑战味蕾与想象力的双重极限。,可提升任意英雄10点好感度。,可提升任意英雄10点好感度。
,3060030,迷迭香烤鸡,淡雅的清香化解了脂肪的肥腻，酥脆表皮与软嫩鸡肉更构成了对立而统一的美味。,可提升任意英雄300点好感度。,可提升任意英雄300点好感度。
,3060110,剑斗联赛门票,如果被剑士邀请出去约会，那不用多想，绝大多数情况下他们都会选择这个地方。,可提升“奥兹家族”成员20点好感度。,可提升“奥兹家族”成员20点好感度。
,3060120,刀具护理套装,卡诺萨刀剑协会联名推荐，廉价钝刀亦可摇身一变成为传世神器！,可提升“奥兹家族”成员30点好感度。,可提升“奥兹家族”成员30点好感度。
,3060210,魔法议会期刊,作为现阶段最权威的魔法理论期刊，绝大多数法师购买它的理由却只是“枕着睡比较舒服”。,可提升“魔法学院”成员20点好感度。,可提升“魔法学院”成员20点好感度。
,3060220,露西蒂尼手稿,手稿上不仅记述了深奥的魔法知识，更用巧妙的例证与插图使之变得易于理解。,可提升“魔法学院”成员30点好感度。,可提升“魔法学院”成员30点好感度。
,3060310,水晶护符,只要三分钟，让你在梦幻中消解怒火。,可提升任意英雄100点好感度。,可提升任意英雄100点好感度。
,3060320,雕花护臂,虽说扛不住几下伤害，但有总比没有好。而且，这造型也挺帅气的不是吗？,可提升任意英雄50点好感度。,可提升任意英雄50点好感度。
,3060410,圣界斗篷,在经常没法达成共识的圣界成员之间，斗篷是唯一一种勉强受到所有成员认可的装备。,可提升“圣界组织”成员20点好感度。,可提升“圣界组织”成员20点好感度。
,3060420,秘密档案,里面封装的，究竟是神器的情报，还是任务的信息，抑或是，他们自身的目标呢？,可提升“圣界组织”成员30点好感度。,可提升“圣界组织”成员30点好感度。
,3060510,园艺套装,包含小号的锄头、剪钳、花盆以及肥料，对园艺爱好者来说无疑是最棒的礼物。,可提升“密林国度”成员20点好感度。,可提升“密林国度”成员20点好感度。
,3060520,多肉植物,为了适应环境而进化成现在模样的可爱植物，没有一个植物爱好者能够抵挡它们的诱惑。,可提升“密林国度”成员30点好感度。,可提升“密林国度”成员30点好感度。
,3060610,卡城烧烤,没有什么问题是一份烧烤解决不了的。如果有，那就再来一份。,可提升“英豪领域”成员20点好感度。,可提升“英豪领域”成员20点好感度。
,3060620,蜂蜜奶茶,茶，健康。奶，健康。蜂蜜，健康。所以蜂蜜奶茶自然也是健康的！,可提升“英豪领域”成员30点好感度。,可提升“英豪领域”成员30点好感度。
,5000012,蓝萤晶魄,散发着淡淡蓝色荧光的水晶，送给女孩子的话，她们应该会很开心哦。,通过符文合成，使用蓝萤晶魄与蓝色品质符文，可随机合成1个紫色品质符文。,通过符文合成，使用蓝萤晶魄与蓝色品质符文，可随机合成1个紫色品质符文。
,5000023,紫影晶魄,产自白瑙湖畔，因晶体内有淡淡紫影而闻名。,通过符文合成，使用紫影晶魄与紫色品质符文，可随机合成1个橙色品质符文。,通过符文合成，使用紫影晶魄与紫色品质符文，可随机合成1个橙色品质符文。
,5000034,橙沙晶魄,传说只会在特定时节才凝结而成的水晶，它是极为独特的存在。,通过符文合成，使用橙沙晶魄与橙色品质符文，可随机合成1个橙色品质符文。,通过符文合成，使用橙沙晶魄与橙色品质符文，可随机合成1个橙色品质符文。
,5001012,初级狂暴,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，暴击率提升8%。,镶嵌此符文的技能，暴击率提升8%。
,5001022,初级狂暴,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，暴击率提升12%。,镶嵌此符文的技能，暴击率提升12%。
,5001032,初级狂暴,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，暴击率提升16%。,镶嵌此符文的技能，暴击率提升16%。
,5001042,初级狂暴,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，暴击率提升20%。,镶嵌此符文的技能，暴击率提升20%。
,5001052,初级狂暴,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，暴击率提升24%。,镶嵌此符文的技能，暴击率提升24%。
,5002012,初级神力,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，物理伤害提升5%。,镶嵌此符文的技能，物理伤害提升5%。
,5002022,初级神力,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，物理伤害提升7%。,镶嵌此符文的技能，物理伤害提升7%。
,5002032,初级神力,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，物理伤害提升9%。,镶嵌此符文的技能，物理伤害提升9%。
,5002042,初级神力,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，物理伤害提升12%。,镶嵌此符文的技能，物理伤害提升12%。
,5002052,初级神力,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，物理伤害提升15%。,镶嵌此符文的技能，物理伤害提升15%。
,5003012,初级魔能,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，魔法伤害提升5%。,镶嵌此符文的技能，魔法伤害提升5%。
,5003022,初级魔能,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，魔法伤害提升7%。,镶嵌此符文的技能，魔法伤害提升7%。
,5003032,初级魔能,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，魔法伤害提升9%。,镶嵌此符文的技能，魔法伤害提升9%。
,5003042,初级魔能,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，魔法伤害提升12%。,镶嵌此符文的技能，魔法伤害提升12%。
,5003052,初级魔能,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，魔法伤害提升15%。,镶嵌此符文的技能，魔法伤害提升15%。
,5004012,生命护盾,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，施放时将当前生命值的10%转化为等量的护盾。,镶嵌此符文的技能，施放时将当前生命值的10%转化为等量的护盾。
