,id,title,desc
,1010396,为本命爆灯Ⅱ,15个本命达到3星级
,1010397,为本命爆灯Ⅲ,15个本命达到4星级
,1010398,为本命打电话Ⅰ,15个本命达到5星级
,1010399,为本命打电话Ⅱ,15个本命达到6星级
,1010400,日夜不分，应援本命,15个本命达到7星级
,1010401,我为本命拼过命Ⅰ,20个本命达到2星级
,1010402,我为本命拼过命Ⅱ,20个本命达到3星级
,1010403,我为本命拼过命Ⅲ,20个本命达到4星级
,1010404,抱紧本命大腿Ⅰ,20个本命达到5星级
,1010405,抱紧本命大腿Ⅱ,20个本命达到6星级
,1010406,掌声送给大本命,20个本命达到7星级
,1010407,全员本命，嚣张路过Ⅰ,30个本命达到2星级
,1010408,全员本命，嚣张路过Ⅱ,30个本命达到3星级
,1010409,全员本命，嚣张路过Ⅲ,30个本命达到4星级
,1010410,本命不会背叛我Ⅰ,30个本命达到5星级
,1010411,本命不会背叛我Ⅱ,30个本命达到6星级
,1010412,官宣，这是我的本命,30个本命达到7星级
,1010413,从此不再孤单,加入公会
,1010414,人强心善,公会募捐50次
,1010415,有钱银,公会募捐200次
,1010416,有钱任性,公会募捐500次
,1010417,有钱可以为所欲为,公会募捐1000次
,1010418,钱有多厚舞台就有多大,公会募捐2000次
,1010419,挥金如土,公会募捐5000次
,1010420,壕无人性,公会募捐10000次
,1010421,家里有矿,公会募捐20000次
,1010422,全员出动,帝国悬赏10次
,1010423,团结力量大,帝国悬赏30次
,1010424,不慌，小场面,帝国悬赏60次
,1010425,悬赏战斗，从未惧怕,帝国悬赏120次
,1010426,公会出手，就知有没有,帝国悬赏180次
,1010427,公会强势，就是了不起,帝国悬赏300次
,1010428,公会齐心，强强联手,帝国悬赏500次
,1010429,高手过招，公会撑腰,帝国悬赏800次
,1010430,用脚打都能赢,帝国悬赏1200次
,1010436,潜质满满,在帝国红蓝特典内达到白羽段位
,1010437,超强意志,在帝国红蓝特典内达到朗星段位
,1010438,绝不服输,在帝国红蓝特典内达到月绯段位
,1010439,屹立不倒,在帝国红蓝特典内达到炎日段位
,1010440,战魂不灭,在帝国红蓝特典内达到圣意段位
,1010441,手牵手，打副本,多人副本通关10次
,1010442,我不是一个人在战斗,多人副本通关30次
,1010443,孤独？不存在的,多人副本通关60次
,1010444,区区副本，大家一起上,多人副本通关120次
,1010445,多人副本，约不约？,多人副本通关180次
,1010446,兄弟，这波稳,多人副本通关300次
,1010447,一刷再刷，友谊长存,多人副本通关500次
,1010448,多人副本闭眼打,多人副本通关800次
,1010449,多人副本是我家,多人副本通关1200次
,1010450,基友满天下,添加10个好友
,1010451,社交达人,添加20个好友
,1010452,不急不躁只等开箱Ⅰ,开启粗木箱10个
,1010453,不急不躁只等开箱Ⅱ,开启粗木箱30个
,1010454,不急不躁只等开箱Ⅲ,开启粗木箱100个
,1010455,不急不躁只等开箱Ⅳ,开启粗木箱500个
,1010456,不急不躁只等开箱Ⅴ,开启粗木箱2000个
,1010457,等待的意义是开箱Ⅰ,开启秘银箱10个
,1010458,等待的意义是开箱Ⅱ,开启秘银箱30个
,1010459,等待的意义是开箱Ⅲ,开启秘银箱100个
,1010460,等待的意义是开箱Ⅳ,开启秘银箱500个
,1010461,等待的意义是开箱Ⅴ,开启秘银箱2000个
,1010462,开箱执念从未放弃Ⅰ,开启炼金宝箱10个
,1010463,开箱执念从未放弃Ⅱ,开启炼金宝箱30个
,1010464,开箱执念从未放弃Ⅲ,开启炼金宝箱100个
,1010465,开箱执念从未放弃Ⅳ,开启炼金宝箱500个
,1010466,开箱执念从未放弃Ⅴ,开启炼金宝箱2000个
,1010467,好人一生平安,帮助好友开箱1000次
,1010468,鲜艳的红领巾,帮助好友开箱3000次
,1010469,深藏功与名,帮助好友开箱10000次
,1010470,嘀！感恩卡,帮助好友开箱20000次
,1010471,嘀！友情卡,帮助好友开箱50000次
,1010472,嘀！好人卡,帮助好友开箱100000次
,1010473,探险先锋Ⅰ,开启铁箱100个
,1010474,探险先锋Ⅱ,开启铁箱300个
,1010475,探险先锋Ⅲ,开启铁箱1000个
,1010476,探险先锋Ⅳ,开启铁箱2000个
,1010477,探险先锋Ⅴ,开启铁箱5000个
,1010478,探险先锋·暴走,开启铁箱10000个
,1010479,寻宝之王Ⅰ,开启曜金箱60个
,1010480,寻宝之王Ⅱ,开启曜金箱180个
,1010481,寻宝之王Ⅲ,开启曜金箱600个
,1010482,寻宝之王Ⅳ,开启曜金箱1200个
,1010483,寻宝之王Ⅴ,开启曜金箱3000个
,1010484,寻宝之王·黄金之手,开启曜金箱6000个
,1010485,神之手Ⅰ,开启霜蓝晶箱50个
,1010486,神之手Ⅱ,开启霜蓝晶箱150个
,1010487,神之手Ⅲ,开启霜蓝晶箱500个
,1010488,神之手Ⅳ,开启霜蓝晶箱1000个
,1010489,神之手Ⅴ,开启霜蓝晶箱2500个
,1010490,神之手·天选之人,开启霜蓝晶箱5000个
,1010491,误入迷梦,温丽梦境通关第1章
,1010492,再临，清醒梦,温丽梦境通关第2章
,1010493,梦境还是现实？,温丽梦境通关第3章
,1010494,反复的噩梦,温丽梦境通关第4章
,1010495,走不出的梦魇,温丽梦境通关第5章
,1010496,百胜！讨伐领主,讨伐100次紫色领主
,1010497,犀利！讨伐领主,讨伐300次紫色领主
,1010498,坚持！讨伐领主,讨伐1000次紫色领主
,1010499,不屈！讨伐领主,讨伐2000次紫色领主
,1010500,无畏！讨伐领主,讨伐5000次紫色领主
,1010501,巅峰！讨伐领主,讨伐10000次紫色领主
,1010502,冲锋！讨伐狂潮,讨伐50次橙色领主
,1010503,战意！讨伐狂潮,讨伐200次橙色领主
,1010504,浴血！讨伐狂潮,讨伐500次橙色领主
,1010505,杀伐！讨伐狂潮,讨伐1000次橙色领主
,1010506,无惧！讨伐狂潮,讨伐2500次橙色领主
,1010507,境界！讨伐狂潮,讨伐5000次橙色领主
,1010508,对决！领主制裁,战胜20次紫色领主
,1010509,拔剑！领主制裁,战胜80次紫色领主
,1010510,勇士！领主制裁,战胜200次紫色领主
,1010511,英雄！领主制裁,战胜500次紫色领主
,1010512,冷酷猎手！领主制裁,战胜1000次紫色领主
,1010513,毁天灭地！领主制裁,战胜2000次紫色领主
,1010514,制霸全局！领主制裁,战胜5000次紫色领主
,2010035,完成主线任务“银母矿洞”,完成主线任务“银母矿洞”
,2020000,战队等级达到20级,战队等级达到20级
,2020001,战队等级达到25级,战队等级达到25级
,2020002,战队等级达到30级,战队等级达到30级
,2020003,战队等级达到35级,战队等级达到35级
,2020004,战队等级达到40级,战队等级达到40级
,2020005,战队等级达到45级,战队等级达到45级
,2020006,战队等级达到50级,战队等级达到50级
,2020007,战队等级达到55级,战队等级达到55级
,2020008,战队等级达到60级,战队等级达到60级
,2020009,战队等级达到65级,战队等级达到65级
,2020010,战队等级达到70级,战队等级达到70级
,2020011,战队等级达到75级,战队等级达到75级
,2020012,战队等级达到80级,战队等级达到80级
