,id,name,attr,story,location
,3382,弗莱特,,<line-indent=2em>“噢！你说得是那个少了一边羽翼的孩子吗？那是个坚强的孩子呢，这么多年了一直做着机械翅膀，想再度飞上蓝天呢~”<br>“执著的弗莱特~只会说米兰达姐姐好的孩子~那位小姐，可是弗莱特的偶像呢。他甚至要把机械翅膀送给他最爱的姐姐呢~”,◆不冬岛
,3383,弗莱特,不冬岛,<line-indent=2em>“噢！你说得是那个少了一边羽翼的孩子吗？那是个坚强的孩子呢，这么多年了一直做着机械翅膀，想再度飞上蓝天呢~”<br>“执著的弗莱特~只会说米兰达姐姐好的孩子~那位小姐，可是弗莱特的偶像呢。他甚至要把机械翅膀送给他最爱的姐姐呢~”,◆不冬岛
,3384,岛民杰基,不冬岛,<line-indent=2em></line-indent>“♫ 噢~我不过是只热爱歌唱的小鸟♪<br>♫ 连交谈时，也在勤↗奋↘练↗习~♪”<br><line-indent=2em></line-indent>“♫ 歌声里充满着我炽热的灵↗魂~♪<br>♫每晚在不冬岛的树梢上，为你们高歌♫”<br><line-indent=2em></line-indent>“是呢，每晚都在为另一个世界的存在<br>高歌呢。”杰基的邻居如是说。,◆不冬岛
,3385,橙翼蜂,不冬岛,,
,3386,米兰达,不冬岛,,
,3387,强壮的男人,,,
,3388,联盟佣兵,,,
,3389,卫兵特里斯,,,
,3390,卫兵,巡查,,
,3391,狐克斯,,,
,3393,魔法侍魂,,,
,3394,小男孩的奶奶,,,
,3395,小男孩的爸爸,,,
,3396,小女孩,风车镇巡查,,
,3397,黑商头目,,,
,3398,塔蕾娅,,<line-indent=2em>纳雅族的现任女王，心地善良，优柔寡断。因舅舅亚兹莫叛乱父母双亡，担负起统领纳雅的重任。<br>有别于其他皇室成员四只洁白翅膀，塔蕾娅只有两只金色翅膀，这让她备受争议。但她召唤出六翼天神，并凝结出神器·燃金之泪后，不和谐声音瞬间消失。在这之后，塔蕾娅的翅膀缩小到手指大小，这个现象让全纳雅科学家燃起研究的欲望。,◆天空城
,3399,玛露茜,,<line-indent=2em>纳雅王国首席科学家希波的女儿，遗传父亲的高智商。玛露茜因为母亲幼年早逝，十分早熟。日常兴趣就是做各种高数题，或者与自家机器人康奎斯特聊聊天。<br>十分支持爸爸的科学事业，但没想到爸爸会暗中麻醉她提取自己体内的心脏细胞。虽然玛露茜因此卧床了几个月，但在她心中希波依然是和她一起解读高数题的好爸爸。,◆天空城
,3400,镇民阿尼雅,,,
,3401,镇民尤菲,,,
,3402,镇民德纳罗,,,
,3403,镇民柯罗,,,
,3404,大臣奥兰德,,<line-indent=2em>在亚兹莫叛乱后，负责辅佐纳雅小女王塔蕾娅，同时负责女王全方位的帝王教育。<br>奥兰德极其不信任人类，甚至为小女王献上自己编撰的《人类蠢史》来告诫自己的君主。奥兰德凛然的姿态与卓越的才能备受纳雅族民众的尊重。就这样一个高傲的男子遇到了总是对他出口成脏的爱琳娜，终于被勾起了些许情感本能上的兴趣。,◆天空城
,3405,大臣奥兰德1,,,
,3406,狼人战士,,,
,3407,供品窃贼,,,
,3408,纳雅卫兵,,,
,3409,玛露茜爸爸,,,
,3410,镇民泽尔,,,
,3411,斗篷女盗贼,,,
,3413,枭鹰族猎手,不冬岛,,
,3414,米兰达,不冬岛临时,,
,3415,震荡丧尸,,,
,3416,沙漠毒蝎,,,
,3417,边陲沙狐,,,
,3418,武装熊人战士,,,
,3419,边陲武士,,,
,3420,泪目狼人,,,
,3421,女巫仆从,,,
,3422,盗矿人,,,
,3423,魔篷女巫,,,
,3424,不死丧尸,,,
,3425,萤火熊,,,
,3426,装甲角巨人,,,
,3427,迷路的冒险者,,,
,3428,蒙面狂徒,,,
,3429,迷失鹿角兽,,,
,3430,矮巨人指挥官,,,
,3432,扬博士,,<line-indent=2em>亚兹莫手下，热衷生物躯体实验的疯狂博士。扬博士对于自己的研究十分自信，觉得他能够上“纳雅科学家榜”前三名。但是，他所做实验都极具争议，甚至违背人伦道德。<br>在纳雅叛乱结束后的调查发现，扬博士并未得到纳雅科学院认证，并且他拒绝科学院对其研究进行探讨交流，对于生物学认识也不如正常科学家一般系统化。,◆鲸脊岛
,3433,长老罗希,,<line-indent=2em></line-indent>罗—希—长—老—平—日—说—话—<br>行—动—特—别—慢——，遇到紧急情况，他还是会提高语速的。罗—希—很—疼—爱—晚—辈——，总—想—为—他—们—解—决—人—生—大—事——<br><line-indent=2em></line-indent>罗—希—曾—是—五—星—厨—师—，擅—长—海—鲜—烹—饪—。据说，罗希在烹饪时，会展现一反常龟的速度。,◆鲸脊岛
,3434,镇民弗萨,,,
,3435,镇民维斯,,,
,3436,蕾茵,,<line-indent=2em>龟村居民，稀有的人鱼族。蕾茵姣好的容貌在一群龟族当中显得特别出众，但是蕾茵对于自己的容貌十分自卑，希望自己能够长得跟龟村的龟龟们一样。<br>敏感的她总是担心自己打扰别的龟，总是在不停地道歉：“对不起，对不起，对不起……”龟龟们也很苦恼怎么跟蕾茵解释她大可不必长成他们这样，她真的美如天仙。,◆鲸脊岛
,3437,蚀魔兽,,,
,3438,尼格斯,,,
,3439,失踪的小孩,,,
,3440,贝希摩斯1号,,<line-indent=2em>贝希摩斯1号第233次机体调试，机体内部已增设YT5-45型号核心部件。该部件为克隆心脏，克隆细胞主要来自5-9岁幼年纳雅人心脏器官。<br>机体外设已重新更换，贴近普通纳雅人外貌形态。AI系统尚在调试，目前只具备一般3岁纳雅人智力水平，能够识别“走”、“停止”、“消灭”等基础指令。<br>——《贝希摩斯制造笔记》希波博士,◆天空城
,3441,希波,,<line-indent=2em>纳雅王国首席科学家，掌握着纳雅各项高科技核心技术。他觉得为了无上的科学，总要有人付出牺牲。<br>当女儿玛露茜展现出远超同龄人的智商水平时，高兴的希波送了女儿十套高数题来庆祝。但自从沉迷于如何开发永恒动能，希波陪伴女儿的时间越来越少。他将无辜的幼童当做实验品，甚至意图将女儿也变为实验品之一。,◆天空城
,3442,玛露茜,,<line-indent=2em>纳雅王国首席科学家希波的女儿，遗传父亲的高智商。玛露茜因为母亲幼年早逝，十分早熟。日常兴趣就是做各种高数题，或者与自家机器人康奎斯特聊聊天。<br>十分支持爸爸的科学事业，但没想到爸爸会暗中麻醉她提取自己体内的心脏细胞。虽然玛露茜因此卧床了几个月，但在她心中希波依然是和她一起解读高数题的好爸爸。,◆天空城
,3443,哈扎克,哥布林藏宝屋,,
,3444,执行官希尔多,,,
,3445,无业青年约克,,,
,3446,罗兰大帝雕像,,,
,3447,码头工人加鲁,,,
,3448,吟游诗人达达,,,
,3449,沙漠土著帕帕拉,,,
,3450,大帝重刃,,,
,3452,法石遗迹,,,
,3453,纹章石,,,
,3454,泰坦遗骸,,,
,3455,银月湖,,,
,3456,黄金立方,,,
,3457,天神守卫,,,
,3458,灯塔,,,
,3459,翼族图腾,,,
,3460,悬赏公告板,,,
,3461,主城告示板,,,
,3469,禁卫督军·萨林,,,
,3478,索加的魔化灵体,,,
,3480,乔伊,,,
,3485,探索者卡普,,,
,3486,采矿监工伊洛,,,
,3488,黑衣人,,,
,3490,强盗贝拉,,,
,3492,觉醒的魔族亡者,,,
,3493,路标,,,
,3494,露西蒂尼雕像,,,
,3495,飞艇执行长,,,
,3496,树神守护者,,,
,3501,城镇守卫官凡特,,,
,3502,城镇守卫官埃克,,,
,3503,黑战斧,,,
,3504,镇民萨斯,,,
,3505,镇民安吉拉,,,
,3506,爱克斯大妈,,,
,3507,受伤的米吉帕,,,
,3508,康奎斯特,,<line-indent=2em>型号：WC2-4956智能家居服务机器人<br>主要功能：家居环境清洁、服装清洗与整理、食品制作。<br>使用方法：搭载语音识别系统，可识别多类型语音指令。指令下达后，机体发出一次“嘀”声为确认接收指令，两次“嘀”声表示未识别。<br>注意事项：请勿在下达指令期间播放音乐，会造成机体混乱。机体会以“嘀”声复述所听音乐旋律才能恢复正常。,◆天空城
,3509,四蹄神,,,
,3510,米吉帕,,,
,3512,工作日志,,,
,3513,神秘人,,,
,3514,巫傀,冒险者营地巡查,,
,3515,斥候狼人,,,
,3516,沙丘野狐,,,
,3517,富商罗伊,,,
,3518,黑斧鹿角兽,,,
,3519,魔斧鹿角兽,,,
,3520,小树精,,,
,3521,蕾茵,深海实验室,<line-indent=2em>龟村居民，稀有的人鱼族。蕾茵姣好的容貌在一群龟族当中显得特别出众，但是蕾茵对于自己的容貌十分自卑，希望自己能够长得跟龟村的龟龟们一样。<br>敏感的她总是担心自己打扰别的龟，总是在不停地道歉：“对不起，对不起，对不起……”龟龟们也很苦恼怎么跟蕾茵解释她大可不必长成他们这样，她真的美如天仙。,◆鲸脊岛
,3522,扬博士,深海实验室,<line-indent=2em>亚兹莫手下，热衷生物躯体实验的疯狂博士。扬博士对于自己的研究十分自信，觉得他能够上“纳雅科学家榜”前三名。但是，他所做实验都极具争议，甚至违背人伦道德。<br>在纳雅叛乱结束后的调查发现，扬博士并未得到纳雅科学院认证，并且他拒绝科学院对其研究进行探讨交流，对于生物学认识也不如正常科学家一般系统化。,◆鲸脊岛
,3523,默希娅,深海实验室,,
,3524,欧姆,,,
,3526,摩尼耶,,,
,3527,掠夺者叶戈尔,,,
,3528,掠夺者伊万,,,
,3529,副官列夫,,,
,3530,掠夺者米哈尔,,,
,3531,首领拜恩,,<line-indent=2em>掠夺者首领，铮铮铁血硬汉，认为长着翅膀的纳雅人不过是一群装腔作势的鸟人。拜恩受到掠夺者历史影响，认为如今天空城的危机都是纳雅人自己造得孽。<br>在后来与纳雅族的短暂合作结束之后，纳雅族为了回馈他们，提供了科学技术支持他们的建设，并提供飞船给想要前往大陆的掠夺者。拜恩对纳雅人的观念，也有一点点点点的改变。,◆阿诺特岛
,3533,掠夺者安东,,,
,3536,拾荒者,,,
,3538,主宰的魔族亡者,,,
,3540,异化的改造体,,,
,3541,暗精灵不死者,,,
,3542,哥布林探宝哨兵,,,
,3543,树心城守卫,,,
,3544,树人首领洛克,巡查,<line-indent=2em>树人部落首领，对德鲁伊抱有敌意，一切以部落利益为重。很信任木禅，毕竟是浩克一手把木禅灌溉长大的。<br>树人首领浩克与自然拥有着极高的契合度，周边时常围绕鸟类，而不少鸟类会季节性在浩克头上筑巢。每当这时候，浩克就不得不努力挺直脖颈，小心翼翼地行走。,◆月神森林
,3545,贪婪哥布林,,,
,3546,爱的纸条,,,
,3547,瘟疫机械,,,
,3549,矮巨人矿工,月神委托,,
,3550,永夜魔灵,,,
,3551,边陲劫掠者,,,
,3552,书籍,温丽梦境支线,,
,3554,龟长,,,
,3555,夺命蜂王,,,
,3556,迷雾魔战士,,,
,3557,岛民谢维奇,,,
,3560,治安官罗夫,,,
,3561,岛民赛文,,,
,3562,副会长斯拜,,,
,3563,枭鹰露妮,,,
,3564,特卡勒,,,
,3565,苏菲,,,
,3566,老佣兵杰克,,,
,3567,老纽曼克,,,
,3568,研究员雪诺,,,
,3569,黛茜,,,
,3570,小雷恩,,,
,3571,魔化异兽,,,
,3572,佣兵莱斯,,,
,3573,冶炼大王德萨,,,
,3577,小魔法师阿兰杰,,,
,3578,镇民布姆,,,
,3579,镇民茨维舒,,,
,3580,裁缝道奇,,,
,3581,熊人战士,,,
,3582,联盟卫兵,,,
,3583,老德鲁伊乔西,,,
,3584,少女洛塔,,,
,3585,陶瓷匠老雷恩,,,
,3586,多帕密探,,,
,3589,管家沃尔特,,,
,3590,瑞德男爵,,,
,3595,暴怒战熊,,,
,3596,迷失的灵魂,,,
,3605,游荡亡灵,,,
,3608,佣兵佩德罗,,,
,3613,佣兵塞缪尔,,,
,3618,佣兵舒拉,,,
,3630,哥布林乌纳伊,,,
,3631,马斯德子爵,,,
,3632,侍灵骑士亚斯,,,
,3636,巨石宝箱,,,
,3637,乖乖喵,,,
,3638,浮士德72,,<line-indent=2em>嘀——你好！我的朋友！我是浮士德72号！我的机体外设与人类很相似，这是我的制作者安德烈博士设定的，他希望我可以像真正的人类一样。<br>安德烈博士告诉我，要乐于助人，垃圾要分类，要定期护理，要好好照顾自己。他教了我很多，但是我……我知道他已经回不来了……我……我很想博士……（哭）,◆口袋岛
,3641,氪金大佬亚历山,,,
,3643,汉莎,,,
,3644,斯达,,,
,3645,卡佳,,,
,3646,达卡,,,
,3647,佣兵特伍德,NPC,,
,3648,佣兵特伍德,切屏点,,
,3649,巡逻守卫,,,
,3651,考古学者奇努,,,
,3652,左相特使,,,
,3653,阿克莱斯,,,
,3655,斥候皮曼,失事飞船,<line-indent=2em>皮曼上士，纳雅军侦查37队队长，30岁纳雅族。进入纳雅军十年，完成情报调查任务2349次，情报护送任务6334次。曾获一等功2次，二等功5次。<br>接受女王任务调查叛乱军情报，在返航中因叛乱军击沉飞船殉职。后续，皮曼上士所获情报由罗兰帝国方面送达，该情报信息对于平定叛乱起到了至关重要的作用。<br>现，追封皮曼上士为纳雅军上尉。,◆天空城
,3656,黑翼骑士长约伯,,,
,3657,机械实验体B2,,,
,3658,鬼祟潜伏者,,,
,3659,纳雅卫队长,,,
,3660,亚兹莫,,<line-indent=2em>纳雅小女王塔蕾娅的舅舅，黑龙战舰领导者。亚兹莫研究永恒动能时无意吸收了黄金立方，发现力量得到提升，但羽翼变成了不祥的黑色。<br>亚兹莫欲以此组建最强战舰，前往大陆掠夺资源，这一计划遭到纳雅前国王反对。于是他带军谋反，夺走国王的生命，重伤大将军米兰达，最后被他的姐姐——纳雅前皇后牺牲自我召唤的六翼天神镇压。,◆天空城
,3661,岛民昆汀,,,
,3662,怒戮熊人,,,
,3663,偷猎者布德,,,
,3664,偷猎者彼连,,,
,3665,枭鹰,,,
,3666,碎岩巨人,,,
,3668,旅行家麦哲,,,
,3669,修行者禅那,,,
,3670,暴虐者,,,
,3671,蛮荒熊人,,,
,3672,鱼妖奥布里,,,
,3673,深海巨魔雷迪,,,
,3676,安德烈博士,,<line-indent=2em>浮士德系列机器人制作者。安德烈博士致力于研发具备共情能力的人工智能型机器人，然而这一理念与纳雅族主流观念不符。在纳雅人看来，机器人是只需要完成自己的工作就可以了。<br>安德烈博士坚信这一研究能够为纳雅的能源危机带来转机。他隐居到口袋岛上，使用废弃机器人材料，制造出了具备感情的浮士德72号。,◆口袋岛
,3677,黑龙翼兵,,,
,3678,浮士德18,,,
,3679,浮士德46,,,
,3680,浮士德63,,,
,3684,机械毁灭者,,,
,3685,彩虹战士,,,
,3686,失踪小男孩,,,
,3687,暗黑法师扎斯,,,
,3690,翼祖石,,,
,3691,鳄龟岩,,,
,3692,巨鲸遗骸,,,
,3694,远航号战舰残骸,,,
,3695,零态模拟机,,,
,3697,黄金战士德克斯,,,
,3698,立方智能哔达,,,
,3699,机械管家修斯,,,
,3700,尼格斯,材料深渊,,
,3702,扬博士·生化人,,,
,3703,扬博士·劣质生化人,,,
,3704,翼族先知考伯特,,,
,3705,典狱长诺顿,,,
,3706,白骨孤狼,,,
,3707,被捕的叛军,,,
,3708,铁卫领主阿特斯,,,
,3709,枯叶蜂蜂王,,,
,3710,枭鹰族使者,,,
,3711,警卫员安东,,,
,3712,遇袭岛民波克,,,
,3713,岛民班特,,,
,3714,巨石守卫,,,
,3715,绝世舞姬,,,
,3716,黑色荆棘,,,
,3717,爱琪,第二片区,,
,3719,纳雅警卫兵,,,
,3725,愤怒,,,
,3726,六翼天神,,,
,3727,吃瓜群众,,,
,3728,镇民勒纳,,,
,3729,镇民苏特纳,,,
,3730,镇民蒂拉,,,
,3731,布兰,,,
,3732,镇民贝耶尔,,,
,3733,镇民西芙,,,
,3734,镇民斯卡娣,,,
,3735,格林尔,,,
,3736,镇民埃米,,,
,3737,镇民费茵,,,
,3738,克林博士,,,
,3739,纳雅勤卫兵,,,
,3740,掠夺者,,,
,3741,纳雅勤卫队长,,,
,3742,神秘掠夺者,,,
,3774,风迹熊喵酱,,,
,3777,贵族威廉,,,
,3778,大厨罗德,,,
,3779,哥布林怀特,,,
,3780,贝蒂,,,
,3781,少女小花,,,
,3782,探员夏洛克,,,
,3783,克丽丝,,,
,3784,铁匠史密斯,,,
,3786,哥布林格德,,,
,3802,矿长阿米努,,,
,3803,采矿者戴普,,,
,3804,采矿者瑞伊,,,
,3805,采矿者里欧,,,
,3806,赏金猎人亚特,,,
,3807,赏金猎人伍德,,,
,3808,赏金猎人特朗,,,
,3809,考古学家奥格,,,
,3810,考古学者艾米,,,
,3811,赏金猎人卡索,,,
,3812,赏金猎人塔桑,,,
,3813,赏金猎人科多,,,
,3814,神秘人,,,
,3815,速递员艾格,,,
,3816,禁卫督军萨林,,,
,3818,老船长佩翁,,,
,3819,巡逻卫兵,,,
,3820,蒙面劫匪,,,
,3821,吃瓜群众格里安,,,
,3822,吃瓜群众默尔曼,,,
,3823,吃瓜群众阿希姆,,,
,3824,吃瓜群众安贝林,,,
,3825,冒险者玛斯卡,,,
,3826,冒险者马苏拉,,,
,3827,冒险者哈克特,,,
,3828,昆虫学家法布尔,,,
,3829,赏金猎人利拉弗,,,
,3830,赏金猎人迪奥,,,
,3831,赏金猎人达兹马,,,
,3832,帝国守卫,,,
,3833,古沃,,,
,3834,赏金猎人夏利,,,
,3835,禁卫督军塔拉,,,
,3836,哈魔领主,,,
,3837,沙海苍鹰伊妮,,,
,3838,禁卫队卫兵,,,
,3841,守卫军·沙曼,,,
,3842,迈尔斯,,,
,3843,药剂师莉莉娜,,,
,3853,小布尔,,,
,3854,奥娜大婶,,,
,3855,鲍奇,,,
,3856,加布里军官,,,
,3857,琼纳斯·波顿,,,
,3858,雷曼大妈,,,
,3859,泰雷,奥兹家族,,
,3860,《██研究█告》,,,
,3861,《██研究报█》,,,
,3862,《██划██报告》,,,
,3863,《█████报告》,,,
,3864,《源计划████》,,,
,3865,《███████》,,,
,3866,《源██研究报告》,,,
,3867,赏金猎人尹布,,,
,3868,爱的预告,,,
,3869,围观群众罗宾,,,
,3870,小女巫绮莉,,,
,3871,赏金猎人耶鲁,,,
,3872,艾萨克,,,
,3873,猎魔人辛普森,,,
,3874,机械师艾斯,,,
,3875,工程师卡尔文,,,
,3876,黑龙盾甲,,,
,3877,机甲博士汉森,,,
,3880,研究笔记·噬法者,,,
,3881,研究笔记·光明使者,,,
,3882,欧斯法师亚伯,,,
,3883,欧斯法师艾克,,,
,3885,守卫兽,,,
,3886,石翼暴君沃冈,,,
,3887,哥布林商贩,,,
,3888,佐力,,,
,3889,西奥多,,,
,3890,穆尔,,,
,3891,苏珊,,,
,3895,比多仪,,,
,3896,围观群众盖尔,,,
,3897,围观群众柯蒂斯,,,
,3898,怪盗尤妮娅,,,
,3899,酒馆赔偿罚单,,,
,3900,酒馆老板韦恩,,,
,3901,治安守卫伊莱,,,
,3902,风迹速递小哥,,,
,3903,摊主桑切斯,,,
,3904,自然女神伊莉雅,,,
,3905,哥布林盗贼,,,
,3906,禁卫队长班森,,,
,3907,禁卫军奥格,,,
,3908,禁卫军伯尼,,,
,3909,禁卫军布莱克,,,
,3910,禁卫军波文,,,
,3911,禁卫军凯里,,,
,3912,赏金猎人尤西,,,
,3913,热心居民阿尔杰,,,
,3914,酒吧老板娘蕾拉,,,
,3915,头条实习记者,,,
,3916,邻居查德钱宁,,,
,3917,路人克里斯汀,,,
,3918,,,,
,3919,兰奇的记录本,,,
,3920,暗精灵长老达米恩,,,
,3921,德鲁伊长老劳伦斯,,,
,3922,树人长老诺克,,,
,3923,树人守卫,,,
,3924,黯月邪法师,,,
,3925,黯月贪狼,,,
,3926,黯月践踏者,,,
,3927,自律联盟急讯,,,
,3928,蓝鳍鱼妖,,,
,3929,铁骑蛮熊,,,
,3930,绿野巨岩,,,
,3931,少女蒂娜,,,
,3932,游民麦肯,,,
,3933,非活动时间公告栏,,,
,3934,活动已完成公告栏,,,
,3941,柯莉雅,,,
,3942,小说家伊登,,,
,3943,吃瓜群众巴里特,,,
,3944,冒险家帕克,,,
,3945,赏金猎人卡恩,,,
,3946,街头卖艺者,,,
,3947,森林猎手迈尔,,,
,3948,迷妹阿妮塔,,,
,3949,维克船长,,,
,3950,密探克瑞斯,,,
,3951,奥汀大叔,,,
,3952,黑瞳女巫,,,
,3953,假面哥布林,,,
,3954,夜影孤狼,,,
,3955,绿林魅姬,,,
,3956,无情偷猎者,,,
,3958,叛军守卫,,,
,3963,特罗德,奥兹家族,<line-indent=2em></line-indent>帝国最强人类魔法师，精通诸多类型魔<br>法。然而，特罗德是一名孙女控，孙女温丽<br>外出之后，总是发送远程魔法通讯来获取状<br>况。<br><line-indent=2em></line-indent>特罗德作为人类实力巅峰，在他看来世<br>上已没什么大事可以打扰他了。所以，他平<br>日总是在艾恩大陆上四处玩乐，调戏小辈。<br>但在罗兰二世被刺之后，特罗德还是回到罗<br>兰帝国主持大局，守护挚友建立的帝国。,◆卡诺萨城
,3964,温丽学妹,,,
,3965,魔法学院教授,,,
,3966,隔壁班男同学,,,
,3968,桑托酒馆,,,
,3969,尼尔克一号寓,,,
,3970,史雷恩公馆,,,
,3971,克扎哈公寓,,,
,3972,泰雷喂猫日记,,,
,3973,餐厅老板,,,
,3974,餐厅服务员,,,
,3975,论文小结,,,
,3982,卫兵,战斗教学,,
,3983,武装熊人,,,
,3984,购物清单,,,
,3985,酒馆老板,,,
,3986,佣兵托尼,温丽欣赏,,
,3987,伤员休伯特,,,
,3988,罗兰帝国医疗所,,,
,3989,任务单,,,
,3990,莱昂指导员,,,
,3991,流浪少年佩奇,,,
,3992,面包店老板,,,
,3993,禁卫军加文,,,
,3994,奥兹线索本,,,
,3995,《瑞恩战纪》,,,
,3997,梵妮,,,
,3998,汉妮大妈,,,
,4001,安娜大妈,,,
,4003,卫兵,哀嚎神殿入口,,
,4005,奥兹调查笔记,,,
,4006,匿名卡片,,,
,4008,线索之大卫,,,
,4009,线索之古沃,,,
,4010,线索之药剂师,,,
,4011,线索之情报大臣,,,
,4012,调查报告档案,,,
,4013,线索之泰雷,,,
,4014,《██研究█告》,,,
,4015,《██研究报█》,,,
,4016,《██划██报告》,,,
,4017,《█████报告》,,,
,4018,《█计划████》,,,
,4019,《实验日记》,,,
,4020,线索之特罗德,,,
,4021,源计划研究报告,,,
,4022,源计划档案,,,
,4023,人员名单,,,
,4024,神秘影像,,,
,4025,《实验日记2》,,,
,4026,研究笔记·噬法者,,,
,4027,研究笔记·光明使者,,,
,4031,熟悉的信件,圣诞节,,
,4032,西蒙和温丽,圣诞节,,
,4033,警报机器人,,,
,4034,萨林,圣诞节,,
,4035,夜崎隐,圣诞节,,
,4036,兰奇,圣诞节,,
,4037,桑妮,圣诞节,<line-indent=2em>罗兰历49年12月22日下午3点，将于湖畔镇教堂举行克雷先生与瑞雪小姐的结婚仪式。请各位镇民届时务必来见证这对新人的幸福吧！<br>另外，希望湖畔镇年轻的诸位，不要再羞涩了！大胆寻找自己的真爱吧！如果，你需要一点情感帮助的话，可以到教堂来找我哦~<br>——湖畔镇教堂 桑妮祭司,◆湖畔镇
,4038,约翰,圣诞节,,
,4039,特罗德,圣诞节,<line-indent=2em></line-indent>帝国最强人类魔法师，精通诸多类型魔<br>法。然而，特罗德是一名孙女控，孙女温丽<br>外出之后，总是发送远程魔法通讯来获取状<br>况。<br><line-indent=2em></line-indent>特罗德作为人类实力巅峰，在他看来世<br>上已没什么大事可以打扰他了。所以，他平<br>日总是在艾恩大陆上四处玩乐，调戏小辈。<br>但在罗兰二世被刺之后，特罗德还是回到罗<br>兰帝国主持大局，守护挚友建立的帝国。,◆卡诺萨城
,4040,吉拉,圣诞节,<line-indent=2em>现任自律联盟任务发布员，卡诺萨皇家学院在读历史学研究生，研究的方向是艾恩大陆古迹相关。<br>因自律联盟一直男多女少，吉拉很快就征服了自律联盟整个高层。为了能让吉拉安心地留在自律联盟里，安道夫极力挽留，承诺满足吉拉一切要求。吉拉想了想提出了一个要求，那就是让自己无所事事的弟弟伦纳德来自律联盟好好磨练。,◆自律联盟
,4041,铁臂安道夫,圣诞节,<line-indent=2em></line-indent>自律联盟现任总管，自律联盟三大创始<br>人之一，自律联盟所有大大小小的事情全都<br>由安道夫一个人负责。作为退伍军人，安道<br>夫喜欢跟这群佣兵打交道，这让他找到了年<br>轻的感觉。<br><line-indent=2em></line-indent>铁臂安道夫性格豪爽，十分喜爱喝酒，<br>最大的愿望是能洗一个啤酒浴。安道夫常常<br>吹嘘自己的钢铁右臂一拳就能锤掉一座山，<br>只是自己不想动用这股力量。,◆自律联盟
,4042,伦纳德,圣诞节,<line-indent=2em>哎，伦纳德又跑出去找女孩子了。真是的，就不能让姐姐省省心吗？本以为，让他去自律联盟锻炼一下，会改改他那副油嘴滑舌的样子。上次，还说什么“守护女孩子的微笑才是他的使命”？哼！这次，我要好好教训他一下！在明天的午餐里，放他最讨厌的大蒜！<br>不过，他大半夜出去找女孩子，为什么要穿着黑色斗篷，还蒙着脸？,◆自律联盟
,4043,比多猫,圣诞节,<line-indent=2em>自律联盟核心成员之一，负责为人类解决认知上的疑难杂症。比多猫出身猫耳族，外形却是纯粹的猫，这让他被家族孤立。比多猫因此离家，以三尺雄猫之躯游历整片大陆。<br>比多猫加入自律联盟后，因见识广博，常有人找它鉴定。闲暇之余，比多猫会记录下游历大陆时的所见所闻。比多猫收养的六只小猫，成为联盟吉祥物“阿喵家族”。跟比多猫说话时，请称呼它“比多猫大人”，不然你会因此得到错误的指引。,◆自律联盟
,4044,海莉大妈,圣诞节,<line-indent=2em>哎哟，快过来快过来。我跟你说啊，昨晚啊，我看见有个小伙子半夜去找桑妮！你问我怎么知道的？哎呦，这个小小湖畔镇哪里有我海莉大妈不知道的事？你想知道什么八卦，我都能告诉你！<br>我跟你说，风车镇的八卦我也知道不少！我跟那个风车镇的库伯拉是笔友，他那边也有不少情报呢！,◆湖畔镇
,4045,大卫,圣诞节,<line-indent=2em>哈，不要走开！让我帝国第一名侦探大卫猜猜，你点进来一定是想要窥视我这象征人类智慧结晶的头脑。既然，你如此诚心诚意，我就来为你讲述我这三十二年来的壮阔人生吧！<br>早年的我，博览群书，聪慧过人，可谓名满卡诺萨城。来到罗兰镇这个小地方，不过是为了守护一位美丽的女士。我……（系统提示：您的字数已达上限）,◆罗兰镇
,4046,安可,圣诞节,<line-indent=2em>安可是风车镇里生活的可爱小男孩，说话时总有一种特殊的腔调。热爱画画，极具张力与灵魂的线条，让一般人无法理解画面的意思。<br>安可的记忆只有二十四个小时，每当太阳升起，安可就会忘记他昨天经历的一切。所以为了记住重要的事情，安可会将所有事情画在他的画册里。,◆风车镇
,4047,纳塔娜,圣诞节,,
,4048,米娅,圣诞节,,
,4049,纳尔,圣诞节,,
,4050,木禅,圣诞节,,
,4051,阿德琳,圣诞节,,
,4052,葛莱蒂丝,圣诞节,,
,4053,塔蕾娅,圣诞节,<line-indent=2em>纳雅族的现任女王，心地善良，优柔寡断。因舅舅亚兹莫叛乱父母双亡，担负起统领纳雅的重任。<br>有别于其他皇室成员四只洁白翅膀，塔蕾娅只有两只金色翅膀，这让她备受争议。但她召唤出六翼天神，并凝结出神器·燃金之泪后，不和谐声音瞬间消失。在这之后，塔蕾娅的翅膀缩小到手指大小，这个现象让全纳雅科学家燃起研究的欲望。,◆天空城
,4054,赫丽,圣诞节,<line-indent=2em>赫丽作为流落的皇室后裔，在贫苦艰难的隐居生活中依然保持着博爱的高贵品质。自幼年起，赫丽就坚守着身负帝国至宝·卡诺萨之光的秘密，这使得她相较同龄人来说更加沉稳。<br>自赫丽登基正式成为罗兰帝国的主人之后，繁重的公文以及单调的宫廷生活令她感到无趣。赫丽常常乔装打扮溜出王宫，但每次身后不远处必然有着泰雷的身影。,◆卡诺萨城
