,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,445,301164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,446,301164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,447,301164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,448,301164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,450,102164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,451,102164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,452,102164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,453,102164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,454,102164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,455,102164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,456,102164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,458,302164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,459,302164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,460,302164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,461,302164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,462,302164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,463,302164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,464,302164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,466,103164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,467,103164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,468,103164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,469,103164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,470,103164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,471,103164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,472,103164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,474,104164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,475,104164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,476,104164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,477,104164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,478,104164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,479,104164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,480,104164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,482,105164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,483,105164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,484,105164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,485,105164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,486,105164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,487,105164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,488,105164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,490,106164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,491,106164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,492,106164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,493,106164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,494,106164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,495,106164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,496,106164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,498,107164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,499,107164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,500,107164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,501,107164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,502,107164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,503,107164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,504,107164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,506,108164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,507,108164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,508,108164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,509,108164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,510,108164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,511,108164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,512,108164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,514,401164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,515,401164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,516,401164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,517,401164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,518,401164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,519,401164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,520,401164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,522,4122,1,1000,1000,1000,1000,1000,10000,1,6003003,5,0,0,0,0
,523,4122,2,1500,1500,1500,1500,1500,10000,1,6003003,10,0,0,0,0
,524,4122,3,2500,2500,2500,2500,2500,10000,1,6003003,15,0,0,0,0
,525,4122,4,3000,3000,3000,3000,3000,10000,1,6003003,25,0,0,0,0
,526,4122,5,4000,4000,4000,4000,4000,10000,1,6003003,25,0,0,0,0
,527,4122,6,5000,5000,5000,5000,5000,10000,1,6003003,25,0,0,0,0
,528,4122,7,5500,5500,5500,5500,5500,10000,1,6003003,25,0,0,0,0
,530,111164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,531,111164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,532,111164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,533,111164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,534,111164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,535,111164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,536,111164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,538,112164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,539,112164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,540,112164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,541,112164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,542,112164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,543,112164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,544,112164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,546,113164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,547,113164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,548,113164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,549,113164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,550,113164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,551,113164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,552,113164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
,554,114164,1,1000,1000,1000,1000,1000,50000,1,6003003,12,0,0,0,0
,555,114164,2,1500,1500,1500,1500,1500,50000,1,6003003,24,0,0,0,0
,556,114164,3,2500,2500,2500,2500,2500,50000,1,6003003,36,0,0,0,0
,557,114164,4,3000,3000,3000,3000,3000,50000,1,6003003,60,0,0,0,0
,558,114164,5,4000,4000,4000,4000,4000,50000,1,6003003,60,0,0,0,0
,559,114164,6,5000,5000,5000,5000,5000,50000,1,6003003,60,0,0,0,0
,560,114164,7,5500,5500,5500,5500,5500,50000,1,6003003,60,0,0,0,0
