,id,name,des,functionDes
,5010012,人族天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“人族”造成的伤害提升25%。
,5010022,人族天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“人族”造成的伤害提升32%。
,5010032,人族天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“人族”造成的伤害提升40%。
,5010042,人族天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“人族”造成的伤害提升50%。
,5010052,人族天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“人族”造成的伤害提升60%。
,5011012,妖精天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“妖精”造成的伤害提升25%。
,5011022,妖精天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“妖精”造成的伤害提升32%。
,5011032,妖精天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“妖精”造成的伤害提升40%。
,5011042,妖精天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“妖精”造成的伤害提升50%。
,5011052,妖精天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“妖精”造成的伤害提升60%。
,5012012,魔族天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“魔族”造成的伤害提升25%。
,5012022,魔族天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“魔族”造成的伤害提升32%。
,5012032,魔族天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“魔族”造成的伤害提升40%。
,5012042,魔族天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“魔族”造成的伤害提升50%。
,5012052,魔族天敌,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，对“魔族”造成的伤害提升60%。
,5021013,中级神力,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，物理伤害提升10%。
,5021023,中级神力,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，物理伤害提升14%。
,5021033,中级神力,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，物理伤害提升18%。
,5021043,中级神力,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，物理伤害提升23%。
,5021053,中级神力,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，物理伤害提升28%。
,5022013,中级魔能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，魔法伤害提升10%。
,5022023,中级魔能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，魔法伤害提升14%。
,5022033,中级魔能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，魔法伤害提升18%。
,5022043,中级魔能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，魔法伤害提升23%。
,5022053,中级魔能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，魔法伤害提升28%。
,5023013,中级守护,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，使用后获得减伤状态，防御提升5%，持续到对方攻击结束。
,5023023,中级守护,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，使用后获得减伤状态，防御提升7%，持续到对方攻击结束。
,5023033,中级守护,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，使用后获得减伤状态，防御提升9%，持续到对方攻击结束。
,5023043,中级守护,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，使用后获得减伤状态，防御提升12%，持续到对方攻击结束。
,5023053,中级守护,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，使用后获得减伤状态，防御提升15%，持续到对方攻击结束。
,5024013,充能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，奥义值回复速度提升40%。
,5024023,充能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，奥义值回复速度提升50%。
,5024033,充能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，奥义值回复速度提升65%。
,5024043,充能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，奥义值回复速度提升80%。
,5024053,充能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，奥义值回复速度提升100%。
,5025013,嗜血,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，使用后自身恢复等同技能伤害20%的生命值。
,5025023,嗜血,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，使用后自身恢复等同技能伤害25%的生命值。
,5025033,嗜血,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，使用后自身恢复等同技能伤害30%的生命值。
,5025043,嗜血,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，使用后自身恢复等同技能伤害37%的生命值。
,5025053,嗜血,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，使用后自身恢复等同技能伤害45%的生命值。
,5026013,创伤,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，对拥有裂伤状态的目标，造成的伤害提升15%。
,5026023,创伤,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，对拥有裂伤状态的目标，造成的伤害提升20%。
,5026033,创伤,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，对拥有裂伤状态的目标，造成的伤害提升25%。
,5026043,创伤,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，对拥有裂伤状态的目标，造成的伤害提升30%。
,5026053,创伤,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，对拥有裂伤状态的目标，造成的伤害提升40%。
,5027013,炽炎,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对拥有灼烧状态的目标，造成的伤害提升15%。
,5027023,炽炎,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对拥有灼烧状态的目标，造成的伤害提升20%。
,5027033,炽炎,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对拥有灼烧状态的目标，造成的伤害提升25%。
,5027043,炽炎,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对拥有灼烧状态的目标，造成的伤害提升30%。
,5027053,炽炎,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对拥有灼烧状态的目标，造成的伤害提升40%。
,5028013,治愈,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，治疗效果提升25%。
,5028023,治愈,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，治疗效果提升32%。
,5028033,治愈,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，治疗效果提升40%。
,5028043,治愈,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，治疗效果提升50%。
,5028053,治愈,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，治疗效果提升60%。
,5029013,领主猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“领主”造成的伤害提升40%。
,5029023,领主猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“领主”造成的伤害提升50%。
,5029033,领主猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“领主”造成的伤害提升60%。
,5029043,领主猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“领主”造成的伤害提升72%。
,5029053,领主猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“领主”造成的伤害提升85%。
,5030013,坚盾,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，生成护盾的护盾值提升25%。
,5030023,坚盾,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，生成护盾的护盾值提升32%。
,5030033,坚盾,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，生成护盾的护盾值提升40%。
,5030043,坚盾,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，生成护盾的护盾值提升50%。
,5030053,坚盾,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，生成护盾的护盾值提升60%。
,5031013,狂怒,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，暴击伤害提升24%。
,5031023,狂怒,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，暴击伤害提升30%。
,5031033,狂怒,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，暴击伤害提升36%。
,5031043,狂怒,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，暴击伤害提升42%。
,5031053,狂怒,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，暴击伤害提升50%。
,5032013,逆时,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，冷却时间降低3%。
,5032023,逆时,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，冷却时间降低5%。
,5032033,逆时,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，冷却时间降低8%。
,5032043,逆时,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，冷却时间降低12%。
,5032053,逆时,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，冷却时间降低16%。
,5041014,高级神力,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，物理伤害提升20%。
,5041024,高级神力,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，物理伤害提升25%。
,5041034,高级神力,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高1级，物理伤害提升30%。
,5041044,高级神力,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高1级，物理伤害提升37%。
,5041054,高级神力,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高2级，物理伤害提升45%。
,5042014,高级魔能,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，魔法伤害提升20%。
,5042024,高级魔能,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，魔法伤害提升25%。
,5042034,高级魔能,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高1级，魔法伤害提升30%。
,5042044,高级魔能,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高1级，魔法伤害提升37%。
,5042054,高级魔能,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高2级，魔法伤害提升45%。
,5043014,高级守护,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，使用后获得减伤状态，所受伤害降低10%，持续到对方攻击结束。
,5043024,高级守护,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，使用后获得减伤状态，所受伤害降低14%，持续到对方攻击结束。
,5043034,高级守护,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高1级，获得减伤状态，所受伤害降低18%，持续到对方攻击结束。
,5043044,高级守护,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高1级，获得减伤状态，所受伤害降低23%，持续到对方攻击结束。
,5043054,高级守护,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高2级，获得减伤状态，所受伤害降低28%，持续到对方攻击结束。
,5044014,高级领主猎手,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，对“领主”造成的伤害提升55%。
,5044024,高级领主猎手,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，对“领主”造成的伤害提升70%。
,5044034,高级领主猎手,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高1级，对“领主”造成的伤害提升85%。
,5044044,高级领主猎手,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高1级，对“领主”造成的伤害提升100%。
,5044054,高级领主猎手,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高2级，对“领主”造成的伤害提升120%。
,5045014,高级嗜血,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，使用后恢复等同技能伤害30%的生命值，并使援护冷却时间降低8%。
,5045024,高级嗜血,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，使用后恢复等同技能伤害37%的生命值，并使援护冷却时间降低12%。
,5045034,高级嗜血,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高1级，恢复等同技能伤害44%的生命值，援护冷却时间降低16%。
,5045044,高级嗜血,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高1级，恢复等同技能伤害51%的生命值，援护冷却时间降低20%。
,5045054,高级嗜血,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高2级，恢复等同技能伤害60%的生命值，援护冷却时间降低25%。
,5046014,禁锢,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，使用后有20%几率施加禁锢状态，无法进行援护，持续1个技能。
,5046024,禁锢,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，使用后有20%几率施加禁锢状态，无法进行援护，持续2个技能。
,5046034,禁锢,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高1级，有20%几率施加禁锢状态，无法援护，持续3个技能。
,5046044,禁锢,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高1级，有50%几率施加禁锢状态，无法援护，持续3个技能。
,5046054,禁锢,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能等级提高2级，有100%几率施加禁锢状态，无法援护，持续3个技能。
,5047014,高级创伤,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，对裂伤的目标造成伤害提升30%，并使裂伤状态延长1个技能。
,5047024,高级创伤,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，对裂伤的目标造成伤害提升38%，并使裂伤状态延长2个技能。
,5047034,高级创伤,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高1级，对裂伤目标造成伤害提升46%，裂伤状态延长3个技能。
,5047044,高级创伤,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高1级，对裂伤目标造成伤害提升55%，裂伤状态延长4个技能。
,5047054,高级创伤,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高2级，对裂伤目标造成伤害提升65%，裂伤状态延长5个技能。
,5048014,高级炽炎,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，对灼烧的目标造成伤害提升30%，并使灼烧状态延长1个技能。
,5048024,高级炽炎,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，对灼烧的目标造成伤害提升38%，并使灼烧状态延长2个技能。
,5048034,高级炽炎,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高1级，对灼烧目标造成伤害提升46%，灼烧状态延长3个技能。
,5048044,高级炽炎,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高1级，对灼烧目标造成伤害提升55%，灼烧状态延长4个技能。
,5048054,高级炽炎,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高2级，对灼烧目标造成伤害提升65%，灼烧状态延长5个技能。
,5049014,高级治愈,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，治疗效果提高35%，并使下一技能的伤害提升10%。
,5049024,高级治愈,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，治疗效果提高42%，并使下一技能的伤害提升15%。
,5049034,高级治愈,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高1级，治疗效果提高50%，并使下一技能的伤害提升15%。
,5049044,高级治愈,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高1级，治疗效果提高60%，并使下一技能的伤害提升18%。
,5049054,高级治愈,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高2级，治疗效果提高70%，并使下一技能的伤害提升22%。
,5050014,复生,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，使用后战胜任意目标有30%几率复活1名队友，并回复其10%生命值。
,5050024,复生,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，使用后战胜任意目标有50%几率复活1名队友，并回复其10%生命值。
,5050034,复生,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高1级，战胜目标有70%几率复活1名队友，并回复其10%生命值。
,5050044,复生,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高1级，战胜目标有100%几率复活1名队友，并回复其10%生命值。
,5050054,复生,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高2级，战胜目标有100%几率复活1名队友，并回复其30%生命值。
,5051014,高级狂怒,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，暴击伤害提升38%，并无视目标10%的闪避率与格挡率。
,5051024,高级狂怒,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，暴击伤害提升45%，并无视目标15%的闪避率与格挡率。
,5051034,高级狂怒,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高1级，暴击伤害提升52%，并无视目标20%的闪避率与格挡率。
,5051044,高级狂怒,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高1级，暴击伤害提升60%，并无视目标25%的闪避率与格挡率。
,5051054,高级狂怒,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高2级，暴击伤害提升75%，并无视目标30%的闪避率与格挡率。
,5052014,护身,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，对自身造成的伤害降低40%，并使技能中受到的反弹伤害降低40%。
,5052024,护身,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能，对自身造成的伤害降低50%，并使技能中受到的反弹伤害降低50%。
,5052034,护身,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高1级，对自身造成的伤害降低60%，并使反弹伤害降低65%。
,5052044,护身,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高1级，对自身造成的伤害降低72%，并使反弹伤害降低70%。
,5052054,护身,来自遥远的火山深处，长时间的高温炙烤加强了它的属性。,镶嵌此符文的技能等级提高2级，对自身造成的伤害降低85%，并使反弹伤害降低100%。
幻兽进阶石,6003003,本命异晶,神秘的晶体蕴含强大的力量，能使本命实力上涨。,用于本命突破，是本命专用材料。
,7000001,隐身斗篷,使用后，获得隐身能力，持续10秒。,使用后，获得隐身能力，持续10秒。
,7000002,狂暴精魄,使用后暴击率提升为100%，持续至副本结束。,使用后暴击率提升为100%，持续至副本结束。
,7000006,芙蕾雅秘制药水,可伪装成玫瑰团成员，避免战斗。,可伪装成玫瑰团成员，避免战斗。
,7000010,镣铐钥匙,打开镣铐的钥匙，使用它让居民们重回自由。,打开镣铐的钥匙，使用它让居民们重回自由。
,7000011,盗贼的财宝1,使用后获得一定数量银币,使用后获得一定数量银币
,7000012,盗贼的财宝2,使用后获得一定数量银币,使用后获得一定数量银币
,7000013,盗贼的财宝3,使用后获得一定数量银币,使用后获得一定数量银币
,7000014,强盗的巡逻警哨,负责看守监狱的强盗所使用的巡逻警哨，一旦发生紧急情况，吹响以通知强盗头目。,负责看守监狱的强盗所使用的巡逻警哨，一旦发生紧急情况，吹响以通知强盗头目。
,7000021,杀戮药剂,使用后增加20%攻击20%暴击,使用后增加20%攻击20%暴击
,7000022,芙蕾雅家的魔粉,可令哥布林平静下来，触发战斗后失去效果。,可令哥布林平静下来，触发战斗后失去效果。
,7000031,耀光之心,被黯影邪法师永久封印的魔石，使用后可获得“耀光之心”效果，对暗属性邪法师的攻击力提升30%。,被黯影邪法师永久封印的魔石，使用后可获得“耀光之心”效果，对暗属性邪法师的攻击力提升30%。
,7000041,寒霜之心,由凛冬邪法师锻造的魔石，使用后可获得“寒霜之心”效果，对火属性邪法师的攻击力提升30%。,由凛冬邪法师锻造的魔石，使用后可获得“寒霜之心”效果，对火属性邪法师的攻击力提升30%。
,7000051,烈焰之心,由炽炎邪法师锻造的魔石，使用后可获得“烈焰之心”效果，对冰属性邪法师的攻击力提升30%。,由炽炎邪法师锻造的魔石，使用后可获得“烈焰之心”效果，对冰属性邪法师的攻击力提升30%。
,7000061,亡灵披风,扭曲丧尸的披风，使用后，可获得隐身能力。,扭曲丧尸的披风，使用后，可获得隐身能力。
,7000071,亡灵眼泪,使用后下一次战斗伤害加成属性提升20%,使用后下一次战斗伤害加成属性提升20%
,7000081,勇士之心,无数勇士在魔族之心牺牲，他们的灵魂精魄为来到这里的人提供更强的战斗力量。,使用后获得血涌BUFF，每次攻击回复一定生命值，效果持续至战斗结束。
,7000091,勇士的愤怒,勇士们将自己对魔族的愤怒永远得留在了这里。,使用后获得力劈BUFF，大幅提升战斗伤害，效果持续至战斗结束。
,7000101,勇士护甲,曾与魔族殊死搏斗的勇士们，他们的战甲蕴含着力量。,使用后获得铁铠BUFF，大幅提升战斗防御，效果持续至战斗结束。
,7000111,沙海虫卵,夏季是沙虫繁衍的季节，它的虫卵内含有某种特殊物质，可以消除童稚药水的毒素。,夏季是沙虫繁衍的季节，它的虫卵内含有某种特殊物质，可以消除童稚药水的毒素。
,7000121,沙虫秘药,使用后，可以在下一场战斗中获得减伤效果。,使用后，可以在下一场战斗中获得减伤效果。
,7000122,巫女斗篷,穿上后，可以提升格挡率，持续1场战斗。,穿上后，可以提升格挡率，持续1场战斗。
,7000132,流炎石,流炎石由岩浆凝结而成，能够破坏霜之仪式阵。,可用于破坏霜之仪式阵。
,7000142,冰蓝石,取自大海深处的冰蓝石，能够破坏焰之仪式阵。,可用于破坏焰之仪式阵。
,7000152,曜光石,某位帝国勇士遗留下的曜光石，能够破坏暗之仪式阵。,可用于破坏暗之仪式阵。
,7000162,沐光之钥,可驱散欲念魔盒的贪念，用于开启魔盒。,可驱散欲念魔盒的贪念，用于开启魔盒。
,7000163,变身魔药,可伪装成叛军守卫，但无法瞒过叛军统领。,可伪装成叛军守卫，但无法瞒过叛军统领。
,7000173,镶金魔导箱之钥,使用魔法引导锻造的钥匙，用于开启镶金魔导箱。,每次开启需要消耗一把钥匙。
,7000183,镶金魔导箱之钥,使用魔法引导锻造的钥匙，用于开启镶金魔导箱。,每次开启需要消耗一把钥匙。
,7000184,耀晶魔导箱之钥,使用魔法引导锻造的钥匙，用于开启耀晶魔导箱。,每次开启需要消耗一把钥匙。
,7000201,名画箱,漂亮的黄金箱，内藏1幅名画。锁眼已被特殊加密，只有执行官塞恩能打开。,漂亮的黄金箱，内藏1幅名画。锁眼已被特殊加密，只有执行官塞恩能打开。
,7000202,圣名画箱,精致的黄金箱，内藏1幅圣名画。锁眼已被特殊加密，只有执行官塞恩能打开。,精致的黄金箱，内藏1幅圣名画。锁眼已被特殊加密，只有执行官塞恩能打开。
,7000203,传世名画箱,耀眼的黄金箱，内藏1幅传世名画。锁眼已被特殊加密，只有执行官塞恩能打开。,耀眼的黄金箱，内藏1幅传世名画。锁眼已被特殊加密，只有执行官塞恩能打开。
,7000231,翡翠箱,普通翡翠箱，内含1个翡翠。锁眼已被特殊加密，只有执行官塞恩能打开。,普通翡翠箱，内含1个翡翠。锁眼已被特殊加密，只有执行官塞恩能打开。
,7000232,绿翡翠箱,精致的翡翠箱，内含1个绿翡翠。锁眼已被特殊加密，只有执行官塞恩能打开。,精致的翡翠箱，内含1个绿翡翠。锁眼已被特殊加密，只有执行官塞恩能打开。
,7000233,曜日翡翠箱,浑体通透的翡翠箱，内含1个曜日翡翠。锁眼已被特殊加密，只有执行官塞恩能打开。,浑体通透的翡翠箱，内含1个曜日翡翠。锁眼已被特殊加密，只有执行官塞恩能打开。
,7000261,古董箱,普通的古董箱，内藏1件古董。锁眼已被特殊加密，只有执行官塞恩能打开。,普通的古董箱，内藏1件古董。锁眼已被特殊加密，只有执行官塞恩能打开。
,7000262,秘古董箱,精致的古董箱，内藏1件秘古董。锁眼已被特殊加密，只有执行官塞恩能打开。,精致的古董箱，内藏1件秘古董。锁眼已被特殊加密，只有执行官塞恩能打开。
,7000263,皇室古董箱,闪光的古董箱，内藏1件皇室古董。锁眼已被特殊加密，只有执行官塞恩能打开。,闪光的古董箱，内藏1件皇室古董。锁眼已被特殊加密，只有执行官塞恩能打开。
,7000291,珍珠箱,普通珍珠箱，内含1个珍珠。锁眼已被特殊加密，只有执行官塞恩能打开。,普通珍珠箱，内含1个珍珠。锁眼已被特殊加密，只有执行官塞恩能打开。
,7000292,海珍珠箱,精致的珍珠箱，内含1个海珍珠。锁眼已被特殊加密，只有执行官塞恩能打开。,精致的珍珠箱，内含1个海珍珠。锁眼已被特殊加密，只有执行官塞恩能打开。
,7000293,纯然珍珠箱,晶莹剔透的珍珠箱，内含1个纯然珍珠。锁眼已被特殊加密，只有执行官塞恩能打开。,晶莹剔透的珍珠箱，内含1个纯然珍珠。锁眼已被特殊加密，只有执行官塞恩能打开。
,7000341,天然木匣,使用天然楠木打造的木匣。使用后，有几率获得丰富的银币、罗兰币、英雄经验、本命经验等珍贵物资。,使用天然楠木打造的木匣。使用后，有几率获得丰富的银币、罗兰币、英雄经验、本命经验等珍贵物资。
,7000342,星河宝匣,镶嵌着宝石的宝匣，璀璨夺目。使用后，有几率获得大量银币、罗兰币、英雄经验、本命经验等珍贵物资。,镶嵌着宝石的宝匣，璀璨夺目。使用后，有几率获得大量银币、罗兰币、英雄经验、本命经验等珍贵物资。
,7000343,穹宇星秘匣,重金打造的秘匣，一看就价值不菲。使用后，有几率获得海量银币、罗兰币、英雄经验、本命经验等珍贵物资。,重金打造的秘匣，一看就价值不菲。使用后，有几率获得海量银币、罗兰币、英雄经验、本命经验等珍贵物资。
