,id,hero_id,index,title,content
,10406,104,6,看不见听不到,<line-indent=8em>绿芽从泥土里萌生，在竹林的中央里长出了一棵不太一样的树苗。仿佛是害怕伤到这棵新生的小树苗，周围的竹子生长时，都自然地绕开它，给它留下充足的生长空间。<br>不知道度过了多少个日月，这棵小树苗日渐长大，刚直坚硬的外表逐渐变得晶莹剔透，阵阵的香气由内而外地散发。<br>清晨的露珠掉落在地，这是一个与过往没有任何分别的早晨。唯一不同的是，多了一个圆滚滚的身影在这棵树旁不停地晃动。自那之后，那圆滚滚的身影每天都会来，抱着树又舔又啃，无所不用其极。庆幸的是，树坚硬无比的表皮让它并没有受到任何伤害。<br>树苗一天天地成长着，那圆滚滚的身影也日复一日地到来。直到有一天，那个圆滚滚的身影突然消失了。一天，两天，不知过了多少的岁月，竹林中再也没有他的身影。时间流逝，晃眼几十年又过去了。或许是寂寞了太久，这棵树终于耐不住长久的孤寂，发生了异变。<br>在大地的晃动之中，这棵的植物消失不见了，然而在空地上出现了一位英俊男子。他笃定地站了起来，环视着周围。就在此时，周围出现了一群与他的特征相差不多的男子。<br>“恭喜。看来我们树人族又多了一位同胞。你现在还没有名字吧？”看起来像是首领的人站了出来。<br>“是吗？原来我是树人。难怪我自泥土里生长出来后就有自主意识。名字的话……”英俊男子低头寻思着。<br>“哈哈，我还未自我介绍。我是洛克，树人族的首领，很高兴你的诞生。我们一般会参照自己的本体来取名字，但你的本体倒是神奇，我们居然无法判断你的种类……”<br>“看来你一时之间，还无法决定自己的名字。要不我帮你取个名字？木禅，你觉得如何？”<br>“木禅吗？很好，就这个吧！”<br>在树人们的引领下，木禅加入了树人部落。而在木禅心中一直有个疑惑，他还是小树苗时，他经常感觉到一个不知名的生物在他身上舔来舔去。不过由于他当时还没有眼睛，所以也无从得知这个无理的家伙究竟是谁。
,10501,105,1,故事的开始,<line-indent=8em>天真善良，待自然万物如朋友一般，痛恨任何伤害森林的人。生性温柔但不懦弱，拥有着坚定的意志，是一个值得信赖的大自然守护者。
,10502,105,2,花之物语,<line-indent=8em>血菩提，满天星，幽灵兰……我最喜欢树心城了，这里种植了很多不同种类的花。我觉得，花是这个世界上最圣洁的东西了，含苞待放又不失艳丽。就与森林里的大部分人一般，我也喜欢种植不同的花草树木。能亲手栽出自己心爱的花卉，那种感觉最棒了。<br>在我穿梭林间时，看到很多稀有独特的品种，甚至在树心城中从未出现过的。对于这些稀有花朵的记载非常少，只在各个古籍和其他种族的书籍中依稀有所记载。<br>我希望树心城里能有更多不同的鲜花绽放，所以特意去看了很多相关的书籍。后来发现，看书其实也不失为一件有趣的事情，特别是透过阅读来学习一种新的语言时。<br>不知不觉中，尽管我没有特意地去学，却莫名地掌握了很多新的语言。我认为不同的语言就如不同的花卉般，都有着自己独特的魅力，吸引着我沉浸在其中。<br>后来，当我掌握了这些知识后，终于成功地将那些稀有的花移植到树心城里，还混合出新的花种。看到大家被这些美丽的花朵所吸引，让我由衷地开心。而挂在他们脸上的笑容，更是让我确信自己的努力是值得的。
,10503,105,3,公主的烦恼,<line-indent=8em>“葛莱蒂丝，为什么这二十年来你的魔法竟然没有丝毫的进步，居然还是初级的水平。你到底有没有认真地冥想啊？我不是一再告诫你，要习得自然魔法必须与大自然身心同调，静心地感应大自然的力量才能进步吗？”<br>看着眼前只能释放出小旋风的葛莱蒂丝，身为母亲的伊兰妮显得十分不满。毕竟葛莱蒂丝作为继承人，实力可不能如此不济。<br>“妈妈，我……”<br>“葛莱蒂丝，你作为精灵公主，将来需要继承我的位置，肩负起守护树心城的重任。所以你的实力若不足够，将无法保护我们最心爱的树心城，你明白了吗？”<br>“……好的，妈妈。”葛莱蒂丝心中充满苦衷，但却难以说清。其实，葛莱蒂丝也明白自己作为精灵公主，必须要有着足够的实力才能保护好国民。但她天生好动，根本无法静下心来研修魔法，这才导致她的魔法一直原地踏步。<br>“为了树心城，我以后一定要醉心研习魔法……应该能做到的吧……”
,10504,105,4,不一样的天赋,<line-indent=8em>葛莱蒂丝失落地走在林中。虽然她性格温和，但内心中也有着倔强的一面。对于自己低下的魔法水平，她倍感自责。<br>正当这个时候，她看到一个身影在林间穿梭。他持着一把奇特的弓弩，弩箭不断射出。所有的箭百发百中，稳稳地刺穿了掉落的树叶。<br>“叔叔，你真的好厉害啊！为什么你都不会射空呢？”看到人影从树上跳了下来，葛莱蒂丝忍不住表达自己的敬佩之意。<br>“嘿嘿！毕竟叔叔我可是树心军团中最强的弓弩手，这只是基础而已。”<br>这个精灵身材健硕，双眼如同鹰眼般有神。面对着葛莱蒂丝的称赞，他没有丝毫谦虚的意思。<br>“叔叔，这个很难吗？”<br>“那是必然的，我可是浸淫了多年才这么强。小女孩，别仰慕我，我只是个传说，哈哈！话说你怎么会在这里，是迷路了吗？”<br>“不是的，我只是刚被伊兰妮妈妈责备，所以才来这里散心。”<br>“那就好，那我先……伊兰妮！！你是葛莱蒂丝公主吗？”突然听到出乎意料的名字，可让这位轻浮的弓弩手吓得不轻。<br>“属下弗雷该死，居然冒犯了公主，请公主降罪。”<br>“弗雷叔叔，你怎么突然这样呢？你又没有冒犯我。啊！对了，弗雷叔叔，我想请你教我射箭，好吗？”<br>兴奋的葛莱蒂丝拿起弓弩朝身后的苹果树上射了一支箭，居然稳稳地命中了树上的那颗苹果。<br>“看到吗？弗雷叔叔，啊不对，弗雷老师，我射中了啊！”<br>面对着兴奋的葛莱蒂丝，弗雷也同样喜出望外。从刚才的那一箭，弗雷便可断定葛莱蒂丝有着十分出色的箭术天赋。<br>“公主，你确实天赋异禀，既然公主你对箭术这么感兴趣，那我定倾囊相授。”<br>弗雷收起了轻浮的一面，坚定地回答着。<br>在弗雷悉心的教导下，葛莱蒂丝进步神速。虽然她的魔法依然如故，但她的箭术已有超越弗雷的势头。现在，葛莱蒂丝已经能精准地命中百尺之内的每一颗草莓。
,10505,105,5,疾风的相遇,<line-indent=8em>咻咻，咻咻。葛莱蒂丝准确无误地击中了每一个目标。自从与弗雷邂逅后，她便醉心于箭术当中。对于好动的她来说，这可能是最适合她的战斗手段吧！虽然伊兰妮对于女儿放弃魔法而选择箭术的抉择略有不满，但深明大义的她，最后还是尊重了女儿的选择。<br>葛莱蒂丝每一天都会穿梭在各个的森林中，因为她最喜欢这种奔驰的感觉。而且，她对于每个森林也充满着好奇心。就在这个时候，一个破坏力极其可怕的风暴在葛莱蒂丝身边掠过，将她身后的树全都摧毁。映入葛莱蒂丝眼中的，是一片狼藉的树林，准确来说是树木全倒的“树林”。<br>“怎会有这样的情况。不行，我一定要去调查一下，可不能让如此美丽的森林继续受到摧残。”随着葛莱蒂丝逐渐接近洞口，震耳欲聋的呼啸声逐渐清晰。葛莱蒂丝俯身一看，居然是一头正在熟睡中的小龙。在这个时代中，龙是极度罕见的生物。她定眼一看，终于搞清了风暴的来源。伴随着小龙的每一次呼噜声，都会有一个强大的风暴随之而击出。<br>“哈呼，哈呼！”随着小龙的呼噜，风暴接连不断。面对这种情况，葛莱蒂丝顿时感到无从入手。她抬起了头，却看见醒来的小龙近在眼前，嘴巴正对着葛莱蒂丝的眼睛。受到这样的惊吓，葛莱蒂丝慌张地坐倒在地上，不敢动弹。她心里非常清楚，龙的力量可是非同小可的。突然，小龙扑向了葛莱蒂丝，吓得她紧闭了双眼，已开始回忆自己的人生了。然而，迎接她的却是湿润的舌头。小龙温顺地粘着葛莱蒂丝，不停地舔着她的脸。<br>“哈哈，别闹！你这个小调皮，我还以为要完蛋了呢！看来你挺喜欢我的，那我们来做朋友吧！”或许由于相性适合的原因，小龙对于这个第一次见面的精灵十分亲近。他显然听得懂葛莱蒂丝的话语，高兴地吼了一声。<br>“嗯！不知道你有没有名字呢？看你睡个觉都能产生那么多的风暴，动作又那么敏捷，就叫你小疾风如何？”葛莱蒂丝兴高采烈地说道。小龙明显对这个名字甚是满意，又连吼叫了两声。<br>因此，在这样的机缘巧合下，这对精灵与龙的组合应运而生。
,10506,105,6,泉中密谈,<line-indent=8em>满满的水气在空中飘荡，得天独厚的温泉池水深沉却没有一丝浑浊。平静的水面泛起了阵阵涟漪，两道模糊的身影浸入水中。葛莱蒂丝已经很久没有这样的机会与母亲共处了，毕竟身为树心城女王的伊兰妮，实在难以抽出时间来陪伴她。<br>“……边境又出现了魔族的踪迹，加上最近的巡逻兵经常失踪。难道真的有什么事情要发生了吗？”伊兰妮泡在泉水中，但这位精灵女王可没法静下心来好好享受这难得的温泉浴，毕竟困扰着她的事情实在太多了。<br>“妈妈，你平常已经够忙了。今天难得有这样的机会，就不要想太多了，先好好放松一下吧！”看着又陷入寻思的母亲，葛莱蒂丝走了过去，轻轻地帮妈妈擦着后背。看着如此懂事的女儿，想想自己平常对她既严厉又甚少有时间陪伴，顿时感到有点内疚。<br>“葛莱蒂丝，我们家族肩负着守护精灵族的重任，将来这个责任也将交付到你手上。我知道你定能守护好精灵族的，甚至能做得比妈妈我更好。但我还是希望时间能再长一些，让我能将这份重压多承担一会儿，给予你更多喘息和成长的时间。”<br>伊兰妮重重地叹了一口气。<br>“伊兰妮妈妈，我突然想到一件事情。我在古籍中了解到，其他国家的王基本上都是男性，为什么只有我们精灵族的王是女性呢？”突然想到什么的葛莱蒂丝，好奇地问着。听到这个问题，伊兰妮面露难色，一时难以回答。<br>精灵族的女性通常有着庞大的自然魔力，而我们家族更是受到了自然女神的眷顾。但葛莱蒂丝却一点都不喜欢修炼魔法，反而钻研起男性精灵擅长的箭术，不知道她将来继位时会否引起反对的声音，真令人担忧。对于葛莱蒂丝的这个问题，伊兰妮没有正面回答，只是笑了笑，以示回应。<br>就在这时，守在门外的小疾风等得太久了。感到无聊的它飞了进来，冲到了葛莱蒂丝的怀里，溅起了大量的水花。葛莱蒂丝忍不住发出银铃般的笑声，而伊兰妮则在一旁无奈地摇着头。
,10601,106,1,故事的开始,<line-indent=8em>极度多疑，除了乔伊和自己外，他不信任世上任何一个人。由于遭遇过多的背叛，他对于敌人的手段极其残忍，喜欢在杀人后剖取内脏作标本收藏。
,10602,106,2,谎言的世界,<line-indent=8em>在这个世界上，我最憎恨的事情就是欺骗。但可笑的是，欺骗是所有人的劣根性，根本无法剔除，而人类更是其中的佼佼者。这样的现象实在太可悲了，大家能接触到的东西绝大多数都是虚假的。人与人之间的信任，全都建基于谎言之上。正是如此，我对于这个世界早已失望透顶了。但直到我与乔伊大人相遇后，才让我确信，这个世界上还仅存一丝美好。<br>在黯淡无光的日子中，乔伊大人点亮了我的希望之火。从此，我的人生里不再只有背叛与欺骗。他是多么的耀眼夺目啊！我渴望获得更强大的力量，只是为了使用这份力量来帮助乔伊大人。为此，我愿意付出自己的一切。一直以来，我都在寻找着值得效忠的对象，但只有乔伊大人，让我深深地折服。只要他的一声令下，我愿意为他杀死任何的人，哪怕是夜崎隐。即使同归于尽，我檐鬼也不绝会让他多活一秒。<br>乔伊大人是世界上唯一不会背叛我们的人，我衷心地感激着他。对于他的恩赐，我必然全力以报。能够效忠于他，实在是三生有幸。
,10603,106,3,面具之下,<line-indent=8em>“檐鬼，为什么你老是戴着这个丑到不行的面具啊？”看着檐鬼脸上那银制的骷髅面具，默希娅表示十分的困惑。<br>“每次看到你面具上的那三个小孔，我便感到浑身不自在。作为一个密集恐惧症重患者，你的面具实在让我难以接受。”看着默希娅一脸厌恶地数落着自己精心制作的面具，檐鬼的内心受到了一万点的伤害。不过，即使受到所有人的厌恶，檐鬼依然不会脱下这个面具的。因为它对于自己来说，可是有着非同寻常的意义。<br>“这个面具，可不只是一个饰品，它更是一个自我保护的屏障。这个世界实在太过丑陋了，无论哪里都充满着欺骗与谎言。自我戴上面具的那天起，我便已抛弃了身为人的身份，而化为鬼的存在。我的右眼将注视着我的敌人，我的左眼则泯灭那仅存的良知。所以，这个面具对我来说是很重要的存在，不断地提醒着我自己：我，就是檐鬼。”<br>“要知道，在面具下有的不只是血肉之躯，而是一种思想的存在。思想是不怕刀剑的。”<br>“你说的我都懂，可是就不能好好地设计一下吗？现在的造型有点丑。”<br>“……”再次受到致命伤害的檐鬼选择了缄默不语。因为只有他自己知道，现在戴着的这个面具，早已经过他精心的设计。
,10604,106,4,破茧而出,<line-indent=8em>“弗朗西斯，我需要你的帮助。”面对着重伤同伴的请求，弗朗西斯瞬间便答应了。作为高级的政府情报人员，他对于一切任务的处理都是有条不紊，因此深得高层的赏识。在加入政府之前，他的生活万份恶劣，因此他十分感激为自己生活带来改变的政府机关，也极度忠诚。<br>看着手中的秘密情报，弗朗西斯隐约感到了丝丝不妥。作为一名专业的情报人员，至死都不会私自将手中的情报交给别人，哪怕是最亲密的伙伴。因此，那同伴将这次重任交付于他，实属罕见。但想到同伴濒死的样子，他暗自决意要将这次的委托完美地完成。<br>即将到达目的地时，森林中响起了嘈杂的声音，突然出现的一群人将他团团围住，并将手中的短剑射向了他。在慌张之中，弗朗西斯连忙挥动他那巨大的飞镖进行抵挡。虽然好不容易地挡下了攻击，但依然遍体鳞伤。刚缓过神的他，才发现眼前袭击他的，居然是一直以来的工作伙伴——政府的情报人员。<br>“可恶的叛徒，政府对你并不薄，你却窃取我们最为重要的核心情报，不愧是市井中的白眼狼啊！”<br>“我没有……我……”这突如其来的指责，让他百口莫辩。这时，他在人群中看到了一个人影，正是那个将任务托付给他的同伴。这刻，他明白了是怎么回事。这，是一个蓄谋已久的陷害。<br>面对这赤裸裸的欺骗，心灰意冷的弗朗西斯放弃了抵抗，他开始嘲弄着自己那愚昧的信任。<br>或许，今天的死亡正是他最好的归宿吧！惨叫，哀嚎和咆哮将他拉回了现实，不知道何时出现的魔兽，正疯狂地袭击撕咬着这些追捕者。不过一瞬间，眼前便已无人生还。让人费解的是，这些魔兽居然没有袭击弗朗西斯，只是低吼一声便转身离去。<br>“是吗？原来我命不该绝吗？哈哈哈哈。”弗朗西斯仰天大笑，这时他才发现过往的自己是多么的可笑。人类，本质上就充满了背叛。信任，不过是对被欺骗者的愚昧说辞罢了。<br>“今日，确实是弗朗西斯的忌日，愚昧的他活该死在那群魔兽的袭击下。而现在站在这里的只有一人，那就是新生的我，檐鬼。”
,10605,106,5,开膛手,<line-indent=8em>刀光闪过，鲜血从男子的嘴里喷涌而出。站在他面前的，正是戴着骇人面具的檐鬼。在被政府认定为叛徒后，他便流离失所，四处藏匿。他背上了叛国的罪名，加上政府对他发出金额可观的悬赏，无论是赏金猎人，还是昔日同僚，无不对他进行追杀。在经历过上次的背叛后，檐鬼的内心早已支离破碎。而这四处逃窜的日子，更是让他加强了他对人世的厌恶之情。众人的背叛与纠缠，让檐鬼对这个世界彻底失望了。<br>“朋友的存在，本身便是为了互相利用。大家那些所谓的关心，所谓的说辞，都只不过是虚情假意。整个世界，就是由各种的谎言所组成的。这个世界里的所有人，早已被腐化得无可救药。”<br>“我可不希望再被任何人欺骗。既然大家都那么喜欢以虚假的面貌待人，那就由我撕下这可笑的谎言。我，将来为这个世界带来革命。从今以后，我将戴上审判的面具，刨开那些伪善者的胸膛。尽管让我看看，那些人的内心到底是怎么想的。”<br>檐鬼的名号逐渐广为流传，越来越多的人惧怕在黑夜中行走。因为他们不知道，这一条路是否会成为他们最后的路程。疯狂的檐鬼毫不歇息地四处出没，一旦他认为自己被人欺骗了，便将不惜一切地获得那个人的心脏。檐鬼已经深深地爱上了这样的捉迷藏，每当他慢慢剖取对方的心脏时，最喜欢聆听的，便是对方那撕心裂肺的哀嚎声。看着对方眼睁睁地看着自己的心脏被慢慢取出，痛苦得神情扭曲却又完全无能为力的样子，着实让檐鬼为之疯狂。<br>“这种痛苦，这种绝望，或许就是世界上最真实的情感了吧！原来如此，世界的扭曲需要由我来纠正。我将带来绝望，也将迎来真实。”檐鬼在杀戮的过程中，自认为得到了升华。他认定自己是解救了这些虚假的人类，并带领他们回归真实。他对于心脏的猎取越发频繁，甚至把战利品做成了标本来收藏。<br>檐鬼面具下的相貌甚少人知道，或许他就隐藏在你的左右。若你不小心欺骗了他，<br>那可得小心了。或许在下一秒，你的心脏将出现在他那特制的福尔马特瓶当中。
,10606,106,6,命运的重逢,<line-indent=8em>为了打听神器的消息，檐鬼和默希娅组队前往了远方的城镇进行搜查。这次的目的地让檐鬼的心中充满了复杂的情绪，但眼看默希娅无动于衷，他也不再多说什么。<br>在长途跋涉的路途中，两人并没有进行太多的对话。怀着忐忑额的心情，檐鬼伴随着默希娅踏入了这个城镇。<br>“别愣着不动，我们赶紧去调查完，便可以回去了。”看着陷入思索而缓下了脚步的檐鬼，默希娅显然有点不耐烦。<br>“……默希娅，你难道不认得这里了吗？”<br>“怎么突然这样问？有什么状况吗？”<br>“你曾经来过这里，难道记不得了吗？”<br>“……你这么一说，好像是有点熟悉。不过，这跟今天的调查有什么关系吗？”<br>“没有，只是想说，若你来过这里，那我们就比较方便调查而已”檐鬼口不对心地回答着。默希娅没有继续追问，毕竟她可没有兴趣将时间浪费在这个问题上。<br>“是吗？原来你已经忘记了……想来也是，当年你才五岁，加入了马戏团同样居无定所，在这个地方也不过逗留了短短数月。回想当时二十出头的我，也只是在这个城镇的底层中为活着而挣扎。看到马戏团中的你，我才发现小小的身躯中，居然可以蕴含着那么多的力量，每一个表演都是那么的完美无缺。之后，好不容易才成为了你的朋友，并有了深入的了解，才发现你的生活如此的艰苦。当时，我便决定要好好地守护你。但没想到，你却在某天默默地离开了马戏团，从我的生活中消失。对此，我一直没有任何的怨恨。但直到我加入圣界的那天，我才发现原来一切都是命运的安排。你，原来也成为了圣界的一员。”<br>檐鬼在心中默念，并没有将心中所想说出来。<br>“对了，你怎么知道我来过这里？”默希娅转过头来，疑惑地问着檐鬼。<br>“……”<br>“是吗？不想说就算了？真好奇面具底下的你是怎么想的，这又不是什么好隐瞒的事情。”<br>“面具……对了，一直戴着面具的我怎么可能会被她认出，或许我……不不不，在我成为檐鬼的那一天起，我便舍弃了弗朗西斯之名。面具下的容颜可不能被任何人所看见，即使是默希娅也不行。”檐鬼干咳了两声，示意两人应当专注于当前的任务。调查，继续开展。
,10701,107,1,故事的开始,<line-indent=8em>是一名喜欢血与战斗的超级变态。每次大开杀戒前总是为自己设定说辞，让人觉得无法理解。当他兴致达至顶点时，会散发出惊人的杀气。
,10702,107,2,战斗狂热,<line-indent=8em>背靠木柱的夜崎隐百无聊赖地伸着懒腰。眯着双眼的他，全神贯注地紧盯着高座上的乔伊。<br>“乔伊，我们来打嘛~当初加入时就说好了，要和我全力一战的哦！”阴阳怪气的夜崎隐，散发出令人颤抖的杀气。<br>“当下要以大局为重，待魔神复活后，我会给你机会死在我手里的。”<br>“哟~可是，我的剑刃一直在渴求着你的鲜血。”夜崎隐的磅礴的杀意毫无保留地笼罩着乔伊，但乔伊却依然毫不在意地阅读着。<br>面对乔伊如此冷漠的反应，夜崎隐顿时失去了兴致，耸了耸肩便打算离开了。夜崎隐的心思确实变化莫测，但正是如此，本应走到大门的他却突然消失不见，只留下一道残影。<br>“叮！”<br>锋利的长剑精准无误地刺向了乔伊，剑锋距离他的心脏只有不到五毫米。就此离去可不符合夜崎隐的性格，他可是十分期待强者就此倒在自己的剑刃下。然而，巨大的飞镖挡下了夜崎隐的进攻。这个巨型飞镖的主人，正是檐鬼。对于夜崎隐的突袭，乔伊没有丝毫的在意，只是翻动着手中书页。他那随意的态度，与檐鬼那紧张的神态形成了鲜明的对比。<br>“真烦人，看来今天的游戏被人打断了。乔伊，下次再玩吧~”如此被人干预之下，夜崎隐这时真的丧失了兴致，冷笑一声便离开了大厅。<br>“切，让我杀了他，他根本不值得我们的信任。”檐鬼低沉地说道。<br>乔伊依然没有回话，只是挥手让檐鬼退去，而自己的注意力始终没离开过手中的书中世界。故此，檐鬼没有再继续纠缠，只是重新没入到黑暗之中。突然，檐鬼发现自己的手上流出了鲜红的血液。原来刚才的那一击，他并没有完全挡住。
,10703,107,3,仰望星空,<line-indent=8em>“你怎么会在这里？”兰奇没有回头，坐在火堆前的他早已感知有人一直注视着他，而且是一个他十分熟悉的气息。<br>“呵呵~这么久没见，你还是如此的冷漠。作为世间上唯一能理解你处境的人，难道你不应该热情地欢迎我吗？”<br>黑暗中，那呈月牙形的狭长双眸在月光的照亮下显得诡异。隐藏在黑暗中的身影不是别人，正是兰奇的挚友——夜崎隐。<br>“这次没有如同疯狗一般朝我攻击，倒也是稀奇。这样看来，你应该不是来打架的，那究竟为何来找我呢？”<br>“你这样的反应实在太无趣了吧！我的出现，需要任何的原因吗？这一切都是命运的安排，我与你有着紧紧相连的红线，牵引着我们相遇。嗯~不过，我的命运一直都掌握在自己的手里就是了。”<br>“……”<br>“哟~别想太多了，我只是来看看你的近况罢了。对了，难得你有着与我相当的战斗天赋，为什么你却从不去追求极致的力量呢？”<br>“因为，我知道什么才是真正的力量。”<br>“哦~当天你我都见证了那一场战斗，应该对力量这种美好的东西有着切身的体会才对啊！”<br>“我跟你看到的世界可是天差地别的。你看到的，是自己父亲最终的胜利。但在我眼中，看到的可是最强战士的陨落。”<br>“有什么区别吗？最后还不是胜者生，败者死。血与战斗，这些才是我的乐趣所在。兰奇，你可别再这么散漫了。作为你的挚友，我可是一直等着你成为最强的战士，然后毫不留情地将你击败吞噬哦~”<br>兰奇没有再理会他，只是静静地仰望着星空。而夜崎隐也不再说话，跟着兰奇抬起了头，数着天上的星星。
,10704,107,4,狩猎血族,<line-indent=8em>在伸手不见五指的迷雾之后中，杂乱的脚步声逐渐靠近。耸入云天的大树前有个修长的身影，他低着头沉默不语。周围一群手持着银色利器和蒜头的冒险者们将这个人影层层围住。就在此时，黑影慢慢从大树底下的阴影走了出来。这个银色短发充满邪气的男子，不是别人正是夜崎隐。<br>“终于逮到你了，可恶的血族。你们这种邪恶的不祥之物，居然敢杀害我们的妻儿朋友，现在就是你血偿的时候了。”<br>“哟~我可不记得血族们有干过这些事哦！反正你们只是看上了我们珍贵的牙齿不是吗？”<br>“废话少说！只要你将自己的牙齿拔下并且自尽，我们可以让你在死前少受一点苦楚。”<br>“可以哦~”尽管众人看不清他的表情，但从他的声音中，都可以构想出他那睥睨蝼蚁般的讽刺笑容。“只要你们双手奉上自己的头颅，我倒是可以认真地考虑一下你们的建议。”<br>“可笑，我们这么多的人，而且银器和蒜头也准备齐全，你还奢望能安然离开吗？今天，你注定成为我们的囊中之物。”<br>“呵呵呵~”夜崎隐诡异的笑声在众人耳边响起。“原来如此，看来今天我成为了被狩猎的一方。好害怕哦~对了，要不我们来玩游戏吧！看下你们能不能抓到我。”<br>看到夜崎隐如此轻视的态度，众人再也坐不住了，纷纷拿着银器和蒜头冲了上去。刀光闪影，原本应在夜崎隐腰间的长剑出现在他的手上。未见剑刃出鞘，长剑已重回了他的腰间。一秒之后，在他所过之处，身影一一整齐地倒下，同时被剖开的胸膛绽放出艳丽的血花。<br>“怎么一下就结束了啊？明明还不够，我还不够兴奋呢~”<br>“哎哟，亏我还到处散播血族害怕银器和蒜头，结果来的尽是一些小喽啰，真让人失望~”夜崎隐脸上露出了不满的神情，随手捡起了地上的蒜头咬了一口后，优哉游哉地离去了。
,10705,107,5,血色访谈,<line-indent=8em>“哟~今天怎么又这么多人来找我呢？是来取悦我的吗？”夜崎隐腰间的剑刃慢慢地抽出，这可让我们为自己的性命而捏了一把汗。<br>“哎呀，采访吗？你们居然为了这么无聊的事来打扰我，看来还是让你们以死谢罪吧！”剑刃依然被他慢慢拔出，这个局面让我们紧张得快发疯了。<br>“呵呵嘿嘿，开玩笑的喇！我刚刚才狩猎完星火赏金猎人，他实力还算不错，能成功让我流了点汗。现在我的心情还不错，给你们问一个问题的时间吧！”看到眯着双眼的夜崎隐他终于把剑收回了剑鞘，我们顿时松了一口气，看来小命是保住了。<br>“小时候的事吗？看来你们都十分八卦哦~想来我从小便喜欢刺激的东西，因为这样才有趣啊！一开始听着那些游侠的故事，血淋淋的但不够好玩。噢！我之后去杀死的那一头九头蛇怪，倒还让我印象较为深刻，好像叫做杜丽莎什么的，差点就把我给打死了……”听着眼前这位奇人居然一脸坦然地述说着自己的生死之事，那不同寻常的阴森感环绕在我们的心头而挥之不去。<br>“……说着说着，好像又有点无聊了，要不你们也来跟我玩一玩吧！”对于态度突然转变的夜崎隐，我们顿时慌张了。我扭头一看，那些蠢货同事们由于太过害怕，居然纷纷拿起了小刀对着夜崎隐。<br>“哦~看来你们也是饶有兴致。这样吧！我把自己的弱点告诉你们，算是给你们的小福利好了。放心，我是不会说谎的。”<br>“对了，再来玩一下有奖竞猜好了。你们觉得自己能坚持多少秒呢？”夜崎隐笑着走向了我们，这可让我也坐不住了，连忙拔出了自己的剑刃。都怪那些不知分寸的蠢货，居然对他拔刀相向。弱点？别开玩笑了。现在，我满脑子都在想着如何逃离这里。就在这个时候，我看到的景色慢慢地下滑，以仰视的角度逐渐看到了自己的身体。一具熟悉的身躯倒在了自己眼前。定眼一看，那不正是我自己的身躯吗？血花四溅，在我最后的意识中，只看到了所有伙伴们分为两半倒在地上，而擦拭着剑刃的夜崎隐徐徐离去，只留下了一句话：<br>“锵~锵~答案是零。死神出的谜题可不需要回答者哦！”
,10706,107,6,启蒙之战,<line-indent=8em>夕阳照射在山顶上，一切风平浪静。在这个人烟稀少的地方，整个区域都鸦雀无声。然而，阵阵的撞击声却打破了这难得的寂静。两道战斗中的身影在激烈地碰撞。血肉横飞，这是一场力量与力量的对决。<br>在不知道经历了多少的攻防后，黑衣男子成功地将自己手中的双剑插入了另一名战士的胸膛之中。一切，都回归到寂静之中。<br>“夜崎隐，把这两把剑拿去清洗一下。”气喘吁吁的黑衣男子显得筋疲力尽，但他最终还是获得了这场胜利。看着身后出现的男孩，他从已失去气息的战士尸体上拔出了的双剑，并交给了他。<br>“怎么了？”看到小男孩一直盯着不远处的巨石，黑衣男子警惕地问着。<br>“……没什么。”小男孩明显地停顿了一下，但很快便转移了这个话题。<br>随即，便拿出了清洗工具打理这沾满鲜血的双剑。<br>“夜崎隐，对于你父亲的这场胜利，你有什么心得体会吗？”原来这身影便是夜崎隐的父亲。不过，男子与夜崎隐对话的语气中根本没有丝毫的情绪，这完全不像是父子之间的谈话态度。<br>“嗯哈~我从未像现在一样渴望着战斗。在刚才的博弈中，我感到了生命在不断地升华。强者击败强者，最终成为最强之人。这种力量的对抗，实在太美了。”<br>“很好！看来没有白费力气将你带来此地。刚才若稍有差池，现在躺在那里的，估计就是我了。”<br>“话说回来，你刚才那个‘嗯哈~’是怎么回事啊？”<br>“……糟糕！一时没忍住，不小心原形毕露了。”听到了父亲的质疑，夜崎隐心中顿时一愣。<br>“可能，是你听错了吧！”<br>“……不会吧！我应该没有听错啊！”<br>“……”<br>“……”
,10801,108,1,故事的开始,<line-indent=8em>面无表情，内心丰富，是一个隐藏的花痴。虽然对人会保持一定距离，给人高岭之花的感觉，但实际上对自己的朋友与喜欢的人十分在意。
