,required,optional,optional,optional,optional
,5010012,Textures/Atlas/Dyn/Item/5010012.png,,502;9001;301,0
,5010022,Textures/Atlas/Dyn/Item/5010012.png,,1003,0
,5010032,Textures/Atlas/Dyn/Item/5010012.png,,1003,0
,5010042,Textures/Atlas/Dyn/Item/5010012.png,,1003,0
,5010052,Textures/Atlas/Dyn/Item/5010012.png,,1003,0
,5011012,Textures/Atlas/Dyn/Item/5011012.png,,502;9001;301,0
,5011022,Textures/Atlas/Dyn/Item/5011012.png,,1003,0
,5011032,Textures/Atlas/Dyn/Item/5011012.png,,1003,0
,5011042,Textures/Atlas/Dyn/Item/5011012.png,,1003,0
,5011052,Textures/Atlas/Dyn/Item/5011012.png,,1003,0
,5012012,Textures/Atlas/Dyn/Item/5012012.png,,502;9001;301,0
,5012022,Textures/Atlas/Dyn/Item/5012012.png,,1003,0
,5012032,Textures/Atlas/Dyn/Item/5012012.png,,1003,0
,5012042,Textures/Atlas/Dyn/Item/5012012.png,,1003,0
,5012052,Textures/Atlas/Dyn/Item/5012012.png,,1003,0
,5021013,Textures/Atlas/Dyn/Item/5021013.png,,502;9001;301,0
,5021023,Textures/Atlas/Dyn/Item/5021013.png,,1003,0
,5021033,Textures/Atlas/Dyn/Item/5021013.png,,1003,0
,5021043,Textures/Atlas/Dyn/Item/5021013.png,,1003,0
,5021053,Textures/Atlas/Dyn/Item/5021013.png,,1003,0
,5022013,Textures/Atlas/Dyn/Item/5022013.png,,502;9001;301,0
,5022023,Textures/Atlas/Dyn/Item/5022013.png,,1003,0
,5022033,Textures/Atlas/Dyn/Item/5022013.png,,1003,0
,5022043,Textures/Atlas/Dyn/Item/5022013.png,,1003,0
,5022053,Textures/Atlas/Dyn/Item/5022013.png,,1003,0
,5023013,Textures/Atlas/Dyn/Item/5023013.png,,502;9001;301,0
,5023023,Textures/Atlas/Dyn/Item/5023013.png,,1003,0
,5023033,Textures/Atlas/Dyn/Item/5023013.png,,1003,0
,5023043,Textures/Atlas/Dyn/Item/5023013.png,,1003,0
,5023053,Textures/Atlas/Dyn/Item/5023013.png,,1003,0
,5024013,Textures/Atlas/Dyn/Item/5024013.png,,502;9001;301,0
,5024023,Textures/Atlas/Dyn/Item/5024013.png,,1003,0
,5024033,Textures/Atlas/Dyn/Item/5024013.png,,1003,0
,5024043,Textures/Atlas/Dyn/Item/5024013.png,,1003,0
,5024053,Textures/Atlas/Dyn/Item/5024013.png,,1003,0
,5025013,Textures/Atlas/Dyn/Item/5025013.png,,502;9001;301,0
,5025023,Textures/Atlas/Dyn/Item/5025013.png,,1003,0
,5025033,Textures/Atlas/Dyn/Item/5025013.png,,1003,0
,5025043,Textures/Atlas/Dyn/Item/5025013.png,,1003,0
,5025053,Textures/Atlas/Dyn/Item/5025013.png,,1003,0
,5026013,Textures/Atlas/Dyn/Item/5026013.png,,502;9001;301,0
,5026023,Textures/Atlas/Dyn/Item/5026013.png,,1003,0
,5026033,Textures/Atlas/Dyn/Item/5026013.png,,1003,0
,5026043,Textures/Atlas/Dyn/Item/5026013.png,,1003,0
,5026053,Textures/Atlas/Dyn/Item/5026013.png,,1003,0
,5027013,Textures/Atlas/Dyn/Item/5027013.png,,502;9001;301,0
,5027023,Textures/Atlas/Dyn/Item/5027013.png,,1003,0
,5027033,Textures/Atlas/Dyn/Item/5027013.png,,1003,0
,5027043,Textures/Atlas/Dyn/Item/5027013.png,,1003,0
,5027053,Textures/Atlas/Dyn/Item/5027013.png,,1003,0
,5028013,Textures/Atlas/Dyn/Item/5028013.png,,502;9001;301,0
,5028023,Textures/Atlas/Dyn/Item/5028013.png,,1003,0
,5028033,Textures/Atlas/Dyn/Item/5028013.png,,1003,0
,5028043,Textures/Atlas/Dyn/Item/5028013.png,,1003,0
,5028053,Textures/Atlas/Dyn/Item/5028013.png,,1003,0
,5029013,Textures/Atlas/Dyn/Item/5029013.png,,502;9001;301,0
,5029023,Textures/Atlas/Dyn/Item/5029013.png,,1003,0
,5029033,Textures/Atlas/Dyn/Item/5029013.png,,1003,0
,5029043,Textures/Atlas/Dyn/Item/5029013.png,,1003,0
,5029053,Textures/Atlas/Dyn/Item/5029013.png,,1003,0
,5030013,Textures/Atlas/Dyn/Item/5030013.png,,502;9001;301,0
,5030023,Textures/Atlas/Dyn/Item/5030013.png,,1003,0
,5030033,Textures/Atlas/Dyn/Item/5030013.png,,1003,0
,5030043,Textures/Atlas/Dyn/Item/5030013.png,,1003,0
,5030053,Textures/Atlas/Dyn/Item/5030013.png,,1003,0
,5031013,Textures/Atlas/Dyn/Item/5031013.png,,502;9001;301,0
,5031023,Textures/Atlas/Dyn/Item/5031013.png,,1003,0
,5031033,Textures/Atlas/Dyn/Item/5031013.png,,1003,0
,5031043,Textures/Atlas/Dyn/Item/5031013.png,,1003,0
,5031053,Textures/Atlas/Dyn/Item/5031013.png,,1003,0
,5032013,Textures/Atlas/Dyn/Item/5032013.png,,502;9001;301,0
,5032023,Textures/Atlas/Dyn/Item/5032013.png,,1003,0
,5032033,Textures/Atlas/Dyn/Item/5032013.png,,1003,0
,5032043,Textures/Atlas/Dyn/Item/5032013.png,,1003,0
,5032053,Textures/Atlas/Dyn/Item/5032013.png,,1003,0
,5033013,Textures/Atlas/Dyn/Item/5033013.png,,502;9001;301,0
,5033023,Textures/Atlas/Dyn/Item/5033013.png,,1003,0
,5033033,Textures/Atlas/Dyn/Item/5033013.png,,1003,0
,5033043,Textures/Atlas/Dyn/Item/5033013.png,,1003,0
,5033053,Textures/Atlas/Dyn/Item/5033013.png,,1003,0
,5034013,Textures/Atlas/Dyn/Item/5034013.png,,502;9001;301,0
,5034023,Textures/Atlas/Dyn/Item/5034013.png,,1003,0
,5034033,Textures/Atlas/Dyn/Item/5034013.png,,1003,0
,5034043,Textures/Atlas/Dyn/Item/5034013.png,,1003,0
,5034053,Textures/Atlas/Dyn/Item/5034013.png,,1003,0
,5035013,Textures/Atlas/Dyn/Item/5035013.png,,502;9001;301,0
,5035023,Textures/Atlas/Dyn/Item/5035013.png,,1003,0
,5035033,Textures/Atlas/Dyn/Item/5035013.png,,1003,0
,5035043,Textures/Atlas/Dyn/Item/5035013.png,,1003,0
,5035053,Textures/Atlas/Dyn/Item/5035013.png,,1003,0
,5036013,Textures/Atlas/Dyn/Item/5036013.png,,502;9001;301,0
,5036023,Textures/Atlas/Dyn/Item/5036013.png,,1003,0
,5036033,Textures/Atlas/Dyn/Item/5036013.png,,1003,0
,5036043,Textures/Atlas/Dyn/Item/5036013.png,,1003,0
,5036053,Textures/Atlas/Dyn/Item/5036013.png,,1003,0
,5041014,Textures/Atlas/Dyn/Item/5041014.png,,502;9001;301,0
,5041024,Textures/Atlas/Dyn/Item/5041014.png,,1003,0
,5041034,Textures/Atlas/Dyn/Item/5041014.png,,1003,0
,5041044,Textures/Atlas/Dyn/Item/5041014.png,,1003,0
,5041054,Textures/Atlas/Dyn/Item/5041014.png,,1003,0
,5042014,Textures/Atlas/Dyn/Item/5042014.png,,502;9001;301,0
,5042024,Textures/Atlas/Dyn/Item/5042014.png,,1003,0
,5042034,Textures/Atlas/Dyn/Item/5042014.png,,1003,0
,5042044,Textures/Atlas/Dyn/Item/5042014.png,,1003,0
,5042054,Textures/Atlas/Dyn/Item/5042014.png,,1003,0
,5043014,Textures/Atlas/Dyn/Item/5043014.png,,502;9001;301,0
,5043024,Textures/Atlas/Dyn/Item/5043014.png,,1003,0
,5043034,Textures/Atlas/Dyn/Item/5043014.png,,1003,0
,5043044,Textures/Atlas/Dyn/Item/5043014.png,,1003,0
,5043054,Textures/Atlas/Dyn/Item/5043014.png,,1003,0
,5044014,Textures/Atlas/Dyn/Item/5044014.png,,502;9001;301,0
,5044024,Textures/Atlas/Dyn/Item/5044014.png,,1003,0
,5044034,Textures/Atlas/Dyn/Item/5044014.png,,1003,0
,5044044,Textures/Atlas/Dyn/Item/5044014.png,,1003,0
,5044054,Textures/Atlas/Dyn/Item/5044014.png,,1003,0
,5045014,Textures/Atlas/Dyn/Item/5045014.png,,502;9001;301,0
,5045024,Textures/Atlas/Dyn/Item/5045014.png,,1003,0
,5045034,Textures/Atlas/Dyn/Item/5045014.png,,1003,0
,5045044,Textures/Atlas/Dyn/Item/5045014.png,,1003,0
,5045054,Textures/Atlas/Dyn/Item/5045014.png,,1003,0
,5046014,Textures/Atlas/Dyn/Item/5046014.png,,502;9001;301,0
,5046024,Textures/Atlas/Dyn/Item/5046014.png,,1003,0
,5046034,Textures/Atlas/Dyn/Item/5046014.png,,1003,0
,5046044,Textures/Atlas/Dyn/Item/5046014.png,,1003,0
,5046054,Textures/Atlas/Dyn/Item/5046014.png,,1003,0
,5047014,Textures/Atlas/Dyn/Item/5047014.png,,502;9001;301,0
,5047024,Textures/Atlas/Dyn/Item/5047014.png,,1003,0
,5047034,Textures/Atlas/Dyn/Item/5047014.png,,1003,0
,5047044,Textures/Atlas/Dyn/Item/5047014.png,,1003,0
,5047054,Textures/Atlas/Dyn/Item/5047014.png,,1003,0
,5048014,Textures/Atlas/Dyn/Item/5048014.png,,502;9001;301,0
,5048024,Textures/Atlas/Dyn/Item/5048014.png,,1003,0
,5048034,Textures/Atlas/Dyn/Item/5048014.png,,1003,0
,5048044,Textures/Atlas/Dyn/Item/5048014.png,,1003,0
,5048054,Textures/Atlas/Dyn/Item/5048014.png,,1003,0
,5049014,Textures/Atlas/Dyn/Item/5049014.png,,502;9001;301,0
,5049024,Textures/Atlas/Dyn/Item/5049014.png,,1003,0
,5049034,Textures/Atlas/Dyn/Item/5049014.png,,1003,0
,5049044,Textures/Atlas/Dyn/Item/5049014.png,,1003,0
,5049054,Textures/Atlas/Dyn/Item/5049014.png,,1003,0
,5050014,Textures/Atlas/Dyn/Item/5050014.png,,502;9001;301,0
,5050024,Textures/Atlas/Dyn/Item/5050014.png,,1003,0
,5050034,Textures/Atlas/Dyn/Item/5050014.png,,1003,0
,5050044,Textures/Atlas/Dyn/Item/5050014.png,,1003,0
,5050054,Textures/Atlas/Dyn/Item/5050014.png,,1003,0
,5051014,Textures/Atlas/Dyn/Item/5051014.png,,502;9001;301,0
,5051024,Textures/Atlas/Dyn/Item/5051014.png,,1003,0
,5051034,Textures/Atlas/Dyn/Item/5051014.png,,1003,0
,5051044,Textures/Atlas/Dyn/Item/5051014.png,,1003,0
,5051054,Textures/Atlas/Dyn/Item/5051014.png,,1003,0
,5052014,Textures/Atlas/Dyn/Item/5052014.png,,502;9001;301,0
,5052024,Textures/Atlas/Dyn/Item/5052014.png,,1003,0
,5052034,Textures/Atlas/Dyn/Item/5052014.png,,1003,0
,5052044,Textures/Atlas/Dyn/Item/5052014.png,,1003,0
,5052054,Textures/Atlas/Dyn/Item/5052014.png,,1003,0
,5053014,Textures/Atlas/Dyn/Item/5053014.png,,502;9001;301,0
,5053024,Textures/Atlas/Dyn/Item/5053014.png,,1003,0
,5053034,Textures/Atlas/Dyn/Item/5053014.png,,1003,0
,5053044,Textures/Atlas/Dyn/Item/5053014.png,,1003,0
,5053054,Textures/Atlas/Dyn/Item/5053014.png,,1003,0
,5054014,Textures/Atlas/Dyn/Item/5054014.png,,502;9001;301,0
,5054024,Textures/Atlas/Dyn/Item/5054014.png,,1003,0
,5054034,Textures/Atlas/Dyn/Item/5054014.png,,1003,0
,5054044,Textures/Atlas/Dyn/Item/5054014.png,,1003,0
,5054054,Textures/Atlas/Dyn/Item/5054014.png,,1003,0
,5055014,Textures/Atlas/Dyn/Item/5055014.png,,502;9001;301,0
,5055024,Textures/Atlas/Dyn/Item/5055014.png,,1003,0
,5055034,Textures/Atlas/Dyn/Item/5055014.png,,1003,0
,5055044,Textures/Atlas/Dyn/Item/5055014.png,,1003,0
,5055054,Textures/Atlas/Dyn/Item/5055014.png,,1003,0
,5056014,Textures/Atlas/Dyn/Item/5056014.png,,502;9001;301,0
,5056024,Textures/Atlas/Dyn/Item/5056014.png,,1003,0
,5056034,Textures/Atlas/Dyn/Item/5056014.png,,1003,0
,5056044,Textures/Atlas/Dyn/Item/5056014.png,,1003,0
,5056054,Textures/Atlas/Dyn/Item/5056014.png,,1003,0
,5057014,Textures/Atlas/Dyn/Item/5057014.png,,502;9001;301,0
,5057024,Textures/Atlas/Dyn/Item/5057014.png,,1003,0
,5057034,Textures/Atlas/Dyn/Item/5057014.png,,1003,0
,5057044,Textures/Atlas/Dyn/Item/5057014.png,,1003,0
,5057054,Textures/Atlas/Dyn/Item/5057014.png,,1003,0
,5058014,Textures/Atlas/Dyn/Item/5058014.png,,502;9001;301,0
,5058024,Textures/Atlas/Dyn/Item/5058014.png,,1003,0
,5058034,Textures/Atlas/Dyn/Item/5058014.png,,1003,0
,5058044,Textures/Atlas/Dyn/Item/5058014.png,,1003,0
,5058054,Textures/Atlas/Dyn/Item/5058014.png,,1003,0
,5059014,Textures/Atlas/Dyn/Item/5059014.png,,502;9001;301,0
,5059024,Textures/Atlas/Dyn/Item/5059014.png,,1003,0
,5059034,Textures/Atlas/Dyn/Item/5059014.png,,1003,0
,5059044,Textures/Atlas/Dyn/Item/5059014.png,,1003,0
,5059054,Textures/Atlas/Dyn/Item/5059014.png,,1003,0
,5060014,Textures/Atlas/Dyn/Item/5060014.png,,502;9001;301,0
,5060024,Textures/Atlas/Dyn/Item/5060014.png,,1003,0
,5060034,Textures/Atlas/Dyn/Item/5060014.png,,1003,0
,5060044,Textures/Atlas/Dyn/Item/5060014.png,,1003,0
,5060054,Textures/Atlas/Dyn/Item/5060014.png,,1003,0
,6003003,Textures/Atlas/Dyn/Item/6003003.png,,304,0
,7000003,Textures/Atlas/Dyn/Item/460024.png,,0,0
,7000004,Textures/Atlas/Dyn/Item/460034.png,,0,0
,7000032,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000033,Textures/Atlas/Dyn/Item/460024.png,,0,0
,7000034,Textures/Atlas/Dyn/Item/460034.png,,0,0
,7000202,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000203,Textures/Atlas/Dyn/Item/460024.png,,0,0
,7000204,Textures/Atlas/Dyn/Item/460034.png,,0,0
,7000232,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000233,Textures/Atlas/Dyn/Item/460024.png,,0,0
,7000240,Textures/Atlas/Dyn/Item/16.png,,0,0
,7000260,Textures/Atlas/Dyn/Item/7000260.png,,0,0
,7000262,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000263,Textures/Atlas/Dyn/Item/460024.png,,0,0
,7000264,Textures/Atlas/Dyn/Item/460034.png,,0,0
,7000270,Textures/Atlas/Dyn/Item/3011044.png,,0,0
,7000272,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000282,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000290,Textures/Atlas/Dyn/Item/3010013.png,,0,0
,7000292,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000300,Textures/Atlas/Dyn/Item/7000162.png,,0,0
,7000302,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000310,Textures/Atlas/Dyn/Item/7000310.png,,0,0
,7000320,Textures/Atlas/Dyn/Item/1013.png,,0,0
,7000322,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000332,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000341,Textures/Atlas/Dyn/Item/7000341.png,,0,0
,7000342,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000343,Textures/Atlas/Dyn/Item/7000331.png,,0,0
,7000352,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000382,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000392,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000402,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000412,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000422,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000482,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000483,Textures/Atlas/Dyn/Item/460024.png,,0,0
,7000492,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000493,Textures/Atlas/Dyn/Item/460024.png,,0,0
,7000502,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000503,Textures/Atlas/Dyn/Item/460024.png,,0,0
,7000600,Textures/Atlas/Dyn/Item/7000001.png,,0,0
,7000610,Textures/Atlas/Dyn/Item/7000002.png,,0,0
,7000620,Textures/Atlas/Dyn/Item/7000121.png,,0,0
,7000630,Textures/Atlas/Dyn/Item/7000001.png,,0,0
,7000640,Textures/Atlas/Dyn/Item/7000163.png,,0,0
,7000650,Textures/Atlas/Dyn/Item/7000022.png,,0,0
,7000660,Textures/Atlas/Dyn/Item/7000001.png,,0,0
,7000680,Textures/Atlas/Dyn/Item/1015.png,,0,0
,7000690,Textures/Atlas/Dyn/Item/1014.png,,0,0
,7000700,Textures/Atlas/Dyn/Item/7000015.png,,0,0
,7000710,Textures/Atlas/Dyn/Item/7000163.png,,0,0
,7000720,Textures/Atlas/Dyn/Item/460013.png,,0,0
,7000730,Textures/Atlas/Dyn/Item/1000.png,,0,0
,7000740,Textures/Atlas/Dyn/Item/1001.png,,0,0
,7000750,Textures/Atlas/Dyn/Item/7000121.png,,0,0
,7000760,Textures/Atlas/Dyn/Item/7000121.png,,0,0
,7000761,Textures/Atlas/Dyn/Item/3012014.png,,304,0
,7000771,Textures/Atlas/Dyn/Item/3060220.png,,304,0
,8000012,Textures/Atlas/Dyn/Item/8000012.png,,0,0
,8000032,Textures/Atlas/Dyn/Item/8000032.png,,0,0
,8000052,Textures/Atlas/Dyn/Item/8000052.png,,0,0
,8000062,Textures/Atlas/Dyn/Item/8000062.png,,0,0
,8000102,Textures/Atlas/Dyn/Item/8000102.png,,0,0
,8000107,Textures/Atlas/Dyn/Item/210104.png,,304,0
限量符文礼包,8000132,Textures/Atlas/Dyn/Item/8000132.png,,0,0
,8000221,Textures/Atlas/Dyn/Item/8000032.png,,0,0
,8000305,Textures/Atlas/Dyn/Item/1006.png,,0,0
,8000315,Textures/Atlas/Dyn/Item/1007.png,,0,0
,8000322,Textures/Atlas/Dyn/Item/8000322.png,,0,0
,8000323,Textures/Atlas/Dyn/Item/8000323.png,,0,0
,8000324,Textures/Atlas/Dyn/Item/8000323.png,,0,0
,9900000,Textures/Atlas/Dyn/Item/410012.png,,512,0
,9900004,Textures/Atlas/Dyn/Item/434014.png,,0,0
,9900014,Textures/Atlas/Dyn/Item/8000052.png,,0,0
,9900024,Textures/Atlas/Dyn/Item/421024.png,,0,0
,9900034,Textures/Atlas/Dyn/Item/1003.png,,0,0
,9900044,Textures/Atlas/Dyn/Item/500014.png,,0,0
