,required,optional,optional,optional,optional,optional,repeated,repeated,optional
,3182,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\GoblinHead.png,npc_toutiaogebulin,170001,,0,0,0
,3183,Textures\Atlas\Dyn\CharacterCommonHead\Youngwomen.png,Textures\Atlas\Dyn\CharacterHalfBody\Youngwomen.png,,0,,0,0,0
,3184,Textures\Atlas\Dyn\CharacterCommonHead\EliteWarrio.png,Textures\Atlas\Dyn\CharacterHalfBody\TribaleliteWarrior.png,npc_qiangjiedezhenming,167001,,0,0,0
,3185,Textures\Atlas\Dyn\CharacterCommonHead\Uncle.png,Textures\Atlas\Dyn\CharacterHalfBody\Uncle.png,npc_dashu_normal,0,,0,0,0
旅行者艾力,3186,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Travelereli.png,npc_lvxingzheaili,199001,,0,0,0
,3187,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\ResearchInstituteofBaixier.png,npc_baixier,162001,,0,0,0
面包神传教士,3190,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\breadgodmissionary.png,npc_chuanjiaoshi,214001,,0,0,0
旅行者艾力,3191,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Travelereli.png,npc_lvxingzheaili,199001,,0,0,0
草原游侠,3192,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\ShipRepairRobot.png,npc_xiuchuanjiqiren,169001,,0,0,0
米尼,3193,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Minnie.png,npc_mini,210001,,0,0,0
小女巫,3194,Textures\Atlas\Dyn\CharacterCommonHead\LittleWitches.png,Textures\Atlas\Dyn\CharacterHalfBody\LittleWitches.png,npc_xiaomonv,115001,,0,0,0
小提琴家小黑,3195,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Theviolinistlittleblack.png,npc_tiqinjiaxiaohei,0,,0,0,0
黑色荆棘,3196,Textures\Atlas\Dyn\CharacterCommonHead\Blackthorne.png,Textures\Atlas\Dyn\CharacterHalfBody\Blackthorne.png,npc_heisejingji,145001,,0,0,0
气球女孩小雅,3197,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\TheballoongirlXiaoya.png,npc_qiqiunvhaixiaoya,158001,,0,0,0
加林,3199,Textures\Atlas\Dyn\CharacterCommonHead\Edgar.png,Textures\Atlas\Dyn\CharacterHalfBody\Edgar.png,npc_jialin,107001,,0,0,0
哈奇队长,3200,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\default.png,,0,,0,0,0
格雷大妈,3201,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\GrayAunt.png,npc_geleidama,154001,,0,0,0
欧桑大婶,3202,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\OusangBoyleAunt.png,npc_ousangdashen,155001,,0,0,0
修船机器人,3208,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\ShipRepairRobot.png,npc_xiuchuanjiqiren,169001,,0,0,0
大树精,3209,Textures\Atlas\Dyn\CharacterCommonHead\Sylvansskinny.png,Textures\Atlas\Dyn\CharacterHalfBody\Slimtreeman.png,npc_dashujing,106000,,0,0,0
小树精,3210,Textures\Atlas\Dyn\CharacterCommonHead\ChunkySylvans.png,Textures\Atlas\Dyn\CharacterHalfBody\Fattreeman.png,npc_xiaoshujing,104300,,0,0,0
头条哥布林,3211,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\GoblinHead.png,npc_toutiaogebulin,170001,,0,0,0
康奎斯特,3212,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\default.png,,0,,0,0,0
阿比旦,3216,Textures\Atlas\Dyn\CharacterCommonHead\Abbey.png,Textures\Atlas\Dyn\CharacterHalfBody\Abbey.png,npc_abitan,130001,,105,1,2003
头条哥布林,3218,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\GoblinHead.png,npc_toutiaogebulin,170001,,0,0,0
阿噗,3219,Textures\Atlas\Dyn\CharacterCommonHead\ApuffofMichaux.png,Textures\Atlas\Dyn\CharacterHalfBody\Michel.png,npc_mixiu,102100,,0,0,0
树精达尼,3220,Textures\Atlas\Dyn\CharacterCommonHead\Dani.png,Textures\Atlas\Dyn\CharacterHalfBody\Dani.png,npc_shujingdani,128001,,0,0,0
精锐部落战士,3227,Textures\Atlas\Dyn\CharacterCommonHead\EliteWarrio.png,Textures\Atlas\Dyn\CharacterHalfBody\TribaleliteWarrior.png,npc_qiangjiedezhenming,167001,,0,0,0
锤子团首领,3228,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\ChuiZiTuanShouLing.png,npc_chuizituanshouling,251001,,0,0,0
绝世舞姬,3229,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\ResearchInstituteofBaixier.png,npc_baixier,162001,,0,0,0
绝世舞姬,3230,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\DivaLuna.png,npc_geji,156001,,0,0,0
中东男青年,3231,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\TheballoongirlXiaoya.png,npc_qiqiunvhaixiaoya,158001,,0,0,0
中东女青年,3232,Textures\Atlas\Dyn\CharacterCommonHead\YoungwomenMiddleEast.png,Textures\Atlas\Dyn\CharacterHalfBody\MiddleEastFemale.png,npc_zhongdongnvqingnian,104500,,0,0,0
,3234,Textures\Atlas\Dyn\CharacterCommonHead\Meiya.png,Textures\Atlas\Dyn\CharacterHalfBody\MrBushher.png,npc_moxiya,186001,,0,0,0
,3236,Textures/Atlas/Dyn/CharacterCommonHead/Adancer.png,Textures\Atlas\Dyn\CharacterHalfBody\Adancer.png,npc_jueshiwuji,141001,,0,0,0
,3237,Textures/Atlas/Dyn/CharacterCommonHead/Blackthorne.png,Textures/Atlas/Dyn/CharacterHalfBody/Blackthorne.png,npc_heisejingji,145001,,0,0,0
希尔（每日）,3239,Textures\Atlas\Dyn\CharacterCommonHead\Uncle.png,Textures\Atlas\Dyn\CharacterHalfBody\Uncle.png,npc_dashu_normal,0,,0,0,0
海莉大妈（每日）,3240,Textures/Atlas/Dyn/CharacterCommonHead/Womanoldwoman.png,Textures/Atlas/Dyn/CharacterHalfBody/Womanoldwoman.png,npc_nongcunlaopopo,112001,,3008,0,2001
齐娜（每日）,3241,Textures\Atlas\Dyn\CharacterCommonHead\OusangBoyleAunt.png,Textures\Atlas\Dyn\CharacterHalfBody\OusangBoyleAunt.png,npc_ousangdashen,155001,,0,0,0
老乞丐查理（每日）,3242,Textures\Atlas\Dyn\CharacterCommonHead\Beggar.png,Textures\Atlas\Dyn\CharacterHalfBody\Beggar.png,npc_qigai,148001,,0,0,0
麦提（每日）,3243,Textures/Atlas/Dyn/CharacterCommonHead/Manandoldman.png,Textures/Atlas/Dyn/CharacterHalfBody/Oldman.png,npc_laotou,126001,,0,0,0
库伯拉（每日）,3244,Textures/Atlas/Dyn/CharacterCommonHead/Manandoldman.png,Textures/Atlas/Dyn/CharacterHalfBody/Oldman.png,npc_laotou,126001,,0,0,0
吟游诗人（每日）,3245,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\TheBardofMammon.png,,0,,0,0,0
安可（每日）,3246,Textures/Atlas/Dyn/CharacterCommonHead/Ancore.png,Textures\Atlas\Dyn\CharacterHalfBody\Ancore.png,npc_anke,100400,,3008;101;201,0;1;1,2001
花店老板（每日）,3247,Textures\Atlas\Dyn\CharacterCommonHead\Youngwomen.png,Textures\Atlas\Dyn\CharacterHalfBody\Youngwomen.png,,0,,3076,0,2001
邦妮（每日）,3248,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\DivaLuna.png,npc_geji,156001,,0,0,0
佣兵托尼（每日）,3249,Textures/Atlas/Dyn/CharacterCommonHead/Uncle.png,Textures/Atlas/Dyn/CharacterHalfBody/Uncle.png,npc_dashu_normal,0,,0,0,0
碎魂狼王乌迪尔,3250,Textures\Atlas\Dyn\CharacterCommonHead\ArmedWolf.png,Textures\Atlas\Dyn\CharacterHalfBody\Wolves.png,npc_wuzhuanglangren,139001,,0,0,0
,3251,Textures/Atlas/Dyn/CharacterCommonHead/HeroPrairie.png,Textures\Atlas\Dyn\CharacterHalfBody\PrairieRanger.png,,0,,0,0,0
,3252,Textures\Atlas\Dyn\CharacterCommonHead\Uncle.png,Textures\Atlas\Dyn\CharacterHalfBody\Uncle.png,npc_dashu_normal,0,,0,0,0
,3253,Textures\Atlas\Dyn\CharacterCommonHead\jienuo.png,Textures\Atlas\Dyn\CharacterHalfBody\breadgodmissionary.png,npc_chuanjiaoshi,214001,,3256,0,2003
,3254,Textures/Atlas/Dyn/CharacterCommonHead/ArmedbearWarrior.png,Textures/Atlas/Dyn/CharacterHalfBody/ArmedbearWarrior.png,,0,,0,0,0
,3255,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/EMoXiuDi.png,npc_emoxiudi,252001,,0,0,0
,3256,Textures\Atlas\Dyn\CharacterCommonHead\aierwen.png,Textures\Atlas\Dyn\CharacterHalfBody\Captainirving.png,npc_tanxianjiaaierwenduizhang,191001,,3253,0,2003
罗兰二世,3259,Textures\Atlas\Dyn\CharacterCommonHead\King.png,Textures/Atlas/Dyn/CharacterHalfBody/King.png,npc_laoguowan,172001,,0,0,0
泰坦之魂,3260,Textures\Atlas\Dyn\CharacterCommonHead\SandGiant.png,Textures\Atlas\Dyn\CharacterHalfBody\Desertgiant.png,npc_taitanzhihun,180001,,0,0,0
火狐科斯,3262,Textures\Atlas\Dyn\CharacterCommonHead\Mysticalbeast.png,Textures\Atlas\Dyn\CharacterHalfBody\Mysteriousbeast.png,npc_bianchuishahu,209001,,0,0,0
火狐弟弟,3263,Textures\Atlas\Dyn\CharacterCommonHead\Mysticalbeast.png,Textures\Atlas\Dyn\CharacterHalfBody\Mysteriousbeast.png,npc_bianchuishahu,209001,,0,0,0
发狂的怪物,3264,Textures\Atlas\Dyn\CharacterCommonHead\CrazyMichel.png,Textures\Atlas\Dyn\CharacterHalfBody\CrazyMichel.png,npc_kuanghuaapu,101000,,0,0,0
,3265,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/AtlasTextures\Atlas\Dyn\CharacterHalfBody\Commandershortgiant.pngDyn/CharacterHalfBody/caikuanggongbing.png,npc_aijurenjiaxinuo,224001,,0,0,0
,3266,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Commandershortgiant.png,npc_aijurenjiaxinuo,224001,,0,0,0
,3268,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Beggar.png,npc_qigai,148001,,0,0,0
,3269,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\GoblinHead.png,npc_toutiaogebulin,170001,,0,0,0
魔导箱守卫萨泽,3270,Textures\Atlas\Dyn\CharacterCommonHead\MoneyColombo.png,Textures\Atlas\Dyn\CharacterHalfBody\MoneyColombo.png,npc_jinqiangebulin,143001,,0,0,0
魔导箱守卫普坦,3271,Textures\Atlas\Dyn\CharacterCommonHead\HarmontheOgre.png,Textures\Atlas\Dyn\CharacterHalfBody\HarmontheOgre.png,npc_shirenmoyongbing,144001,,0,0,0
魔导箱守卫波尔,3272,Textures\Atlas\Dyn\CharacterCommonHead\EliteWarrio.png,Textures\Atlas\Dyn\CharacterHalfBody\TribaleliteWarrior.png,npc_qiangjiedezhenming,167001,,0,0,0
,3273,Textures/Atlas/Dyn/CharacterCommonHead/Headhammer.png,Textures\Atlas\Dyn\CharacterHalfBody\ChuiZiTuanShouLing.png,npc_chuizituanshouling,251001,,0,0,0
佣兵伊什,3275,Textures\Atlas\Dyn\CharacterCommonHead\EliteWarrio.png,Textures\Atlas\Dyn\CharacterHalfBody\TribaleliteWarrior.png,npc_qiangjiedezhenming,167001,,0,0,0
羊皮纸,3276,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
怒蝎统领强森,3277,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Scorpion.png,npc_caoyuanxieziren,164001,,0,0,0
铠甲幽灵布劳,3278,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\default.png,,0,,0,0,0
驭魂法师拜诺,3279,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Zombiemaster.png,npc_sangshifashi,136001,,0,0,0
,3281,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Commandershortgiant.png,npc_aijurenjiaxinuo,224001,,0,0,0
,3283,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/Abbey.png,npc_abitan,130001,,0,0,0
,3284,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterCommonHead\default.png,,0,,0,0,0
,3285,Textures/Atlas/Dyn/CharacterCommonHead/Ancore.png,Textures\Atlas\Dyn\CharacterHalfBody\teenageboy.png,npc_zhengtai,0,,0,0,0
,3286,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3287,,Textures/Atlas/Dyn/CharacterHalfBody/PrairieRanger.png,,0,,0,0,0
精灵族剑士,3288,,Textures\Atlas\Dyn\CharacterHalfBody\ElfWarrior.png,npc_anjinglingnvzhanshi,235001,,0,0,0
蜘蛛女王艾达,3289,,Textures\Atlas\Dyn\CharacterHalfBody\queenspider.png,npc_aida,175001,,0,0,0
,3290,Textures\Atlas\Dyn\CharacterCommonHead\Uncle.png,Textures\Atlas\Dyn\CharacterHalfBody\Uncle.png,npc_dashu_normal,0,,0,0,0
,3291,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\XiaoShuLing.png,npc_xiaoshuling,153001,,0,0,0
,3292,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\breadgodmissionary.png,npc_chuanjiaoshi,214001,,0,0,0
精灵族射手,3293,,Textures\Atlas\Dyn\CharacterHalfBody\ElvenArcher.png,npc_jinglinggongshou,234001,,0,0,0
,3294,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/GuardwarlordSalin.png,npc_salin,163001,,0,0,0
,3297,Textures\Atlas\Dyn\CharacterCommonHead\ArmedbearWarrior.png,Textures\Atlas\Dyn\CharacterHalfBody\ArmedbearWarrior.png,,0,,0,0,0
魔导箱守卫伊登,3298,Textures/Atlas/Dyn/CharacterCommonHead/Scorpion.png,Textures/Atlas/Dyn/CharacterHalfBody/Scorpion.png,npc_caoyuanxieziren,164001,,0,0,0
魔导箱守卫哈伦,3299,Textures/Atlas/Dyn/CharacterCommonHead/ArmedbearWarrior.png,Textures/Atlas/Dyn/CharacterHalfBody/ArmedbearWarrior.png,,0,,0,0,0
魔导箱守卫科克,3300,Textures/Atlas/Dyn/CharacterCommonHead/MountainGant.png,Textures/Atlas/Dyn/CharacterHalfBody/MountainGant.png,,0,,0,0,0
,3301,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/MonsterFish.png,,0,,0,0,0
,3302,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/MoneyColombo.png,npc_jinqiangebulin,143001,,0,0,0
,3303,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/MoneyColombo.png,npc_jinqiangebulin,143001,,0,0,0
,3304,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Pioneer1.png,npc_xianquzhe1hao,149001,,0,0,0
,3305,Textures/Atlas/Dyn/CharacterCommonHead/MountainGant.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3307,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Beggar.png,npc_qigai,148001,,0,0,0
,3308,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Uncle.png,npc_dashu_normal,0,,0,0,0
,3309,,Textures\Atlas\Dyn\CharacterHalfBody\Theviolinistlittleblack.png,npc_tiqinjiaxiaohei,0,,0,0,0
,3310,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3311,,Textures\Atlas\Dyn\CharacterHalfBody\robber.png,,0,,0,0,0
,3312,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\ArmedbearWarrior.png,,0,,0,0,0
,3313,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/Deadwalking.png,npc_Axingganranzhe,101300,,0,0,0
,3314,Textures\Atlas\Dyn\CharacterCommonHead\Herly.png,Textures\Atlas\Dyn\CharacterHalfBody\Herly.png,npc_helinvwang,101700,,102;3028;3004,1;0;0,2001
卡诺萨保卫战用黑暗法师,3315,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\AndrewBlack.png,npc_nuoerhei,100600,,0,0,0
卡诺萨保卫战用魅魔,3316,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Demon.png,npc_meimo,0,,0,0,0
卡诺萨保卫战用恶魔修帝,3317,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\EMoXiuDi.png,npc_emoxiudi,252001,,0,0,0
卡诺萨保卫战用萨米尔,3318,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Godofdeath.png,,0,,0,0,0
,3319,Textures/Atlas/Dyn/CharacterCommonHead/Edgar.png,Textures\Atlas\Dyn\CharacterHalfBody\Edgar.png,npc_jialin,107001,,0,0,0
,3320,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3321,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\GoblinHead.png,npc_toutiaogebulin,170001,,0,0,0
,3322,Textures/Atlas/Dyn/CharacterCommonHead/Youngmen.png,Textures/Atlas/Dyn/CharacterHalfBody/Youngmen.png,npc_xiaoqingnian,124001,,0,0,0
戈壁火狐,3330,Textures\Atlas\Dyn\CharacterCommonHead\Mysticalbeast.png,Textures\Atlas\Dyn\CharacterHalfBody\Mysteriousbeast.png,npc_bianchuishahu,209001,,0,0,0
宝藏守卫,3331,Textures/Atlas/Dyn/CharacterCommonHead/infectedadventurer.png,Textures\Atlas\Dyn\CharacterHalfBody\Infectedadventurer.png,npc_ganrandemaoxianzhe,198001,,0,0,0
被魔化的熊人,3332,Textures/Atlas/Dyn/CharacterCommonHead/BearWarrior.png,Textures\Atlas\Dyn\CharacterHalfBody\ArmedbearWarrior.png,,0,,0,0,0
,3334,Textures/Atlas/Dyn/CharacterCommonHead/CrazyMichel.png,Textures/Atlas/Dyn/CharacterHalfBody/CrazyMichel.png,npc_kuanghuaapu,101000,,0,0,0
,3335,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/PrairieRanger.png,,0,,0,0,0
鹿角兽队长,3336,Textures/Atlas/Dyn/CharacterCommonHead/DeerBoss.png,Textures\Atlas\Dyn\CharacterHalfBody\Chiefdeerstalker.png,npc_lujiaoshoushouling,216001,,0,0,0
魔斩鹿角兽,3337,Textures\Atlas\Dyn\CharacterCommonHead\CaptainDeer.png,Textures\Atlas\Dyn\CharacterHalfBody\captaindeerstalker.png,npc_heitilujiaoshou,215001,,0,0,0
墓穴巨人,3338,Textures\Atlas\Dyn\CharacterCommonHead\SandGiant.png,Textures\Atlas\Dyn\CharacterHalfBody\Desertgiant.png,npc_taitanzhihun,180001,,0,0,0
,3339,Textures/Atlas/Dyn/CharacterCommonHead/CrazyMichel.png,Textures/Atlas/Dyn/CharacterHalfBody/CrazyMichel.png,npc_kuanghuaapu,101000,,0,0,0
,3340,,Textures/Atlas/Dyn/CharacterHalfBody/Blackthorne.png,npc_heisejingji,145001,,0,0,0
,3343,Textures\Atlas\Dyn\CharacterCommonHead\bulunuo.png,Textures\Atlas\Dyn\CharacterHalfBody\Nayaguard.png,,0,,3344,0,2005
,3344,Textures/Atlas/Dyn/CharacterCommonHead/DarkElfMaleyoungman.png,Textures\Atlas\Dyn\CharacterHalfBody\Maleyouthempty.png,npc_kongdaonanqingnian,205001,,3343;3398,0;0,2005
,3345,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/Completelytransparent.png,,0,,0,0,0
玫瑰团追随者,3350,Textures/Atlas/Dyn/CharacterCommonHead/HeroPrairie.png,Textures\Atlas\Dyn\CharacterHalfBody\PrairieRanger.png,,0,,0,0,0
蓝色半鱼人,3351,Textures/Atlas/Dyn/CharacterCommonHead/MonsterFish.png,Textures\Atlas\Dyn\CharacterHalfBody\MonsterFish.png,,0,,0,0,0
甜品大盗,3352,Textures/Atlas/Dyn/CharacterCommonHead/TribalWarrior.png,Textures\Atlas\Dyn\CharacterHalfBody\TribalWarrior.png,npc_qiangjiedezhenmin,0,,0,0,0
丛林偷猎者,3353,Textures/Atlas/Dyn/CharacterCommonHead/TribalWarrior.png,Textures\Atlas\Dyn\CharacterHalfBody\TribalWarrior.png,npc_qiangjiedezhenmin,0,,0,0,0
森林巨熊,3354,Textures/Atlas/Dyn/CharacterCommonHead/BearWarrior.png,Textures\Atlas\Dyn\CharacterHalfBody\BearWarrior.png,,0,,0,0,0
少女凯瑟琳,3355,,Textures\Atlas\Dyn\CharacterHalfBody\Travelereli.png,npc_lvxingzheaili,199001,,0,0,0
少女雷茜,3356,,Textures\Atlas\Dyn\CharacterHalfBody\TheballoongirlXiaoya.png,npc_qiqiunvhaixiaoya,158001,,0,0,0
矮人小贩,3357,,Textures\Atlas\Dyn\CharacterHalfBody\Dwarfyellowbeard.png,npc_airenhuanghuzi,208001,,0,0,0
子爵德福,3358,,Textures\Atlas\Dyn\CharacterHalfBody\MoritheEarl.png,npc_lvmaolanjue,137001,,0,0,0
冒险家小眼镜,3359,,Textures\Atlas\Dyn\CharacterHalfBody\Captainirving.png,npc_tanxianjiaaierwenduizhang,191001,,0,0,0
龟小豆,3365,,Textures\Atlas\Dyn\CharacterHalfBody\Malezhengtaiturtle.png,npc_guizuzhengtai,203001,,0,0,0
龟族先知,3366,,Textures\Atlas\Dyn\CharacterHalfBody\ManOldmanturtle.png,npc_nanlaotou,204001,,0,0,0
大学士,3367,Textures/Atlas/Dyn/CharacterCommonHead/Nore.png,Textures\Atlas\Dyn\CharacterHalfBody\1000.png,,0,,0,0,0
财政大臣,3368,Textures/Atlas/Dyn/CharacterCommonHead/Nore.png,Textures\Atlas\Dyn\CharacterHalfBody\1000.png,,0,,0,0,0
,3369,Textures/Atlas/Dyn/CharacterCommonHead/HeroPrairie.png,Textures\Atlas\Dyn\CharacterHalfBody\PrairieRanger.png,,0,,0,0,0
,3372,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Minnie.png,npc_mini,210001,,0,0,0
,3374,Textures/Atlas/Dyn/CharacterCommonHead/Headhammer.png,Textures/Atlas/Dyn/CharacterHalfBody/Completelytransparent.png,,0,,0,0,0
矿工,3375,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3376,Textures/Atlas/Dyn/CharacterCommonHead/Youngmen.png,Textures/Atlas/Dyn/CharacterHalfBody/Youngmen.png,npc_xiaoqingnian,124001,,0,0,0
,3378,,Textures\Atlas\Dyn\CharacterHalfBody\Spiritwar.png,npc_zhanhunzhiling,227001,,0,0,0
,3379,,Textures\Atlas\Dyn\CharacterHalfBody\warspiritwar.png,npc_kaijiayoulingbulao,232001,,0,0,0
,3380,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/XiaoYing.png,npc_xiaoying,265001,,0,0,0
米兰达（天空城）,3381,Textures/Atlas/Dyn/CharacterCommonHead/Miaer.png,Textures\Atlas\Dyn\CharacterHalfBody\Miranda.png,,0,,0,0,0
,3382,Textures/Atlas/Dyn/CharacterCommonHead/fulaite.png,Textures\Atlas\Dyn\CharacterHalfBody\Flater.png,npc_fulaite,183001,,112;3384,1;0,2005
弗莱特,3383,Textures/Atlas/Dyn/CharacterCommonHead/fulaite.png,Textures\Atlas\Dyn\CharacterHalfBody\Flater.png,npc_fulaite,183001,,112;3384,1;0,2005
岛民杰基,3384,Textures/Atlas/Dyn/CharacterCommonHead/daominjieji.png,Textures\Atlas\Dyn\CharacterHalfBody\Malebirdraceyouth2.png,npc_nanniaozu,207001,,3382,0,2005
,3385,Textures/Atlas/Dyn/CharacterCommonHead/witheredbeequeenbee.png,Textures\Atlas\Dyn\CharacterHalfBody\Witheredbeequeen.png,npc_kuyefengwang,0,,0,0,0
米兰达（不冬岛）,3386,Textures/Atlas/Dyn/CharacterCommonHead/Miaer.png,Textures\Atlas\Dyn\CharacterHalfBody\Miranda.png,,0,,0,0,0
,3387,Textures/Atlas/Dyn/CharacterCommonHead/TribaleliteWarrior.png,Textures\Atlas\Dyn\CharacterHalfBody\TribaleliteWarrior.png,npc_qiangjiedezhenming,167001,,0,0,0
,3388,Textures/Atlas/Dyn/CharacterCommonHead/Uncle.png,Textures\Atlas\Dyn\CharacterHalfBody\Uncle.png,npc_dashu_normal,0,,0,0,0
,3389,Textures/Atlas/Dyn/CharacterCommonHead/SilverShieldwar.png,Textures\Atlas\Dyn\CharacterHalfBody\SilverShieldwar.png,npc_baiyindunzhan,226001,,0,0,0
,3390,Textures/Atlas/Dyn/CharacterCommonHead/SilverShieldwar.png,Textures\Atlas\Dyn\CharacterHalfBody\SilverShieldwar.png,npc_baiyindunzhan,226001,,0,0,0
,3391,Textures/Atlas/Dyn/CharacterCommonHead/Apuff.png,Textures/Atlas/Dyn/CharacterHalfBody/apu.png,npc_apu,267001,,0,0,0
,3393,,Textures/Atlas/Dyn/CharacterHalfBody/Spiritwar.png,npc_zhanhunzhiling,227001,,0,0,0
,3394,Textures\Atlas\Dyn\CharacterCommonHead\OusangBoyleAunt.png,Textures\Atlas\Dyn\CharacterHalfBody\OusangBoyleAunt.png,npc_ousangdashen,155001,,0,0,0
