,required,optional,optional,optional,optional,optional,optional,repeated,optional,optional,optional,repeated,optional,optional,optional,optional,optional,repeated,optional,repeated,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,4812,,481,2,91,319,0,0,0,0,0,,0,0,0,0,0,,0,4812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4813,,481,3,91,319,0,0,0,0,0,,0,0,0,0,0,,0,4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4831,,483,1,91,320,0,0,0,0,0,,0,0,0,0,0,,0,4831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4832,,483,2,91,320,0,0,0,0,0,,0,0,0,0,0,,0,4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4833,,483,3,91,320,0,0,0,0,0,,0,0,0,0,0,,0,4833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,100001,换人上场,10000,1,80,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
英雄技能,101011,,10101,1,11,0,0,0,0,0,0,1010101;1010102,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,101021,,10102,1,12,0,0,0,0,0,0,1010201;1010202,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,101031,,10103,1,21,0,0,0,24000,0,0,1010301;1010302,0,0,0,0,0,,0,10101,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,101041,,10104,1,22,0,0,0,30000,0,0,1010401;1010402;1010403,0,0,0,0,0,100101,1,,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,101051,,10105,1,23,0,0,0,36000,0,0,1010501;1010502,0,0,0,0,0,100301,1,,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,101061,,10106,1,24,0,0,0,42000,0,0,1010601;1010602;1010603,0,0,0,0,0,,0,10102,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,101071,,10107,1,30,0,0,1,0,0,0,1010701,0,0,0,0,0,201001,0,10104,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,101081,,10108,1,70,0,0,0,80000,0,0,1010801,0,0,0,0,0,,0,10105,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,101101,,10110,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,10130;10131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,101111,,10111,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,10132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,101121,,10112,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,10137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,101131,,10113,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,10136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,101141,,10114,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,101151,,10115,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,101161,,10116,1,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,101162,,10116,2,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,101163,,10116,3,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,101164,,10116,4,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,101181,,10118,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102141,,10214,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102151,,10215,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102161,,10216,1,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102162,,10216,2,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102163,,10216,3,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102164,,10216,4,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102181,,10218,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,102212,,10221,2,11,0,0,0,0,0,0,1022101,0,0,0,0,0,,0,,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,102213,,10221,3,11,0,0,0,0,0,0,1022101,0,0,0,0,0,,0,,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,102214,,10221,4,11,0,0,0,0,0,0,1022101,0,0,0,0,0,,0,,0,0,0,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,102215,,10221,5,11,0,0,0,0,0,0,1022101,0,0,0,0,0,,0,,0,0,0,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,102216,,10221,6,11,0,0,0,0,0,0,1022101,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102217,,10221,7,11,0,0,0,0,0,0,1022101,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102222,,10222,2,12,0,0,0,0,0,0,1022201,0,0,0,0,0,,0,,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,102223,,10222,3,12,0,0,0,0,0,0,1022201,0,0,0,0,0,,0,,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,102224,,10222,4,12,0,0,0,0,0,0,1022201,0,0,0,0,0,,0,,0,0,0,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,102225,,10222,5,12,0,0,0,0,0,0,1022201,0,0,0,0,0,,0,,0,0,0,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,102226,,10222,6,12,0,0,0,0,0,0,1022201,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102227,,10222,7,12,0,0,0,0,0,0,1022201,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102264,,10226,4,24,0,0,0,0,0,0,1022601,0,0,0,0,0,,0,10216,0,0,0,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,102265,,10226,5,24,0,0,0,0,0,0,1022601,0,0,0,0,0,,0,10216,0,0,0,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,102266,,10226,6,24,0,0,0,0,0,0,1022601,0,0,0,0,0,,0,10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,102267,,10226,7,24,0,0,0,0,0,0,1022601,0,0,0,0,0,,0,10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,103141,,10314,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10338;10341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,103151,,10315,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10340,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,103161,,10316,1,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,103162,,10316,2,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,103163,,10316,3,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,103164,,10316,4,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,103181,,10318,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,104141,,10414,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,104151,,10415,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,104161,,10416,1,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,104162,,10416,2,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,104163,,10416,3,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,104164,,10416,4,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,104181,,10418,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,105141,,10514,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,105151,,10515,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,105161,,10516,1,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,105162,,10516,2,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,105163,,10516,3,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,105164,,10516,4,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,105181,,10518,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10539,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,106141,,10614,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10633;10634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,106151,,10615,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,106161,,10616,1,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,106162,,10616,2,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,106163,,10616,3,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,106164,,10616,4,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,106181,,10618,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,107141,,10714,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,107151,,10715,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10735;10736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,107161,,10716,1,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,107162,,10716,2,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,107163,,10716,3,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,107164,,10716,4,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,107181,,10718,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,108141,,10814,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,10837;10838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,108151,,10815,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,10835,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,108161,,10816,1,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,108162,,10816,2,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,108163,,10816,3,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,108164,,10816,4,91,0,0,0,0,0,0,,0,0,0,0,0,,0,10894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,108181,,10818,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,108212,,10821,2,11,0,0,0,0,0,0,1082101,0,0,0,0,0,,0,,0,0,50,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108213,,10821,3,11,0,0,0,0,0,0,1082101,0,0,0,0,0,,0,,0,0,50,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108214,,10821,4,11,0,0,0,0,0,0,1082101,0,0,0,0,0,,0,,0,0,50,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,108215,,10821,5,11,0,0,0,0,0,0,1082101,0,0,0,0,0,,0,,0,0,50,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,108216,,10821,6,11,0,0,0,0,0,0,1082101,0,0,0,0,0,,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
,108217,,10821,7,11,0,0,0,0,0,0,1082101,0,0,0,0,0,,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
,108222,,10822,2,12,0,0,0,0,0,0,1082201,0,0,0,0,0,,0,,0,0,50,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108223,,10822,3,12,0,0,0,0,0,0,1082201,0,0,0,0,0,,0,,0,0,50,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108224,,10822,4,12,0,0,0,0,0,0,1082201,0,0,0,0,0,,0,,0,0,50,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,108225,,10822,5,12,0,0,0,0,0,0,1082201,0,0,0,0,0,,0,,0,0,50,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,108226,,10822,6,12,0,0,0,0,0,0,1082201,0,0,0,0,0,,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
,108227,,10822,7,12,0,0,0,0,0,0,1082201,0,0,0,0,0,,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
,111011,,11101,1,11,0,0,0,0,0,0,1110101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,111021,,11102,1,12,0,0,0,0,0,0,1110201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,111031,,11103,1,21,0,0,0,25000,0,0,1110301,0,0,0,0,0,203001,1,11101,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,111032,,11103,2,21,0,0,0,25000,0,0,1110301,0,0,0,0,0,203001,1,11101,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,111033,,11103,3,21,0,0,0,25000,0,0,1110301,0,0,0,0,0,203001,1,11101,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,111034,,11103,4,21,0,0,0,25000,0,0,1110301,0,0,0,0,0,203001,1,11101,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,111035,,11103,5,21,0,0,0,25000,0,0,1110301,0,0,0,0,0,203001,1,11101,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,111036,,11103,6,21,0,0,0,25000,0,0,1110301,0,0,0,0,0,203001,1,11101,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,111037,,11103,7,21,0,0,0,25000,0,0,1110301,0,0,0,0,0,203001,1,11101,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,111041,,11104,1,22,0,0,0,35000,0,0,1110401,0,0,0,0,0,,0,11104,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,111042,,11104,2,22,0,0,0,35000,0,0,1110401,0,0,0,0,0,,0,11104,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,111043,,11104,3,22,0,0,0,35000,0,0,1110401,0,0,0,0,0,,0,11104,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,111044,,11104,4,22,0,0,0,35000,0,0,1110401,0,0,0,0,0,,0,11104,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,111045,,11104,5,22,0,0,0,35000,0,0,1110401,0,0,0,0,0,,0,11104,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,111046,,11104,6,22,0,0,0,35000,0,0,1110401,0,0,0,0,0,,0,11104,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,111047,,11104,7,22,0,0,0,35000,0,0,1110401,0,0,0,0,0,,0,11104,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,111051,,11105,1,23,0,0,0,45000,0,0,1110501;1110502;1110503,0,0,0,0,0,,0,11102;11103;11105,,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,111052,,11105,2,23,0,0,0,45000,0,0,1110501;1110502;1110503,0,0,0,0,0,,0,11102;11103;11105,,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,111053,,11105,3,23,0,0,0,45000,0,0,1110501;1110502;1110503,0,0,0,0,0,,0,11102;11103;11105,,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,111054,,11105,4,23,0,0,0,45000,0,0,1110501;1110502;1110503,0,0,0,0,0,,0,11102;11103;11105,,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,111055,,11105,5,23,0,0,0,45000,0,0,1110501;1110502;1110503,0,0,0,0,0,,0,11102;11103;11105,,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,111056,,11105,6,23,0,0,0,45000,0,0,1110501;1110502;1110503,0,0,0,0,0,,0,11102;11103;11105,,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,111057,,11105,7,23,0,0,0,45000,0,0,1110501;1110502;1110503,0,0,0,0,0,,0,11102;11103;11105,,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,111061,,11106,1,24,0,0,0,50000,0,0,1110601;1110602,0,0,0,0,0,,0,11106,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,111062,,11106,2,24,0,0,0,50000,0,0,1110601;1110602,0,0,0,0,0,,0,11106,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,111063,,11106,3,24,0,0,0,50000,0,0,1110601;1110602,0,0,0,0,0,,0,11106,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,111064,,11106,4,24,0,0,0,50000,0,0,1110601;1110602,0,0,0,0,0,,0,11106,0,0,200,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,111065,,11106,5,24,0,0,0,50000,0,0,1110601;1110602,0,0,0,0,0,,0,11106,0,0,200,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,111066,,11106,6,24,0,0,0,50000,0,0,1110601;1110602,0,0,0,0,0,,0,11106,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
,111067,,11106,7,24,0,0,0,50000,0,0,1110601;1110602,0,0,0,0,0,,0,11106,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
,111071,,11107,1,30,0,0,1,0,0,1,1110701,0,0,0,0,0,,0,11108;11109,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,111072,,11107,2,30,0,0,1,0,0,1,1110701,0,0,0,0,0,,0,11108;11109,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,111073,,11107,3,30,0,0,1,0,0,1,1110701,0,0,0,0,0,,0,11108;11109,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,111074,,11107,4,30,0,0,1,0,0,1,1110701,0,0,0,0,0,,0,11108;11109,0,1000,0,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,111075,,11107,5,30,0,0,1,0,0,1,1110701,0,0,0,0,0,,0,11108;11109,0,1000,0,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,111076,,11107,6,30,0,0,1,0,0,1,1110701,0,0,0,0,0,,0,11108;11109,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
,111077,,11107,7,30,0,0,1,0,0,1,1110701,0,0,0,0,0,,0,11108;11109,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
,111081,,11108,1,70,0,0,0,60000,0,0,,0,0,0,0,0,,0,11110;11111,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,111101,,11110,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,11131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,111111,,11111,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,11132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,111121,,11112,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,11133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,111131,,11113,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,11139;11141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,111141,,11114,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,11135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,111151,,11115,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,11136;11137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,111161,,11116,1,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,111162,,11116,2,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,111163,,11116,3,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,111164,,11116,4,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,111181,,11118,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,11140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112011,,11201,1,11,0,0,0,0,0,0,1120101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,112021,,11202,1,12,0,0,0,0,0,0,1120201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,112031,,11203,1,21,0,0,0,25000,0,0,1120301;1120302,0,0,0,0,0,,0,11201,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,112032,,11203,2,21,0,0,0,25000,0,0,1120301;1120302,0,0,0,0,0,,0,11201,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,112033,,11203,3,21,0,0,0,25000,0,0,1120301;1120302,0,0,0,0,0,,0,11201,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,112034,,11203,4,21,0,0,0,25000,0,0,1120301;1120302,0,0,0,0,0,,0,11201,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,112035,,11203,5,21,0,0,0,25000,0,0,1120301;1120302,0,0,0,0,0,,0,11201,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,112036,,11203,6,21,0,0,0,25000,0,0,1120301;1120302,0,0,0,0,0,,0,11201,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,112037,,11203,7,21,0,0,0,25000,0,0,1120301;1120302,0,0,0,0,0,,0,11201,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,112041,,11204,1,22,0,0,0,35000,0,0,1120401;1120402,0,0,0,0,0,,0,11202;11203,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,112042,,11204,2,22,0,0,0,35000,0,0,1120401;1120402,0,0,0,0,0,,0,11202;11203,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,112043,,11204,3,22,0,0,0,35000,0,0,1120401;1120402,0,0,0,0,0,,0,11202;11203,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,112044,,11204,4,22,0,0,0,35000,0,0,1120401;1120402,0,0,0,0,0,,0,11202;11203,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,112045,,11204,5,22,0,0,0,35000,0,0,1120401;1120402,0,0,0,0,0,,0,11202;11203,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,112046,,11204,6,22,0,0,0,35000,0,0,1120401;1120402,0,0,0,0,0,,0,11202;11203,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,112047,,11204,7,22,0,0,0,35000,0,0,1120401;1120402,0,0,0,0,0,,0,11202;11203,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,112051,,11205,1,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0
,112052,,11205,2,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,1,10000,3030013,1,0,0,0,0,0,0,0,0
,112053,,11205,3,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,1,50000,3030013,3,0,0,0,0,0,0,0,0
,112054,,11205,4,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,112055,,11205,5,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,112056,,11205,6,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
,112057,,11205,7,23,0,0,0,45000,0,0,1120501,0,0,0,0,0,103901,1,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
,112061,,11206,1,24,0,0,0,50000,0,0,1120601;1120602;1120603,0,0,0,0,0,,0,11204,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,112062,,11206,2,24,0,0,0,50000,0,0,1120601;1120602;1120603,0,0,0,0,0,,0,11204,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,112063,,11206,3,24,0,0,0,50000,0,0,1120601;1120602;1120603,0,0,0,0,0,,0,11204,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,112064,,11206,4,24,0,0,0,50000,0,0,1120601;1120602;1120603,0,0,0,0,0,,0,11204,0,0,200,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,112065,,11206,5,24,0,0,0,50000,0,0,1120601;1120602;1120603,0,0,0,0,0,,0,11204,0,0,200,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,112066,,11206,6,24,0,0,0,50000,0,0,1120601;1120602;1120603,0,0,0,0,0,,0,11204,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
,112067,,11206,7,24,0,0,0,50000,0,0,1120601;1120602;1120603,0,0,0,0,0,,0,11204,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
,112071,,11207,1,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
