,required,optional,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
雷鸣大陆志（三）,20180,0,5,0,200103,5,3,1 2001 30739,1,,2,0,0,0,501,0 1 2001 30739,0,202,0,0,
,20196,0,5,0,200104,1,3,1 2001 21171,1,,2,0,0,0,103,1 1 2001 21171,0,202,0,0,
,20197,0,5,0,200104,2,3,1 2001 21171,1,,2,0,0,0,203,1 1 2001 21171,0,202,0,0,
,20198,0,5,0,200104,3,3,1 2001 21171,1,,2,0,0,0,303,1 1 2001 21171,0,202,0,0,
,20199,0,5,0,200104,4,3,1 2001 21171,1,,2,0,0,0,403,1 1 2001 21171,0,202,0,0,
,20200,0,5,0,200104,5,3,1 2001 21171,1,,2,0,0,0,503,1 1 2001 21171,0,202,0,0,
,20206,0,5,0,200104,1,3,2 2001 900168,1,,2,0,0,0,105,1 2 2001 900168,0,202,0,0,
,20207,0,5,0,200104,2,3,2 2001 900168,1,,2,0,0,0,205,1 2 2001 900168,0,202,0,0,
,20208,0,5,0,200104,3,3,2 2001 900168,1,,2,0,0,0,305,1 2 2001 900168,0,202,0,0,
,20209,0,5,0,200104,4,3,2 2001 900168,1,,2,0,0,0,405,1 2 2001 900168,0,202,0,0,
,20210,0,5,0,200104,5,3,2 2001 900168,1,,2,0,0,0,505,1 2 2001 900168,0,202,0,0,
,20211,0,5,1,200104,1,3,1 2001 60051,1,,2,0,0,0,101,,0,204,0,0,
,20212,0,5,1,200104,2,3,1 2001 60051,1,,2,0,0,0,201,,0,204,0,0,
,20213,0,5,1,200104,3,3,1 2001 60051,1,,2,0,0,0,301,,0,204,0,0,
,20214,0,5,1,200104,4,3,1 2001 60051,1,,2,0,0,0,401,,0,204,0,0,
,20215,0,5,1,200104,5,3,1 2001 60051,1,,2,0,0,0,501,,0,204,0,0,
,20216,0,5,0,200104,1,3,1 2001 12001,1,,2,0,0,0,102,1 1 2001 12001,0,202,0,0,
,20217,0,5,0,200104,2,3,1 2001 12001,1,,2,0,0,0,202,1 1 2001 12001,0,202,0,0,
,20218,0,5,0,200104,3,3,1 2001 12001,1,,2,0,0,0,302,1 1 2001 12001,0,202,0,0,
,20219,0,5,0,200104,4,3,1 2001 12001,1,,2,0,0,0,402,1 1 2001 12001,0,202,0,0,
,20220,0,5,0,200104,5,3,1 2001 12001,1,,2,0,0,0,502,1 1 2001 12001,0,202,0,0,
,20221,0,5,0,200104,1,3,1 2001 20103,1,,2,0,0,0,103,1 1 2001 20103,0,202,0,0,
,20222,0,5,0,200104,2,3,1 2001 20103,1,,2,0,0,0,203,1 1 2001 20103,0,202,0,0,
,20223,0,5,0,200104,3,3,1 2001 20103,1,,2,0,0,0,303,1 1 2001 20103,0,202,0,0,
,20224,0,5,0,200104,4,3,1 2001 20103,1,,2,0,0,0,403,1 1 2001 20103,0,202,0,0,
,20225,0,5,0,200104,5,3,1 2001 20103,1,,2,0,0,0,503,1 1 2001 20103,0,202,0,0,
,20296,0,5,0,200105,1,3,1 2001 20097,1,,2,0,0,0,103,20097,0,202,0,0,
,20297,0,5,0,200105,2,3,1 2001 20097,1,,2,0,0,0,203,20097,0,202,0,0,
,20298,0,5,0,200105,3,3,1 2001 20097,1,,2,0,0,0,303,20097,0,202,0,0,
,20299,0,5,0,200105,4,3,1 2001 20097,1,,2,0,0,0,403,20097,0,202,0,0,
,20300,0,5,0,200105,5,3,1 2001 20097,1,,2,0,0,0,503,20097,0,202,0,0,
,20306,0,5,0,200105,1,3,2 2001 900206,1,,2,0,0,0,105,900206,0,202,0,0,
,20307,0,5,0,200105,2,3,2 2001 900206,1,,2,0,0,0,205,900206,0,202,0,0,
,20308,0,5,0,200105,3,3,2 2001 900206,1,,2,0,0,0,305,900206,0,202,0,0,
,20309,0,5,0,200105,4,3,2 2001 900206,1,,2,0,0,0,405,900206,0,202,0,0,
,20310,0,5,0,200105,5,3,2 2001 900206,1,,2,0,0,0,505,900206,0,202,0,0,
,20311,0,5,0,200105,1,3,1 2001 21173,1,,2,0,0,0,101,1 1 2001 21173,0,202,0,0,
,20312,0,5,0,200105,2,3,1 2001 21173,1,,2,0,0,0,201,1 1 2001 21173,0,202,0,0,
,20313,0,5,0,200105,3,3,1 2001 21173,1,,2,0,0,0,301,1 1 2001 21173,0,202,0,0,
,20314,0,5,0,200105,4,3,1 2001 21173,1,,2,0,0,0,401,1 1 2001 21173,0,202,0,0,
,20315,0,5,0,200105,5,3,1 2001 21173,1,,2,0,0,0,501,1 1 2001 21173,0,202,0,0,
,20316,0,5,0,200105,1,3,1 2001 21174,1,,2,0,0,0,102,1 1 2001 21174,0,202,0,0,
,20317,0,5,0,200105,2,3,1 2001 21174,1,,2,0,0,0,202,1 1 2001 21174,0,202,0,0,
,20318,0,5,0,200105,3,3,1 2001 21174,1,,2,0,0,0,302,1 1 2001 21174,0,202,0,0,
,20319,0,5,0,200105,4,3,1 2001 21174,1,,2,0,0,0,402,1 1 2001 21174,0,202,0,0,
,20320,0,5,0,200105,5,3,1 2001 21174,1,,2,0,0,0,502,1 1 2001 21174,0,202,0,0,
,20326,0,5,1,200105,1,3,1 2001 60056,1,,2,0,0,0,104,,0,204,0,0,
,20327,0,5,1,200105,2,3,1 2001 60056,1,,2,0,0,0,204,,0,204,0,0,
,20328,0,5,1,200105,3,3,1 2001 60056,1,,2,0,0,0,304,,0,204,0,0,
,20329,0,5,1,200105,4,3,1 2001 60056,1,,2,0,0,0,404,,0,204,0,0,
,20330,0,5,1,200105,5,3,1 2001 60056,1,,2,0,0,0,504,,0,204,0,0,
击退兽潮,20336,0,5,0,200101,1,3,2 2001 900320,1,,2,0,0,0,104,1 2 2001 900320,0,202,0,0,
击退兽潮,20337,0,5,0,200101,2,3,2 2001 900320,1,,2,0,0,0,204,1 2 2001 900320,0,202,0,0,
击退兽潮,20338,0,5,0,200101,3,3,2 2001 900320,1,,2,0,0,0,304,1 2 2001 900320,0,202,0,0,
击退兽潮,20339,0,5,0,200101,4,3,2 2001 900320,1,,2,0,0,0,404,1 2 2001 900320,0,202,0,0,
击退兽潮,20340,0,5,0,200101,5,3,2 2001 900320,1,,2,0,0,0,504,1 2 2001 900320,0,202,0,0,
碎魂狼王的复仇,20341,0,5,0,200101,1,3,1 2001 21162,1,,2,0,0,0,105,1 1 2001 21162,0,203,0,0,
碎魂狼王的复仇,20342,0,5,0,200101,2,3,1 2001 21162,1,,2,0,0,0,205,1 1 2001 21162,0,203,0,0,
碎魂狼王的复仇,20343,0,5,0,200101,3,3,1 2001 21162,1,,2,0,0,0,305,1 1 2001 21162,0,203,0,0,
碎魂狼王的复仇,20344,0,5,0,200101,4,3,1 2001 21162,1,,2,0,0,0,405,1 1 2001 21162,0,203,0,0,
碎魂狼王的复仇,20345,0,5,0,200101,5,3,1 2001 21162,1,,2,0,0,0,505,1 1 2001 21162,0,203,0,0,
神秘怪物的来历,20346,0,5,0,200101,1,3,"0 2001 -7.79,0.05,-15.66",1,,2,0,0,0,101,"2 0 2001 -7.79,0.05,-15.66",0,208,0,0,
神秘怪物的来历,20347,0,5,0,200101,2,3,"0 2001 -7.79,0.05,-15.66",1,,2,0,0,0,201,"2 0 2001 -7.79,0.05,-15.66",0,208,0,0,
神秘怪物的来历,20348,0,5,0,200101,3,3,"0 2001 -7.79,0.05,-15.66",1,,2,0,0,0,301,"2 0 2001 -7.79,0.05,-15.66",0,208,0,0,
神秘怪物的来历,20349,0,5,0,200101,4,3,"0 2001 -7.79,0.05,-15.66",1,,2,0,0,0,401,"2 0 2001 -7.79,0.05,-15.66",0,208,0,0,
神秘怪物的来历,20350,0,5,0,200101,5,3,"0 2001 -7.79,0.05,-15.66",1,,2,0,0,0,501,"2 0 2001 -7.79,0.05,-15.66",0,208,0,0,
联盟通缉令,20351,0,5,0,200101,1,3,2 2001 900322,1,,2,0,0,0,101,1 2 2001 900322,0,203,0,0,
联盟通缉令,20352,0,5,0,200101,2,3,2 2001 900322,1,,2,0,0,0,201,1 2 2001 900322,0,203,0,0,
联盟通缉令,20353,0,5,0,200101,3,3,2 2001 900322,1,,2,0,0,0,301,1 2 2001 900322,0,203,0,0,
联盟通缉令,20354,0,5,0,200101,4,3,2 2001 900322,1,,2,0,0,0,401,1 2 2001 900322,0,203,0,0,
联盟通缉令,20355,0,5,0,200101,5,3,2 2001 900322,1,,2,0,0,0,501,1 2 2001 900322,0,203,0,0,
瓦莉尔的心意,20356,0,5,0,200102,1,3,1 2001 20051,1,,2,0,0,0,105,1 1 2001 20051,0,201,0,0,
瓦莉尔的心意,20357,0,5,0,200102,2,3,1 2001 20051,1,,2,0,0,0,205,1 1 2001 20051,0,201,0,0,
瓦莉尔的心意,20358,0,5,0,200102,3,3,1 2001 20051,1,,2,0,0,0,305,1 1 2001 20051,0,201,0,0,
瓦莉尔的心意,20359,0,5,0,200102,4,3,1 2001 20051,1,,2,0,0,0,405,1 1 2001 20051,0,201,0,0,
瓦莉尔的心意,20360,0,5,0,200102,5,3,1 2001 20051,1,,2,0,0,0,505,1 1 2001 20051,0,201,0,0,
追缉盗贼,20361,0,5,0,200102,1,3,2 2001 900324,1,,2,0,0,0,101,1 2 2001 900324,0,203,0,0,
追缉盗贼,20362,0,5,0,200102,2,3,2 2001 900324,1,,2,0,0,0,201,1 2 2001 900324,0,203,0,0,
追缉盗贼,20363,0,5,0,200102,3,3,2 2001 900324,1,,2,0,0,0,301,1 2 2001 900324,0,203,0,0,
追缉盗贼,20364,0,5,0,200102,4,3,2 2001 900324,1,,2,0,0,0,401,1 2 2001 900324,0,203,0,0,
追缉盗贼,20365,0,5,0,200102,5,3,2 2001 900324,1,,2,0,0,0,501,1 2 2001 900324,0,203,0,0,
罗兰之光,20366,0,5,0,200102,1,3,1 2001 21170,1,,2,0,0,0,102,1 1 2001 21170,0,204,0,0,
罗兰之光,20367,0,5,0,200102,2,3,1 2001 21170,1,,2,0,0,0,202,1 1 2001 21170,0,204,0,0,
罗兰之光,20368,0,5,0,200102,3,3,1 2001 21170,1,,2,0,0,0,302,1 1 2001 21170,0,204,0,0,
罗兰之光,20369,0,5,0,200102,4,3,1 2001 21170,1,,2,0,0,0,402,1 1 2001 21170,0,204,0,0,
罗兰之光,20370,0,5,0,200102,5,3,1 2001 21170,1,,2,0,0,0,502,1 1 2001 21170,0,204,0,0,
联盟通缉令,20371,0,5,0,200102,1,3,2 2001 900325,1,,2,0,0,0,106,900325,0,203,0,0,
联盟通缉令,20372,0,5,0,200102,2,3,2 2001 900325,1,,2,0,0,0,206,900325,0,203,0,0,
联盟通缉令,20373,0,5,0,200102,3,3,2 2001 900325,1,,2,0,0,0,306,900325,0,203,0,0,
联盟通缉令,20374,0,5,0,200102,4,3,2 2001 900325,1,,2,0,0,0,406,900325,0,203,0,0,
联盟通缉令,20375,0,5,0,200102,5,3,2 2001 900325,1,,2,0,0,0,506,900325,0,203,0,0,
黑心商家,20381,0,5,0,200103,1,3,1 2001 21169,1,,2,0,0,0,101,1 1 2001 21169,0,202,0,0,
黑心商家,20382,0,5,0,200103,2,3,1 2001 21169,1,,2,0,0,0,201,1 1 2001 21169,0,202,0,0,
黑心商家,20383,0,5,0,200103,3,3,1 2001 21169,1,,2,0,0,0,301,1 1 2001 21169,0,202,0,0,
黑心商家,20384,0,5,0,200103,4,3,1 2001 21169,1,,2,0,0,0,401,1 1 2001 21169,0,202,0,0,
黑心商家,20385,0,5,0,200103,5,3,1 2001 21169,1,,2,0,0,0,501,1 1 2001 21169,0,202,0,0,
驱赶拦路劫匪,20386,0,5,0,200103,1,3,2 2001 900327,1,,2,0,0,0,102,1 2 2001 900327,0,202,0,0,
驱赶拦路劫匪,20387,0,5,0,200103,2,3,2 2001 900327,1,,2,0,0,0,202,1 2 2001 900327,0,202,0,0,
驱赶拦路劫匪,20388,0,5,0,200103,3,3,2 2001 900327,1,,2,0,0,0,302,1 2 2001 900327,0,202,0,0,
驱赶拦路劫匪,20389,0,5,0,200103,4,3,2 2001 900327,1,,2,0,0,0,402,1 2 2001 900327,0,202,0,0,
驱赶拦路劫匪,20390,0,5,0,200103,5,3,2 2001 900327,1,,2,0,0,0,502,1 2 2001 900327,0,202,0,0,
,20396,0,5,0,200104,1,3,1 2001 10027,1,,2,0,0,0,104,1 1 2001 10027,0,201,0,0,
,20397,0,5,0,200104,2,3,1 2001 10027,1,,2,0,0,0,204,1 1 2001 10027,0,201,0,0,
,20398,0,5,0,200104,3,3,1 2001 10027,1,,2,0,0,0,304,1 1 2001 10027,0,201,0,0,
,20399,0,5,0,200104,4,3,1 2001 10027,1,,2,0,0,0,404,1 1 2001 10027,0,201,0,0,
,20400,0,5,0,200104,5,3,1 2001 10027,1,,2,0,0,0,504,1 1 2001 10027,0,201,0,0,
,20406,0,5,1,200104,1,3,1 2001 60224,1,,2,0,0,0,102,,0,204,0,0,
,20407,0,5,1,200104,2,3,1 2001 60224,1,,2,0,0,0,202,,0,204,0,0,
,20408,0,5,1,200104,3,3,1 2001 60224,1,,2,0,0,0,302,,0,204,0,0,
,20409,0,5,1,200104,4,3,1 2001 60224,1,,2,0,0,0,402,,0,204,0,0,
,20410,0,5,1,200104,5,3,1 2001 60224,1,,2,0,0,0,502,,0,204,0,0,
,20431,0,5,0,200105,1,3,1 2001 21175,1,,2,0,0,0,106,1 1 2001 21175,0,203,0,0,
,20432,0,5,0,200105,2,3,1 2001 21175,1,,2,0,0,0,206,1 1 2001 21175,0,203,0,0,
,20433,0,5,0,200105,3,3,1 2001 21175,1,,2,0,0,0,306,1 1 2001 21175,0,203,0,0,
,20434,0,5,0,200105,4,3,1 2001 21175,1,,2,0,0,0,406,1 1 2001 21175,0,203,0,0,
,20435,0,5,0,200105,5,3,1 2001 21175,1,,2,0,0,0,506,1 1 2001 21175,0,203,0,0,
,20437,0,5,0,200302,1,3,1 2003 20159,1,,2,0,0,0,101,20159,0,201,0,0,
,20438,0,5,0,200302,2,3,1 2003 20159,1,,2,0,0,0,201,20159,0,201,0,0,
,20439,0,5,0,200302,3,3,1 2003 20159,1,,2,0,0,0,301,20159,0,201,0,0,
,20440,0,5,0,200302,4,3,1 2003 20159,1,,2,0,0,0,401,20159,0,201,0,0,
,20441,0,5,0,200302,5,3,1 2003 20159,1,,2,0,0,0,501,20159,0,201,0,0,
,20442,0,5,0,200302,1,3,"0 2003 -135.50,0.153,-41.2",1,,2,0,0,0,102,0,0,201,0,0,
,20443,0,5,0,200302,2,3,"0 2003 -135.50,0.153,-41.2",1,,2,0,0,0,202,0,0,201,0,0,
,20444,0,5,0,200302,3,3,"0 2003 -135.50,0.153,-41.2",1,,2,0,0,0,302,0,0,201,0,0,
,20445,0,5,0,200302,4,3,"0 2003 -135.50,0.153,-41.2",1,,2,0,0,0,402,0,0,201,0,0,
,20446,0,5,0,200302,5,3,"0 2003 -135.50,0.153,-41.2",1,,2,0,0,0,502,0,0,201,0,0,
,20447,0,5,0,200302,1,3,1 2003 60223,1,,2,0,0,0,103,60223,0,204,0,0,
,20448,0,5,0,200302,2,3,1 2003 60223,1,,2,0,0,0,203,60223,0,204,0,0,
,20449,0,5,0,200302,3,3,1 2003 60223,1,,2,0,0,0,303,60223,0,204,0,0,
,20450,0,5,0,200302,4,3,1 2003 60223,1,,2,0,0,0,403,60223,0,204,0,0,
,20451,0,5,0,200302,5,3,1 2003 60223,1,,2,0,0,0,503,60223,0,204,0,0,
,20452,0,5,0,200302,1,3,2 2003 900329,1,,2,0,0,0,104,900329,0,202,0,0,
,20453,0,5,0,200302,2,3,2 2003 900329,1,,2,0,0,0,204,900329,0,202,0,0,
,20454,0,5,0,200302,3,3,2 2003 900329,1,,2,0,0,0,304,900329,0,202,0,0,
,20455,0,5,0,200302,4,3,2 2003 900329,1,,2,0,0,0,404,900329,0,202,0,0,
,20456,0,5,0,200302,5,3,2 2003 900329,1,,2,0,0,0,504,900329,0,202,0,0,
,20457,0,5,0,200302,1,3,2 2003 900330,1,,2,0,0,0,105,900330,0,202,0,0,
,20458,0,5,0,200302,2,3,2 2003 900330,1,,2,0,0,0,205,900330,0,202,0,0,
,20459,0,5,0,200302,3,3,2 2003 900330,1,,2,0,0,0,305,900330,0,202,0,0,
,20460,0,5,0,200302,4,3,2 2003 900330,1,,2,0,0,0,405,900330,0,202,0,0,
,20461,0,5,0,200302,5,3,2 2003 900330,1,,2,0,0,0,505,900330,0,202,0,0,
,20462,0,5,0,200302,1,3,2 2003 900331,1,,2,0,0,0,102,900331,0,202,0,0,
,20463,0,5,0,200302,2,3,2 2003 900331,1,,2,0,0,0,202,900331,0,202,0,0,
,20464,0,5,0,200302,3,3,2 2003 900331,1,,2,0,0,0,302,900331,0,202,0,0,
,20465,0,5,0,200302,4,3,2 2003 900331,1,,2,0,0,0,402,900331,0,202,0,0,
,20466,0,5,0,200302,5,3,2 2003 900331,1,,2,0,0,0,502,900331,0,202,0,0,
,20467,0,5,0,200302,1,3,2 2003 900332,1,,2,0,0,0,106,900332,0,203,0,0,
,20468,0,5,0,200302,2,3,2 2003 900332,1,,2,0,0,0,206,900332,0,203,0,0,
,20469,0,5,0,200302,3,3,2 2003 900332,1,,2,0,0,0,306,900332,0,203,0,0,
,20470,0,5,0,200302,4,3,2 2003 900332,1,,2,0,0,0,406,900332,0,203,0,0,
,20471,0,5,0,200302,5,3,2 2003 900332,1,,2,0,0,0,506,900332,0,203,0,0,
,20472,0,5,0,200301,1,3,1 2003 20202,1,,2,0,0,0,101,20202,0,201,0,0,
,20473,0,5,0,200301,2,3,1 2003 20202,1,,2,0,0,0,201,20202,0,201,0,0,
,20474,0,5,0,200301,3,3,1 2003 20202,1,,2,0,0,0,301,20202,0,201,0,0,
,20475,0,5,0,200301,4,3,1 2003 20202,1,,2,0,0,0,401,20202,0,201,0,0,
,20476,0,5,0,200301,5,3,1 2003 20202,1,,2,0,0,0,501,20202,0,201,0,0,
,20477,0,5,0,200301,1,3,"0 2003 -8.14,0.11,-48.31",1,,2,2003,0,0,102,0,0,201,0,0,
,20478,0,5,0,200301,2,3,"0 2003 -8.14,0.11,-48.31",1,,2,2003,0,0,202,20184,0,201,0,0,
,20479,0,5,0,200301,3,3,"0 2003 -8.14,0.11,-48.31",1,,2,2003,0,0,302,20184,0,201,0,0,
,20480,0,5,0,200301,4,3,"0 2003 -8.14,0.11,-48.31",1,,2,2003,0,0,402,20184,0,201,0,0,
,20481,0,5,0,200301,5,3,"0 2003 -8.14,0.11,-48.31",1,,2,2003,0,0,502,20184,0,201,0,0,
,20482,0,5,1,200301,1,3,1 2003 60225,1,,2,0,0,0,103,,0,204,0,0,
,20483,0,5,1,200301,2,3,1 2003 60225,1,,2,0,0,0,203,,0,204,0,0,
,20484,0,5,1,200301,3,3,1 2003 60225,1,,2,0,0,0,303,,0,204,0,0,
,20485,0,5,1,200301,4,3,1 2003 60225,1,,2,0,0,0,403,,0,204,0,0,
,20486,0,5,1,200301,5,3,1 2003 60225,1,,2,0,0,0,503,,0,204,0,0,
,20487,0,5,0,200301,1,3,2 2003 900336,1,,2,0,0,0,104,900336,0,202,0,0,
,20488,0,5,0,200301,2,3,2 2003 900336,1,,2,0,0,0,204,900336,0,202,0,0,
,20489,0,5,0,200301,3,3,2 2003 900336,1,,2,0,0,0,304,900336,0,202,0,0,
,20490,0,5,0,200301,4,3,2 2003 900336,1,,2,0,0,0,404,900336,0,202,0,0,
,20491,0,5,0,200301,5,3,2 2003 900336,1,,2,0,0,0,504,900336,0,202,0,0,
,20492,0,5,0,200301,1,3,2 2003 900337,1,,2,0,0,0,105,900337,0,202,0,0,
,20493,0,5,0,200301,2,3,2 2003 900337,1,,2,0,0,0,205,900337,0,202,0,0,
,20494,0,5,0,200301,3,3,2 2003 900337,1,,2,0,0,0,305,900337,0,202,0,0,
,20495,0,5,0,200301,4,3,2 2003 900337,1,,2,0,0,0,405,900337,0,202,0,0,
,20496,0,5,0,200301,5,3,2 2003 900337,1,,2,0,0,0,505,900337,0,202,0,0,
,20497,0,5,0,200301,1,3,2 2003 900338,1,,2,0,0,0,106,900338,0,203,0,0,
,20498,0,5,0,200301,2,3,2 2003 900338,1,,2,0,0,0,206,900338,0,203,0,0,
,20499,0,5,0,200301,3,3,2 2003 900338,1,,2,0,0,0,306,900338,0,203,0,0,
,20500,0,5,0,200301,4,3,2 2003 900338,1,,2,0,0,0,406,900338,0,203,0,0,
,20501,0,5,0,200301,5,3,2 2003 900338,1,,2,0,0,0,506,900338,0,203,0,0,
,20502,0,5,0,200303,1,3,1 2003 20192,1,,2,0,0,0,101,20192,0,201,0,0,
,20503,0,5,0,200303,2,3,1 2003 20192,1,,2,0,0,0,201,20192,0,201,0,0,
,20504,0,5,0,200303,3,3,1 2003 20192,1,,2,0,0,0,301,20192,0,201,0,0,
,20505,0,5,0,200303,4,3,1 2003 20192,1,,2,0,0,0,401,20192,0,201,0,0,
,20506,0,5,0,200303,5,3,1 2003 20192,1,,2,0,0,0,501,20192,0,201,0,0,
,20507,0,5,0,200303,1,3,1 2003 20198,1,,2,0,0,0,102,20198,0,201,0,0,
,20508,0,5,0,200303,2,3,1 2003 20198,1,,2,0,0,0,202,20198,0,201,0,0,
,20509,0,5,0,200303,3,3,1 2003 20198,1,,2,0,0,0,302,20198,0,201,0,0,
,20510,0,5,0,200303,4,3,1 2003 20198,1,,2,0,0,0,402,20198,0,201,0,0,
,20511,0,5,0,200303,5,3,1 2003 20198,1,,2,0,0,0,502,20198,0,201,0,0,
,20512,0,5,0,200303,1,3,1 2003 60227,1,,2,0,0,0,103,60227,0,204,0,0,
,20513,0,5,0,200303,2,3,1 2003 60227,1,,2,0,0,0,203,60227,0,204,0,0,
,20514,0,5,0,200303,3,3,1 2003 60227,1,,2,0,0,0,303,60227,0,204,0,0,
,20515,0,5,0,200303,4,3,1 2003 60227,1,,2,0,0,0,403,60227,0,204,0,0,
,20516,0,5,0,200303,5,3,1 2003 60227,1,,2,0,0,0,503,60227,0,204,0,0,
,20517,0,5,0,200303,1,3,1 2003 60228,1,,2,0,0,0,104,60228,0,204,0,0,
,20518,0,5,0,200303,2,3,1 2003 60228,1,,2,0,0,0,205,60228,0,204,0,0,
,20519,0,5,0,200303,3,3,1 2003 60228,1,,2,0,0,0,304,60228,0,204,0,0,
,20520,0,5,0,200303,4,3,1 2003 60228,1,,2,0,0,0,404,60228,0,204,0,0,
,20521,0,5,0,200303,5,3,1 2003 60228,1,,2,0,0,0,504,60228,0,204,0,0,
,20522,0,5,0,200303,1,3,1 2003 20197,1,,2,0,0,0,105,20197,0,202,0,0,
,20523,0,5,0,200303,2,3,1 2003 20197,1,,2,0,0,0,205,20197,0,202,0,0,
,20524,0,5,0,200303,3,3,1 2003 20197,1,,2,0,0,0,305,20197,0,202,0,0,
,20525,0,5,0,200303,4,3,1 2003 20197,1,,2,0,0,0,405,20197,0,202,0,0,
,20526,0,5,0,200303,5,3,1 2003 20197,1,,2,0,0,0,505,20197,0,202,0,0,
,20527,0,5,0,200303,1,3,2 2003 900344,1,,2,0,0,0,102,900344,0,202,0,0,
,20528,0,5,0,200303,2,3,2 2003 900344,1,,2,0,0,0,202,900344,0,202,0,0,
,20529,0,5,0,200303,3,3,2 2003 900344,1,,2,0,0,0,302,900344,0,202,0,0,
,20530,0,5,0,200303,4,3,2 2003 900344,1,,2,0,0,0,402,900344,0,202,0,0,
,20531,0,5,0,200303,5,3,2 2003 900344,1,,2,0,0,0,502,900344,0,202,0,0,
,20532,0,5,0,200303,1,3,2 2003 900345,1,,2,0,0,0,106,900345,0,203,0,0,
,20533,0,5,0,200303,2,3,2 2003 900345,1,,2,0,0,0,206,900345,0,203,0,0,
,20534,0,5,0,200303,3,3,2 2003 900345,1,,2,0,0,0,306,900345,0,203,0,0,
,20535,0,5,0,200303,4,3,2 2003 900345,1,,2,0,0,0,406,900345,0,203,0,0,
,20536,0,5,0,200303,5,3,2 2003 900345,1,,2,0,0,0,506,900345,0,203,0,0,
,20537,0,5,0,200304,1,3,1 2003 20206,1,,2,0,0,0,101,20206,0,201,0,0,
,20538,0,5,0,200304,2,3,1 2003 20206,1,,2,0,0,0,201,20206,0,201,0,0,
,20539,0,5,0,200304,3,3,1 2003 20206,1,,2,0,0,0,301,20206,0,201,0,0,
,20540,0,5,0,200304,4,3,1 2003 20206,1,,2,0,0,0,401,20206,0,201,0,0,
,20541,0,5,0,200304,5,3,1 2003 20206,1,,2,0,0,0,501,20206,0,201,0,0,
,20542,0,5,0,200304,1,3,"0 2003 -160.86,0.09,-240.38",1,,2,0,0,0,102,0,0,201,0,0,
,20543,0,5,0,200304,2,3,"0 2003 -160.86,0.09,-240.38",1,,2,0,0,0,202,0,0,201,0,0,
,20544,0,5,0,200304,3,3,"0 2003 -160.86,0.09,-240.38",1,,2,0,0,0,302,0,0,201,0,0,
,20545,0,5,0,200304,4,3,"0 2003 -160.86,0.09,-240.38",1,,2,0,0,0,402,0,0,201,0,0,
,20546,0,5,0,200304,5,3,"0 2003 -160.86,0.09,-240.38",1,,2,0,0,0,502,0,0,201,0,0,
,20547,0,5,0,200304,1,3,1 2003 60229,1,,2,0,0,0,103,60229,0,204,0,0,
,20548,0,5,0,200304,2,3,1 2003 60229,1,,2,0,0,0,203,60229,0,204,0,0,
,20549,0,5,0,200304,3,3,1 2003 60229,1,,2,0,0,0,303,60229,0,204,0,0,
,20550,0,5,0,200304,4,3,1 2003 60229,1,,2,0,0,0,403,60229,0,204,0,0,
,20551,0,5,0,200304,5,3,1 2003 60229,1,,2,0,0,0,503,60229,0,204,0,0,
,20552,0,5,0,200304,1,3,2 2003 900346,1,,2,0,0,0,104,900346,0,202,0,0,
,20553,0,5,0,200304,2,3,2 2003 900346,1,,2,0,0,0,204,900346,0,202,0,0,
,20554,0,5,0,200304,3,3,2 2003 900346,1,,2,0,0,0,304,900346,0,202,0,0,
,20555,0,5,0,200304,4,3,2 2003 900346,1,,2,0,0,0,404,900346,0,202,0,0,
,20556,0,5,0,200304,5,3,2 2003 900346,1,,2,0,0,0,504,900346,0,202,0,0,
,20557,0,5,0,200304,1,3,2 2003 900347,1,,2,0,0,0,105,900347,0,202,0,0,
,20558,0,5,0,200304,2,3,2 2003 900347,1,,2,0,0,0,205,900347,0,202,0,0,
,20559,0,5,0,200304,3,3,2 2003 900347,1,,2,0,0,0,305,900347,0,202,0,0,
,20560,0,5,0,200304,4,3,2 2003 900347,1,,2,0,0,0,405,900347,0,202,0,0,
,20561,0,5,0,200304,5,3,2 2003 900347,1,,2,0,0,0,505,900347,0,202,0,0,
,20562,0,5,0,200304,1,3,2 2003 900348,1,,2,0,0,0,101,900348,0,202,0,0,
,20563,0,5,0,200304,2,3,2 2003 900348,1,,2,0,0,0,201,900348,0,202,0,0,
,20564,0,5,0,200304,3,3,2 2003 900348,1,,2,0,0,0,301,900348,0,202,0,0,
,20565,0,5,0,200304,4,3,2 2003 900348,1,,2,0,0,0,401,900348,0,202,0,0,
,20566,0,5,0,200304,5,3,2 2003 900348,1,,2,0,0,0,501,900348,0,202,0,0,
,20567,0,5,0,200304,1,3,2 2003 900349,1,,2,0,0,0,106,900349,0,203,0,0,
,20568,0,5,0,200304,2,3,2 2003 900349,1,,2,0,0,0,206,900349,0,203,0,0,
,20569,0,5,0,200304,3,3,2 2003 900349,1,,2,0,0,0,306,900349,0,203,0,0,
,20570,0,5,0,200304,4,3,2 2003 900349,1,,2,0,0,0,406,900349,0,203,0,0,
,20571,0,5,0,200304,5,3,2 2003 900349,1,,2,0,0,0,506,900349,0,203,0,0,
,20572,0,5,0,200305,1,3,1 2003 20295,1,,2,0,0,0,101,20295,0,201,0,0,
,20573,0,5,0,200305,2,3,1 2003 20295,1,,2,0,0,0,201,20295,0,201,0,0,
