,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,5027013,复兴护盾,5,0,,,9999,8,2000,0,0,0,0
,5027023,复兴护盾,5,0,,,9999,8,6000,0,0,0,0
,5027033,复兴护盾,5,0,,,9999,8,18000,0,0,0,0
,5027043,复兴护盾,5,0,,,9999,8,54000,0,0,0,0
,5027053,复兴护盾,5,0,,,9999,8,162000,0,0,0,0
,5028013,撕裂,5,0,,,9999,8,2000,0,0,0,0
,5028023,撕裂,5,0,,,9999,8,6000,0,0,0,0
,5028033,撕裂,5,0,,,9999,8,18000,0,0,0,0
,5028043,撕裂,5,0,,,9999,8,54000,0,0,0,0
,5028053,撕裂,5,0,,,9999,8,162000,0,0,0,0
,5029013,增幅重击,5,0,,,9999,8,2000,0,0,0,0
,5029023,增幅重击,5,0,,,9999,8,6000,0,0,0,0
,5029033,增幅重击,5,0,,,9999,8,18000,0,0,0,0
,5029043,增幅重击,5,0,,,9999,8,54000,0,0,0,0
,5029053,增幅重击,5,0,,,9999,8,162000,0,0,0,0
,5030013,牧野猎手,5,0,,,9999,8,2000,0,0,0,0
,5030023,牧野猎手,5,0,,,9999,8,6000,0,0,0,0
,5030033,牧野猎手,5,0,,,9999,8,18000,0,0,0,0
,5030043,牧野猎手,5,0,,,9999,8,54000,0,0,0,0
,5030053,牧野猎手,5,0,,,9999,8,162000,0,0,0,0
,5031013,都林猎手,5,0,,,9999,8,2000,0,0,0,0
,5031023,都林猎手,5,0,,,9999,8,6000,0,0,0,0
,5031033,都林猎手,5,0,,,9999,8,18000,0,0,0,0
,5031043,都林猎手,5,0,,,9999,8,54000,0,0,0,0
,5031053,都林猎手,5,0,,,9999,8,162000,0,0,0,0
,5032013,魔灵猎手,5,0,,,9999,8,2000,0,0,0,0
,5032023,魔灵猎手,5,0,,,9999,8,6000,0,0,0,0
,5032033,魔灵猎手,5,0,,,9999,8,18000,0,0,0,0
,5032043,魔灵猎手,5,0,,,9999,8,54000,0,0,0,0
,5032053,魔灵猎手,5,0,,,9999,8,162000,0,0,0,0
,5033013,创伤,5,0,,,9999,8,2000,0,0,0,0
,5033023,创伤,5,0,,,9999,8,6000,0,0,0,0
,5033033,创伤,5,0,,,9999,8,18000,0,0,0,0
,5033043,创伤,5,0,,,9999,8,54000,0,0,0,0
,5033053,创伤,5,0,,,9999,8,162000,0,0,0,0
,5034013,炽炎,5,0,,,9999,8,2000,0,0,0,0
,5034023,炽炎,5,0,,,9999,8,6000,0,0,0,0
,5034033,炽炎,5,0,,,9999,8,18000,0,0,0,0
,5034043,炽炎,5,0,,,9999,8,54000,0,0,0,0
,5034053,炽炎,5,0,,,9999,8,162000,0,0,0,0
,5035013,碎甲,5,0,,,9999,8,2000,0,0,0,0
,5035023,碎甲,5,0,,,9999,8,6000,0,0,0,0
,5035033,碎甲,5,0,,,9999,8,18000,0,0,0,0
,5035043,碎甲,5,0,,,9999,8,54000,0,0,0,0
,5035053,碎甲,5,0,,,9999,8,162000,0,0,0,0
,5036013,高昂,5,0,,,9999,8,2000,0,0,0,0
,5036023,高昂,5,0,,,9999,8,6000,0,0,0,0
,5036033,高昂,5,0,,,9999,8,18000,0,0,0,0
,5036043,高昂,5,0,,,9999,8,54000,0,0,0,0
,5036053,高昂,5,0,,,9999,8,162000,0,0,0,0
,5041014,高级狂暴,5,0,,,9999,8,5000,0,0,0,0
,5041024,高级狂暴,5,0,,,9999,8,15000,0,0,0,0
,5041034,高级狂暴,5,0,,,9999,8,45000,0,0,0,0
,5041044,高级狂暴,5,0,,,9999,8,135000,0,0,0,0
,5041054,高级狂暴,5,0,,,9999,8,405000,0,0,0,0
,5042014,高级神力,5,0,,,9999,8,5000,0,0,0,0
,5042024,高级神力,5,0,,,9999,8,15000,0,0,0,0
,5042034,高级神力,5,0,,,9999,8,45000,0,0,0,0
,5042044,高级神力,5,0,,,9999,8,135000,0,0,0,0
,5042054,高级神力,5,0,,,9999,8,405000,0,0,0,0
,5043014,高级魔能,5,0,,,9999,8,5000,0,0,0,0
,5043024,高级魔能,5,0,,,9999,8,15000,0,0,0,0
,5043034,高级魔能,5,0,,,9999,8,45000,0,0,0,0
,5043044,高级魔能,5,0,,,9999,8,135000,0,0,0,0
,5043054,高级魔能,5,0,,,9999,8,405000,0,0,0,0
,5044014,高级狂怒,5,0,,,9999,8,5000,0,0,0,0
,5044024,高级狂怒,5,0,,,9999,8,15000,0,0,0,0
,5044034,高级狂怒,5,0,,,9999,8,45000,0,0,0,0
,5044044,高级狂怒,5,0,,,9999,8,135000,0,0,0,0
,5044054,高级狂怒,5,0,,,9999,8,405000,0,0,0,0
,5045014,高级生命流转,5,0,,,9999,8,5000,0,0,0,0
,5045024,高级生命流转,5,0,,,9999,8,15000,0,0,0,0
,5045034,高级生命流转,5,0,,,9999,8,45000,0,0,0,0
,5045044,高级生命流转,5,0,,,9999,8,135000,0,0,0,0
,5045054,高级生命流转,5,0,,,9999,8,405000,0,0,0,0
,5046014,高级护盾,5,0,,,9999,8,5000,0,0,0,0
,5046024,高级护盾,5,0,,,9999,8,15000,0,0,0,0
,5046034,高级护盾,5,0,,,9999,8,45000,0,0,0,0
,5046044,高级护盾,5,0,,,9999,8,135000,0,0,0,0
,5046054,高级护盾,5,0,,,9999,8,405000,0,0,0,0
,5047014,高级绝境锋刃,5,0,,,9999,8,5000,0,0,0,0
,5047024,高级绝境锋刃,5,0,,,9999,8,15000,0,0,0,0
,5047034,高级绝境锋刃,5,0,,,9999,8,45000,0,0,0,0
,5047044,高级绝境锋刃,5,0,,,9999,8,135000,0,0,0,0
,5047054,高级绝境锋刃,5,0,,,9999,8,405000,0,0,0,0
,5048014,猛攻护盾,5,0,,,9999,8,5000,0,0,0,0
,5048024,猛攻护盾,5,0,,,9999,8,15000,0,0,0,0
,5048034,猛攻护盾,5,0,,,9999,8,45000,0,0,0,0
,5048044,猛攻护盾,5,0,,,9999,8,135000,0,0,0,0
,5048054,猛攻护盾,5,0,,,9999,8,405000,0,0,0,0
,5049014,爆发打击,5,0,,,9999,8,5000,0,0,0,0
,5049024,爆发打击,5,0,,,9999,8,15000,0,0,0,0
,5049034,爆发打击,5,0,,,9999,8,45000,0,0,0,0
,5049044,爆发打击,5,0,,,9999,8,135000,0,0,0,0
,5049054,爆发打击,5,0,,,9999,8,405000,0,0,0,0
,5050014,穿透打击,5,0,,,9999,8,5000,0,0,0,0
,5050024,穿透打击,5,0,,,9999,8,15000,0,0,0,0
,5050034,穿透打击,5,0,,,9999,8,45000,0,0,0,0
,5050044,穿透打击,5,0,,,9999,8,135000,0,0,0,0
,5050054,穿透打击,5,0,,,9999,8,405000,0,0,0,0
,5051014,援护突击,5,0,,,9999,8,5000,0,0,0,0
,5051024,援护突击,5,0,,,9999,8,15000,0,0,0,0
,5051034,援护突击,5,0,,,9999,8,45000,0,0,0,0
,5051044,援护突击,5,0,,,9999,8,135000,0,0,0,0
,5051054,援护突击,5,0,,,9999,8,405000,0,0,0,0
,5052014,以攻为守,5,0,,,9999,8,5000,0,0,0,0
,5052024,以攻为守,5,0,,,9999,8,15000,0,0,0,0
,5052034,以攻为守,5,0,,,9999,8,45000,0,0,0,0
,5052044,以攻为守,5,0,,,9999,8,135000,0,0,0,0
,5052054,以攻为守,5,0,,,9999,8,405000,0,0,0,0
,5053014,绝境爆发,5,0,,,9999,8,5000,0,0,0,0
,5053024,绝境爆发,5,0,,,9999,8,15000,0,0,0,0
,5053034,绝境爆发,5,0,,,9999,8,45000,0,0,0,0
,5053044,绝境爆发,5,0,,,9999,8,135000,0,0,0,0
,5053054,绝境爆发,5,0,,,9999,8,405000,0,0,0,0
,5054014,判决,5,0,,,9999,8,5000,0,0,0,0
,5054024,判决,5,0,,,9999,8,15000,0,0,0,0
,5054034,判决,5,0,,,9999,8,45000,0,0,0,0
,5054044,判决,5,0,,,9999,8,135000,0,0,0,0
,5054054,判决,5,0,,,9999,8,405000,0,0,0,0
,5055014,高级创伤,5,0,,,9999,8,5000,0,0,0,0
,5055024,高级创伤,5,0,,,9999,8,15000,0,0,0,0
,5055034,高级创伤,5,0,,,9999,8,45000,0,0,0,0
,5055044,高级创伤,5,0,,,9999,8,135000,0,0,0,0
,5055054,高级创伤,5,0,,,9999,8,405000,0,0,0,0
,5056014,高级炽炎,5,0,,,9999,8,5000,0,0,0,0
,5056024,高级炽炎,5,0,,,9999,8,15000,0,0,0,0
,5056034,高级炽炎,5,0,,,9999,8,45000,0,0,0,0
,5056044,高级炽炎,5,0,,,9999,8,135000,0,0,0,0
,5056054,高级炽炎,5,0,,,9999,8,405000,0,0,0,0
,5057014,复生,5,0,,,9999,8,5000,0,0,0,0
,5057024,复生,5,0,,,9999,8,15000,0,0,0,0
,5057034,复生,5,0,,,9999,8,45000,0,0,0,0
,5057044,复生,5,0,,,9999,8,135000,0,0,0,0
,5057054,复生,5,0,,,9999,8,405000,0,0,0,0
,5058014,逆时,5,0,,,9999,8,5000,0,0,0,0
,5058024,逆时,5,0,,,9999,8,15000,0,0,0,0
,5058034,逆时,5,0,,,9999,8,45000,0,0,0,0
,5058044,逆时,5,0,,,9999,8,135000,0,0,0,0
,5058054,逆时,5,0,,,9999,8,405000,0,0,0,0
,5059014,禁锢,5,0,,,9999,8,5000,0,0,0,0
,5059024,禁锢,5,0,,,9999,8,15000,0,0,0,0
,5059034,禁锢,5,0,,,9999,8,45000,0,0,0,0
,5059044,禁锢,5,0,,,9999,8,135000,0,0,0,0
,5059054,禁锢,5,0,,,9999,8,405000,0,0,0,0
,5060014,坚盾,5,0,,,9999,8,5000,0,0,0,0
,5060024,坚盾,5,0,,,9999,8,15000,0,0,0,0
,5060034,坚盾,5,0,,,9999,8,45000,0,0,0,0
,5060044,坚盾,5,0,,,9999,8,135000,0,0,0,0
,5060054,坚盾,5,0,,,9999,8,405000,0,0,0,0
,6003003,本命异晶,2,0,,,9999,2,100,0,0,0,0
,7000003,秘银十字架,3,0,,,9999,10,100,0,0,0,0
,7000004,月之眼,3,0,,,9999,10,100,0,0,0,0
,7000032,月光手串,3,0,,,9999,10,100,0,0,0,0
,7000033,水晶杯,3,0,,,9999,10,100,0,0,0,0
,7000034,和平之光,3,0,,,9999,10,100,0,0,0,0
,7000202,白金钻戒,3,0,,,9999,10,100,0,0,0,0
,7000203,黄金瞳,3,0,,,9999,10,100,0,0,0,0
,7000204,海洋之心,3,0,,,9999,10,100,0,0,0,0
,7000232,孔雀石花瓶,3,0,,,9999,10,100,0,0,0,0
,7000233,符文权杖,3,0,,,9999,10,100,0,0,0,0
日曜之杯,7000240,日曜碎晶,3,0,,,9999,10,1,0,0,0,0
沙海虫卵,7000260,沙海虫卵,3,0,,,9999,10,1,0,0,0,0
,7000262,枫叶耳钉,3,0,,,9999,10,100,0,0,0,0
,7000263,《女神的微笑》,3,0,,,9999,10,100,0,0,0,0
,7000264,漆黑之星,3,0,,,9999,10,100,0,0,0,0
明银之枝,7000270,明银之枝,3,0,,,9999,10,1,0,0,0,0
,7000272,镶钻音乐盒,3,0,,,9999,10,100,0,0,0,0
,7000282,翡翠之心,3,0,,,9999,10,100,0,0,0,0
卡诺萨奖章,7000290,卡诺萨奖章,3,0,,,9999,10,1,0,0,0,0
,7000292,镶金怀表,3,0,,,9999,10,100,0,0,0,0
B型转换器,7000300,B型转换器,3,0,,,9999,10,1,0,0,0,0
,7000302,夜瞳首饰盒,3,0,,,9999,10,100,0,0,0,0
乌铁,7000310,乌铁,3,0,,,9999,10,1,0,0,0,0
实验数据表,7000320,实验数据表,3,0,,,9999,10,1,0,0,0,0
,7000322,祖母绿宝石,3,0,,,9999,10,100,0,0,0,0
,7000332,镀金女神像,3,0,,,9999,10,100,0,0,0,0
,7000342,三色堇摆件,3,0,,,9999,10,100,0,0,0,0
,7000352,红玛瑙手链,3,0,,,9999,10,100,0,0,0,0
,7000382,自由勋章,3,0,,,9999,10,100,0,0,0,0
,7000392,荧光夜珠,3,0,,,9999,10,100,0,0,0,0
,7000402,冬雪之恋,3,0,,,9999,10,100,0,0,0,0
,7000412,典藏版金币,3,0,,,9999,10,100,0,0,0,0
,7000422,水晶球,3,0,,,9999,10,100,0,0,0,0
,7000482,猫猫吊坠,3,0,,,9999,10,100,0,0,0,0
,7000483,光之琥珀,3,0,,,9999,10,100,0,0,0,0
,7000492,《罗兰登基》,3,0,,,9999,10,100,0,0,0,0
,7000493,魔力石,3,0,,,9999,10,100,0,0,0,0
,7000502,珍珠项链,3,0,,,9999,10,100,0,0,0,0
,7000503,黄金钓竿,3,0,,,9999,10,100,0,0,0,0
,7000600,隐身斗篷,8,0,,,9999,10,100,0,0,0,0
,7000610,狂暴精魄,8,0,,,9999,10,100,0,0,0,0
,7000620,芙蕾雅秘制药水,8,0,,,9999,10,0,0,0,0,0
,7000630,掩护斗篷,8,0,,,9999,10,100,0,0,0,0
,7000640,伪装药剂,8,0,,,9999,10,100,0,0,0,0
,7000650,芙蕾雅家的魔粉,8,0,,,9999,10,100,0,0,0,0
,7000660,隐身披风,8,0,,,9999,10,0,0,0,0,0
,7000680,沙虫冻石,8,0,,,9999,10,100,0,0,0,0
,7000690,女巫符咒,8,0,,,9999,10,0,0,0,0,0
,7000700,沐光之钥,8,0,,,9999,2,0,0,0,0,0
,7000710,变身魔药,8,0,,,1,10,0,0,0,0,0
,7000720,熔石魔药,8,0,,,9999,2,100,0,0,0,0
,7000730,考古工具,8,0,,,9999,2,0,0,0,0,0
,7000740,考古工具,8,0,,,9999,2,0,0,0,0,0
,7000750,除虫喷雾,8,0,,,9999,2,100,0,0,0,0
,7000760,驱虫剂,8,0,,,9999,2,0,0,0,0,0
,7000761,兰奇的记录本,3,0,,,9999,11,0,0,0,0,0
,7000771,奥兹调查笔记,3,0,,,9999,11,0,0,0,0,0
魔石礼包,8000012,限量罗兰礼箱,3,0,,,9999,10,100,0,0,0,0
金币礼包,8000032,限量闪金礼箱,3,0,,,9999,10,100,0,0,0,0
养成材料礼包,8000052,英雄强化礼箱,3,0,,,9999,10,100,0,0,0,0
英雄礼包,8000062,召唤大师礼箱,3,0,,,9999,10,100,0,0,0,0
,8000102,时尚之都礼箱,3,0,,,9999,10,0,0,0,0,0
,8000107,启程礼品卡,3,0,,,9999,11,0,0,0,0,0
王者经验礼包,8000132,限量符文礼箱,3,0,,,9999,10,100,0,0,0,0
,8000221,罗兰币礼箱,3,0,,,9999,10,100,0,0,0,0
,8000305,密林赠礼·①,3,0,,,9999,10,100,0,0,0,0
,8000315,密林赠礼·②,3,0,,,9999,10,100,0,0,0,0
,8000322,圣诞礼袜,3,0,,,9999,10,0,0,0,0,0
,8000323,圣诞礼盒,3,0,,,9999,10,0,0,0,0,0
,8000324,熟悉的南瓜饼,3,0,,,9999,10,0,0,0,0,0
,9900000,背包测试,3,1,2.02001E+13,2.02002E+13,9999,10,0,0,0,0,0
遇见全英雄礼箱,9900004,遇见全英雄礼箱,3,0,,,9999,10,100,0,0,0,0
满满心意礼箱,9900014,满满心意礼箱,3,0,,,9999,10,100,0,0,0,0
暖心战队礼箱,9900024,暖心战队礼箱,3,0,,,9999,10,100,0,0,0,0
霸霸经验礼箱,9900034,霸霸经验礼箱,3,0,,,9999,10,100,0,0,0,0
璀璨全符文匣,9900044,璀璨全符文匣,3,0,,,9999,10,100,0,0,0,0
,,,,,,,,,,,,0,0
,,,,,,,,,,,,0,0
,,,,,,,,,,,,0,0
