,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,375,4154,6,0,0,0,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,376,4154,7,11,1,1000,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,377,4164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4004
,378,4164,1,3,1,1200,0,0,0,30000,1,6003003,10,0,0,0,0,4004
,379,4164,2,1,1,2000,0,0,0,30000,1,6003003,20,0,0,0,0,4004
,380,4164,3,0,0,0,0,0,0,30000,1,6003003,30,0,0,0,0,4004
,381,4164,4,13,1,1000,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,382,4164,5,18,1,1000,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,383,4164,6,0,0,0,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,384,4164,7,18,1,1000,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,385,4174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4004
,386,4174,1,2,1,1200,0,0,0,30000,1,6003003,10,0,0,0,0,4004
,387,4174,2,4,1,3000,0,0,0,30000,1,6003003,20,0,0,0,0,4004
,388,4174,3,0,0,0,0,0,0,30000,1,6003003,30,0,0,0,0,4004
,389,4174,4,31,1,1000,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,390,4174,5,11,1,1000,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,391,4174,6,0,0,0,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,392,4174,7,11,1,1000,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,393,4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4004
,394,4184,1,1,1,2000,0,0,0,30000,1,6003003,10,0,0,0,0,4004
,395,4184,2,3,1,1200,0,0,0,30000,1,6003003,20,0,0,0,0,4004
,396,4184,3,0,0,0,0,0,0,30000,1,6003003,30,0,0,0,0,4004
,397,4184,4,32,1,1000,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,398,4184,5,11,1,1000,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,399,4184,6,0,0,0,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,400,4184,7,11,1,1000,0,0,0,30000,1,6003003,50,0,0,0,0,4004
,425,101164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,426,101164,1,2,1,1200,0,0,0,50000,1,6003003,12,0,0,0,0,0
,427,101164,2,4,1,3000,0,0,0,50000,1,6003003,24,0,0,0,0,0
,428,101164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,429,101164,4,31,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,430,101164,5,15,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,431,101164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,432,101164,7,15,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,433,201164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,434,201164,1,3,1,1200,0,0,0,50000,1,6003003,12,0,0,0,0,0
,435,201164,2,5,1,3000,0,0,0,50000,1,6003003,24,0,0,0,0,0
,436,201164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,437,201164,4,13,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,438,201164,5,14,1,2000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,439,201164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,440,201164,7,13,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,441,301164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,442,301164,1,2,1,1200,0,0,0,50000,1,6003003,12,0,0,0,0,0
,443,301164,2,1,1,2000,0,0,0,50000,1,6003003,24,0,0,0,0,0
,444,301164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,445,301164,4,13,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,446,301164,5,14,1,2000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,447,301164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,448,301164,7,13,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,449,102164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,450,102164,1,2,1,1200,0,0,0,50000,1,6003003,12,0,0,0,0,0
,451,102164,2,4,1,3000,0,0,0,50000,1,6003003,24,0,0,0,0,0
,452,102164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,453,102164,4,13,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,454,102164,5,14,1,2000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,455,102164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,456,102164,7,14,1,2000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,457,302164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,458,302164,1,1,1,2000,0,0,0,50000,1,6003003,12,0,0,0,0,0
,459,302164,2,3,1,1200,0,0,0,50000,1,6003003,24,0,0,0,0,0
,460,302164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,461,302164,4,11,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,462,302164,5,12,1,500,0,0,0,50000,1,6003003,60,0,0,0,0,0
,463,302164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,464,302164,7,12,1,500,0,0,0,50000,1,6003003,60,0,0,0,0,0
,465,103164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,466,103164,1,2,1,1200,0,0,0,50000,1,6003003,12,0,0,0,0,0
,467,103164,2,4,1,3000,0,0,0,50000,1,6003003,24,0,0,0,0,0
,468,103164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,469,103164,4,18,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,470,103164,5,31,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,471,103164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,472,103164,7,31,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,473,104164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,474,104164,1,1,1,2000,0,0,0,50000,1,6003003,12,0,0,0,0,0
,475,104164,2,4,1,3000,0,0,0,50000,1,6003003,24,0,0,0,0,0
,476,104164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,477,104164,4,32,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,478,104164,5,16,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,479,104164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,480,104164,7,16,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,481,105164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,482,105164,1,1,1,2000,0,0,0,50000,1,6003003,12,0,0,0,0,0
,483,105164,2,5,1,3000,0,0,0,50000,1,6003003,24,0,0,0,0,0
,484,105164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,485,105164,4,32,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,486,105164,5,12,1,500,0,0,0,50000,1,6003003,60,0,0,0,0,0
,487,105164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,488,105164,7,12,1,500,0,0,0,50000,1,6003003,60,0,0,0,0,0
,489,106164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,490,106164,1,4,1,3000,0,0,0,50000,1,6003003,12,0,0,0,0,0
,491,106164,2,2,1,1200,0,0,0,50000,1,6003003,24,0,0,0,0,0
,492,106164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,493,106164,4,16,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,494,106164,5,15,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,495,106164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,496,106164,7,15,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,497,107164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,498,107164,1,2,1,1200,0,0,0,50000,1,6003003,12,0,0,0,0,0
,499,107164,2,1,1,2000,0,0,0,50000,1,6003003,24,0,0,0,0,0
,500,107164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,501,107164,4,13,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,502,107164,5,31,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,503,107164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,504,107164,7,31,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,505,108164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,506,108164,1,1,1,2000,0,0,0,50000,1,6003003,12,0,0,0,0,0
,507,108164,2,5,1,3000,0,0,0,50000,1,6003003,24,0,0,0,0,0
,508,108164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,509,108164,4,12,1,500,0,0,0,50000,1,6003003,60,0,0,0,0,0
,510,108164,5,16,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,511,108164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,512,108164,7,16,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,513,401164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,514,401164,1,3,1,1200,0,0,0,50000,1,6003003,12,0,0,0,0,0
,515,401164,2,5,1,3000,0,0,0,50000,1,6003003,24,0,0,0,0,0
,516,401164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,517,401164,4,18,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,518,401164,5,13,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,519,401164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,520,401164,7,13,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,521,4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,522,4122,1,1,1,1400,0,0,0,10000,1,6003003,5,0,0,0,0,0
,523,4122,2,1,1,1400,0,0,0,10000,1,6003003,10,0,0,0,0,0
,524,4122,3,0,0,0,0,0,0,10000,1,6003003,15,0,0,0,0,0
,525,4122,4,32,1,600,0,0,0,10000,1,6003003,25,0,0,0,0,0
,526,4122,5,16,1,600,0,0,0,10000,1,6003003,25,0,0,0,0,0
,527,4122,6,0,0,0,0,0,0,10000,1,6003003,25,0,0,0,0,0
,528,4122,7,15,1,600,0,0,0,10000,1,6003003,25,0,0,0,0,0
,529,111164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,530,111164,1,4,1,3000,0,0,0,50000,1,6003003,12,0,0,0,0,0
,531,111164,2,1,1,2000,0,0,0,50000,1,6003003,24,0,0,0,0,0
,532,111164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,533,111164,4,16,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,534,111164,5,32,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,535,111164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,536,111164,7,32,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,537,112164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,538,112164,1,2,1,1200,0,0,0,50000,1,6003003,12,0,0,0,0,0
,539,112164,2,4,1,3000,0,0,0,50000,1,6003003,24,0,0,0,0,0
,540,112164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,541,112164,4,13,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,542,112164,5,14,1,2000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,543,112164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,544,112164,7,14,1,2000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,545,113164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,546,113164,1,3,1,1200,0,0,0,50000,1,6003003,12,0,0,0,0,0
,547,113164,2,1,1,2000,0,0,0,50000,1,6003003,24,0,0,0,0,0
,548,113164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,549,113164,4,11,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,550,113164,5,13,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,551,113164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,552,113164,7,13,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,553,114164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,554,114164,1,4,1,3000,0,0,0,50000,1,6003003,12,0,0,0,0,0
,555,114164,2,2,1,1200,0,0,0,50000,1,6003003,24,0,0,0,0,0
,556,114164,3,0,0,0,0,0,0,50000,1,6003003,36,0,0,0,0,0
,557,114164,4,18,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,558,114164,5,11,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,559,114164,6,0,0,0,0,0,0,50000,1,6003003,60,0,0,0,0,0
,560,114164,7,11,1,1000,0,0,0,50000,1,6003003,60,0,0,0,0,0
,561,4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,562,4003,1,2,1,1000,0,0,0,10000,1,6003003,10,0,0,0,0,0
,563,4003,2,3,1,1000,0,0,0,10000,1,6003003,20,0,0,0,0,0
,564,4003,3,1,1,1000,0,0,0,10000,1,6003003,30,0,0,0,0,0
,565,4003,4,11,1,800,0,0,0,10000,1,6003003,50,0,0,0,0,0
,566,4003,5,32,1,800,0,0,0,10000,1,6003003,50,0,0,0,0,0
,567,4003,6,1,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,0
,568,4003,7,31,1,800,0,0,0,10000,1,6003003,50,0,0,0,0,0
,569,4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,570,4004,1,2,1,1200,0,0,0,10000,1,6003003,10,0,0,0,0,0
,571,4004,2,3,1,1200,0,0,0,10000,1,6003003,20,0,0,0,0,0
,572,4004,3,1,1,1500,0,0,0,10000,1,6003003,30,0,0,0,0,0
,573,4004,4,11,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,0
,574,4004,5,32,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,0
,575,4004,6,1,1,1500,0,0,0,10000,1,6003003,50,0,0,0,0,0
,576,4004,7,31,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,0
,577,4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4004
,578,4194,1,1,1,2000,0,0,0,10000,1,6003003,10,0,0,0,0,4004
,579,4194,2,2,1,1200,0,0,0,10000,1,6003003,20,0,0,0,0,4004
,580,4194,3,0,0,0,0,0,0,10000,1,6003003,30,0,0,0,0,4004
,581,4194,4,13,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,582,4194,5,18,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,583,4194,6,0,0,0,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,584,4194,7,14,1,2000,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,585,4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4004
,586,4204,1,3,1,1200,0,0,0,10000,1,6003003,10,0,0,0,0,4004
,587,4204,2,2,1,1200,0,0,0,10000,1,6003003,20,0,0,0,0,4004
,588,4204,3,0,0,0,0,0,0,10000,1,6003003,30,0,0,0,0,4004
,589,4204,4,11,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,590,4204,5,31,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,591,4204,6,0,0,0,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,592,4204,7,18,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,593,4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4004
,594,4214,1,2,1,1200,0,0,0,10000,1,6003003,10,0,0,0,0,4004
,595,4214,2,3,1,1200,0,0,0,10000,1,6003003,20,0,0,0,0,4004
,596,4214,3,0,0,0,0,0,0,10000,1,6003003,30,0,0,0,0,4004
,597,4214,4,13,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,598,4214,5,14,1,2000,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,599,4214,6,0,0,0,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,600,4214,7,31,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,601,4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4004
,602,4234,1,5,1,3000,0,0,0,10000,1,6003003,10,0,0,0,0,4004
,603,4234,2,4,1,3000,0,0,0,10000,1,6003003,20,0,0,0,0,4004
,604,4234,3,0,0,0,0,0,0,10000,1,6003003,30,0,0,0,0,4004
,605,4234,4,16,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,606,4234,5,15,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,607,4234,6,0,0,0,0,0,0,10000,1,6003003,50,0,0,0,0,4004
,608,4234,7,32,1,1000,0,0,0,10000,1,6003003,50,0,0,0,0,4004
