,required,required,required,required,required,required
,10962,7000677,1,12,500,0
,10963,7000678,1,420014,1,0
,10964,7000678,1,2110001,50,0
,10965,7000678,1,120012,5,0
,10966,7000679,1,2110002,10,0
,10967,7000679,1,13,5,0
,10968,7000679,1,14,10,0
,10969,7000680,1,421014,1,0
,10970,7000680,1,6003003,10,0
,10971,7000680,1,8,200000,0
,10972,7000681,1,2000054,2,0
,10973,7000681,1,2120014,5,0
,10974,7000681,1,3,200000,0
,10975,7000682,1,10,50,0
,10976,7000682,1,16,800,0
,10977,7000682,1,210000,5,0
,10978,7000683,1,3030014,1,0
,10979,7000683,1,3030013,2,0
,10980,7000683,1,120012,5,0
,10981,7000684,1,2000064,1,0
,10982,7000684,1,210023,3,0
,10983,7000684,1,210000,5,0
,10984,7000685,1,1,2000,0
,10985,7000685,1,420014,2,0
,10986,7000685,1,3060030,5,0
,10987,7000685,1,3,200000,0
,10990,7000686,1,3,5000,0
,10991,7000687,1,3060010,2,0
,10992,7000688,1,4,10000,0
,10993,7000689,1,3,5000,0
,10994,7000690,1,13,1,0
,10995,7000691,1,8,10000,0
,10996,7000692,1,17,50,0
,10997,7000693,1,210000,1,0
,10998,7000694,1,14,2,0
,10999,7000695,1,120012,1,0
,11000,7000696,1,210010,1,0
,11001,7000800,1,210000,1,0
,11002,7000801,1,410012,1,0
,11003,7000802,1,500014,1,0
,11004,7000803,1,210000,2,0
,11005,7000803,1,3,5000,0
,11006,7000697,1,1,2000,0
,11007,7000698,1,1,2000,0
,11015,7000804,1,3060310,1,0
,11016,7000804,1,3060020,5,0
,11017,7000805,1,204020,1,0
,11018,7000805,1,204010,3,0
,11020,7000806,1,1,200,0
,11021,7000806,1,210023,1,0
,11022,7000806,1,103,1,0
,11172,7000006,1,2110001,5,0
,11173,7000007,1,2120013,1,0
,11174,7000008,1,120012,1,0
,11175,7000009,1,4,10000,0
,11176,7000010,1,210000,1,0
,11177,7000025,1,2110001,5,0
,11178,7000026,1,3,10000,0
,11179,7000027,1,210000,1,0
,11180,7000028,1,2120013,1,0
,11181,7000029,1,8,10000,0
,11182,7000030,1,2110001,5,0
,11183,7000031,1,120012,1,0
,11184,7000032,1,2120013,2,0
,11185,7000033,1,16,50,0
,11186,7000034,1,8,10000,0
,11187,7000035,1,2110001,10,0
,11188,7000036,1,17,50,0
,11189,7000037,1,2120013,2,0
,11190,7000038,1,12,50,0
,11191,7000039,1,204010,1,0
,11192,7000040,1,2110001,10,0
,11193,7000041,1,12,50,0
,11194,7000042,1,120012,2,0
,11195,7000043,1,4,10000,0
,11196,7000044,1,2120013,2,0
,11197,7000045,1,8,10000,0
,11198,7000046,1,2120013,2,0
,11199,7000047,1,204010,2,0
,11200,7000049,1,2110001,10,0
,11201,7000050,1,310020,1,0
,11202,7000051,1,2110001,10,0
,11203,7000052,1,16,50,0
,11204,7000053,1,12,50,0
,11205,7000054,1,2120013,5,0
,11206,7000926,1,204020,1,0
,11207,7000946,1,13,1,0
,11208,7000947,1,210000,1,0
,11209,7000948,1,1,2000,0
,11210,7000957,5,10019,1,0
,11211,7000958,5,10020,1,0
,11212,7000959,5,10026,1,0
,11213,7000960,5,10027,1,0
,11214,7000961,5,10028,1,0
,11215,7000962,5,10029,1,0
,11216,7000963,5,10031,1,0
,11217,7000969,5,10000,1,0
,11218,7000970,5,10001,1,0
,11219,7000971,5,10002,1,0
,11220,7000972,5,10003,1,0
,11221,7000973,5,10004,1,0
,11222,7000974,5,10005,1,0
,11223,7000975,5,10006,1,0
,11224,7000976,5,10007,1,0
,11225,7000977,5,10008,1,0
,11226,7000978,5,10009,1,0
,11227,7000979,5,10010,1,0
,11228,7000980,5,10011,1,0
,11229,7000981,5,10012,1,0
,11230,7000982,5,10013,1,0
,11231,7000983,5,10014,1,0
,11232,7000984,5,10015,1,0
,11233,7000985,5,10016,1,0
,11234,7000986,5,10017,1,0
,11235,7000987,5,10018,1,0
,11236,7000988,5,10021,1,0
,11237,7000989,5,10022,1,0
,11238,7000990,5,10023,1,0
,11239,7000991,5,10024,1,0
,11240,7000992,5,10025,1,0
,11241,7000993,5,10030,1,0
,11242,7001038,1,6003003,2,0
,11243,7001038,1,1,300,0
,11244,7001039,1,120013,1,0
,11245,7001039,1,3,30000,0
,11246,7001040,1,420014,1,0
,11247,7001040,1,120012,5,0
,11248,7001041,1,2000054,1,0
,11249,7001041,1,204020,3,0
,11250,7001042,1,120013,1,0
,11251,7001042,1,3,30000,0
,11252,7001043,1,16,300,0
,11253,7001043,1,3060030,5,0
,11254,7001044,1,6003003,2,0
,11255,7001044,1,1,300,0
,11256,7001045,1,120013,1,0
,11257,7001045,1,3,30000,0
,11258,7001046,1,420014,1,0
,11259,7001046,1,120012,5,0
,11260,7001047,1,2000054,1,0
,11261,7001047,1,204020,3,0
,11262,7001048,1,120013,1,0
,11263,7001048,1,3,30000,0
,11264,7001049,1,16,300,0
,11265,7001049,1,3060030,5,0
,11266,7001050,1,6003003,2,0
,11267,7001050,1,1,300,0
,11268,7001051,1,120013,1,0
,11269,7001051,1,3,30000,0
,11270,7001052,1,420014,1,0
,11271,7001052,1,120012,5,0
,11272,7001053,1,2000054,1,0
,11273,7001053,1,204020,3,0
,11274,7001054,1,120013,1,0
,11275,7001054,1,3,30000,0
,11276,7001055,1,16,300,0
,11277,7001055,1,3060030,5,0
,11278,7001056,1,6003003,2,0
,11279,7001056,1,1,300,0
,11280,7001057,1,120013,1,0
,11281,7001057,1,3,30000,0
,11282,7001058,1,420014,1,0
,11283,7001058,1,120012,5,0
,11284,7001059,1,2000054,1,0
,11285,7001059,1,204020,3,0
,11286,7001060,1,120013,1,0
,11287,7001060,1,3,30000,0
,11288,7001061,1,16,300,0
,11289,7001061,1,3060030,5,0
,11290,7001062,1,6003003,2,0
,11291,7001062,1,1,300,0
,11292,7001063,1,120013,1,0
,11293,7001063,1,3,30000,0
,11294,7001064,1,420014,1,0
,11295,7001064,1,120012,5,0
,11296,7001065,1,2000054,1,0
,11297,7001065,1,204020,3,0
,11298,7001066,1,120013,1,0
,11299,7001066,1,3,30000,0
,11300,7001067,1,16,300,0
,11301,7001067,1,3060030,5,0
,11302,7001068,1,6003003,2,0
,11303,7001068,1,1,300,0
,11304,7001069,1,120013,1,0
,11305,7001069,1,3,30000,0
,11306,7001070,1,420014,1,0
,11307,7001070,1,120012,5,0
,11308,7001071,1,2000054,1,0
,11309,7001071,1,204020,3,0
,11310,7001072,1,120013,1,0
,11311,7001072,1,3,30000,0
,11312,7001073,1,16,300,0
,11313,7001073,1,3060030,5,0
,11314,7001074,1,6003003,2,0
,11315,7001074,1,1,300,0
,11316,7001075,1,120013,1,0
,11317,7001075,1,3,30000,0
,11318,7001076,1,420014,1,0
,11319,7001076,1,120012,5,0
,11320,7001077,1,2000054,1,0
,11321,7001077,1,204020,3,0
,11322,7001078,1,120013,1,0
,11323,7001078,1,3,30000,0
,11324,7001079,1,16,300,0
,11325,7001079,1,3060030,5,0
,11326,7001080,1,6003003,2,0
,11327,7001080,1,1,300,0
,11328,7001081,1,120013,1,0
,11329,7001081,1,3,30000,0
,11330,7001082,1,420014,1,0
,11331,7001082,1,120012,5,0
,11332,7001083,1,2000054,1,0
,11333,7001083,1,204020,3,0
,11334,7001084,1,120013,1,0
,11335,7001084,1,3,30000,0
,11336,7001085,1,16,300,0
,11337,7001085,1,3060030,5,0
,11338,7001086,1,6003003,2,0
,11339,7001086,1,1,300,0
,11340,7001087,1,120013,1,0
,11341,7001087,1,3,30000,0
,11342,7001088,1,420014,1,0
,11343,7001088,1,120012,5,0
,11344,7001089,1,2000054,1,0
,11345,7001089,1,204020,3,0
,11346,7001090,1,120013,1,0
,11347,7001090,1,3,30000,0
,11348,7001091,1,16,300,0
,11349,7001091,1,3060030,5,0
,11350,7001092,1,6003003,2,0
,11351,7001092,1,1,300,0
,11352,7001093,1,120013,1,0
,11353,7001093,1,3,30000,0
,11354,7001094,1,420014,1,0
,11355,7001094,1,120012,5,0
,11356,7001095,1,2000054,1,0
,11357,7001095,1,204020,3,0
,11358,7001096,1,120013,1,0
,11359,7001096,1,3,30000,0
,11360,7001097,1,16,300,0
,11361,7001097,1,3060030,5,0
,11362,7001098,1,6003003,2,0
,11363,7001098,1,1,300,0
,11364,7001099,1,120013,1,0
,11365,7001099,1,3,30000,0
,11366,7001100,1,420014,1,0
,11367,7001100,1,120012,5,0
,11368,7001101,1,2000054,1,0
,11369,7001101,1,204020,3,0
,11370,7001102,1,120013,1,0
,11371,7001102,1,3,30000,0
,11372,7001103,1,16,300,0
,11373,7001103,1,3060030,5,0
,11374,7001104,1,6003003,2,0
,11375,7001104,1,1,300,0
,11376,7001105,1,120013,1,0
,11377,7001105,1,3,30000,0
,11378,7001106,1,420014,1,0
,11379,7001106,1,120012,5,0
,11380,7001107,1,2000054,1,0
,11381,7001107,1,204020,3,0
,11382,7001108,1,120013,1,0
,11383,7001108,1,3,30000,0
,11384,7001109,1,16,300,0
,11385,7001109,1,3060030,5,0
,11386,7001110,1,6003003,2,0
,11387,7001110,1,1,300,0
,11388,7001111,1,120013,1,0
,11389,7001111,1,3,30000,0
,11390,7001112,1,420014,1,0
,11391,7001112,1,120012,5,0
,11392,7001113,1,2000054,1,0
,11393,7001113,1,204020,3,0
,11394,7001114,1,120013,1,0
,11395,7001114,1,3,30000,0
,11396,7001115,1,16,300,0
,11397,7001115,1,3060030,5,0
,11398,7001116,1,6003003,2,0
,11399,7001116,1,1,300,0
,11400,7001117,1,120013,1,0
,11401,7001117,1,3,30000,0
,11402,7001118,1,420014,1,0
,11403,7001118,1,120012,5,0
,11404,7001119,1,2000054,1,0
,11405,7001119,1,204020,3,0
,11406,7001120,1,120013,1,0
,11407,7001120,1,3,30000,0
,11408,7001121,1,16,300,0
,11409,7001121,1,3060030,5,0
,11410,7001122,1,6003003,2,0
,11411,7001122,1,1,300,0
,11412,7001123,1,120013,1,0
,11413,7001123,1,3,30000,0
,11414,7001124,1,420014,1,0
,11415,7001124,1,120012,5,0
,11416,7001125,1,2000054,1,0
,11417,7001125,1,204020,3,0
,11418,7001126,1,120013,1,0
,11419,7001126,1,3,30000,0
,11420,7001127,1,16,300,0
,11421,7001127,1,3060030,5,0
,11422,7001128,1,6003003,2,0
,11423,7001128,1,1,300,0
,11424,7001129,1,120013,1,0
,11425,7001129,1,3,30000,0
,11426,7001130,1,420014,1,0
,11427,7001130,1,120012,5,0
,11428,7001131,1,2000054,1,0
,11429,7001131,1,204020,3,0
,11430,7001132,1,120013,1,0
,11431,7001132,1,3,30000,0
,11432,7001133,1,16,300,0
,11433,7001133,1,3060030,5,0
,11434,7001134,1,6003003,2,0
,11435,7001134,1,1,300,0
,11436,7001135,1,120013,1,0
,11437,7001135,1,3,30000,0
,11438,7001136,1,420014,1,0
,11439,7001136,1,120012,5,0
,11440,7001137,1,2000054,1,0
,11441,7001137,1,204020,3,0
,11442,7001138,1,120013,1,0
,11443,7001138,1,3,30000,0
,11444,7001139,1,16,300,0
,11445,7001139,1,3060030,5,0
,11446,7001140,1,6003003,2,0
,11447,7001140,1,1,300,0
,11448,7001141,1,120013,1,0
,11449,7001141,1,3,30000,0
,11450,7001142,1,420014,1,0
,11451,7001142,1,120012,5,0
,11452,7001143,1,2000054,1,0
,11453,7001143,1,204020,3,0
,11454,7001144,1,120013,1,0
,11455,7001144,1,3,30000,0
,11456,7001145,1,16,300,0
,11457,7001145,1,3060030,5,0
,11458,7001146,1,6003003,2,0
,11459,7001146,1,1,300,0
,11460,7001147,1,120013,1,0
,11461,7001147,1,3,30000,0
,11462,7001148,1,420014,1,0
,11463,7001148,1,120012,5,0
,11464,7001149,1,2000054,1,0
,11465,7001149,1,204020,3,0
,11466,7001150,1,120013,1,0
,11467,7001150,1,3,30000,0
,11468,7001151,1,16,300,0
,11469,7001151,1,3060030,5,0
,11470,7001152,1,6003003,2,0
,11471,7001152,1,1,300,0
,11472,7001153,1,120013,1,0
,11473,7001153,1,3,30000,0
,11474,7001154,1,420014,1,0
,11475,7001154,1,120012,5,0
,11476,7001155,1,2000054,1,0
,11477,7001155,1,204020,3,0
,11478,7001156,1,120013,1,0
,11479,7001156,1,3,30000,0
,11480,7001157,1,16,300,0
,11481,7001157,1,3060030,5,0
,11482,7001158,1,6003003,2,0
,11483,7001158,1,1,300,0
,11484,7001159,1,120013,1,0
,11485,7001159,1,3,30000,0
,11486,7001160,1,420014,1,0
,11487,7001160,1,120012,5,0
,11488,7001161,1,2000054,1,0
,11489,7001161,1,204020,3,0
,11490,7001162,1,120013,1,0
,11491,7001162,1,3,30000,0
,11492,7001163,1,16,300,0
,11493,7001163,1,3060030,5,0
,11494,7001164,1,6003003,2,0
,11495,7001164,1,1,300,0
,11496,7001165,1,120013,1,0
,11497,7001165,1,3,30000,0
,11498,7001166,1,420014,1,0
,11499,7001166,1,120012,5,0
,11500,7001167,1,2000054,1,0
,11501,7001167,1,204020,3,0
,11502,7001168,1,120013,1,0
,11503,7001168,1,3,30000,0
,11504,7001169,1,16,300,0
,11505,7001169,1,3060030,5,0
,11506,7001170,1,6003003,2,0
,11507,7001170,1,1,300,0
,11508,7001171,1,120013,1,0
,11509,7001171,1,3,30000,0
,11510,7001172,1,420014,1,0
,11511,7001172,1,120012,5,0
,11512,7001173,1,2000054,1,0
,11513,7001173,1,204020,3,0
,11514,7001174,1,120013,1,0
,11515,7001174,1,3,30000,0
,11516,7001175,1,16,300,0
,11517,7001175,1,3060030,5,0
,11518,7001176,1,6003003,2,0
,11519,7001176,1,1,300,0
,11520,7001177,1,120013,1,0
,11521,7001177,1,3,30000,0
,11522,7001178,1,420014,1,0
,11523,7001178,1,120012,5,0
,11524,7001179,1,2000054,1,0
,11525,7001179,1,204020,3,0
,11526,7001180,1,120013,1,0
,11527,7001180,1,3,30000,0
,11528,7001181,1,16,300,0
,11529,7001181,1,3060030,5,0
,11530,7001182,1,6003003,2,0
,11531,7001182,1,1,300,0
,11532,7001183,1,120013,1,0
,11533,7001183,1,3,30000,0
,11534,7001184,1,420014,1,0
,11535,7001184,1,120012,5,0
,11536,7001185,1,2000054,1,0
,11537,7001185,1,204020,3,0
,11538,7001186,1,120013,1,0
,11539,7001186,1,3,30000,0
,11540,7001187,1,16,300,0
,11541,7001187,1,3060030,5,0
,11542,7001188,1,6003003,2,0
,11543,7001188,1,1,300,0
,11544,7001189,1,120013,1,0
,11545,7001189,1,3,30000,0
,11546,7001190,1,420014,1,0
,11547,7001190,1,120012,5,0
,11548,7001191,1,2000054,1,0
,11549,7001191,1,204020,3,0
,11550,7001192,1,120013,1,0
,11551,7001192,1,3,30000,0
,11552,7001193,1,16,300,0
,11553,7001193,1,3060030,5,0
,11554,7001194,1,6003003,2,0
,11555,7001194,1,1,300,0
,11556,7001195,1,120013,1,0
,11557,7001195,1,3,30000,0
,11558,7001196,1,420014,1,0
,11559,7001196,1,120012,5,0
,11560,7001197,1,2000054,1,0
,11561,7001197,1,204020,3,0
,11562,7001198,1,120013,1,0
,11563,7001198,1,3,30000,0
,11564,7001199,1,16,300,0
,11565,7001199,1,3060030,5,0
,11566,7001200,1,6003003,2,0
,11567,7001200,1,1,300,0
,11568,7001201,1,120013,1,0
,11569,7001201,1,3,30000,0
,11570,7001202,1,420014,1,0
,11571,7001202,1,120012,5,0
,11572,7001203,1,2000054,1,0
,11573,7001203,1,204020,3,0
,11574,7001204,1,120013,1,0
,11575,7001204,1,3,30000,0
,11576,7001205,1,16,300,0
,11577,7001205,1,3060030,5,0
,11578,7001206,1,6003003,2,0
,11579,7001206,1,1,300,0
,11580,7001207,1,120013,1,0
,11581,7001207,1,3,30000,0
,11582,7001208,1,420014,1,0
,11583,7001208,1,120012,5,0
,11584,7001209,1,2000054,1,0
,11585,7001209,1,204020,3,0
,11586,7001210,1,120013,1,0
,11587,7001210,1,3,30000,0
,11588,7001211,1,16,300,0
,11589,7001211,1,3060030,5,0
,11590,7001212,1,6003003,2,0
,11591,7001212,1,1,300,0
,11592,7001213,1,120013,1,0
,11593,7001213,1,3,30000,0
,11594,7001214,1,420014,1,0
,11595,7001214,1,120012,5,0
,11596,7001215,1,2000054,1,0
,11597,7001215,1,204020,3,0
,11598,7001216,1,120013,1,0
,11599,7001216,1,3,30000,0
,11600,7001217,1,16,300,0
,11601,7001217,1,3060030,5,0
,11602,7001218,1,6003003,2,0
,11603,7001218,1,1,300,0
,11604,7000000,1,120013,1,0
,11605,7000000,1,210023,1,0
,11606,7000000,1,2110001,20,0
,11607,7000001,1,120023,2,0
,11608,7000001,1,210000,5,0
,11609,7000001,1,2000054,4,0
,11610,7000002,1,120013,2,0
,11611,7000002,1,120012,3,0
,11612,7000002,1,12,200,0
,11613,7000003,1,120023,3,0
,11614,7000003,1,204030,1,0
,11615,7000003,1,16,200,0
,11616,7000004,1,120013,2,0
,11617,7000004,1,12,500,0
,11618,7000004,1,2110001,50,0
,11619,7000005,1,120023,5,0
,11620,7000005,1,3030013,2,0
,11621,7000005,1,4,50000,0
,11622,7000925,1,120013,5,0
,11623,7000925,1,6003003,10,0
,11624,7000925,1,3,20000,0
,11625,7001230,5,10032,1,0
,11626,7000804,1,102,1,0
