,required,required,optional,optional,optional,optional,optional,optional,optional,repeated,repeated,optional,repeated,optional,repeated,optional
,1000546,部落战士,0,0,1,4,1,0,1000546,1101,1000401;1000402,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000547,部落精英战士,0,1,1,4,1,0,1000547,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000548,野蛮孤狼,0,0,1,1,1,0,1000548,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000550,暴怒战熊,0,1,1,1,1,0,1000550,1111,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,1000552,机械女孩,0,0,1,6,2,1,1000552,1031,1005801;1005802,"0,0,1",0,"0,0,1",0,0
冰霜战魂,1000553,冰霜战魂,0,0,1,3,1,27,1000553,1012,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
火焰战魂,1000554,火焰战魂,0,0,1,3,1,27,1000554,1022,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
光耀战魂,1000555,光耀战魂,0,0,1,3,1,27,1000555,3001,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
幽暗战魂,1000556,幽暗战魂,0,0,1,3,1,27,1000556,1311,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000557,猩红魔箱,0,0,1,6,1,1,10009,,1000901;1000902,"0,0,1",0,"0,0,1",0,0
,1000558,丧尸法师,0,0,1,3,1,1,1000558,,1001301;1001302;1001303,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000559,森林猎手,0,0,1,5,1,1,1000559,,1005101;1005102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000560,泪目狼人,0,0,1,1,1,1,1000560,,1004401;1004402,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,1000562,寄居熊,0,1,1,1,1,1,1000562,,1003901;1003902;1003903,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,1000563,狂化阿噗,0,1,1,6,1,1,1000563,1021,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,1000564,金钱哥布林,0,2,1,5,1,1,1000564,,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
,1000565,嗜血战魂,0,1,1,3,1,1,1000565,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000566,枭鹰族长雷娜,201,1,1,1,1,1,1000566,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000567,岩壁巨人哈默,201,1,1,5,1,1,1000567,1111;1011,1001401;1001402;1001403,"0,1,2",0,"0,1,0,1;2,0,1;0,1,0,1;0,1,2",0,0
,1000568,狂战指挥官托特,201,1,1,4,1,1,1000568,,5201101;5201102;5201103,"0,1,0;0,0,2",0,"0,0;0,0,2;0,1;0,0;0,1,2,2",0,0
,1000569,烈锋之刃伊莎,201,1,1,2,1,1,1000569,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000570,森林暴君亨克,201,1,1,1,1,1,1000570,1111,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,1000571,邪鳍海魔奥利弗,101,1,1,6,1,1,1000571,,1001201;1001202;1001203,"2,0,1,0;0,1,2",0,"2,0,1,0;0,1,2",0,0
,1000572,炎息半鱼人,201,1,1,5,1,1,1000572,1021,1002001;1002002;1002003,"0,1,2",0,"0,1,0,2;0,1,2;0,2,1,2;0,1,2",0,0
,1000573,漆黑侍魔者巴罗,301,1,1,6,1,1,1000573,,900101;900102;900103;900104,"1,1,3;0,2,2",0,"0,1,2;0,1,3;0,1,2",0,0
,1000574,森林战熊加洛,201,1,1,1,1,1,1000574,,1004901;1004902,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,1000575,黑龙翼队长埃尔南,201,1,1,4,1,1,1000575,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000576,掠夺行刑官苏尼戈,201,1,1,4,1,1,1000576,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000577,橙翼蜂王妮科,201,1,1,2,1,1,1000577,1051,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000578,荒岩主宰马莱因,201,1,1,5,1,1,1000578,,1005201;1005202;1005203,"0,1,2",0,"0,1,0,1;2,0,1;0,1,0,1;0,1,2",0,0
绝世舞姬,1000579,猩红鞭刺者多琳,201,1,1,4,1,0,1000579,1031,1002201;1002202;1002203,"0,1,0;0,1,2",0,"0,1;0,1,2;1,0,1;0,1;1,0,2",0,0
,1000580,实验合成兽巴德,201,1,1,6,1,1,1000580,1021,1003301;1003302;1003303,"0,1,2;0,0,1",0,"0,0,2;0,0,1;0,1",0,0
,1000581,石心怪,101,0,1,5,1,1,1000581,1011,1001701;1001702,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,1000582,嗜血魔狐,101,0,1,5,1,1,1000582,,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,1000583,欲望男爵舒克,201,1,1,4,1,1,1000583,,1003201;1003202;1003203,"1,1,2;0,0,2",0,"0,0,1;0,0,1;0,1,2;0,0,1;0,1,2,2",0,0
,1000584,黑龙翼兵,101,0,1,4,1,1,1000584,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,1000585,翼魔统领塞曼,301,1,1,6,1,0,1000585,,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000586,荒野赤狐,101,0,1,5,1,1,1000586,,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,1000587,黑背暴熊,204,1,1,3,1,1,1000587,,1001301;1001302;1001303,"0,1,2;1,0,1",0,"2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000588,褐尾蝎,101,0,1,2,1,1,1000588,,1001001;1001002,"1,0,1",0,"1,0,1",0,0
,1000589,钢羽枭鹰伊伦,203,1,1,1,1,0,1000589,,5201201;5201202;5201203,"0,1,0,2;1,0,1",0,"1,0,1,0,2;0,1,1;0,1,1;1,0,1,2",0,0
,1000590,禁林弓兵,101,0,1,5,1,1,1000590,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
,1000591,夜雾巨人巴伦,203,1,1,4,1,1,1000591,,800001;800002;800003,"0,1,2;0,1,0,1",0,"0,1,2;0,1,0,1;0,1,0,2;0,1;0,1,0,1",0,0
,1000592,黑龙舰兵,0,0,1,4,1,50,1000592,1618,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,1000593,黑翼骑士长,0,0,1,4,1,50,1000593,1610,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000594,摩尼耶,0,1,1,4,1,51,1000594,1011;1610;1618,5201301;5201302;5201303,"1,1,2;0,0,1",0,"0,1,2;0,1,2,2;0,0,1;0,0,1",0,0
,1000595,尼格斯,0,2,1,6,2,51,1000595,1605;1636,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000599,黑龙战盾,0,0,1,4,1,41,1000599,1618,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,1000600,黑龙重剑,0,1,1,4,1,41,1000600,1610,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000601,黑翼骑士长约伯,0,2,1,4,1,43,1000601,1011;1610;1618,5201301;5201302;5201303,"1,1,2;0,0,1",0,"0,1,2;0,1,2,2;0,0,1;0,0,1",0,0
,1000602,黑龙舰兵,0,0,1,4,1,51,1000602,1618,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,1000603,黑龙战士,0,0,1,4,1,51,1000603,1610,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1000604,摩尼耶,0,1,1,4,1,52,1000604,1011;1610;1618,5201301;5201302;5201303,"1,1,2;0,0,1",0,"0,1,2;0,1,2,2;0,0,1;0,0,1",0,0
,1000605,机械石像,0,1,1,6,2,52,1000605,1607,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000606,亚兹莫,0,2,2,6,1,52,1000606,1603,900401;900402;900403;900404,"0,1,3;1,0,1,2",0,"0,2,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000607,枭鹰,0,1,1,1,1,52,1000607,1637,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000610,,0,1,1,6,1,44,1000610,1603,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000611,,0,1,1,0,1,44,1000611,1602,1001401;1001402;1001403,"0,1,2;0,1,0,1",0,"0,1,0,2;0,1,0;0,2,1",0,0
,1000612,,0,1,1,4,1,44,1000612,1626,800001;800002;800003,"0,1,2;0,1,0,1",0,"0,1,0,1;0,2,1;0,1,0",0,0
,1000613,,0,1,1,2,1,45,1000613,1634,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,1000614,,0,1,1,4,1,45,1000614,1622,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000615,,0,1,1,4,1,46,1000615,1633,1002101;1002102;1002103,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000616,,0,1,1,6,1,46,1000616,1627,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000617,,0,1,1,6,1,47,1000617,1610,1003301;1003302;1003303,"0,1,2;0,1,2",0,"0,1,1;1,0,1,2",0,0
,1000618,,0,1,1,1,1,47,1000618,1618,1001201;1001202;1001203,"0,1,2;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000619,,0,1,1,6,1,47,1000619,1626,1001201;1001202;1001203,"0,1,0;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000620,,0,1,1,5,1,48,1000620,1619;1618,10501;10502;10503;10504;10505;10506;10507,"0,5,3,2,4",0,"0,5,3,2,4,6;0,5,3,2,4",0,0
,1000621,,0,1,1,2,1,48,1000621,1612,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000622,,0,1,1,6,1,48,1000622,1620,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,1000623,,0,1,1,4,1,49,1000623,1633,1002101;1002102;1002103,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000624,,0,1,1,5,1,49,1000624,1619,1002001;1002002;1002003,"1,0,1;0,1,0,2",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000625,,0,1,1,6,1,49,1000625,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000626,,0,1,1,6,1,50,1000626,1624,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000627,,0,1,1,6,1,50,1000627,,5201001;5201002;5201003,"0,1,0;0,1,2",0,"0,1,2;0,0,1",0,0
,1000628,,0,1,1,4,1,51,1000628,1601,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000629,,0,1,1,6,1,51,1000629,1605,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000630,,0,1,1,6,1,51,1000630,1621,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000631,,0,1,1,6,1,52,1000631,1631,1003501;1003502;1003503;1003504,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000632,,0,1,1,1,1,52,1000632,,1002601;1002602;1002603,"0,1,0,2;0,2",0,"1,0,1;0,1,0,2;0,1,1;1,0,1,2",0,0
,1000633,,0,1,1,0,1,52,1000633,1602,1001401;1001402;1001403,"0,1,2;0,1,0,1",0,"0,1,0,2;0,1,0;0,2,1",0,0
,1000634,,0,1,1,0,1,53,1000634,1622,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000635,,0,1,1,4,1,53,1000635,1609,5200801;5200802;5200803,"1,0,2",0,"1,0,0;1,0,2",0,0
,1000636,,0,1,1,5,1,54,1000636,1637;1631,10401;10402;10403;10404;10405;10406;10407,"0,2,4,5,6;1,2,3,5",0,"0,2,4,5,6;1,2,3,5",0,0
,1000637,,0,1,1,4,1,54,1000637,1031,1002201;1002202;1002203,"0,1,0;0,1,2",0,"0,1,0;0,1,2;1,0,1;1,0,1;1,0,2",0,0
,1000638,,0,1,1,4,1,54,1000638,1041,1003201;1003202,"0,0,1",0,"0,0,1;0,0,1",0,0
,1000639,,0,1,1,6,1,54,1000639,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000640,,0,1,1,0,1,55,1000640,1601,1005201;1005202;1005203,"0,1,2",0,"0,1,0,1;2,0,1;0,1,0,1;0,1,2",0,0
,1000641,,0,1,1,5,1,55,1000641,1602,1000501;1000502;1000503,"0,2,1;1,0,1",0,"0,1,0;0,1,2;1,0,1,0,1;1,0,1;2,0,1;1,0,1",0,0
,1000642,,0,1,1,4,1,56,1000642,1635,1002101;1002102;1002103,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000643,,0,1,1,2,1,56,1000643,1611,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,1000644,,0,1,1,6,1,57,1000644,1610,1003301;1003302;1003303,"0,1,2;0,1,2",0,"0,1,1;1,0,1,2",0,0
,1000645,,0,1,1,4,1,57,1000645,1605;1021,5201301;5201302;5201303,"1,1,2;0,0,1",0,"0,1,2;0,1,2,2;0,0,1;0,0,1",0,0
,1000646,,0,1,1,2,1,58,1000646,1611,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,1000647,,0,1,1,2,1,58,1000647,1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000648,,0,1,1,3,1,59,1000648,,5200801;5200802;5200803,"0,0,2",0,"1,0,0",0,0
,1000649,,0,1,1,3,1,59,1000649,1608,5200301;5200302,"0,0,0",0,"1,0,0",0,0
,1000650,,0,1,1,4,1,60,1000650,1639;1011,30101;30102;30103;30104;30105;30106;30107,"0,2,3,5",0,"1,2,4,6;0,2,3,5",0,0
,1000651,,0,1,1,2,1,60,1000651,1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000652,,0,1,1,6,1,60,1000652,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000653,,0,1,1,4,1,61,1000653,1614,5201101;5201102;5201103,"0,1,0;0,0,2",0,"0,0,1;0,0,2;0,0;0,0,0;0,1,2,2;0,1,0",0,0
,1000654,,0,1,1,6,1,61,1000654,1621,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000655,,0,1,1,0,1,61,1000655,1602,1001401;1001402;1001403,"0,1,2;0,1,0,1",0,"0,1,0,2;0,1,0;0,2,1",0,0
,1000656,,0,1,1,3,1,62,1000656,1632,1001301;1001302;1001303,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000657,,0,1,1,6,1,62,1000657,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000658,,0,1,1,6,1,63,1000658,1603,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000659,,0,1,1,6,1,63,1000659,1604,5201001;5201002;5201003,"0,1,0;0,1,2",0,"0,1,2;0,0,1",0,0
,1000660,,0,1,1,5,1,63,1000660,1021,1004701;1004702,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
,1000661,,0,1,1,6,1,64,1000661,1616,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000662,,0,1,1,6,1,64,1000662,1617,1003501;1003502;1003503;1003504,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000663,,0,1,1,4,1,64,1000663,1041,1003201;1003202,"0,0,1",0,"0,0,1;0,0,1",0,0
,1000664,,0,1,1,1,1,65,1000664,1618,1001201;1001202;1001203,"0,1,2;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000665,,0,1,1,1,1,65,1000665,1605,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000666,,0,1,1,5,1,65,1000666,1619,1002001;1002002;1002003,"1,0,1;0,1,0,2",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000667,,0,1,1,4,1,66,1000667,1640;1021;1622,20101;20102;20103;20104;20105;20106;20107,"0,2,3,5,6",0,"1,2,4,5;0,2,3,6",0,0
,1000668,,0,1,1,6,1,66,1000668,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000669,,0,1,1,6,1,66,1000669,1627,1003301;1003302;1003303,"0,1,2;0,1,2",0,"0,1,1;1,0,1,2",0,0
,1000670,,0,1,1,1,1,66,1000670,1606,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,1000671,,0,1,1,6,1,67,1000671,1624,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000672,,0,1,1,6,1,67,1000672,1626,1001201;1001202;1001203,"0,1,2;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000673,,0,1,1,4,1,67,1000673,1011,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000674,,0,1,1,4,1,68,1000674,1635,1002101;1002102;1002103,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000675,,0,1,1,6,1,68,1000675,1603,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000676,,0,1,1,4,1,68,1000676,1031,1002201;1002202;1002203,"0,1,0;0,1,2",0,"0,1,0;0,1,2;1,0,1;1,0,1;1,0,2",0,0
,1000677,,0,1,1,3,1,69,1000677,1619,1001301;1001302;1001303,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000678,,0,1,1,6,1,69,1000678,1604,5201001;5201002;5201003,"0,1,0;0,1,2",0,"0,1,2;0,0,1",0,0
,1000679,,0,1,1,1,1,69,1000679,1606,1001501;1001502;1001503,"0,2,1;0,1,0",0,"0,1,2;1,0,1",0,0
,1000680,,0,1,1,4,1,70,1000680,1625,1002201;1002202;1002203,"0,1,0;0,1,2",0,"0,1,0;0,1,2;1,0,1;1,0,1;1,0,2",0,0
,1000681,,0,1,1,2,1,70,1000681,1611,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,1000682,,0,1,1,1,1,71,1000682,1606,1001501;1001502;1001503,"2,0,1",0,"0,1;0,1,2;0,1;2,0,1",0,0
,1000683,,0,1,1,6,1,71,1000683,1621,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000684,,0,1,1,6,1,72,1000684,1622;1636,10601;10602;10603;10604;10605;10606;10607,"0,2,4,5,6;1,3,4,5,5,5,5;0,2,4,5,5,6",0,"1,3,4,5,5,5,5;0,2,4,5,5,6",0,0
,1000685,,0,1,1,6,1,72,1000685,1624,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000686,,0,1,1,1,1,72,1000686,1622;1627,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,1000687,,0,1,1,4,1,73,1000687,1601,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000688,,0,1,1,1,1,73,1000688,1622;1618,1001201;1001202;1001203,"0,1,2;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000689,,0,1,1,6,1,74,1000689,1631,1003501;1003502;1003503;1003504,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000690,,0,1,1,6,1,74,1000690,1622;1610,1003301;1003302;1003303,"0,1,2;0,1,2",0,"0,1,1;1,0,1,2",0,0
,1000691,,0,1,1,4,1,75,1000691,1011,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000692,,0,1,1,5,1,75,1000692,1622;1602,1000501;1000502;1000503,"0,2,1;1,0,1",0,"0,1,0;0,1,2;1,0,1,0,1;1,0,1;2,0,1;1,0,1",0,0
,1000693,,0,1,1,1,1,76,1000693,,1001501;1001502;1001503,"0,2,1;0,1,0",0,"0,1,2;1,0,1",0,0
,1000694,,0,1,1,3,1,76,1000694,1622;1608,5200801;5200802;5200803,"0,0,2",0,"1,0,0;1,0,2",0,0
,1000695,,0,1,1,0,1,77,1000695,1622,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000696,,0,1,1,4,1,77,1000696,1622;1626,800001;800002;800003,"0,1,2;0,1,0,1",0,"0,1,0,1;0,2,1;0,1,0",0,0
,1000697,,0,1,1,4,1,78,1000697,1618,10101;10102;10103;10104;10105;10106;10107,"0,3,5,2,4,6",0,"1,2,4,5;0,3,5,2,4,6",0,0
,1000698,,0,1,1,4,1,78,1000698,1609,5200801;5200802;5200803,"1,0,2",0,"1,0,0;1,0,2",0,0
,1000699,,0,1,1,3,1,78,1000699,1608,5200801;5200802;5200803,"0,0,2",0,"1,0,0;1,0,2",0,0
,1000700,,0,1,1,2,1,79,1000700,1611,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,1000701,,0,1,1,2,1,79,1000701,1612,1004201;1004202;1004203,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000702,,0,1,1,6,1,80,1000702,1603,900001;900002;900003;900004,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000703,,0,1,1,0,1,80,1000703,1602,1001401;1001402;1001403,"0,1,2;0,1,0,1",0,"0,1,0,2;0,1,0;0,2,1",0,0
,1000704,,0,1,1,4,1,80,1000704,1626,800001;800002;800003,"0,1,2;0,1,0,1",0,"0,1,0,1;0,2,1;0,1,0",0,0
,1000705,,0,1,1,2,1,81,1000705,1634,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
,1000706,,0,1,1,4,1,81,1000706,1622,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000707,,0,1,1,4,1,82,1000707,1633,1002101;1002102;1002103,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000708,,0,1,1,6,1,82,1000708,1627,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000709,,0,1,1,6,1,83,1000709,1610,1003301;1003302;1003303,"0,1,2;0,1,2",0,"0,1,1;1,0,1,2",0,0
,1000710,,0,1,1,1,1,83,1000710,1618,1001201;1001202;1001203,"0,1,2;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000711,,0,1,1,6,1,83,1000711,1626,1001201;1001202;1001203,"0,1,0;0,2,1,0",0,"0,1,0;1,2,1,0;0,0,1",0,0
,1000712,,0,1,1,4,1,84,1000712,1641;1031,30201;30202;30203;30204;30205;30206;30207,"0,5,2,2,4",0,"1,5,2,2,2,3,6;0,5,2,2,2,2,4",0,0
,1000713,,0,1,1,2,1,84,1000713,1612,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1000714,,0,1,1,6,1,84,1000714,1620,1005401;1005402;1005403,"0,1,2",0,"0,1,2",0,0
,1000715,,0,1,1,4,1,85,1000715,1633,1002101;1002102;1002103,"0,1,0,2;1,0,1",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000716,,0,1,1,5,1,85,1000716,1619,1002001;1002002;1002003,"1,0,1;0,1,0,2",0,"1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1000717,,0,1,1,6,1,85,1000717,,1005701;1005702;1005703;1005704,"2,3",0,"2,2,3;2,2",0,0
,1000718,,0,1,1,6,1,86,1000718,1624,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1000719,,0,1,1,6,1,86,1000719,,5201001;5201002;5201003,"0,1,0;0,1,2",0,"0,1,2;0,0,1",0,0
,1000720,,0,1,1,4,1,87,1000720,1601,1001601;1001602;1001603,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1000721,,0,1,1,6,1,87,1000721,1605,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1000722,,0,1,1,6,1,87,1000722,1621,1003701;1003702;1003703;1003704,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000723,,0,1,1,6,1,88,1000723,1631,1003501;1003502;1003503;1003504,"0,1,2,3;1,0,2,1",0,"3,1,2;1,0,2;1,0,2;2,0,1,3;1,0,2",0,0
,1000724,,0,1,1,1,1,88,1000724,,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
