,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,5321,,10000,0,0,10,1,0,0,0,0,40,99,532101,532102,0,
,5322,,10000,0,0,10,1,0,0,0,0,40,99,532201,532202,0,
,5323,,10000,0,0,10,1,0,0,0,0,40,99,532301,532302,0,
,5324,,10000,0,0,10,1,0,0,0,0,40,99,532401,532402,0,
,5325,,10000,0,0,10,1,0,0,0,0,40,99,532501,532502,0,
,5331,,10000,0,0,10,1,0,0,0,0,40,99,533101,0,0,
,5332,,10000,0,0,10,1,0,0,0,0,40,99,533201,0,0,
,5333,,10000,0,0,10,1,0,0,0,0,40,99,533301,0,0,
,5334,,10000,0,0,10,1,0,0,0,0,40,99,533401,0,0,
,5335,,10000,0,0,10,1,0,0,0,0,40,99,533501,0,0,
,5341,,10000,0,0,10,1,0,0,0,0,40,99,534101,0,0,
,5342,,10000,0,0,10,1,0,0,0,0,40,99,534201,0,0,
,5343,,10000,0,0,10,1,0,0,0,0,40,99,534301,0,0,
,5344,,10000,0,0,10,1,0,0,0,0,40,99,534401,0,0,
,5345,,10000,0,0,10,1,0,0,0,0,40,99,534501,0,0,
,5351,,10000,0,0,10,1,0,0,0,0,40,99,535101,0,0,
,5352,,10000,0,0,10,1,0,0,0,0,40,99,535201,0,0,
,5353,,10000,0,0,10,1,0,0,0,0,40,99,535301,0,0,
,5354,,10000,0,0,10,1,0,0,0,0,40,99,535401,0,0,
,5355,,10000,0,0,10,1,0,0,0,0,40,99,535501,0,0,
,5361,,10000,0,0,10,11,73,2,8000,0,10,31,0,1500,0,
,5362,,10000,0,0,10,11,73,2,8000,0,10,31,0,1500,0,
,5363,,10000,0,0,10,11,73,2,8000,0,10,31,0,1500,0,
,5364,,10000,0,0,10,11,73,2,8000,0,10,31,0,1500,0,
,5365,,10000,0,0,10,11,73,2,8000,0,10,31,0,1500,0,
,5411,,10000,0,0,10,1,0,0,0,0,10,11,13,0,3000,
,5412,,10000,0,0,10,1,0,0,0,0,10,11,13,0,4500,
,5413,,10000,0,0,10,1,0,0,0,0,10,11,13,0,6000,
,5414,,10000,0,0,10,1,0,0,0,0,10,11,13,0,7500,
,5415,,10000,0,0,10,1,0,0,0,0,10,11,13,0,9000,
,5421,,10000,0,0,10,1,0,0,0,0,10,31,1,2000,0,
,5422,,10000,0,0,10,1,0,0,0,0,10,31,1,3000,0,
,5423,,10000,0,0,10,1,0,0,0,0,10,31,1,4000,0,
,5424,,10000,0,0,10,1,0,0,0,0,10,31,1,5000,0,
,5425,,10000,0,0,10,1,0,0,0,0,10,31,1,6000,0,
,5431,,10000,0,0,10,1,0,0,0,0,10,31,2,2000,0,
,5432,,10000,0,0,10,1,0,0,0,0,10,31,2,3000,0,
,5433,,10000,0,0,10,1,0,0,0,0,10,31,2,4000,0,
,5434,,10000,0,0,10,1,0,0,0,0,10,31,2,5000,0,
,5435,,10000,0,0,10,1,0,0,0,0,10,31,2,6000,0,
,5441,,10000,0,0,10,1,0,0,0,0,10,11,14,0,3000,
,5442,,10000,0,0,10,1,0,0,0,0,10,11,14,0,4500,
,5443,,10000,0,0,10,1,0,0,0,0,10,11,14,0,6000,
,5444,,10000,0,0,10,1,0,0,0,0,10,11,14,0,7500,
,5445,,10000,0,0,10,1,0,0,0,0,10,11,14,0,9000,
,5451,,10000,0,0,10,40,0,0,0,0,10,56,2000,10,0,
,5452,,10000,0,0,10,40,0,0,0,0,10,56,3000,10,0,
,5453,,10000,0,0,10,40,0,0,0,0,10,56,4000,10,0,
,5454,,10000,0,0,10,40,0,0,0,0,10,56,5000,10,0,
,5455,,10000,0,0,10,40,0,0,0,0,10,56,6000,10,0,
,5461,,10000,0,0,10,40,0,0,0,0,10,151,2000,0,0,
,5462,,10000,0,0,10,40,0,0,0,0,10,151,3000,0,0,
,5463,,10000,0,0,10,40,0,0,0,0,10,151,4000,0,0,
,5464,,10000,0,0,10,40,0,0,0,0,10,151,5000,0,0,
,5465,,10000,0,0,10,40,0,0,0,0,10,151,6000,0,0,
,5471,,10000,0,0,10,32,1,73,0,0,10,34,10800,13000,10,
,5472,,10000,0,0,10,32,1,73,0,0,10,34,10800,14500,10,
,5473,,10000,0,0,10,32,1,73,0,0,10,34,10800,16000,10,
,5474,,10000,0,0,10,32,1,73,0,0,10,34,10800,17500,10,
,5475,,10000,0,0,10,32,1,73,0,0,10,34,10800,19000,10,
,5481,,2000,0,0,10,40,0,0,0,0,10,151,5000,0,0,
,5482,,3000,0,0,10,40,0,0,0,0,10,151,5000,0,0,
,5483,,4000,0,0,10,40,0,0,0,0,10,151,5000,0,0,
,5484,,5000,0,0,10,40,0,0,0,0,10,151,5000,0,0,
,5485,,6000,0,0,10,40,0,0,0,0,10,151,5000,0,0,
,5491,,2000,0,0,10,1,0,0,0,0,10,31,0,5000,0,
,5492,,3000,0,0,10,1,0,0,0,0,10,31,0,5000,0,
,5493,,4000,0,0,10,1,0,0,0,0,10,31,0,5000,0,
,5494,,5000,0,0,10,1,0,0,0,0,10,31,0,5000,0,
,5495,,6000,0,0,10,1,0,0,0,0,10,31,0,5000,0,
,5501,,2000,0,0,10,1,0,0,0,0,40,99,550101,550102,0,
,5502,,3000,0,0,10,1,0,0,0,0,40,99,550201,550202,0,
,5503,,4000,0,0,10,1,0,0,0,0,40,99,550301,550302,0,
,5504,,5000,0,0,10,1,0,0,0,0,40,99,550401,550402,0,
,5505,,6000,0,0,10,1,0,0,0,0,40,99,550501,550502,0,
,5511,,10000,0,0,10,31,2,1,0,0,10,21,400601,1,0,
,5512,,10000,0,0,10,31,2,1,0,0,10,21,400602,1,0,
,5513,,10000,0,0,10,31,2,1,0,0,10,21,400603,1,0,
,5514,,10000,0,0,10,31,2,1,0,0,10,21,400604,1,0,
,5515,,10000,0,0,10,31,2,1,0,0,10,21,400605,1,0,
,5521,,10000,0,0,10,40,0,0,0,0,10,40,70,1,1000,
,5522,,10000,0,0,10,40,0,0,0,0,10,40,70,1,1500,
,5523,,10000,0,0,10,40,0,0,0,0,10,40,70,1,2000,
,5524,,10000,0,0,10,40,0,0,0,0,10,40,70,1,2500,
,5525,,10000,0,0,10,40,0,0,0,0,10,40,70,1,3000,
,5531,,10000,0,0,10,11,73,2,3000,0,10,31,0,3000,0,
,5532,,10000,0,0,10,11,73,2,3000,0,10,31,0,4500,0,
,5533,,10000,0,0,10,11,73,2,3000,0,10,31,0,6000,0,
,5534,,10000,0,0,10,11,73,2,3000,0,10,31,0,7500,0,
,5535,,10000,0,0,10,11,73,2,3000,0,10,31,0,9000,0,
,5541,,10000,0,0,10,11,73,2,1000,0,10,31,0,5000,0,
,5542,,10000,0,0,10,11,73,2,1000,0,10,31,0,7500,0,
,5543,,10000,0,0,10,11,73,2,1000,0,10,31,0,10000,0,
,5544,,10000,0,0,10,11,73,2,1000,0,10,31,0,12500,0,
,5545,,10000,0,0,10,11,73,2,1000,0,10,31,0,15000,0,
,5551,,10000,0,0,10,1,0,0,0,0,40,99,555101,0,0,
,5552,,10000,0,0,10,1,0,0,0,0,40,99,555201,0,0,
,5553,,10000,0,0,10,1,0,0,0,0,40,99,555301,0,0,
,5554,,10000,0,0,10,1,0,0,0,0,40,99,555401,0,0,
,5555,,10000,0,0,10,1,0,0,0,0,40,99,555501,0,0,
,5561,,10000,0,0,10,1,0,0,0,0,40,99,556101,0,0,
,5562,,10000,0,0,10,1,0,0,0,0,40,99,556201,0,0,
,5563,,10000,0,0,10,1,0,0,0,0,40,99,556301,0,0,
,5564,,10000,0,0,10,1,0,0,0,0,40,99,556401,0,0,
,5565,,10000,0,0,10,1,0,0,0,0,40,99,556501,0,0,
,5571,,2000,0,0,10,42,0,1,1,0,13,53,1000,0,0,
,5572,,3000,0,0,10,42,0,1,1,0,13,53,1000,0,0,
,5573,,4000,0,0,10,42,0,1,1,0,13,53,1000,0,0,
,5574,,5000,0,0,10,42,0,1,1,0,13,53,1000,0,0,
,5575,,6000,0,0,10,42,0,1,1,0,13,53,1000,0,0,
,5581,,10000,0,0,10,44,0,0,0,0,10,40,6,6,500,
,5582,,10000,0,0,10,44,0,0,0,0,10,40,6,6,700,
,5583,,10000,0,0,10,44,0,0,0,0,10,40,6,6,900,
,5584,,10000,0,0,10,44,0,0,0,0,10,40,6,6,1200,
,5585,,10000,0,0,10,44,0,0,0,0,10,40,6,6,1500,
,5591,,3000,0,0,10,1,0,0,0,0,20,21,400401,1,0,
,5592,,4500,0,0,10,1,0,0,0,0,20,21,400401,1,0,
,5593,,6000,0,0,10,1,0,0,0,0,20,21,400401,1,0,
,5594,,7500,0,0,10,1,0,0,0,0,20,21,400401,1,0,
,5595,,10000,0,0,10,1,0,0,0,0,20,21,400401,1,0,
,5601,,10000,0,0,10,1,0,0,0,0,10,150,5,2500,0,
,5602,,10000,0,0,10,1,0,0,0,0,10,150,5,3700,0,
,5603,,10000,0,0,10,1,0,0,0,0,10,150,5,4900,0,
,5604,,10000,0,0,10,1,0,0,0,0,10,150,5,6200,0,
,5605,,10000,0,0,10,1,0,0,0,0,10,150,5,7500,0,
,9001,,10000,1,1,10,1,0,0,0,0,10,99,900101,900102,0,
,9002,,10000,1,1,10,1,0,0,0,0,10,99,900101,900102,0,
,9003,,10000,1,1,10,1,0,0,0,0,10,99,900101,900102,0,
,9004,,10000,1,1,10,1,0,0,0,0,10,99,900101,900102,0,
,9005,,10000,1,1,10,1,0,0,0,0,10,99,900101,900102,0,
,9006,,10000,1,1,10,1,0,0,0,0,10,99,900201,900202,0,
,9007,,10000,1,1,10,1,0,0,0,0,10,99,900201,900202,0,
,9008,,10000,1,1,10,1,0,0,0,0,10,99,900201,900202,0,
,9009,,10000,1,1,10,1,0,0,0,0,10,99,900201,900202,0,
,9010,,10000,1,1,10,1,0,0,0,0,10,99,900201,900202,0,
,9011,,10000,1,1,10,1,0,0,0,0,10,99,900301,900302,900303,
,9012,,10000,1,1,10,1,0,0,0,0,10,99,900301,900302,900303,
,9013,,10000,1,1,10,1,0,0,0,0,10,99,900301,900302,900303,
,9014,,10000,1,1,10,1,0,0,0,0,10,99,900501,900502,0,
,9015,,10000,1,1,10,1,0,0,0,0,10,99,900501,900502,0,
,9016,,10000,1,1,10,1,0,0,0,0,10,99,900401,900402,900403,
,9017,,10000,1,1,10,1,0,0,0,0,10,99,900401,900402,900403,
,9018,,10000,1,1,10,1,0,0,0,0,10,99,900401,900402,900403,
,9019,,10000,1,1,10,1,0,0,0,0,10,99,900401,900402,900403,
,9020,,10000,1,1,10,1,0,0,0,0,10,99,900401,900402,900403,
英雄,10101,,10000,1,1,10,44,0,0,0,0,10,40,5,1,5000,1
技能4,10102,,10000,1,1,10,40,0,0,0,0,10,114,2010,10,10103,1
,10103,,10000,1,1,10,1,0,0,0,0,10,31,0,2000,0,
XP技能,10104,,10000,1,1,20,65,6,0,0,0,10,31,0,3000,0,
防守技能,10105,,10000,1,1,10,1,0,0,0,0,10,40,21,6,10000,
特性,10130,,10000,0,0,10,1,0,0,0,0,10,11,31,0,500,
,10131,,10000,0,0,10,1,0,0,0,0,10,11,32,0,500,
突破1,10132,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,10133,,10000,1,1,10,40,30,0,0,0,10,99,10134,10135,0,
,10134,,10000,1,1,20,66,1,0,0,0,20,35,0,10000,0,
,10135,,10000,1,1,20,66,2,0,0,0,20,35,0,10000,0,
天赋1,10136,,10000,1,1,20,40,0,0,0,0,10,40,70,1,1000,
天赋2,10137,,10000,1,1,10,44,70,0,0,0,10,21,101801,1,0,
天赋3,10138,,10000,1,1,10,44,70,0,0,0,10,40,0,1,10000,
辅助技打断大招时重置辅助技CD 1次,10139,,10000,1,1,10,23,2010,1,1,0,10,123,2010,10,10140,
,10140,,10000,1,1,20,65,6,0,0,0,10,31,0,2000,0,
XP技能2级,10160,,10000,1,1,20,65,6,0,0,0,10,31,0,3300,0,
XP技能3级,10161,,10000,1,1,20,65,6,0,0,0,10,31,0,3600,0,
XP技能4级,10162,,10000,1,1,20,65,6,0,0,0,10,31,0,3900,0,
XP技能5级,10163,,10000,1,1,20,65,6,0,0,0,10,31,0,4200,0,
XP技能6级,10164,,10000,1,1,20,65,6,0,0,0,10,31,0,4500,0,
XP技能7级,10165,,10000,1,1,20,65,6,0,0,0,10,31,0,5100,0,
,10191,,10000,1,1,10,1,0,0,0,0,10,99,1019101,1019102,0,
,10192,,10000,1,1,10,1,0,0,0,0,10,99,1019201,1019202,0,
,10193,,10000,1,1,10,1,0,0,0,0,10,99,1019301,1019302,1019303,
,10194,,10000,1,1,10,1,0,0,0,0,10,99,1019401,1019402,0,
技能1,10201,,10000,1,1,10,44,0,0,0,0,10,11,72,0,200,
技能2,10202,,10000,1,1,20,24,1001,1,1,0,10,99,10203,10204,0,
,10203,,10000,1,1,10,44,0,0,0,0,20,22,1001,1,0,
,10204,,10000,1,1,10,44,0,0,0,0,10,21,102201,1,0,
技能3,10205,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,6000,
技能4,10206,,10000,1,1,20,24,1001,1,1,0,10,99,10207,10209,10208,
,10207,,10000,1,1,10,1,0,0,0,0,20,22,1001,1,0,
,10208,,10000,1,1,10,1,0,0,0,0,20,11,4,6,10000,
,10209,,10000,1,1,10,1,0,0,0,0,20,13,20,4,5000,1000
XP技能,10210,,10000,1,1,20,24,1001,1,1,0,10,99,10203,10212,0,
,10211,,10000,1,1,10,1,0,0,0,0,10,102,0,1,1000,10221;10222;10223;10224;10225;10226
,10212,,10000,1,1,10,44,0,0,0,0,20,21,103301,1,0,
,10213,,10000,1,1,10,1,0,0,0,0,30,42,80,0,0,
防守技能,10214,,10000,0,0,10,1,0,0,0,0,10,11,16,0,8000,
技能2变身,10215,,10000,1,1,10,41,0,1,8,0,10,31,0,5000,0,
技能4变身,10216,,10000,1,1,10,42,0,1,1,0,10,11,72,0,500,
英雄特性,10230,,10000,0,0,10,31,1,0,0,0,10,56,3000,20,0,
突破1,10231,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,10232,,10000,1,1,10,44,30,0,0,0,10,21,102301,1,0,
,10233,,10000,0,0,10,44,0,0,0,0,10,11,72,0,200,
天赋1,10234,,10000,0,0,10,40,23,0,0,0,10,99,10235,0,0,
,10235,,10000,1,1,10,1,0,0,0,0,10,44,1001,1,2500,
天赋2,10236,,10000,4,0,10,1,0,0,0,0,30,36,0,500,0,
天赋3,10237,,10000,0,0,10,31,1,0,0,0,10,62,0,10000,0,
技能3 2级,10260,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,5800,
技能3 3级,10261,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,5600,
技能3 4级,10262,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,5400,
技能3 5级,10263,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,5200,
技能3 6级,10264,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,4500,
技能3 7级,10265,,10000,1,1,10,1,0,0,0,0,10,44,1001,2,2500,
,10291,,10000,0,1,40,64,0,1,0,0,10,99,1029101,1029102,0,
,10292,,10000,0,1,40,64,0,1,0,0,10,99,1029201,1029202,0,
,10293,,10000,0,1,40,64,0,1,0,0,10,99,1029301,1029302,0,
,10294,,10000,0,1,40,64,0,1,0,0,10,99,1029401,1029402,0,
技能1,10301,,10000,0,0,10,23,1008,1,1,0,10,36,0,1000,0,
技能2,10302,,10000,1,1,10,24,2002,1,1,0,10,99,10303,10304,0,
,10303,,10000,1,1,10,44,0,0,0,0,10,22,2002,1,0,
,10304,,10000,1,1,10,44,0,0,0,0,20,21,100801,1,0,
技能3,10305,,10000,1,1,10,26,1,1,1,0,10,124,1,10,10342,
技能4,10306,,10000,1,1,10,40,0,0,0,0,10,140,2,10,10307,
,10307,,10000,1,1,10,1,0,0,0,0,10,31,0,3000,0,
XP技能,10308,,10000,1,1,10,1,0,0,0,0,10,122,6,10000,0,
,10309,,10000,1,1,10,40,2,0,0,0,10,31,0,3000,0,
防守技能,10310,,10000,1,1,10,1,0,0,0,0,50,119,0,0,0,
特性,10330,,10000,0,0,10,51,0,0,0,0,40,103,73,2,10000,
突破1,10331,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,10332,,10000,1,1,10,1,0,0,0,0,12,124,2,10,10333,10
,10333,,10000,1,1,10,1,0,0,0,0,10,31,0,1000,0,
天赋1,10334,,10000,0,0,10,1,0,0,0,0,10,112,10335,10301,0,
,10335,,10000,0,0,10,23,1008,1,1,0,10,36,0,2000,0,
天赋2,10336,,10000,0,0,10,1,0,0,0,0,10,112,10337,10305,0,
,10337,,10000,1,1,10,26,1,1,1,0,10,124,1,10,10343,
天赋3,10338,,10000,1,1,10,44,30,0,0,0,40,21,102401,1,0,
,10339,,10000,0,0,10,1,0,0,0,0,10,122,6,99999,0,
,10340,,10000,1,1,10,40,24,0,0,0,10,99,10332,0,0,
,10342,,10000,1,1,10,1,0,0,0,0,10,31,0,1000,0,
,10343,,10000,1,1,10,1,0,0,0,0,10,31,0,2000,0,
,10391,,10000,0,0,10,1,0,0,0,0,10,99,1039101,1039102,1039103,
,10392,,10000,0,0,10,1,0,0,0,0,10,99,1039201,1039202,1039203,
,10393,,10000,0,0,10,1,0,0,0,0,10,99,1039301,1039302,1039303,
,10394,,10000,0,0,10,1,0,0,0,0,10,99,1039401,1039402,1039403,
技能1,10401,,10000,0,0,10,1,0,0,0,0,10,150,5,10000,0,
,10402,,10000,0,0,10,40,21,0,0,0,10,31,0,5000,0,
,10403,,10000,0,0,10,40,23,0,0,0,10,31,0,5000,0,
,10404,,10000,0,0,10,40,24,0,0,0,10,31,0,5000,0,
技能2,10405,,10000,1,1,10,44,0,0,0,0,10,144,1,500,0,
技能3\4,10406,,10000,1,1,20,32,1,73,0,0,10,33,10000,15000,10,
XP技能,10407,,10000,1,1,10,1,0,0,0,0,10,42,70,0,0,
,10408,,10000,1,1,10,1,0,0,0,0,30,42,80,0,0,
防守技能,10409,,10000,1,1,10,1,0,0,0,0,10,62,0,8000,0,
,10410,,10000,0,0,10,40,24,0,0,0,10,31,0,5000,0,
特性,10430,,10000,1,1,10,11,73,2,2000,0,10,36,0,5000,0,
,10431,,10000,0,0,10,50,0,0,0,0,30,21,100901,1,0,
,10432,,10000,0,1,10,1,0,0,0,0,10,62,0,3000,0,
突破1,10433,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,10434,,10000,0,1,10,51,0,0,0,0,10,144,1,1000,0,
天赋1,10435,,10000,1,1,10,40,70,0,0,0,10,62,0,4000,0,
天赋2,10436,,10000,0,1,10,11,73,2,2000,0,10,99,10439,0,0,
天赋3,10437,,10000,0,1,10,11,73,2,2000,0,10,99,10438,0,0,
,10438,,10000,0,1,10,201,0,0,0,0,10,99,10442,0,0,
,10439,,10000,1,1,10,40,22,0,0,0,10,150,5,10000,0,
,10440,,10000,0,1,10,1,0,0,0,0,10,62,0,4500,0,
,10441,,10000,0,0,10,50,0,0,0,0,12,144,1,1000,0,
,10442,,10000,0,1,10,2,3,0,0,0,10,144,1,1200,0,
技能2 2级,10460,,10000,1,1,10,44,0,0,0,0,10,151,8500,0,0,
技能2 3级,10461,,10000,1,1,10,44,0,0,0,0,10,151,9000,0,0,
技能2 4级,10462,,10000,1,1,10,44,0,0,0,0,10,151,9500,0,0,
技能2 5级,10463,,10000,1,1,10,44,0,0,0,0,10,151,10000,0,0,
技能2 6级,10464,,10000,1,1,10,44,0,0,0,0,10,151,10500,0,0,
技能2 7级,10465,,10000,1,1,10,44,0,0,0,0,10,151,11500,0,0,
,10491,,10000,1,1,10,1,0,0,0,0,10,99,1049101,0,0,
,10492,,10000,0,0,10,1,0,0,0,0,10,99,1049201,1049202,0,
,10493,,10000,0,0,10,1,0,0,0,0,10,99,1049301,1049302,0,
,10494,,10000,0,0,10,1,0,0,0,0,10,99,1049401,1049402,0,
技能1(配在特性上),10501,,10000,1,1,10,1,0,0,0,0,10,23,1,1,0,
,10502,,10000,1,1,10,41,0,1,3,0,10,21,300001,1,0,
技能2,10503,,10000,1,1,10,41,0,1,5,0,10,21,300001,1,0,
技能3,10504,,10000,1,1,10,41,0,0,3,0,10,21,102502,1,0,
,10505,,10000,1,1,10,41,0,0,4,0,10,21,102502,1,0,
技能4,10506,,10000,1,1,10,41,0,1,5,0,10,21,102503,1,0,
,10507,,10000,1,1,10,41,0,1,3,0,10,21,103103,1,0,
XP技能,10508,,10000,1,1,10,41,0,1,3,0,10,21,103103,1,0,
防守技能,10509,,10000,1,1,10,41,0,1,6,0,10,21,103104,1,0,
,10510,,10000,1,1,10,22,3000,0,0,0,10,160,10538,0,0,
,10511,,10000,1,1,10,23,3000,1,4,0,10,11,14,0,3000,
子弹数高于7 爆伤60%,10512,,10000,1,1,10,23,3000,1,7,0,10,11,14,0,6000,
闪避20%,10513,,10000,1,1,10,1,0,0,0,0,10,11,12,0,2000,
特性,10530,,10000,1,1,10,44,1,0,0,0,10,21,300001,5,0,
,10531,,10000,1,1,10,31,3,1,1,0,10,21,300001,1,0,
突破1,10532,,10000,0,1,10,1,0,0,0,0,30,11,12,0,300,
突破2,10533,,10000,1,1,10,40,1,0,0,0,10,21,300001,2,0,
天赋1,10534,,10000,1,1,10,31,2,1,0,0,10,21,300001,1,0,
,10535,,10000,1,1,10,113,21,0,6,0,10,31,0,10000,0,
天赋2,10536,,10000,1,1,20,22,0,0,0,0,10,21,300001,1,0,
天赋3,10537,,10000,3,1,10,2,1,0,0,0,10,21,300001,3,0,
XP技能,10538,,10000,1,1,10,1,0,0,0,0,10,31,0,5000,0,
死亡时，队友获得8%闪避,10539,,10000,1,2,10,1,0,0,0,0,30,11,12,0,800,
技能3 2级,10560,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10561,1
,10561,,10000,1,1,10,1,0,0,0,0,10,31,0,5500,0,
技能3 3级,10562,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10563,1
,10563,,10000,1,1,10,1,0,0,0,0,10,31,0,6000,0,
技能3 4级,10564,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10565,1
,10565,,10000,1,1,10,1,0,0,0,0,10,31,0,6500,0,
技能3 5级,10566,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10567,1
,10567,,10000,1,1,10,1,0,0,0,0,10,31,0,7000,0,
技能3 6级,10568,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10569,1
,10569,,10000,1,1,10,1,0,0,0,0,10,31,0,7500,0,
技能3 7级,10570,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10571,1
,10571,,10000,1,1,10,1,0,0,0,0,10,31,0,8500,0,
技能4 2级,10572,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10573,1
,10573,,10000,1,1,10,1,0,0,0,0,20,103,73,3,12900,
技能4 3级,10574,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10575,1
,10575,,10000,1,1,10,1,0,0,0,0,20,103,73,3,13800,
技能4 4级,10576,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10577,1
,10577,,10000,1,1,10,1,0,0,0,0,20,103,73,3,14700,
技能4 5级,10578,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10589,1
,10579,,10000,1,1,10,1,0,0,0,0,20,103,73,3,15600,
技能4 6级,10580,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10581,1
,10581,,10000,1,1,10,1,0,0,0,0,20,103,73,3,16500,
技能4 7级,10582,,10000,1,1,10,1,0,0,0,0,20,140,2,10,10583,1
,10583,,10000,1,1,10,1,0,0,0,0,20,103,73,3,18300,
,10591,,10000,0,1,10,1,0,0,0,0,10,99,1059101,1059102,1059103,
,10592,,10000,0,1,10,1,0,0,0,0,10,99,1059201,1059202,1059203,
,10593,,10000,0,1,10,1,0,0,0,0,10,99,1059301,1059302,1059303,
,10594,,10000,0,1,10,1,0,0,0,0,10,99,1059401,1059402,1059403,
技能2,10601,,10000,0,1,20,21,2013,0,0,0,10,99,10638,0,0,
技能3,10602,,5000,0,1,10,1,0,0,0,0,20,143,500,0,0,
技能4,10603,,10000,1,1,10,1,0,0,0,0,10,111,400,10000,0,
XP技能,10604,,10000,0,1,20,24,2013,0,1,0,20,21,103401,1,0,
,10605,,10000,0,1,20,24,2013,0,2,0,20,21,103501,1,0,
,10606,,10000,0,1,20,24,2013,0,3,0,20,21,103601,1,0,
,10607,,10000,0,1,20,24,2013,0,4,0,20,21,103701,1,0,
,10608,,10000,1,1,0,1,0,0,0,0,10,42,21,0,0,
,10609,,10000,1,1,0,1,0,0,0,0,10,42,22,0,0,
,10610,,10000,1,1,0,1,0,0,0,0,10,42,23,0,0,
,10611,,10000,1,1,0,1,0,0,0,0,10,42,24,0,0,
防守技能,10612,,10000,0,0,10,50,0,0,0,0,40,21,101201,1,0,
,10613,,10000,0,0,0,1,0,0,0,0,30,42,80,0,0,
,10614,,10000,1,1,20,65,4,0,0,0,10,31,0,2000,0,
特性,10630,暗影斗篷,10000,1,1,10,1,0,0,0,0,30,129,5000,0,0,
,10631,暗影斗篷,10000,1,1,10,1,0,0,0,0,30,130,5000,0,0,
突破1,10632,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,10633,,10000,1,1,10,1,0,0,0,0,10,115,201303,201301,0,
,10634,,10000,1,1,10,1,0,0,0,0,10,115,201304,201302,0,
天赋1,10635,,10000,1,1,10,40,24,0,0,0,10,31,0,2500,0,
天赋2,10636,,10000,1,1,10,40,22,0,0,0,20,21,201301,3,0,
天赋3,10637,,10000,1,1,10,2,1,0,0,0,10,148,8000,0,0,
技能2,10638,,10000,0,0,10,1,0,0,0,0,10,31,0,1000,0,
,10691,,7000,0,0,20,21,2013,0,0,0,10,160,1069102,0,0,
,10692,,7000,0,0,20,21,2013,0,0,0,10,160,1069202,0,0,
,10693,,7000,0,0,20,21,2013,0,0,0,10,160,1069302,0,0,
,10694,,10000,0,0,20,21,2013,0,0,0,10,160,1069401,1069402,0,
技能1,10701,,10000,1,1,10,1,0,0,0,0,10,40,70,1,5000,
,10702,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10718,1
,10703,,10000,1,1,10,70,0,0,0,0,10,35,0,30000,0,
技能2,10704,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10719,1
,10705,,10000,1,1,10,44,0,0,0,0,10,54,5000,1,0,
技能3,10706,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10703,1
,10707,,10000,1,1,10,40,0,0,0,0,10,114,2017,10,10708,1
,10708,,10000,1,1,20,11,73,2,2500,0,10,146,3000,0,0,10709
,10709,,10000,1,1,10,1,0,0,0,0,10,145,0,0,0,
技能4,10710,,10000,1,1,10,118,2014,2015,0,0,10,99,10712,10714,10720,
,10711,,10000,1,1,10,1,0,0,0,0,10,142,0,0,0,
,10712,,10000,1,1,10,1,0,0,0,0,10,112,10713,10711,0,
,10713,,10000,1,1,10,1,0,0,0,0,10,68,0,0,0,2014;2015
,10714,,10000,1,1,10,1,0,0,0,0,10,21,103001,1,0,
,10715,,10000,0,1,10,44,22,0,0,0,10,40,21,6,10000,
,10716,,10000,0,1,10,44,23,0,0,0,10,40,21,6,10000,
防守技能,10717,,10000,1,1,10,1,0,0,0,0,10,40,21,6,10000,
获得爆伤buff,10718,,10000,1,1,10,1,0,0,0,0,10,21,103202,1,0,
治疗量翻倍,10719,,10000,1,1,10,1,0,0,0,0,10,122,5,10000,0,
,10720,,10000,1,1,10,1,0,0,0,0,10,31,0,2000,0,
特性,10730,,10000,0,0,10,1,31,2,1,0,10,11,72,0,50,
突破1,10731,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,10732,,10000,0,1,10,51,0,0,0,0,10,11,72,0,500,
天赋1,10733,,10000,1,1,10,40,70,0,0,0,10,21,103201,1,0,
