,required,required,required,required,required,required,required,required,required,required,required
好友宝箱,1499,3,16,2,1,30,0,0,0,2,4
好友宝箱,1500,3,16,2,1,50,0,0,0,2,4
好友宝箱,1501,3,16,2,1,100,0,0,0,2,4
好友宝箱,1502,3,16,2,1,200,0,0,0,2,4
多人本通关,1503,3,13,1,1,2,0,0,0,1,8
多人本通关,1504,3,13,1,1,50,0,0,0,1,8
多人本通关,1505,3,13,1,1,100,0,0,0,1,8
探索层宝箱,1506,3,15,1,1,1,1,0,0,3,2
探索层宝箱,1507,3,15,1,1,5,1,0,0,3,2
探索层宝箱,1508,3,15,1,1,10,1,0,0,3,2
探索层宝箱,1509,3,15,1,1,20,1,0,0,3,2
探索层宝箱,1510,3,15,1,1,30,1,0,0,3,2
探索层宝箱,1511,3,15,1,1,50,1,0,0,3,2
探索层宝箱,1512,3,15,1,1,100,1,0,0,3,2
探索层宝箱,1513,3,15,1,1,200,1,0,0,3,2
探索层宝箱,1514,3,15,1,1,1,2,0,0,3,3
探索层宝箱,1515,3,15,1,1,5,2,0,0,3,3
探索层宝箱,1516,3,15,1,1,10,2,0,0,3,3
探索层宝箱,1517,3,15,1,1,20,2,0,0,3,3
探索层宝箱,1518,3,15,1,1,30,2,0,0,3,3
探索层宝箱,1519,3,15,1,1,50,2,0,0,3,3
探索层宝箱,1520,3,15,1,1,100,2,0,0,3,3
探索层宝箱,1521,3,15,1,1,200,2,0,0,3,3
探索层宝箱,1522,3,15,1,1,1,3,0,0,3,4
探索层宝箱,1523,3,15,1,1,5,3,0,0,3,4
探索层宝箱,1524,3,15,1,1,10,3,0,0,3,4
探索层宝箱,1525,3,15,1,1,20,3,0,0,3,4
探索层宝箱,1526,3,15,1,1,30,3,0,0,3,4
探索层宝箱,1527,3,15,1,1,50,3,0,0,3,4
探索层宝箱,1528,3,15,1,1,100,3,0,0,3,4
探索层宝箱,1529,3,15,1,1,200,3,0,0,3,4
英雄进阶,1530,1,1,2,1,3,2,0,0,0,0
英雄进阶,1531,1,1,2,1,4,2,0,0,0,0
英雄进阶,1532,1,1,2,1,5,2,0,0,0,0
英雄进阶,1533,1,1,2,1,6,2,0,0,0,0
英雄进阶,1534,1,1,2,1,3,5,0,0,0,0
英雄进阶,1535,1,1,2,1,4,5,0,0,0,0
英雄进阶,1536,1,1,2,1,5,5,0,0,0,0
英雄进阶,1537,1,1,2,1,6,5,0,0,0,0
英雄进阶,1538,1,1,2,1,3,8,0,0,0,0
英雄进阶,1539,1,1,2,1,4,8,0,0,0,0
英雄进阶,1540,1,1,2,1,5,8,0,0,0,0
英雄进阶,1541,1,1,2,1,6,8,0,0,0,0
英雄进阶,1542,1,1,2,1,3,12,0,0,0,0
英雄进阶,1543,1,1,2,1,4,12,0,0,0,0
英雄进阶,1544,1,1,2,1,5,12,0,0,0,0
英雄进阶,1545,1,1,2,1,6,12,0,0,0,0
英雄进阶,1546,1,1,2,1,3,18,0,0,0,0
英雄进阶,1547,1,1,2,1,4,18,0,0,0,0
英雄进阶,1548,1,1,2,1,5,18,0,0,0,0
英雄进阶,1549,1,1,2,1,6,18,0,0,0,0
亲密等级,1550,1,18,1,1,6,2,0,0,0,0
亲密等级,1551,1,18,1,1,12,2,0,0,0,0
亲密等级,1552,1,18,1,1,18,2,0,0,0,0
亲密等级,1553,1,18,1,1,24,2,0,0,0,0
亲密等级,1554,1,18,1,1,29,2,0,0,0,0
亲密等级,1555,1,18,1,1,6,5,0,0,0,0
亲密等级,1556,1,18,1,1,12,5,0,0,0,0
亲密等级,1557,1,18,1,1,18,5,0,0,0,0
亲密等级,1558,1,18,1,1,24,5,0,0,0,0
亲密等级,1559,1,18,1,1,29,5,0,0,0,0
亲密等级,1560,1,18,1,1,6,8,0,0,0,0
亲密等级,1561,1,18,1,1,12,8,0,0,0,0
亲密等级,1562,1,18,1,1,18,8,0,0,0,0
亲密等级,1563,1,18,1,1,24,8,0,0,0,0
亲密等级,1564,1,18,1,1,29,8,0,0,0,0
亲密等级,1565,1,18,1,1,6,12,0,0,0,0
亲密等级,1566,1,18,1,1,12,12,0,0,0,0
亲密等级,1567,1,18,1,1,18,12,0,0,0,0
亲密等级,1568,1,18,1,1,24,12,0,0,0,0
亲密等级,1569,1,18,1,1,29,12,0,0,0,0
亲密等级,1570,1,18,1,1,6,18,0,0,0,0
亲密等级,1571,1,18,1,1,12,18,0,0,0,0
亲密等级,1572,1,18,1,1,18,18,0,0,0,0
亲密等级,1573,1,18,1,1,24,18,0,0,0,0
亲密等级,1574,1,18,1,1,29,18,0,0,0,0
装备进阶,1599,1,3,3,1,3,4,4,0,0,0
装备进阶,1600,1,3,3,1,4,4,4,0,0,0
装备进阶,1601,1,3,3,1,5,4,4,0,0,0
装备进阶,1602,1,3,3,1,6,4,4,0,0,0
装备进阶,1603,1,3,3,1,3,4,8,0,0,0
装备进阶,1604,1,3,3,1,4,4,8,0,0,0
装备进阶,1605,1,3,3,1,5,4,8,0,0,0
装备进阶,1606,1,3,3,1,6,4,8,0,0,0
装备进阶,1607,1,3,3,1,3,4,12,0,0,0
装备进阶,1608,1,3,3,1,4,4,12,0,0,0
装备进阶,1609,1,3,3,1,5,4,12,0,0,0
装备进阶,1610,1,3,3,1,6,4,12,0,0,0
装备进阶,1611,1,3,3,1,3,4,18,0,0,0
装备进阶,1612,1,3,3,1,4,4,18,0,0,0
装备进阶,1613,1,3,3,1,5,4,18,0,0,0
装备进阶,1614,1,3,3,1,6,4,18,0,0,0
技能升级,1615,1,4,1,1,2,5,2,0,0,0
技能升级,1616,1,4,1,1,3,5,2,0,0,0
技能升级,1617,1,4,1,1,4,5,2,0,0,0
技能升级,1618,1,4,1,1,5,5,2,0,0,0
技能升级,1619,1,4,1,1,6,5,2,0,0,0
技能升级,1620,1,4,1,1,7,5,2,0,0,0
技能升级,1621,1,4,1,1,2,5,5,0,0,0
技能升级,1622,1,4,1,1,3,5,5,0,0,0
技能升级,1623,1,4,1,1,4,5,5,0,0,0
技能升级,1624,1,4,1,1,5,5,5,0,0,0
技能升级,1625,1,4,1,1,6,5,5,0,0,0
技能升级,1626,1,4,1,1,7,5,5,0,0,0
技能升级,1627,1,4,1,1,2,5,8,0,0,0
技能升级,1628,1,4,1,1,3,5,8,0,0,0
技能升级,1629,1,4,1,1,4,5,8,0,0,0
技能升级,1630,1,4,1,1,5,5,8,0,0,0
技能升级,1631,1,4,1,1,6,5,8,0,0,0
技能升级,1632,1,4,1,1,7,5,8,0,0,0
技能升级,1633,1,4,1,1,2,5,12,0,0,0
技能升级,1634,1,4,1,1,3,5,12,0,0,0
技能升级,1635,1,4,1,1,4,5,12,0,0,0
技能升级,1636,1,4,1,1,5,5,12,0,0,0
技能升级,1637,1,4,1,1,6,5,12,0,0,0
技能升级,1638,1,4,1,1,7,5,12,0,0,0
技能升级,1639,1,4,1,1,2,5,18,0,0,0
技能升级,1640,1,4,1,1,3,5,18,0,0,0
技能升级,1641,1,4,1,1,4,5,18,0,0,0
技能升级,1642,1,4,1,1,5,5,18,0,0,0
技能升级,1643,1,4,1,1,6,5,18,0,0,0
技能升级,1644,1,4,1,1,7,5,18,0,0,0
符文镶嵌,1645,2,4,2,1,4,5,2,0,3,11
符文镶嵌,1646,2,4,2,1,4,5,5,0,3,12
符文镶嵌,1647,2,4,2,1,4,5,8,0,3,13
符文镶嵌,1648,2,4,2,1,4,5,12,0,3,14
符文镶嵌,1649,2,4,2,1,4,5,18,0,3,15
符文升级,1650,2,5,1,1,2,3,2,0,3,16
符文升级,1651,2,5,1,1,3,3,2,0,3,17
符文升级,1652,2,5,1,1,4,3,2,0,3,18
符文升级,1653,2,5,1,1,5,3,2,0,3,19
符文升级,1654,2,5,1,1,2,3,5,0,3,20
符文升级,1655,2,5,1,1,3,3,5,0,3,21
符文升级,1656,2,5,1,1,4,3,5,0,3,22
符文升级,1657,2,5,1,1,5,3,5,0,3,23
符文升级,1658,2,5,1,1,2,3,10,0,3,24
符文升级,1659,2,5,1,1,3,3,10,0,3,25
符文升级,1660,2,5,1,1,4,3,10,0,3,26
符文升级,1661,2,5,1,1,5,3,10,0,3,27
符文升级,1662,2,5,1,1,2,3,15,0,3,28
符文升级,1663,2,5,1,1,3,3,15,0,3,29
符文升级,1664,2,5,1,1,4,3,15,0,3,30
符文升级,1665,2,5,1,1,5,3,15,0,3,31
符文升级,1666,2,5,1,1,2,3,20,0,3,32
符文升级,1667,2,5,1,1,3,3,20,0,3,33
符文升级,1668,2,5,1,1,4,3,20,0,3,34
符文升级,1669,2,5,1,1,5,3,20,0,3,35
符文升级,1670,2,5,1,1,2,4,2,0,3,36
符文升级,1671,2,5,1,1,3,4,2,0,3,37
符文升级,1672,2,5,1,1,4,4,2,0,3,38
符文升级,1673,2,5,1,1,5,4,2,0,3,39
符文升级,1674,2,5,1,1,2,4,5,0,3,40
符文升级,1675,2,5,1,1,3,4,5,0,3,41
符文升级,1676,2,5,1,1,4,4,5,0,3,42
符文升级,1677,2,5,1,1,5,4,5,0,3,43
符文升级,1678,2,5,1,1,2,4,10,0,3,44
符文升级,1679,2,5,1,1,3,4,10,0,3,45
符文升级,1680,2,5,1,1,4,4,10,0,3,46
符文升级,1681,2,5,1,1,5,4,10,0,3,47
符文升级,1682,2,5,1,1,2,4,15,0,3,48
符文升级,1683,2,5,1,1,3,4,15,0,3,49
符文升级,1684,2,5,1,1,4,4,15,0,3,50
符文升级,1685,2,5,1,1,5,4,15,0,3,51
符文升级,1686,2,5,1,1,2,4,20,0,3,52
符文升级,1687,2,5,1,1,3,4,20,0,3,53
符文升级,1688,2,5,1,1,4,4,20,0,3,54
符文升级,1689,2,5,1,1,5,4,20,0,3,55
本命升星,1690,2,6,2,1,2,6,0,0,3,56
本命升星,1691,2,6,2,1,3,6,0,0,3,57
本命升星,1692,2,6,2,1,4,6,0,0,3,58
本命升星,1693,2,6,2,1,5,6,0,0,3,59
本命升星,1694,2,6,2,1,6,6,0,0,3,60
本命升星,1695,2,6,2,1,7,6,0,0,4,1
本命升星,1696,2,6,2,1,2,12,0,0,4,2
本命升星,1697,2,6,2,1,3,12,0,0,4,3
本命升星,1698,2,6,2,1,4,12,0,0,4,4
本命升星,1699,2,6,2,1,5,12,0,0,4,5
本命升星,1700,2,6,2,1,6,12,0,0,4,6
本命升星,1701,2,6,2,1,7,12,0,0,4,7
本命升星,1702,2,6,2,1,2,18,0,0,4,8
本命升星,1703,2,6,2,1,3,18,0,0,4,9
本命升星,1704,2,6,2,1,4,18,0,0,4,10
本命升星,1705,2,6,2,1,5,18,0,0,4,11
本命升星,1706,2,6,2,1,6,18,0,0,4,12
本命升星,1707,2,6,2,1,7,18,0,0,4,13
本命升星,1708,2,6,2,1,2,24,0,0,4,14
本命升星,1709,2,6,2,1,3,24,0,0,4,15
本命升星,1710,2,6,2,1,4,24,0,0,4,16
本命升星,1711,2,6,2,1,5,24,0,0,4,17
本命升星,1712,2,6,2,1,6,24,0,0,4,18
本命升星,1713,2,6,2,1,7,24,0,0,4,19
本命升星,1714,2,6,2,1,2,32,0,0,4,20
本命升星,1715,2,6,2,1,3,32,0,0,4,21
本命升星,1716,2,6,2,1,4,32,0,0,4,22
本命升星,1717,2,6,2,1,5,32,0,0,4,23
本命升星,1718,2,6,2,1,6,32,0,0,4,24
本命升星,1719,2,6,2,1,7,32,0,0,4,25
英雄升级,1720,1,1,1,1,1,3,0,0,0,0
英雄升级,1721,1,1,1,1,1,5,0,0,0,0
英雄升级,1722,1,1,1,1,1,10,0,0,0,0
英雄升级,1723,1,1,1,1,1,15,0,0,0,0
英雄升级,1724,1,1,1,1,1,20,0,0,0,0
英雄升级,1725,1,1,1,1,70,3,0,0,0,0
英雄升级,1726,1,1,1,1,80,3,0,0,0,0
英雄升级,1727,1,1,1,1,70,6,0,0,0,0
英雄升级,1728,1,1,1,1,80,6,0,0,0,0
英雄升级,1729,1,1,1,1,20,10,0,0,0,0
英雄升级,1730,1,1,1,1,30,10,0,0,0,0
英雄升级,1731,1,1,1,1,40,10,0,0,0,0
英雄升级,1732,1,1,1,1,50,10,0,0,0,0
英雄升级,1733,1,1,1,1,60,10,0,0,0,0
英雄升级,1734,1,1,1,1,70,10,0,0,0,0
英雄升级,1735,1,1,1,1,80,10,0,0,0,0
英雄升级,1736,1,1,1,1,20,15,0,0,0,0
英雄升级,1737,1,1,1,1,30,15,0,0,0,0
英雄升级,1738,1,1,1,1,40,15,0,0,0,0
英雄升级,1739,1,1,1,1,50,15,0,0,0,0
英雄升级,1740,1,1,1,1,60,15,0,0,0,0
英雄升级,1741,1,1,1,1,70,15,0,0,0,0
英雄升级,1742,1,1,1,1,80,15,0,0,0,0
英雄升级,1743,1,1,1,1,20,20,0,0,0,0
英雄升级,1744,1,1,1,1,30,20,0,0,0,0
英雄升级,1745,1,1,1,1,40,20,0,0,0,0
英雄升级,1746,1,1,1,1,50,20,0,0,0,0
英雄升级,1747,1,1,1,1,60,20,0,0,0,0
英雄升级,1748,1,1,1,1,70,20,0,0,0,0
英雄升级,1749,1,1,1,1,80,20,0,0,0,0
英雄进阶,1750,1,1,2,1,9,3,0,0,0,0
英雄进阶,1751,1,1,2,1,12,3,0,0,0,0
英雄进阶,1752,1,1,2,1,9,6,0,0,0,0
英雄进阶,1753,1,1,2,1,12,6,0,0,0,0
英雄进阶,1754,1,1,2,1,3,10,0,0,0,0
英雄进阶,1755,1,1,2,1,6,10,0,0,0,0
英雄进阶,1756,1,1,2,1,9,10,0,0,0,0
英雄进阶,1757,1,1,2,1,12,10,0,0,0,0
英雄进阶,1758,1,1,2,1,3,15,0,0,0,0
英雄进阶,1759,1,1,2,1,6,15,0,0,0,0
英雄进阶,1760,1,1,2,1,9,15,0,0,0,0
英雄进阶,1761,1,1,2,1,12,15,0,0,0,0
英雄进阶,1762,1,1,2,1,3,20,0,0,0,0
英雄进阶,1763,1,1,2,1,6,20,0,0,0,0
英雄进阶,1764,1,1,2,1,9,20,0,0,0,0
英雄进阶,1765,1,1,2,1,12,20,0,0,0,0
亲密等级,1766,1,18,1,1,12,1,0,0,0,0
亲密等级,1767,1,18,1,1,18,1,0,0,0,0
亲密等级,1768,1,18,1,1,24,1,0,0,0,0
亲密等级,1769,1,18,1,1,29,1,0,0,0,0
亲密等级,1770,1,18,1,1,12,3,0,0,0,0
亲密等级,1771,1,18,1,1,18,3,0,0,0,0
亲密等级,1772,1,18,1,1,24,3,0,0,0,0
亲密等级,1773,1,18,1,1,29,3,0,0,0,0
亲密等级,1774,1,18,1,1,12,6,0,0,0,0
亲密等级,1775,1,18,1,1,18,6,0,0,0,0
亲密等级,1776,1,18,1,1,24,6,0,0,0,0
亲密等级,1777,1,18,1,1,29,6,0,0,0,0
亲密等级,1778,1,18,1,1,6,10,0,0,0,0
亲密等级,1779,1,18,1,1,12,10,0,0,0,0
亲密等级,1780,1,18,1,1,18,10,0,0,0,0
亲密等级,1781,1,18,1,1,24,10,0,0,0,0
亲密等级,1782,1,18,1,1,29,10,0,0,0,0
亲密等级,1783,1,18,1,1,6,20,0,0,0,0
亲密等级,1784,1,18,1,1,12,20,0,0,0,0
亲密等级,1785,1,18,1,1,18,20,0,0,0,0
亲密等级,1786,1,18,1,1,24,20,0,0,0,0
亲密等级,1787,1,18,1,1,29,20,0,0,0,0
装备强化,1788,1,3,1,1,15,4,3,0,0,0
装备强化,1789,1,3,1,1,35,4,3,0,0,0
装备强化,1790,1,3,1,1,65,4,3,0,0,0
装备强化,1791,1,3,1,1,70,4,3,0,0,0
装备强化,1792,1,3,1,1,75,4,3,0,0,0
装备强化,1793,1,3,1,1,80,4,3,0,0,0
装备强化,1794,1,3,1,1,15,4,6,0,0,0
装备强化,1795,1,3,1,1,25,4,6,0,0,0
装备强化,1796,1,3,1,1,35,4,6,0,0,0
装备强化,1797,1,3,1,1,65,4,6,0,0,0
装备强化,1798,1,3,1,1,70,4,6,0,0,0
装备强化,1799,1,3,1,1,75,4,6,0,0,0
装备强化,1800,1,3,1,1,80,4,6,0,0,0
装备强化,1801,1,3,1,1,10,4,10,0,0,0
装备强化,1802,1,3,1,1,15,4,10,0,0,0
装备强化,1803,1,3,1,1,20,4,10,0,0,0
装备强化,1804,1,3,1,1,25,4,10,0,0,0
装备强化,1805,1,3,1,1,30,4,10,0,0,0
装备强化,1806,1,3,1,1,35,4,10,0,0,0
装备强化,1807,1,3,1,1,40,4,10,0,0,0
装备强化,1808,1,3,1,1,45,4,10,0,0,0
装备强化,1809,1,3,1,1,50,4,10,0,0,0
装备强化,1810,1,3,1,1,55,4,10,0,0,0
装备强化,1811,1,3,1,1,60,4,10,0,0,0
装备强化,1812,1,3,1,1,65,4,10,0,0,0
装备强化,1813,1,3,1,1,70,4,10,0,0,0
装备强化,1814,1,3,1,1,75,4,10,0,0,0
装备强化,1815,1,3,1,1,80,4,10,0,0,0
装备强化,1816,1,3,1,1,10,4,15,0,0,0
装备强化,1817,1,3,1,1,15,4,15,0,0,0
装备强化,1818,1,3,1,1,20,4,15,0,0,0
装备强化,1819,1,3,1,1,25,4,15,0,0,0
装备强化,1820,1,3,1,1,30,4,15,0,0,0
装备强化,1821,1,3,1,1,35,4,15,0,0,0
装备强化,1822,1,3,1,1,40,4,15,0,0,0
装备强化,1823,1,3,1,1,45,4,15,0,0,0
装备强化,1824,1,3,1,1,50,4,15,0,0,0
装备强化,1825,1,3,1,1,55,4,15,0,0,0
装备强化,1826,1,3,1,1,60,4,15,0,0,0
装备强化,1827,1,3,1,1,65,4,15,0,0,0
装备强化,1828,1,3,1,1,70,4,15,0,0,0
装备强化,1829,1,3,1,1,75,4,15,0,0,0
装备强化,1830,1,3,1,1,80,4,15,0,0,0
装备强化,1831,1,3,1,1,10,4,20,0,0,0
装备强化,1832,1,3,1,1,15,4,20,0,0,0
装备强化,1833,1,3,1,1,20,4,20,0,0,0
装备强化,1834,1,3,1,1,25,4,20,0,0,0
装备强化,1835,1,3,1,1,30,4,20,0,0,0
装备强化,1836,1,3,1,1,35,4,20,0,0,0
装备强化,1837,1,3,1,1,40,4,20,0,0,0
装备强化,1838,1,3,1,1,45,4,20,0,0,0
装备强化,1839,1,3,1,1,50,4,20,0,0,0
装备强化,1840,1,3,1,1,55,4,20,0,0,0
装备强化,1841,1,3,1,1,60,4,20,0,0,0
装备强化,1842,1,3,1,1,65,4,20,0,0,0
装备强化,1843,1,3,1,1,70,4,20,0,0,0
装备强化,1844,1,3,1,1,75,4,20,0,0,0
装备强化,1845,1,3,1,1,80,4,20,0,0,0
装备升星,1846,1,3,2,1,1,4,10,0,0,0
装备升星,1847,1,3,2,1,2,4,10,0,0,0
装备升星,1848,1,3,2,1,3,4,10,0,0,0
装备升星,1849,1,3,2,1,4,4,10,0,0,0
装备升星,1850,1,3,2,1,5,4,10,0,0,0
装备升星,1851,1,3,2,1,6,4,10,0,0,0
装备升星,1852,1,3,2,1,7,4,10,0,0,0
装备升星,1853,1,3,2,1,1,4,15,0,0,0
装备升星,1854,1,3,2,1,2,4,15,0,0,0
装备升星,1855,1,3,2,1,3,4,15,0,0,0
装备升星,1856,1,3,2,1,4,4,15,0,0,0
装备升星,1857,1,3,2,1,5,4,15,0,0,0
装备升星,1858,1,3,2,1,6,4,15,0,0,0
装备升星,1859,1,3,2,1,7,4,15,0,0,0
装备升星,1860,1,3,2,1,1,4,20,0,0,0
装备升星,1861,1,3,2,1,2,4,20,0,0,0
装备升星,1862,1,3,2,1,3,4,20,0,0,0
装备升星,1863,1,3,2,1,4,4,20,0,0,0
装备升星,1864,1,3,2,1,5,4,20,0,0,0
装备升星,1865,1,3,2,1,6,4,20,0,0,0
装备升星,1866,1,3,2,1,7,4,20,0,0,0
装备进阶,1867,1,3,3,1,3,4,10,0,0,0
装备进阶,1868,1,3,3,1,4,4,10,0,0,0
装备进阶,1869,1,3,3,1,5,4,10,0,0,0
装备进阶,1870,1,3,3,1,6,4,10,0,0,0
装备进阶,1871,1,3,3,1,3,4,15,0,0,0
装备进阶,1872,1,3,3,1,4,4,15,0,0,0
装备进阶,1873,1,3,3,1,5,4,15,0,0,0
装备进阶,1874,1,3,3,1,6,4,15,0,0,0
装备进阶,1875,1,3,3,1,3,4,20,0,0,0
装备进阶,1876,1,3,3,1,4,4,20,0,0,0
装备进阶,1877,1,3,3,1,5,4,20,0,0,0
装备进阶,1878,1,3,3,1,6,4,20,0,0,0
技能升级,1879,1,4,1,1,3,1,1,0,0,0
技能升级,1880,1,4,1,1,4,1,1,0,0,0
技能升级,1881,1,4,1,1,5,1,1,0,0,0
技能升级,1882,1,4,1,1,6,1,1,0,0,0
技能升级,1883,1,4,1,1,7,1,1,0,0,0
技能升级,1884,1,4,1,1,2,5,1,0,0,0
技能升级,1885,1,4,1,1,3,5,1,0,0,0
技能升级,1886,1,4,1,1,4,5,1,0,0,0
技能升级,1887,1,4,1,1,5,5,1,0,0,0
技能升级,1888,1,4,1,1,6,5,1,0,0,0
技能升级,1889,1,4,1,1,7,5,1,0,0,0
技能升级,1890,1,4,1,1,2,5,3,0,0,0
技能升级,1891,1,4,1,1,3,5,3,0,0,0
技能升级,1892,1,4,1,1,4,5,3,0,0,0
技能升级,1893,1,4,1,1,5,5,3,0,0,0
技能升级,1894,1,4,1,1,6,5,3,0,0,0
技能升级,1895,1,4,1,1,7,5,3,0,0,0
技能升级,1896,1,4,1,1,2,5,6,0,0,0
技能升级,1897,1,4,1,1,3,5,6,0,0,0
技能升级,1898,1,4,1,1,4,5,6,0,0,0
技能升级,1899,1,4,1,1,5,5,6,0,0,0
技能升级,1900,1,4,1,1,6,5,6,0,0,0
技能升级,1901,1,4,1,1,7,5,6,0,0,0
技能升级,1902,1,4,1,1,2,5,10,0,0,0
技能升级,1903,1,4,1,1,3,5,10,0,0,0
技能升级,1904,1,4,1,1,4,5,10,0,0,0
技能升级,1905,1,4,1,1,5,5,10,0,0,0
技能升级,1906,1,4,1,1,6,5,10,0,0,0
技能升级,1907,1,4,1,1,7,5,10,0,0,0
技能升级,1908,1,4,1,1,2,5,15,0,0,0
技能升级,1909,1,4,1,1,3,5,15,0,0,0
技能升级,1910,1,4,1,1,4,5,15,0,0,0
技能升级,1911,1,4,1,1,5,5,15,0,0,0
技能升级,1912,1,4,1,1,6,5,15,0,0,0
技能升级,1913,1,4,1,1,7,5,15,0,0,0
技能升级,1914,1,4,1,1,2,5,20,0,0,0
技能升级,1915,1,4,1,1,3,5,20,0,0,0
技能升级,1916,1,4,1,1,4,5,20,0,0,0
技能升级,1917,1,4,1,1,5,5,20,0,0,0
技能升级,1918,1,4,1,1,6,5,20,0,0,0
技能升级,1919,1,4,1,1,7,5,20,0,0,0
符文镶嵌,1920,2,4,2,1,3,5,10,0,4,26
符文镶嵌,1921,2,4,2,1,3,5,15,0,4,27
符文镶嵌,1922,2,4,2,1,3,5,20,0,4,28
符文镶嵌,1923,2,4,2,1,4,5,10,0,4,29
符文镶嵌,1924,2,4,2,1,4,5,15,0,4,30
符文镶嵌,1925,2,4,2,1,4,5,20,0,4,31
符文升级,1926,2,5,1,1,2,2,1,0,4,32
符文升级,1927,2,5,1,1,3,2,1,0,4,33
符文升级,1928,2,5,1,1,4,2,1,0,4,34
符文升级,1929,2,5,1,1,5,2,1,0,4,35
符文升级,1930,2,5,1,1,2,2,3,0,4,36
符文升级,1931,2,5,1,1,3,2,3,0,4,37
符文升级,1932,2,5,1,1,4,2,3,0,4,38
符文升级,1933,2,5,1,1,5,2,3,0,4,39
符文升级,1934,2,5,1,1,2,2,6,0,4,40
符文升级,1935,2,5,1,1,3,2,6,0,4,41
符文升级,1936,2,5,1,1,4,2,6,0,4,42
符文升级,1937,2,5,1,1,5,2,6,0,4,43
符文升级,1938,2,5,1,1,2,2,12,0,4,44
符文升级,1939,2,5,1,1,3,2,12,0,4,45
符文升级,1940,2,5,1,1,4,2,12,0,4,46
符文升级,1941,2,5,1,1,5,2,12,0,4,47
符文升级,1942,2,5,1,1,2,2,25,0,4,48
符文升级,1943,2,5,1,1,3,2,25,0,4,49
符文升级,1944,2,5,1,1,4,2,25,0,4,50
符文升级,1945,2,5,1,1,5,2,25,0,4,51
符文升级,1946,2,5,1,1,2,3,12,0,4,52
符文升级,1947,2,5,1,1,3,3,12,0,4,53
符文升级,1948,2,5,1,1,4,3,12,0,4,54
符文升级,1949,2,5,1,1,5,3,12,0,4,55
符文升级,1950,2,5,1,1,2,3,25,0,4,56
符文升级,1951,2,5,1,1,3,3,25,0,4,57
符文升级,1952,2,5,1,1,4,3,25,0,4,58
符文升级,1953,2,5,1,1,5,3,25,0,4,59
符文升级,1954,2,5,1,1,2,4,12,0,4,60
符文升级,1955,2,5,1,1,3,4,12,0,5,43
符文升级,1956,2,5,1,1,4,4,12,0,5,44
符文升级,1957,2,5,1,1,5,4,12,0,5,45
符文升级,1958,2,5,1,1,2,4,25,0,5,46
符文升级,1959,2,5,1,1,3,4,25,0,5,47
符文升级,1960,2,5,1,1,4,4,25,0,5,48
符文升级,1961,2,5,1,1,5,4,25,0,5,49
本命升级,1962,2,6,1,1,70,3,0,0,5,50
本命升级,1963,2,6,1,1,80,3,0,0,5,51
本命升级,1964,2,6,1,1,10,5,0,0,5,52
本命升级,1965,2,6,1,1,20,5,0,0,5,53
本命升级,1966,2,6,1,1,30,5,0,0,5,54
本命升级,1967,2,6,1,1,40,5,0,0,5,55
本命升级,1968,2,6,1,1,50,5,0,0,5,56
本命升级,1969,2,6,1,1,60,5,0,0,5,57
本命升级,1970,2,6,1,1,70,5,0,0,5,58
本命升级,1971,2,6,1,1,80,5,0,0,5,59
本命升级,1972,2,6,1,1,10,10,0,0,5,60
本命升级,1973,2,6,1,1,20,10,0,0,6,1
本命升级,1974,2,6,1,1,30,10,0,0,6,2
本命升级,1975,2,6,1,1,40,10,0,0,6,3
本命升级,1976,2,6,1,1,50,10,0,0,6,4
本命升级,1977,2,6,1,1,60,10,0,0,6,5
本命升级,1978,2,6,1,1,70,10,0,0,6,6
本命升级,1979,2,6,1,1,80,10,0,0,6,7
本命升级,1980,2,6,1,1,10,15,0,0,6,8
本命升级,1981,2,6,1,1,20,15,0,0,6,9
本命升级,1982,2,6,1,1,30,15,0,0,6,10
本命升级,1983,2,6,1,1,40,15,0,0,6,11
本命升级,1984,2,6,1,1,50,15,0,0,6,12
本命升级,1985,2,6,1,1,60,15,0,0,6,13
本命升级,1986,2,6,1,1,70,15,0,0,6,14
本命升级,1987,2,6,1,1,80,15,0,0,6,15
本命升级,1988,2,6,1,1,10,20,0,0,6,16
本命升级,1989,2,6,1,1,20,20,0,0,6,17
本命升级,1990,2,6,1,1,30,20,0,0,6,18
本命升级,1991,2,6,1,1,40,20,0,0,6,19
本命升级,1992,2,6,1,1,50,20,0,0,6,20
本命升级,1993,2,6,1,1,60,20,0,0,6,21
本命升级,1994,2,6,1,1,70,20,0,0,6,22
本命升级,1995,2,6,1,1,80,20,0,0,6,23
本命升级,1996,2,6,1,1,10,30,0,0,6,24
本命升级,1997,2,6,1,1,20,30,0,0,6,25
本命升级,1998,2,6,1,1,30,30,0,0,6,26
本命升级,1999,2,6,1,1,40,30,0,0,6,27
本命升级,2000,2,6,1,1,50,30,0,0,6,28
本命升级,2001,2,6,1,1,60,30,0,0,6,29
本命升级,2002,2,6,1,1,70,30,0,0,6,30
本命升级,2003,2,6,1,1,80,30,0,0,6,31
本命升星,2004,2,6,2,1,2,3,0,0,6,32
本命升星,2005,2,6,2,1,3,3,0,0,6,33
本命升星,2006,2,6,2,1,4,3,0,0,6,34
本命升星,2007,2,6,2,1,5,3,0,0,6,35
本命升星,2008,2,6,2,1,6,3,0,0,6,36
本命升星,2009,2,6,2,1,7,3,0,0,6,37
本命升星,2010,2,6,2,1,2,5,0,0,6,38
