,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,202056,39708,6807,6807,2143,2143,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202057,40943,7018,7018,2209,2209,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202058,42203,7234,7234,2277,2277,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202059,43482,7454,7454,2346,2346,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202060,44774,7675,7675,2416,2416,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202061,46084,7900,7900,2487,2487,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202062,47413,8128,8128,2558,2558,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202063,48762,8359,8359,2631,2631,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202064,50122,8592,8592,2705,2705,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202065,51496,8827,8827,2779,2779,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202066,52894,9067,9067,2854,2854,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202067,54306,9309,9309,2930,2930,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202068,55736,9554,9554,3007,3007,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202069,57178,9802,9802,3085,3085,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202070,58640,10052,10052,3164,3164,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202071,60120,10306,10306,3244,3244,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202072,61614,10562,10562,3325,3325,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202073,63126,10821,10821,3406,3406,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202074,64650,11082,11082,3489,3489,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202075,66194,11347,11347,3572,3572,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202076,67756,11615,11615,3656,3656,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202077,69325,11884,11884,3741,3741,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202078,70919,12157,12157,3827,3827,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202079,72519,12431,12431,3913,3913,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,202080,74144,12710,12710,4001,4001,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203001,4324,231,231,97,97,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203002,4581,245,245,103,103,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203003,4898,262,262,110,110,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203004,5261,281,281,118,118,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203005,5685,304,304,127,127,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203006,6153,329,329,138,138,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203007,6683,358,358,150,150,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203008,7272,389,389,163,163,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203009,7907,423,423,177,177,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203010,8603,460,460,193,193,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203011,9374,502,502,210,210,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203012,10175,545,545,228,228,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203013,11022,590,590,247,247,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203014,11944,639,639,268,268,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203015,12912,691,691,290,290,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203016,13925,746,746,313,313,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203017,14999,803,803,337,337,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203018,16117,863,863,362,362,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203019,17297,926,926,388,388,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203020,18522,992,992,416,416,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203021,19807,1061,1061,445,445,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203022,21137,1132,1132,475,475,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203023,22528,1206,1206,506,506,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203024,23950,1283,1283,538,538,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203025,25446,1363,1363,572,572,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203026,26974,1445,1445,606,606,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203027,28576,1530,1530,642,642,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203028,30209,1618,1618,679,679,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203029,31888,1708,1708,717,717,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203030,33626,1801,1801,756,756,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203031,35411,1897,1897,796,796,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203032,37240,1995,1995,837,837,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203033,39130,2096,2096,879,879,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203034,41065,2199,2199,923,923,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203035,43031,2305,2305,967,967,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203036,45057,2413,2413,1013,1013,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203037,47144,2525,2525,1060,1060,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203038,49260,2638,2638,1107,1107,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203039,51438,2755,2755,1156,1156,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203040,53645,2873,2873,1206,1206,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203041,55913,2995,2995,1257,1257,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203042,58227,3119,3119,1309,1309,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203043,60570,3244,3244,1362,1362,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203044,62989,3374,3374,1416,1416,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203045,65439,3505,3505,1471,1471,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203046,67919,3638,3638,1527,1527,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203047,70459,3774,3774,1584,1584,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203048,73044,3913,3913,1642,1642,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203049,75660,4053,4053,1701,1701,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203050,78351,4197,4197,1761,1761,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203051,81058,4342,4342,1822,1822,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203052,83825,4490,4490,1884,1884,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203053,86622,4640,4640,1947,1947,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203054,89480,4793,4793,2012,2012,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203055,92368,4948,4948,2077,2077,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203056,95301,5105,5105,2143,2143,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203057,98264,5264,5264,2209,2209,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203058,101288,5426,5426,2277,2277,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203059,104358,5590,5590,2346,2346,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203060,107457,5756,5756,2416,2416,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203061,110602,5925,5925,2487,2487,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203062,113793,6096,6096,2558,2558,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203063,117028,6269,6269,2631,2631,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203064,120294,6444,6444,2705,2705,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203065,123590,6620,6620,2779,2779,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203066,126947,6800,6800,2854,2854,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203067,130334,6982,6982,2930,2930,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203068,133766,7166,7166,3007,3007,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203069,137229,7351,7351,3085,3085,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203070,140736,7539,7539,3164,3164,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203071,144290,7729,7729,3244,3244,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203072,147873,7921,7921,3325,3325,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203073,151502,8116,8116,3406,3406,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203074,155161,8312,8312,3489,3489,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203075,158865,8510,8510,3572,3572,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203076,162615,8711,8711,3656,3656,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203077,166380,8913,8913,3741,3741,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203078,170205,9118,9118,3827,3827,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203079,174046,9323,9323,3913,3913,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,203080,177947,9532,9532,4001,4001,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204001,3963,231,231,97,97,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204002,4199,245,245,103,103,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204003,4490,262,262,110,110,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204004,4823,281,281,118,118,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204005,5211,304,304,127,127,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204006,5641,329,329,138,138,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204007,6126,358,358,150,150,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204008,6666,389,389,163,163,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204009,7248,423,423,177,177,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204010,7886,460,460,193,193,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204011,8593,502,502,210,210,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204012,9327,545,545,228,228,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204013,10103,590,590,247,247,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204014,10949,639,639,268,268,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204015,11836,691,691,290,290,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204016,12765,746,746,313,313,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204017,13749,803,803,337,337,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204018,14774,863,863,362,362,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204019,15855,926,926,388,388,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204020,16978,992,992,416,416,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204021,18156,1061,1061,445,445,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204022,19376,1132,1132,475,475,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204023,20651,1206,1206,506,506,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204024,21954,1283,1283,538,538,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204025,23326,1363,1363,572,572,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204026,24726,1445,1445,606,606,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204027,26195,1530,1530,642,642,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204028,27692,1618,1618,679,679,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204029,29230,1708,1708,717,717,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204030,30824,1801,1801,756,756,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204031,32460,1897,1897,796,796,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204032,34137,1995,1995,837,837,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204033,35869,2096,2096,879,879,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204034,37643,2199,2199,923,923,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204035,39445,2305,2305,967,967,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204036,41302,2413,2413,1013,1013,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204037,43215,2525,2525,1060,1060,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204038,45155,2638,2638,1107,1107,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204039,47151,2755,2755,1156,1156,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204040,49175,2873,2873,1206,1206,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204041,51254,2995,2995,1257,1257,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204042,53374,3119,3119,1309,1309,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204043,55523,3244,3244,1362,1362,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204044,57740,3374,3374,1416,1416,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204045,59986,3505,3505,1471,1471,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204046,62259,3638,3638,1527,1527,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204047,64587,3774,3774,1584,1584,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204048,66957,3913,3913,1642,1642,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204049,69355,4053,4053,1701,1701,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204050,71822,4197,4197,1761,1761,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204051,74303,4342,4342,1822,1822,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204052,76839,4490,4490,1884,1884,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204053,79403,4640,4640,1947,1947,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204054,82023,4793,4793,2012,2012,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204055,84670,4948,4948,2077,2077,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204056,87359,5105,5105,2143,2143,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204057,90076,5264,5264,2209,2209,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204058,92848,5426,5426,2277,2277,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204059,95661,5590,5590,2346,2346,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204060,98503,5756,5756,2416,2416,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204061,101385,5925,5925,2487,2487,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204062,104310,6096,6096,2558,2558,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204063,107276,6269,6269,2631,2631,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204064,110270,6444,6444,2705,2705,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204065,113291,6620,6620,2779,2779,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204066,116368,6800,6800,2854,2854,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204067,119473,6982,6982,2930,2930,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204068,122619,7166,7166,3007,3007,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204069,125793,7351,7351,3085,3085,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204070,129008,7539,7539,3164,3164,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204071,132265,7729,7729,3244,3244,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204072,135550,7921,7921,3325,3325,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204073,138877,8116,8116,3406,3406,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204074,142231,8312,8312,3489,3489,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204075,145627,8510,8510,3572,3572,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204076,149064,8711,8711,3656,3656,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204077,152515,8913,8913,3741,3741,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204078,156022,9118,9118,3827,3827,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204079,159542,9323,9323,3913,3913,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,204080,163118,9532,9532,4001,4001,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,205001,3088,231,231,97,97,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,205002,3272,245,245,103,103,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,205003,3499,262,262,110,110,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,205004,3758,281,281,118,118,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,205005,4060,304,304,127,127,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,205006,4395,329,329,138,138,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,205007,4773,358,358,150,150,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,205008,5194,389,389,163,163,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
,205009,5648,423,423,177,177,0,0,0,0,0,10000,500,1000,5000,500,1000,3000,1000,0,0,0,0,0,0,0,0,0,0,0
